,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,dec
2691,K02863.01,0.0,1.703359172,0.69,57.6,6026.0,0.904,4.503,38.359081
2692,K02864.01,0.0,3.77881664,3.99,47.1,6115.0,5.544,3.267,39.00507
2693,K02865.01,1.0,1.311558909,1.15,141.3,5926.0,0.963,4.501,44.83955
2694,K02866.01,1.0,1.291233083,0.89,66.0,6384.0,1.086,4.419,39.24921
2695,K00273.01,1.0,10.573751447,2.07,298.9,5720.0,1.08,4.4,38.22884
2696,K02961.01,1.0,3.7847507,0.7,33.5,6017.0,1.206,4.326,47.6642
2697,K02963.01,1.0,18.2206024,1.78,201.8,5951.0,1.262,4.283,44.918289
2698,K02964.01,1.0,47.4497134,1.61,206.4,6007.0,1.126,4.353,47.07584
2699,K02717.01,1.0,0.929906166,1.48,108.7,6039.0,1.413,4.169,46.098881
2700,K02718.01,0.0,0.784513087,131.4,316.6,3853.0,78.869,0.892,40.460297
2701,K02719.01,1.0,4.11585514,1.93,425.8,4827.0,0.823,4.508,40.311211
2702,K02721.01,1.0,33.878639,3.52,700.1,5533.0,1.072,4.348,42.085381
2703,K02791.01,1.0,27.5722144,1.94,296.3,5912.0,1.09,4.397,49.788761
2704,K02792.01,1.0,2.12821621,0.7,25.9,5952.0,1.377,4.227,48.744099
2705,K02794.01,0.0,0.703399912,2.15,531.4,5955.0,0.91,4.52,40.693508
2706,K02795.01,0.0,2.5355023,2.7,354.6,6268.0,1.1,4.429,40.131088
2707,K02867.01,0.0,1.332560553,0.4,31.7,4947.0,0.714,4.621,46.772305
2708,K02867.02,0.0,18.936061,0.34,24.3,4947.0,0.714,4.621,46.772305
2709,K02868.01,1.0,10.65275054,2.2,740.7,5602.0,0.817,4.571,45.172272
2710,K02869.01,1.0,3.30040818,1.43,98.8,6333.0,1.438,4.229,43.403271
2711,K02870.01,0.0,5.62950902,2.11,297.5,5822.0,0.898,4.529,39.901939
2712,K02942.02,1.0,24.2758992,2.25,702.2,5745.0,0.837,4.559,39.40596
2713,K02943.01,1.0,54.4099612,1.56,193.0,5746.0,1.133,4.309,46.659592
2714,K02944.01,0.0,9.12209336,28.17,906.8,5899.0,0.96,4.499,42.277039
2715,K02945.01,1.0,19.94752741,2.52,861.3,5749.0,0.864,4.547,44.7057
2716,K00277.02,1.0,13.84984567,1.45,84.6,5919.0,1.585,4.042,49.231834
2717,K02722.01,1.0,6.12479773,1.51,129.3,6052.0,1.202,4.285,43.35461
2718,K02722.02,1.0,11.24284815,1.44,136.0,6052.0,1.202,4.285,43.35461
2719,K02722.03,1.0,4.02877097,1.21,100.4,6052.0,1.202,4.285,43.35461
2720,K02722.04,1.0,8.92114318,1.27,110.8,6052.0,1.202,4.285,43.35461
2721,K00262.01,1.0,7.81285862,1.68,117.3,6237.0,1.543,4.136,50.033718
2722,K00269.01,1.0,18.01164974,1.83,107.8,6477.0,1.459,4.224,43.378391
2723,K02798.01,1.0,0.916142298,0.6,98.5,4374.0,0.614,4.639,42.197681
2724,K02799.01,0.0,0.597933473,1.24,106.0,6543.0,1.159,4.382,40.832291
2725,K02800.01,0.0,2.69636494,1.24,109.0,5653.0,1.139,4.25,47.797131
2726,K02801.01,1.0,6.99205021,1.06,33.4,6057.0,1.467,4.139,41.14373
2727,K02871.01,1.0,12.0999065,1.39,165.5,5553.0,1.098,4.33,48.185822
2728,K02871.02,1.0,5.36375016,1.15,114.3,5553.0,1.098,4.33,48.185822
2729,K02872.01,0.0,3.17319407,0.91,135.8,5369.0,0.784,4.508,42.655079
2730,K02873.01,0.0,5.24368302,0.91,225.4,4194.0,0.629,4.633,41.744492
2731,K02955.01,0.0,0.591280187,1.3,135.0,6246.0,1.092,4.433,40.278759
2732,K02956.01,1.0,3.93766786,1.36,24.3,6277.0,2.741,3.728,45.084141
2733,K02960.01,0.0,1.465943491,1.6,52.3,6230.0,2.19,3.847,48.239368
2734,K00279.01,1.0,28.45489091,6.08,1418.6,6206.0,1.573,4.159,51.0135
2735,K02723.01,1.0,1.952711161,2.58,403.0,5741.0,0.946,4.495,38.472912
2736,K02724.01,0.0,0.620739667,29.28,108.2,6559.0,1.602,4.133,40.477428
2737,K02725.01,0.0,0.587470828,51.02,193.8,5787.0,2.667,3.678,41.508301
2738,K02726.01,0.0,0.934924739,2.29,73.8,6477.0,2.628,3.781,47.479809
2739,K02727.01,0.0,25.7054557,1.75,266.3,6326.0,1.001,4.459,39.900162
2740,K02802.01,1.0,3.84822189,1.72,203.9,5927.0,1.193,4.323,41.02187
2741,K02803.01,1.0,2.37752442,0.53,32.1,5615.0,0.936,4.505,46.790562
2742,K02804.01,0.0,2.62838097,1.01,89.9,5884.0,1.07,4.408,40.43306
2743,K02805.01,1.0,1.877878538,0.78,47.5,6324.0,1.115,4.352,48.701481
2744,K00041.03,1.0,35.3331932,1.55,99.7,5788.0,1.474,4.122,41.990269
2745,K00274.01,1.0,15.0896415,1.42,77.8,6063.0,1.613,4.061,43.980209
2746,K02877.01,1.0,5.30873978,1.08,127.5,5914.0,0.955,4.483,42.541382
2747,K02878.01,1.0,3.89524296,1.13,189.0,5018.0,0.838,4.492,40.240929
2748,K02880.01,1.0,0.740926358,1.22,195.5,5618.0,0.874,4.494,46.651699
2749,K02965.01,0.0,1.352564873,1.45,56.7,6463.0,1.823,3.959,44.457619
2750,K02966.01,0.0,7.72768833,1.89,404.8,5765.0,0.94,4.468,40.152039
2751,K02967.01,1.0,37.3033197,2.31,551.7,5646.0,0.817,4.55,41.226429
2752,K02969.01,0.0,31.9729501,2.41,156.3,6007.0,1.759,4.064,44.657928
2753,K02729.01,1.0,14.8877665,1.96,252.5,6143.0,1.116,4.344,50.460972
2754,K02730.01,1.0,4.52158614,1.31,106.2,5576.0,1.289,4.201,44.41777
2755,K02731.01,0.0,2.007750531,1.64,352.0,5645.0,0.865,4.549,39.16254
2756,K02732.01,1.0,7.03146295,1.38,85.4,6170.0,1.499,4.192,46.74456
2757,K02732.03,1.0,54.2811949,2.07,147.8,6170.0,1.499,4.192,46.74456
2758,K02808.01,0.0,0.596087893,1.92,105.1,6049.0,1.827,3.997,38.871815
2759,K00270.01,1.0,12.58229808,1.53,118.7,5587.0,1.423,4.091,41.900829
2760,K02809.01,0.0,7.12684695,1.38,206.3,6050.0,0.896,4.525,43.090912
2761,K02810.01,0.0,0.661749944,23.92,215.6,6363.0,1.198,4.386,47.37191
2762,K02811.01,0.0,1.35477049,0.8,145.3,4414.0,0.689,4.621,41.70121
2763,K02882.02,0.0,0.493393859,1.4,264.7,4474.0,0.614,4.67,40.81496
2764,K02883.01,1.0,11.95401876,2.1,855.9,4359.0,0.659,4.611,40.366402
2765,K02884.01,0.0,2.48883033,0.64,51.4,5615.0,0.833,4.514,46.305729
2766,K02885.01,0.0,20.2340219,0.99,193.6,5528.0,0.71,4.627,48.64492
2767,K02886.01,1.0,0.88184263,1.24,249.9,5268.0,0.776,4.594,41.410252
2768,K02675.01,1.0,5.448321078,2.17,529.4,5721.0,0.905,4.517,41.03577
2769,K02675.02,1.0,1.116127169,1.0,109.2,5721.0,0.905,4.517,41.03577
2770,K02676.01,0.0,195.613824,10.65,1651.9,5970.0,2.229,3.835,40.87204
2771,K02678.01,1.0,3.833087643,2.25,461.4,5397.0,0.831,4.543,42.233261
2772,K00262.02,1.0,9.37663713,1.89,118.4,6237.0,1.543,4.136,50.033718
2773,K02733.01,1.0,5.62006198,1.45,190.1,4868.0,0.746,4.6,41.297852
2774,K02734.01,1.0,3.8259005,3.45,857.2,5223.0,0.885,4.505,43.322601
2775,K02735.01,1.0,0.558841234,1.33,280.9,5151.0,0.792,4.592,46.048302
2776,K02736.01,1.0,9.33648141,2.39,885.4,4442.0,0.648,4.619,48.271049
2777,K02812.01,1.0,76.6139446,2.61,498.7,6173.0,1.03,4.408,37.75906
2778,K02815.01,0.0,1.545388842,0.56,52.8,5782.0,0.767,4.594,46.386261
2779,K02816.01,1.0,1.289590179,1.38,286.0,5467.0,0.808,4.578,49.067982
2780,K02817.01,1.0,0.634003002,1.35,316.9,5226.0,0.75,4.606,43.243938
2781,K02887.01,0.0,1.56859048,23.41,280.6,6248.0,1.002,4.442,38.926201
2782,K00274.02,1.0,22.8030252,1.29,62.9,6063.0,1.613,4.061,43.980209
2783,K02888.01,0.0,0.623441939,13.89,128.1,5385.0,2.871,3.639,50.490761
2784,K02889.01,0.0,5.24364571,25.01,270.4,6197.0,1.056,4.406,41.728489
2785,K02890.01,1.0,8.98826122,1.39,160.8,5984.0,0.906,4.521,43.045441
2786,K00258.01,0.0,4.15743922,96.99,1472.0,6529.0,3.131,3.657,48.961281
2787,K02681.01,1.0,135.4978256,6.01,5038.1,5307.0,0.757,4.572,42.380451
2788,K02681.02,1.0,22.2508509,2.07,618.7,5307.0,0.757,4.572,42.380451
2789,K02682.01,0.0,8.53161917,54.6,65744.0,5780.0,1.0,4.438,37.741367
2790,K02737.01,0.0,0.526615152,1.46,64.0,5718.0,1.832,3.966,42.062382
2791,K02738.01,0.0,0.690405794,1.04,178.4,5204.0,0.786,4.515,42.052479
2792,K02739.01,1.0,10.10773789,1.98,294.9,5480.0,1.174,4.26,39.95689
2793,K02740.01,0.0,1.844857057,0.97,85.6,6143.0,1.004,4.403,38.463631
2794,K02819.01,0.0,18.0116764,2.02,417.2,6003.0,0.932,4.507,39.388599
2795,K00270.02,1.0,33.67280658,1.86,170.9,5587.0,1.423,4.091,41.900829
2796,K02820.01,1.0,3.00912491,1.22,191.4,5713.0,0.893,4.541,50.35331
2797,K02822.01,1.0,4.44589508,1.94,441.4,5918.0,0.865,4.544,44.107059
2798,K02891.01,0.0,2.023126394,0.92,72.2,6349.0,1.059,4.422,47.022911
2799,K02892.01,0.0,10.63609504,1.36,290.6,5546.0,0.81,4.575,46.31237
2800,K02894.01,1.0,10.3108232,1.27,204.0,5708.0,0.893,4.521,42.440418
2801,K02895.01,0.0,1.069842837,1.77,540.3,4999.0,0.786,4.523,40.604858
2802,K02896.01,0.0,1.077467951,31.06,75.7,6329.0,1.508,4.137,38.014912
2803,K02684.01,0.0,2.8736467,6.47,215.7,8173.0,3.169,3.744,39.182411
2804,K02685.01,0.0,2.846517614,1.88,2154.4,3468.0,0.32,4.931,46.200695
2805,K02686.01,1.0,211.032819,3.43,1953.4,4658.0,0.686,4.632,43.55587
2806,K02741.01,0.0,0.755103143,1.49,43.8,5996.0,2.128,3.87,40.718491
2807,K00263.01,0.0,20.71927223,2.51,224.6,5729.0,1.545,4.058,47.774399
2808,K02743.01,1.0,11.87457664,1.32,220.7,5523.0,0.88,4.506,43.91367
2809,K02744.01,1.0,109.6469948,4.85,899.7,5332.0,1.453,4.083,41.111439
2810,K02745.01,1.0,15.64588656,2.18,572.1,5896.0,0.916,4.518,51.320862
2811,K02823.01,0.0,0.93375241,3.18,518.0,5402.0,0.815,4.581,47.452099
2812,K02824.01,0.0,1.70336496,1.67,316.7,5881.0,0.915,4.516,38.3521
2813,K02825.01,0.0,0.764174368,1.18,100.2,6321.0,1.125,4.417,46.21801
2814,K02826.01,0.0,1.85373924,0.23,348.6,2661.0,0.116,5.283,44.185783
2815,K02827.01,1.0,7.06321927,1.21,207.2,5305.0,0.818,4.489,43.008911
2816,K02897.01,0.0,0.584310213,23.09,809.4,5783.0,0.88,4.539,41.034061
2817,K02898.01,1.0,25.384175,2.44,594.0,6137.0,0.994,4.471,48.727791
2818,K00275.01,1.0,15.79196594,2.4,203.1,5758.0,1.704,4.072,47.848564
2819,K02687.02,1.0,8.16733851,1.03,104.9,5808.0,0.902,4.522,42.764252
2820,K00041.01,1.0,12.81590421,2.26,220.5,5788.0,1.474,4.122,41.990269
2821,K00259.01,0.0,79.99623328,40.73,24384.0,6796.0,2.49,3.88,41.098068
2822,K02688.01,1.0,5.424749327,5.15,7680.0,4137.0,0.591,4.658,45.197105
2823,K02690.01,1.0,3.606940379,2.04,432.3,5508.0,0.84,4.569,40.59074
2824,K02746.01,0.0,69.2002312,45.24,2271.5,7044.0,1.267,4.337,40.440819
2825,K02747.01,1.0,6.26404774,1.55,378.7,5032.0,0.817,4.511,42.070431
2826,K02748.01,1.0,23.1985852,2.61,224.7,5416.0,1.756,3.951,46.89986
2827,K02748.02,1.0,5.77721259,2.17,134.3,5416.0,1.756,3.951,46.89986
2828,K02749.01,0.0,0.905037231,1.1,37.5,6223.0,1.763,4.01,44.899452
2829,K02828.01,1.0,59.4969009,2.92,1262.1,4817.0,0.833,4.499,41.892818
2830,K02829.01,1.0,10.61345333,1.77,150.2,5865.0,1.388,4.163,41.53323
2831,K00271.01,1.0,48.6303805,2.48,339.8,6075.0,1.352,4.264,46.027962
2832,K02830.01,1.0,40.5289885,5.92,360.7,6443.0,3.086,3.74,45.623219
2833,K02831.01,0.0,0.571940563,1.88,54.3,5827.0,2.286,3.74,46.419399
2834,K02901.01,0.0,0.633514386,0.81,179.1,4330.0,0.618,4.64,45.83321
2835,K02903.01,0.0,17.4166143,1.84,314.2,5946.0,1.017,4.444,38.75787
2836,K02904.01,1.0,16.3583482,2.23,116.4,6133.0,1.765,4.084,39.048031
2837,K02905.01,0.0,36.0054414,3.33,117.5,7048.0,2.838,3.797,45.853519
2838,K02906.01,1.0,13.9093544,1.33,86.8,6052.0,1.424,4.183,42.191879
2839,K02692.01,0.0,1.257689465,2.45,945.6,5676.0,0.787,4.571,38.149281
2840,K02693.01,1.0,4.081411554,1.0,171.9,4498.0,0.635,4.661,40.343849
2841,K02693.02,1.0,11.41941928,0.99,150.5,4498.0,0.635,4.661,40.343849
2842,K02693.03,1.0,6.83440674,1.01,177.1,4498.0,0.635,4.661,40.343849
2843,K02751.01,1.0,24.4004378,2.47,860.5,4583.0,0.674,4.606,46.796101
2844,K00264.01,0.0,4.029810359,1.77,111.1,5929.0,1.651,4.055,38.262817
2845,K02752.01,0.0,1.287622419,0.87,36.5,6170.0,1.274,4.308,40.902191
2846,K02753.01,1.0,0.935115863,1.05,64.8,5874.0,1.297,4.252,41.699139
2847,K02832.01,1.0,3.57551429,0.89,92.8,5213.0,0.917,4.434,46.904251
2848,K02834.01,1.0,136.205112,2.35,1209.3,4648.0,0.675,4.631,40.87711
2849,K02835.01,1.0,6.30922043,1.37,691.2,4380.0,0.53,4.71,40.696602
2850,K02836.01,1.0,2.94194296,1.22,278.0,4901.0,0.758,4.544,49.25642
2851,K02907.01,0.0,1.146934644,1.39,256.2,5423.0,0.862,4.502,37.9062
2852,K02908.01,0.0,1.245353252,1.48,224.2,5982.0,0.96,4.493,42.058998
2853,K00275.02,1.0,82.2001239,2.57,233.9,5758.0,1.704,4.072,47.848564
2854,K02910.01,1.0,15.3626052,1.8,468.3,5011.0,0.851,4.484,39.52705
2855,K02694.01,1.0,0.843379985,1.7,343.3,4818.0,0.856,4.481,46.053028
2856,K02694.02,1.0,6.56606941,1.83,402.4,4818.0,0.856,4.481,46.053028
2857,K00260.01,1.0,10.49566303,1.34,106.1,6214.0,1.297,4.238,44.208511
2858,K02754.01,1.0,1.34155642,0.74,58.2,5779.0,0.97,4.44,48.373432
2859,K02755.01,1.0,8.48299282,0.8,69.1,5827.0,0.933,4.471,38.655949
2860,K02756.01,1.0,0.665025941,1.11,104.7,5884.0,1.07,4.408,42.47279
2861,K02757.01,1.0,234.635652,2.56,868.5,5422.0,0.885,4.481,41.877972
2862,K02837.01,1.0,13.32191461,2.88,133.5,6995.0,2.274,3.925,49.587601
2863,K02838.01,1.0,7.69994466,0.92,70.9,5727.0,1.104,4.328,42.046089
2864,K02838.02,1.0,4.77466043,0.81,54.3,5727.0,1.104,4.328,42.046089
2865,K00271.02,1.0,29.39337161,2.5,327.0,6075.0,1.352,4.264,46.027962
2866,K02839.01,1.0,2.164570593,1.27,525.1,3941.0,0.554,4.713,41.554871
2867,K02911.01,0.0,12.4258343,2.75,449.4,6185.0,0.991,4.472,40.60194
2868,K02912.01,0.0,0.873227249,1.68,221.8,6341.0,1.111,4.409,46.366928
2869,K02913.01,1.0,2.88878583,0.84,40.9,5696.0,1.331,4.247,46.48111
2870,K02697.01,0.0,7.37453336,87.08,304.4,5028.0,4.991,3.289,42.011681
2871,K02698.01,1.0,87.9724227,3.39,866.7,5837.0,1.159,4.305,40.29314
2872,K02699.01,1.0,0.568874717,1.49,378.4,5223.0,0.78,4.593,42.115971
2873,K02701.01,0.0,22.023514,4.79,1670.0,5860.0,0.936,4.489,40.622822
2874,K02760.01,1.0,56.5732318,2.69,688.5,4701.0,0.775,4.54,43.691921
2875,K02761.01,0.0,1.846861455,2.23,648.6,5591.0,0.86,4.559,43.671951
2876,K00265.01,1.0,3.568099612,1.36,98.4,6007.0,1.334,4.232,50.408981
2877,K02762.01,1.0,132.9955503,2.51,1275.4,4523.0,0.659,4.636,44.159351
2878,K00301.01,1.0,6.002548291,2.33,202.0,6204.0,1.36,4.269,38.795479
2879,K00301.02,1.0,11.44865823,1.32,75.2,6204.0,1.36,4.269,38.795479
2880,K00302.01,1.0,24.85466504,7.61,776.2,6967.0,2.527,3.864,38.735741
2881,K00303.01,1.0,60.92818866,2.78,755.6,5638.0,1.023,4.359,41.295361
2882,K00304.01,1.0,8.512037736,2.14,597.8,5767.0,0.881,4.538,41.373878
2883,K00359.01,0.0,5.93720557,1.84,371.4,5857.0,0.712,4.633,50.627621
2884,K00360.01,0.0,5.93719982,1.47,175.6,6102.0,1.026,4.457,50.650921
2885,K00061.01,0.0,1.63345402,24.87,359.0,6283.0,1.091,4.372,44.161045
2886,K00361.01,1.0,3.247548814,1.41,209.7,5703.0,0.975,4.498,51.277081
2887,K00362.01,0.0,14.022451457,14.93,20083.0,6061.0,1.05,4.401,37.199219
2888,K00363.01,0.0,2.442945167,38.29,677.9,5657.0,1.428,4.121,37.78933
2889,K03005.01,0.0,1.312459403,1.65,36.9,6543.0,2.507,3.782,38.816261
2890,K03008.01,1.0,2.99792926,1.12,45.4,5888.0,1.645,4.061,45.42577
2891,K03010.01,1.0,60.8660974,1.39,714.3,3808.0,0.522,4.734,38.743542
2892,K03011.01,0.0,2.11547854,1.66,222.9,6208.0,1.024,4.454,38.42897
2893,K03087.01,0.0,5.54867998,0.68,68.9,5258.0,0.835,4.514,45.49007
2894,K03087.02,0.0,1.22174063,0.46,32.2,5258.0,0.835,4.514,45.49007
2895,K03088.01,1.0,3.48412874,1.16,161.6,5696.0,0.921,4.519,45.318291
2896,K00285.01,1.0,13.74883059,3.63,425.9,5862.0,1.67,4.05,41.562958
2897,K00305.01,1.0,4.603575293,1.51,440.4,4783.0,0.741,4.602,41.300049
2898,K00306.01,1.0,24.30784323,2.14,677.1,5313.0,0.82,4.571,41.38464
2899,K00307.01,1.0,19.67409703,1.78,204.9,6023.0,1.031,4.423,41.61776
2900,K00046.01,1.0,3.487688776,5.64,1298.8,5576.0,1.593,4.065,48.355232
2901,K00365.01,1.0,81.737872,2.16,628.8,5559.0,0.873,4.502,49.623451
2902,K00367.01,1.0,31.578651216,4.52,2125.4,5733.0,0.99,4.442,39.911812
2903,K00368.01,0.0,110.32167272,18.6,7296.6,9244.0,2.025,4.159,42.086922
2904,K00369.01,1.0,5.88527364,1.59,112.7,6070.0,1.431,4.157,42.775509
2905,K03012.01,0.0,1.086486129,1.69,66.0,5911.0,2.0,3.861,42.655811
2906,K03014.01,1.0,86.1160885,3.11,875.2,6161.0,1.053,4.454,42.963921
2907,K03015.01,1.0,3.61460332,0.9,43.9,5799.0,1.375,4.161,49.20248
2908,K00282.02,1.0,8.45744892,1.02,77.4,5903.0,1.137,4.304,40.245327
2909,K03090.01,1.0,3.82223397,1.05,362.7,3729.0,0.514,4.733,42.014832
2910,K03091.01,1.0,17.067644,1.62,262.4,6347.0,0.996,4.464,51.248169
2911,K03092.01,0.0,5.78542702,1.91,256.2,6555.0,1.178,4.374,43.816502
2912,K03093.01,1.0,29.6099055,1.74,120.1,5812.0,1.122,4.329,40.229321
2913,K03095.01,1.0,3.42390809,1.25,153.1,5788.0,1.015,4.442,46.36684
2914,K00307.02,1.0,5.21104597,1.18,102.7,6023.0,1.031,4.423,41.61776
2915,K00308.01,1.0,35.5969684,3.72,684.5,6212.0,1.209,4.309,41.602871
2916,K00309.01,0.0,1.633107509,0.53,60.8,4579.0,0.684,4.596,42.542728
2917,K00312.01,1.0,11.57890926,2.06,243.4,6156.0,1.303,4.284,42.598785
2918,K00369.02,1.0,10.10463142,1.59,114.6,6070.0,1.431,4.157,42.775509
2919,K00370.01,1.0,42.88247951,3.61,408.9,6143.0,1.763,4.039,44.52911
2920,K00063.01,1.0,9.43414171,5.73,3977.0,5578.0,0.886,4.518,49.548199
2921,K00370.02,1.0,22.95062278,2.17,129.8,6143.0,1.763,4.039,44.52911
2922,K00371.01,0.0,498.391282,17.14,1590.0,5134.0,3.107,3.611,40.856491
2923,K00372.01,1.0,125.6291479,10.02,7841.6,5819.0,1.111,4.334,41.86676
2924,K03018.01,0.0,45.1178526,2.78,389.2,5585.0,1.038,4.339,43.619011
2925,K03019.01,1.0,4.17939037,1.52,172.8,5633.0,1.162,4.296,44.838181
2926,K03021.01,0.0,0.803835923,0.78,52.6,6242.0,1.047,4.442,38.42078
2927,K03022.01,1.0,2.76263737,1.25,185.0,5772.0,0.901,4.528,49.666851
2928,K03097.01,1.0,11.9216035,0.87,43.2,6006.0,1.082,4.403,43.227791
2929,K03097.02,1.0,6.80257947,0.73,32.7,6006.0,1.082,4.403,43.227791
2930,K03097.03,1.0,8.70312154,0.72,32.0,6006.0,1.082,4.403,43.227791
2931,K03098.01,0.0,1.332557603,19.88,225.3,6091.0,0.967,4.487,46.81963
2932,K00043.01,0.0,11.32029599,8.02,4303.5,5780.0,1.0,4.438,45.350697
2933,K00285.02,1.0,26.723169,2.31,195.0,5862.0,1.67,4.05,41.562958
2934,K00312.02,1.0,16.39926461,1.94,220.8,6156.0,1.303,4.284,42.598785
2935,K00313.01,1.0,18.73577127,2.1,567.2,5188.0,0.795,4.547,43.039101
2936,K00313.02,1.0,8.43639829,1.5,345.5,5188.0,0.795,4.547,43.039101
2937,K00314.01,1.0,13.78109471,1.42,756.0,3846.0,0.503,4.738,43.292988
2938,K00314.02,1.0,23.08902241,1.24,598.3,3846.0,0.503,4.738,43.292988
2939,K00046.02,1.0,6.02977241,1.18,54.6,5576.0,1.593,4.065,48.355232
2940,K00373.01,1.0,135.1879934,2.32,663.4,5731.0,0.906,4.451,42.909458
2941,K00374.01,1.0,172.7046083,2.85,659.1,5851.0,1.116,4.302,44.873959
2942,K00376.01,0.0,44.14599042,121.48,4467.8,6692.0,1.152,4.383,51.726601
2943,K00376.02,0.0,1.411627439,2.99,515.2,6692.0,1.152,4.383,51.726601
2944,K00377.01,1.0,19.270825843,7.74,6660.5,5779.0,0.956,4.491,38.400902
2945,K03023.01,0.0,4.39049637,2.07,113.5,6429.0,1.908,3.989,43.493759
2946,K03025.01,1.0,13.1829329,1.84,518.0,5382.0,0.827,4.571,46.49876
2947,K03026.01,1.0,3.51575492,1.35,237.4,5094.0,0.901,4.45,42.42231
2948,K00282.03,1.0,87.5177787,1.85,136.5,5903.0,1.137,4.304,40.245327
2949,K03099.01,0.0,14.0498182,1.45,472.0,4228.0,0.652,4.618,40.218102
2950,K03101.01,1.0,14.2563272,1.73,206.1,6140.0,1.027,4.455,49.416969
2951,K03106.01,1.0,0.968980781,1.08,118.5,5866.0,1.0,4.473,45.114552
2952,K03107.01,0.0,8.589562,15.95,245.4,5766.0,0.945,4.404,46.903118
2953,K00314.03,1.0,10.31282204,0.59,137.6,3846.0,0.503,4.738,43.292988
2954,K00315.01,1.0,35.58349688,2.03,937.6,4894.0,0.684,4.637,43.333309
2955,K00316.01,1.0,15.77111067,2.62,547.1,5620.0,1.143,4.333,43.889351
2956,K00316.02,1.0,157.0659976,2.63,551.4,5620.0,1.143,4.333,43.889351
2957,K00378.01,0.0,4.94402197,32.92,363.3,6013.0,1.7,4.035,37.705513
2958,K00379.01,0.0,6.71725648,2.78,272.7,6078.0,1.683,4.094,37.776192
2959,K03027.01,1.0,6.07032548,1.36,311.6,5076.0,0.763,4.598,48.762562
2960,K03028.01,0.0,1.33256952,1.06,163.5,5547.0,0.82,4.571,46.676289
2961,K03030.01,0.0,7.19552624,1.67,214.6,6242.0,1.093,4.432,40.751122
2962,K03108.01,1.0,7.36272124,1.86,429.3,5868.0,0.894,4.53,38.856621
2963,K03109.01,1.0,10.6761592,1.79,151.0,6460.0,1.434,4.267,49.594978
2964,K03110.01,1.0,4.48494315,1.23,134.9,6217.0,1.051,4.437,49.044868
2965,K00285.03,1.0,49.3567907,1.91,130.2,5862.0,1.67,4.05,41.562958
2966,K00317.01,1.0,22.20809549,3.02,463.2,6336.0,1.403,4.266,43.998039
2967,K00318.01,1.0,38.5833679,8.56,1388.2,6273.0,1.927,4.04,44.068821
2968,K00320.01,0.0,4.79179893,26.26,123.9,6499.0,1.103,4.408,44.827831
2969,K00321.01,1.0,2.426304127,1.41,185.4,5678.0,0.97,4.484,44.96822
2970,K00389.01,0.0,3.741231778,1.55,419.0,5206.0,0.767,4.598,38.954681
2971,K00390.01,0.0,1.168310132,1.43,283.3,5509.0,0.857,4.487,38.914688
2972,K00391.01,0.0,25.9525478,74.69,478.4,5211.0,2.721,3.715,38.985699
2973,K00392.01,1.0,33.4160553,2.98,275.8,6007.0,1.42,4.178,39.087181
2974,K00392.02,1.0,12.6119685,1.33,76.5,6007.0,1.42,4.178,39.087181
2975,K03032.01,1.0,0.636424848,1.31,217.9,5343.0,0.885,4.538,47.873329
2976,K03033.01,0.0,8.55935323,1.21,148.8,6115.0,0.919,4.462,42.70694
2977,K03035.01,0.0,21.3419702,12.68117021276596,4059.2893617021277,5865.829787234043,1.5015957446808512,4.283404255319149,41.781109
2978,K03113.01,1.0,2.46050095,1.03,276.8,4811.0,0.634,4.626,43.372089
2979,K03115.01,1.0,5.8660127,1.45,183.0,6020.0,1.04,4.427,49.865189
2980,K03116.01,1.0,23.9107056,1.91,294.0,6338.0,1.091,4.418,49.829552
2981,K00048.01,0.0,23.836808884,59.31,29685.0,6095.0,1.94,3.894,43.543179
2982,K00321.02,1.0,4.62334491,0.77,62.0,5678.0,0.97,4.484,44.96822
2983,K00322.01,0.0,5.888835386,584.67,19466.0,5780.0,1.0,4.438,45.251904
2984,K00323.01,1.0,5.83599485,1.92,553.3,5423.0,0.828,4.542,45.506851
2985,K00324.01,0.0,1.089077863,1.96,133.6,6280.0,1.551,4.098,46.30587
2986,K00325.01,0.0,7.86335883,7.84,467.3,5731.0,1.913,4.005,46.449471
2987,K00380.01,0.0,8.0970583,4.83,680.7,6573.0,1.455,4.2,37.722641
2988,K00381.01,0.0,6.337614357,9.57,1807.4,6581.0,1.536,4.138,38.374931
2989,K00382.01,0.0,3.900140077,23.78,543.1,6407.0,0.955,4.48,38.377899
2990,K00384.01,1.0,5.0800579,3.95,222.8,6049.0,2.52,3.769,38.458271
2991,K00385.01,1.0,13.14496741,1.59,300.8,5411.0,0.888,4.477,38.548592
2992,K00283.01,1.0,16.09196369,2.13,415.8,5680.0,1.016,4.414,40.942299
2993,K03036.01,0.0,161.239891,3.48,1075.4,5514.0,0.826,4.569,40.382729
2994,K03038.01,1.0,1.4951513,1.44,52.0,5635.0,1.452,4.117,43.89407
2995,K03039.01,1.0,20.3504704,1.01,101.8,5952.0,1.002,4.41,40.605221
2996,K03120.01,1.0,4.13592927,1.43,156.2,5886.0,1.152,4.345,49.45689
2997,K03122.01,1.0,8.05337912,1.28,38.3,6231.0,2.062,3.976,51.202961
2998,K00286.01,0.0,23.6272223,3.84,154.6,8308.0,2.879,3.861,44.180519
2999,K00326.01,0.0,8.97349999,36.0,935.1,4751.0,11.536,2.52,46.783543
