,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,dec
6546,K06277.01,0.0,0.648868342,72.32,34770.0,6531.0,1.524,4.12,37.815891
6547,K06278.01,0.0,5.088582739,46.02,448.9,7514.0,1.955,4.052,37.845211
6548,K06402.01,0.0,1.1611022,81.13074468085105,625.4031914893617,5635.212765957447,1.7940851063829788,4.258212765957447,39.312611
6549,K06403.01,0.0,0.792023257,0.81,176.6,4447.0,0.625,4.632,39.469559
6550,K06404.01,0.0,10.643743766,47.87,436510.0,5282.0,0.694,4.578,39.442711
6551,K06405.01,0.0,1.7317958,1.19,60.6,5691.0,1.508,4.095,39.468441
6552,K06406.01,0.0,8.65298599,1.36,313.8,5210.0,0.749,4.538,39.431709
6553,K06407.01,0.0,1.19563447,14.94,8245.0,5583.0,1.413,4.115,39.4571
6554,K06408.01,0.0,0.550537628,1.93,72.0,8098.0,2.199,4.013,39.404831
6555,K06410.01,0.0,2.53470797,50.25,328.2,6440.0,2.254,3.874,39.411629
6556,K06527.01,0.0,0.530799654,2.92,318.5,6534.0,1.622,4.128,40.290588
6557,K06528.01,0.0,0.56818769,12.68117021276596,4059.2893617021277,5865.829787234043,1.5015957446808512,4.283404255319149,40.265659
6558,K06529.01,0.0,1.0094779,77.67351063829786,800.1989361702127,5645.510638297872,1.8209255319148936,4.208180851063829,40.25948
6559,K06531.01,0.0,1.0429419,2.49,412.0,5780.0,1.0,4.438,40.324066
6560,K06533.01,0.0,6.12650913,9.08,2434.0,6881.0,1.534,4.252,40.302078
6561,K06534.01,0.0,0.720589427,1.95,70.0,8497.0,2.211,4.07,40.386768
6562,K06661.01,0.0,0.573036404,9.97,4174.5,5745.0,1.196,4.29,41.386292
6563,K06662.01,0.0,0.643171495,54.03,41160.0,5899.0,0.989,4.387,41.44112
6564,K06663.01,0.0,14.086776961,65.6,106840.0,7138.0,1.89,4.062,41.48151
6565,K06665.01,0.0,1.872620976,31.43,1530.6,6031.0,1.004,4.427,41.426319
6566,K06667.01,0.0,17.527826808,49.36,347520.0,5079.0,0.732,4.579,41.436901
6567,K06668.01,0.0,27.467217305,38.87,71766.0,5503.0,0.742,4.536,41.485641
6568,K06796.01,0.0,40.879068,3.35,499.2,6072.0,0.923,4.51,42.402939
6569,K06797.01,0.0,0.566802325,1.4,288.4,5233.0,0.824,4.489,42.446621
6570,K06799.01,0.0,0.634946497,52.75,426550.0,4446.0,0.737,4.567,42.428429
6571,K06800.01,0.0,5.077746556,54.93,18837.0,6174.0,1.271,4.235,42.43351
6572,K06801.01,0.0,2.00383703,0.67,42.3,6045.0,1.028,4.439,42.47797
6573,K06802.01,0.0,5.321224925,40.62,98872.0,5787.0,0.758,4.544,42.593639
6574,K06803.01,0.0,2.340534383,69.55,241360.0,6300.0,1.136,4.349,42.530239
6575,K06926.01,0.0,0.580724809,0.75,64.2,5989.0,0.933,4.492,43.689152
6576,K06928.01,0.0,1.72933255,0.69,29.7,5921.0,1.211,4.22,43.657429
6577,K06929.01,0.0,1.729338354,139.36,140160.0,5587.0,2.553,3.754,43.653809
6578,K06930.01,0.0,0.567493852,65.47,7984.0,6370.0,1.548,4.053,43.66206
6579,K06932.01,0.0,2.105238039,75.1,94675.0,5947.0,1.885,3.943,43.627129
6580,K06933.01,0.0,7.226944171,237.79,682180.0,6270.0,1.36,4.199,43.728588
6581,K07059.01,0.0,31.973311701,272.44,75054.0,7854.0,3.462,3.669,44.672741
6582,K07060.01,0.0,1.64125844,12.68117021276596,4059.2893617021277,5865.829787234043,1.5015957446808512,4.283404255319149,44.615269
6583,K07062.01,0.0,20.849919614,2912.48,313090.0,7355.0,1.984,4.042,44.62149
6584,K07063.01,0.0,15.120212531,33.11,24616.0,5232.0,0.725,4.554,44.67598
6585,K07064.01,0.0,3.481657589,78.24,347010.0,6225.0,1.291,4.191,44.63681
6586,K07065.01,0.0,0.739769962,82.29,20729.0,6465.0,1.847,3.947,44.603031
6587,K07066.01,0.0,6.570421193,33.99,60118.0,5812.0,0.908,4.484,44.73114
6588,K07067.01,0.0,0.541405029,125.64,327660.0,5096.0,1.782,3.889,44.779369
6589,K07193.01,0.0,2.17814186,0.92,127.7,5101.0,0.84,4.506,46.289631
6590,K07196.01,0.0,0.609662423,110.14,140920.0,7498.0,2.274,3.964,46.23658
6591,K07198.01,0.0,0.953299962,35.67,2236.6,6183.0,1.02,4.407,46.223572
6592,K07200.01,0.0,2.745640575,47.22,45265.0,5780.0,1.0,4.438,46.268375
6593,K07328.01,0.0,12.180721266,63.25,414950.0,5750.0,0.882,4.538,47.678638
6594,K07329.01,0.0,50.467024395,52.88,103140.0,6137.0,1.012,4.448,47.636028
6595,K07331.01,0.0,0.84986054,67.45,6571.5,5164.0,1.676,3.949,47.61549
6596,K07332.01,0.0,0.933728196,0.85,67.7,6170.0,1.032,4.43,47.612251
6597,K07333.01,0.0,2.03742712,0.9,36.0,6356.0,1.358,4.215,47.652119
6598,K07334.01,0.0,5.274819905,100.89,108960.0,7247.0,1.834,4.111,47.658981
6599,K07458.01,0.0,0.527678272,75.31,247740.0,5321.0,1.475,4.069,49.5257
6600,K07459.01,0.0,3.55027051,1.15,212.7,5497.0,0.8,4.581,49.623871
6601,K07461.01,0.0,65.4317194,59.22,153410.0,6201.0,1.04,4.431,49.695839
6602,K07462.01,0.0,1.718649321,39.08,190570.0,6071.0,0.865,4.541,49.668442
6603,K07463.01,0.0,7.2949175,11.67,182.8,5289.0,0.731,4.614,49.664719
6604,K07464.01,0.0,7.2935801,17.41,124.5,5900.0,0.951,4.509,49.65601
6605,K07465.01,0.0,42.9261364,1.84,378.4,5628.0,0.953,4.503,49.609348
6606,K06279.01,0.0,1.89129338,0.42,33.8,4986.0,0.733,4.558,37.888168
6607,K06280.01,0.0,1.89124453,1.19,31.0,5850.0,1.977,3.72,37.891029
6608,K06281.01,0.0,1.89134201,0.92,128.9,5658.0,0.815,4.567,37.82029
6609,K06282.01,0.0,87.87826191,110.85,339060.0,5784.0,1.642,3.985,37.814259
6610,K06283.01,0.0,15.926632768,57.95,271860.0,5496.0,0.917,4.471,37.81002
6611,K06284.01,0.0,0.958116585,49.16,2374.1,6032.0,1.365,4.147,37.841389
6612,K06285.01,0.0,39.841522897,116.52,143680.0,6078.0,2.07,3.946,37.928089
6613,K06286.01,0.0,1.891268461,399.93,641910.0,11287.0,4.662,3.642,37.936508
6614,K06287.01,0.0,1.89114441,6.57,49.9,4267.0,0.627,4.637,37.981079
6615,K06411.01,0.0,61.25964956,54.72,233260.0,5912.0,0.889,4.532,39.464279
6616,K06412.01,0.0,0.872359598,67.08,267050.0,6240.0,1.048,4.391,39.480049
6617,K06413.01,0.0,374.318792,243.21,1541400.0,5997.0,0.815,4.572,39.40519
6618,K06414.01,0.0,5.627911313,81.61,434330.0,6280.0,1.115,4.361,39.57439
6619,K06415.01,0.0,0.62927655,4.64,839.5,5628.0,0.976,4.388,39.52837
6620,K06416.01,0.0,1.22578134,53.32,99376.0,5780.0,1.0,4.438,39.541649
6621,K06417.01,0.0,0.751408792,41.48,17481.0,5697.0,0.903,4.46,39.582581
6622,K06418.01,0.0,0.866344816,6.85,233.6,4936.0,4.527,3.055,39.579632
6623,K06419.01,0.0,2.24294107,0.75,39.4,6082.0,1.184,4.195,39.59166
6624,K06535.01,0.0,0.950487062,1.35,11.5,8107.0,3.385,3.698,40.369499
6625,K06536.01,0.0,5.579631021,90.32,118320.0,6188.0,1.022,4.427,40.319141
6626,K06537.01,0.0,21.37831102,97.23,80571.0,4905.0,3.484,3.3,40.364208
6627,K06539.01,0.0,0.541396363,2.04,181.0,7118.0,1.489,4.212,40.308029
6628,K06540.01,0.0,0.550509602,5.02,123.5,4891.0,4.529,3.169,40.352341
6629,K06541.01,0.0,2.404293523,888.7,8150.9,4697.0,17.032,2.204,40.30759
6630,K06669.01,0.0,25.836831272,50.72,145040.0,5691.0,0.897,4.477,41.484268
6631,K06670.01,0.0,0.94895231,2.51,57.7,6661.0,3.067,3.666,41.42445
6632,K06671.01,0.0,11.702203927,57.95,28999.0,6148.0,2.133,3.793,41.56179
6633,K06673.01,0.0,3.722775537,90.36,107590.0,5425.0,2.592,3.678,41.559422
6634,K06674.01,0.0,1.245342215,90.34,234090.0,6967.0,1.476,4.25,41.513039
6635,K06675.01,0.0,0.604755462,1.29,334.5,4842.0,0.726,4.616,41.549061
6636,K06677.01,0.0,8.144135648,56.52,87881.0,7605.0,1.862,4.123,41.516541
6637,K06804.01,0.0,0.566795196,0.35,14.8,5680.0,0.908,4.516,42.53167
6638,K06805.01,0.0,0.566798827,0.52,34.9,5548.0,0.889,4.473,42.59071
6639,K06806.01,0.0,0.56678012,0.49,27.6,5674.0,0.911,4.506,42.526718
6640,K06807.01,0.0,0.566800113,0.58,104.0,3844.0,0.526,4.721,42.584019
6641,K06808.01,0.0,0.56679293,0.86,101.1,5812.0,0.853,4.551,42.593521
6642,K06809.01,0.0,0.566809491,0.55,69.5,4987.0,0.654,4.611,42.5495
6643,K06810.01,0.0,0.566799218,0.79,18.2,6108.0,1.753,3.893,42.53442
6644,K06811.01,0.0,0.566797404,0.64,69.4,5313.0,0.784,4.51,42.582218
6645,K06935.01,0.0,4.719336335,91.91,12367.0,6792.0,2.058,3.971,43.774261
6646,K06936.01,0.0,1.258274109,25.98,14160.0,4937.0,0.587,4.669,43.796329
6647,K06937.01,0.0,8.966610607,56.94,59618.0,6480.0,1.132,4.351,43.763329
6648,K06938.01,0.0,15.32763411,291.01,17749.0,4830.0,6.784,2.987,43.72385
6649,K06939.01,0.0,2.10413487,67.03,321240.0,5780.0,1.0,4.438,43.730251
6650,K06940.01,0.0,6.767341062,52.84,244950.0,5926.0,0.843,4.513,43.7668
6651,K06941.01,0.0,1.92730001,45.99,6177.1,6057.0,1.11,4.352,43.719849
6652,K07068.01,0.0,48.79936881,67.36,324550.0,6170.0,0.992,4.472,44.76915
6653,K07070.01,0.0,5.882036054,119.09,238520.0,5837.0,1.187,4.282,44.772579
6654,K07071.01,0.0,4.059428737,67.38,245220.0,6610.0,1.33,4.281,44.787331
6655,K07075.01,0.0,19.35954117,101.44,386980.0,6198.0,1.567,3.96,44.846481
6656,K07201.01,0.0,1.287097944,0.89,106.1,5906.0,0.852,4.494,46.269711
6657,K07202.01,0.0,3.5565617,0.52,68.0,4964.0,0.633,4.628,46.243511
6658,K07203.01,0.0,3.55646511,0.56,46.1,5475.0,0.818,4.479,46.282082
6659,K07204.01,0.0,3.661895766,374.78,35477.0,6793.0,1.589,4.101,46.321152
6660,K07206.01,0.0,2.35195525,59.62,212830.0,6550.0,1.225,4.324,46.378799
6661,K07207.01,0.0,1.882438182,74.77,344200.0,6322.0,1.213,4.211,46.367008
6662,K07335.01,0.0,5.682410334,72.9,220420.0,5897.0,1.196,4.278,47.69558
6663,K07336.01,0.0,2.199069234,118.99,225250.0,6613.0,1.925,4.014,47.655403
6664,K07337.01,0.0,1.481655821,59.19,59134.0,6478.0,1.174,4.307,47.719501
6665,K07338.01,0.0,0.93370968,0.38,62.2,3615.0,0.42,4.839,47.755638
6666,K07340.01,0.0,1.388509353,52.43,37638.0,6075.0,1.13,4.315,47.752708
6667,K07341.01,0.0,9.089355023,68.91,101480.0,7675.0,2.015,4.051,47.741611
6668,K07342.01,0.0,0.94808587,37.72,229.8,6875.0,2.856,3.798,47.768749
6669,K07466.01,0.0,10.368552685,61.14,153230.0,5855.0,0.944,4.418,49.643829
6670,K07468.01,0.0,13.8602646,19.71,481.1,5667.0,0.796,4.535,49.734112
6671,K07469.01,0.0,13.639480425,44.0,81103.0,5461.0,0.846,4.517,49.707901
6672,K07472.01,0.0,6.882686062,60.49,373660.0,5704.0,0.948,4.483,49.815781
6673,K07473.01,0.0,1.407937865,19.09,50793.0,4627.0,0.741,4.564,49.864231
6674,K06288.01,0.0,1.89117723,164.49,176.2,5086.0,6.86,2.66,37.938759
6675,K06289.01,0.0,52.884577,48.13,11969.0,6483.0,1.078,4.42,37.942009
6676,K06290.01,0.0,1.429439352,54.36,3367.1,6491.0,1.371,4.223,37.969711
6677,K06292.01,0.0,2.821328194,40.0,64776.0,6701.0,1.506,4.121,37.954739
6678,K06294.01,0.0,11.961308501,51.58,310680.0,5564.0,0.785,4.587,38.005039
6679,K06295.01,0.0,204.280255,8.99,10579.0,4907.0,0.727,4.582,38.076649
6680,K06420.01,0.0,0.572079631,29.45,127790.0,5233.0,0.639,4.625,39.573738
6681,K06421.01,0.0,0.822314545,0.54,32.7,5709.0,0.938,4.409,39.565659
6682,K06422.01,0.0,31.005392846,141.82,560310.0,5023.0,1.784,3.9,39.661469
6683,K06423.01,0.0,2.189097,13.92,3001.0,3624.0,0.406,4.848,39.690639
6684,K06424.01,0.0,17.51191534,52.64,728.8,4029.0,20.888,1.786,39.613361
6685,K06426.01,0.0,41.3701638,59.95,6907.1,4764.0,6.883,2.777,39.690128
6686,K06427.01,0.0,1.306220168,83.16,481370.0,6600.0,1.124,4.238,39.64283
6687,K06428.01,0.0,631.632,1.56,295.1,5689.0,0.894,4.493,39.609322
6688,K06543.01,0.0,0.756511623,77.4,41596.0,6343.0,1.417,4.199,40.341228
6689,K06544.01,0.0,10.845286549,319.52,7473.8,5096.0,7.023,3.094,40.314751
6690,K06545.01,0.0,32.45541269,23.48,136390.0,4869.0,0.543,4.71,40.498619
6691,K06547.01,0.0,5.917085496,75.86,563290.0,5661.0,0.987,4.383,40.497189
6692,K06548.01,0.0,0.958871144,45.91,232350.0,5530.0,0.892,4.425,40.46183
6693,K06549.01,0.0,0.5402463,6.2,1148.0,7296.0,1.498,4.249,40.41156
6694,K06550.01,0.0,1.288046428,2.18,32.3,5216.0,3.871,3.287,40.44767
6695,K06678.01,0.0,4.200206781,105.07,82364.0,6873.0,1.923,4.051,41.510712
6696,K06679.01,0.0,6.091954982,26.96,36700.0,6063.0,0.913,4.424,41.567429
6697,K06681.01,0.0,485.52409,6149.09,4147.0,5227.0,0.8,4.584,41.668598
6698,K06682.01,0.0,0.76647343,42.33,199900.0,5297.0,0.722,4.594,41.66721
6699,K06683.01,0.0,5.2439783,1.03,93.5,6029.0,0.956,4.481,41.697842
6700,K06684.01,0.0,5.2436639,0.88,93.5,6212.0,0.862,4.537,41.624439
6701,K06685.01,0.0,5.2438269,0.76,128.6,4634.0,0.689,4.597,41.630718
6702,K06812.01,0.0,0.56678702,0.27,7.5,6045.0,0.999,4.375,42.50993
6703,K06813.01,0.0,2.19642864,0.79,99.5,5376.0,0.806,4.576,42.564838
6704,K06814.01,0.0,2.19635512,82.04,266550.0,6438.0,1.273,4.182,42.558521
6705,K06815.01,0.0,26.718417546,66.69,72976.0,5957.0,1.286,4.168,42.522102
6706,K06816.01,0.0,0.615787196,3.5,110.6,6315.0,3.075,3.603,42.587559
6707,K06817.01,0.0,548.08441,2.35,560.0,5780.0,1.0,4.438,42.623707
6708,K06818.01,0.0,2.213964145,57.06,123360.0,6256.0,1.514,4.037,42.600914
6709,K06942.01,0.0,1.025534511,43.68,110950.0,6267.0,0.919,4.487,43.774761
6710,K06943.01,0.0,7.64941291,53.4,236250.0,6387.0,1.076,4.398,43.718182
6711,K06944.01,0.0,13.174807933,51.06,71071.0,6067.0,0.997,4.433,43.750172
6712,K06945.01,0.0,0.655094658,26.41,372.0,6063.0,1.012,4.476,43.72493
6713,K06947.01,0.0,0.692239369,67.05,62962.0,6163.0,1.358,4.137,43.79594
6714,K06948.01,0.0,17.030857558,73.8,77832.0,5575.0,1.423,4.066,43.760342
6715,K07077.01,0.0,43.797829003,93.43,415020.0,6860.0,1.292,4.326,44.83852
6716,K07078.01,0.0,4.254417651,133.79,294550.0,6292.0,1.235,4.256,44.870342
6717,K07079.01,0.0,18.778162159,127.57,488410.0,6794.0,1.71,4.102,44.874432
6718,K07081.01,0.0,1.575710265,246.75,173950.0,5017.0,4.293,3.35,44.806961
6719,K07082.01,0.0,2.534740757,52.52,364350.0,5810.0,0.781,4.56,44.989731
6720,K07083.01,0.0,37.59406667,43.08,28618.0,5941.0,0.917,4.426,44.96336
6721,K07084.01,0.0,3.6972959,1.07,19.7,6313.0,1.594,4.12,44.910477
6722,K07085.01,0.0,6.855624762,33.93,70873.0,6109.0,0.931,4.476,44.959969
6723,K07210.01,0.0,80.7060641,15.47,11852.0,6053.0,0.949,4.494,46.306911
6724,K07210.02,0.0,2.17814513,1.22,136.0,6053.0,0.949,4.494,46.306911
6725,K07211.01,0.0,1.089077111,77.59,304070.0,6126.0,1.176,4.285,46.324139
6726,K07212.01,0.0,1.089057762,0.44,37.4,5096.0,0.737,4.582,46.379551
6727,K07213.01,0.0,0.379412331,1.59,594.0,4331.0,0.666,4.62,46.322498
6728,K07214.01,0.0,0.585940879,26.57,1943.6,5459.0,0.797,4.583,46.304871
6729,K07216.01,0.0,0.646523404,0.85,25.2,7257.0,1.631,4.185,46.342331
6730,K07343.01,0.0,0.626431697,34.05,37224.0,5134.0,0.721,4.56,47.706791
6731,K07344.01,0.0,2.696354974,80.71,245990.0,6472.0,1.579,4.08,47.818989
6732,K07346.01,0.0,14.762889172,53.72,79330.0,5691.0,1.031,4.354,47.867298
6733,K07347.01,0.0,4.5638537,2.97,71.9,5446.0,2.39,3.793,47.845261
6734,K07348.01,0.0,1.463775066,1.2,45.1,6781.0,1.651,4.125,47.83942
6735,K07349.01,0.0,8.098754149,123.02,56616.0,6328.0,1.45,4.16,47.83535
6736,K07350.01,0.0,0.587938916,29.98,7339.5,5237.0,0.74,4.543,47.877399
6737,K07895.01,0.0,246.87131,2.02,433.6,6168.0,0.96,4.488,44.61866
6738,K07475.01,0.0,1.559090282,129.87,226980.0,7279.0,2.624,3.856,49.841808
6739,K07476.01,0.0,1.81993557,0.66,109.1,4205.0,0.578,4.668,49.968361
6740,K07477.01,0.0,0.612888148,0.93,43.1,6720.0,1.368,4.276,49.955441
6741,K07478.01,0.0,15.541358818,149.19,10308.0,5092.0,3.54,3.42,49.928791
6742,K07480.01,0.0,12.8177012,1.21,75.6,6290.0,1.385,4.151,49.990059
6743,K07481.01,0.0,2.274628199,104.26,103970.0,6389.0,1.947,3.914,50.06509
6744,K07896.01,0.0,85.338393,11.4,633.0,4850.0,4.696,3.134,44.686241
6745,K06296.01,0.0,5.499941793,59.94,47751.0,7079.0,2.634,3.827,38.06913
6746,K06297.01,0.0,2.629870555,34.05,101310.0,5566.0,0.967,4.382,38.009029
6747,K06298.01,0.0,1.97362159,12.68117021276596,4059.2893617021277,5865.829787234043,1.5015957446808512,4.283404255319149,38.164829
6748,K06300.01,0.0,6.62761199,82.03,227140.0,6316.0,1.333,4.231,38.171021
6749,K06302.01,0.0,28.597880332,74.25,85952.0,6590.0,2.474,3.787,38.12608
6750,K06303.01,0.0,30.476518853,71.42,326630.0,5527.0,1.073,4.315,38.285721
6751,K06429.01,0.0,252.1638623,50.74,103790.0,5432.0,0.745,4.608,39.60907
6752,K06430.01,0.0,2.23416013,12.68117021276596,4059.2893617021277,5865.829787234043,1.5015957446808512,4.283404255319149,39.655231
6753,K06431.01,0.0,22.271198511,39.79,179040.0,5068.0,0.73,4.556,39.784538
6754,K06432.01,0.0,73.894163515,39.18,213900.0,5442.0,0.841,4.469,39.758839
6755,K06433.01,0.0,1.124033822,98.04,247560.0,7141.0,1.563,4.208,39.752838
6756,K06434.01,0.0,2.796661168,47.68,2363.8,6331.0,1.326,4.146,39.742748
6757,K06435.01,0.0,15.288709179,54.56,512470.0,4464.0,0.719,4.577,39.70768
6758,K06436.01,0.0,1.83592242,46.3,30746.0,5930.0,0.976,4.472,39.783886
6759,K06437.01,0.0,1.15495063,7.1721276595744685,4415.829787234044,5627.585106382979,1.5812127659574469,4.23131914893617,39.870491
6760,K06551.01,0.0,1.516372183,1.06,93.8,6142.0,1.046,4.456,40.458981
6761,K06552.01,0.0,8.784575777,104.57,262980.0,8144.0,1.914,4.139,40.45219
6762,K06553.01,0.0,1.949700508,56.11,38119.0,6469.0,1.193,4.385,40.459629
6763,K06554.01,0.0,9.948701373,29.19,2749.5,5152.0,0.786,4.517,40.4771
6764,K06555.01,0.0,3.457078812,86.12,315520.0,6526.0,1.482,4.182,40.406204
6765,K06556.01,0.0,3.735993484,571.07,617990.0,5467.0,4.055,3.432,40.473099
6766,K06558.01,0.0,12.4239677,0.87,162.4,4995.0,0.698,4.58,40.490452
6767,K06559.01,0.0,0.639721284,46.59,465920.0,4794.0,0.625,4.633,40.478142
6768,K06686.01,0.0,1.25338826,0.64,44.7,5869.0,0.942,4.513,41.632351
6769,K06688.01,0.0,1.620813697,43.95,121320.0,5757.0,1.177,4.209,41.633961
6770,K06690.01,0.0,5.2434664,2.83,119.4,5047.0,0.766,4.574,41.72522
6771,K06691.01,0.0,5.2439542,0.81,143.8,4920.0,0.691,4.636,41.768002
6772,K06692.01,0.0,5.2441517,0.91,90.1,6060.0,0.925,4.509,41.788971
6773,K06693.01,0.0,5.2443332,0.58,29.9,5952.0,0.971,4.489,41.777969
6774,K06820.01,0.0,20.726069913,51.9,118860.0,6011.0,0.902,4.522,42.648628
6775,K06821.01,0.0,0.566801447,0.57,16.2,5966.0,1.349,4.184,42.619678
6776,K06822.01,0.0,0.566794934,1.15,68.9,6395.0,1.049,4.436,42.653309
6777,K06823.01,0.0,0.566800287,0.88,73.9,6075.0,0.969,4.486,42.63665
6778,K06824.01,0.0,0.566791946,1.54,125.7,5836.0,0.97,4.5,42.645309
6779,K06825.01,0.0,0.566790294,0.89,64.0,6100.0,1.093,4.358,42.686722
6780,K06826.01,0.0,0.566799725,0.77,46.7,5576.0,1.132,4.297,42.626389
6781,K06827.01,0.0,0.566801325,1.07,92.1,6273.0,1.021,4.454,42.61652
6782,K06950.01,0.0,14.854415674,29.77,77410.0,6214.0,1.022,4.444,43.884331
6783,K06951.01,0.0,38.47674409,33.8,173170.0,5294.0,0.79,4.507,43.888981
6784,K06952.01,0.0,10.643110689,31.72,316.3,5930.0,1.473,4.084,43.801754
6785,K06953.01,0.0,1.587485742,41.52,246570.0,5863.0,0.821,4.566,43.86742
6786,K06955.01,0.0,1.79621807,1.54,47.0,7117.0,2.09,3.988,43.84412
6787,K06956.01,0.0,20.2594232,1.23,82.6,6602.0,1.269,4.301,43.878342
6788,K06958.01,0.0,1.489442254,115.45,417900.0,6962.0,1.62,4.148,43.971981
6789,K07086.01,0.0,1.12679793,21.07,227.2,5662.0,0.84,4.56,44.96817
6790,K07087.01,0.0,0.998217563,88.64,87567.0,6980.0,1.755,4.06,44.967281
6791,K07089.01,0.0,0.58640848,0.48,61.3,4556.0,0.615,4.676,44.959839
6792,K07090.01,0.0,33.46947449,127.38,164610.0,5934.0,3.075,3.581,44.910912
6793,K07091.01,0.0,1.827558898,118.28,314680.0,5977.0,2.077,3.854,44.99966
6794,K07092.01,0.0,62.519211,1.9,277.6,6343.0,1.137,4.411,45.023762
6795,K07890.01,0.0,349.85525,2.63,842.0,5941.0,0.885,4.533,44.583241
6796,K07217.01,0.0,2.488812012,83.26,131000.0,6499.0,1.497,4.084,46.310413
6797,K07218.01,0.0,0.51811818,1.09,99.0,6240.0,0.929,4.502,46.311771
6798,K07219.01,0.0,542.52829,1.07,75.2,6099.0,1.212,4.204,46.37188
6799,K07221.01,0.0,11.567974732,45.65,416030.0,5290.0,0.648,4.669,46.358101
6800,K07222.01,0.0,21.294733865,71.55,123180.0,6039.0,1.278,4.242,46.345268
6801,K07225.01,0.0,0.855763492,72.82,131660.0,6679.0,1.326,4.286,46.43338
6802,K07351.01,0.0,2.045166206,131.41,263640.0,7128.0,2.135,3.95,47.81385
6803,K07352.01,0.0,2.41349123,2.11,57.0,6628.0,2.595,3.783,47.967178
6804,K07353.01,0.0,0.447820618,1.42,58.3,5927.0,1.607,3.988,47.933487
6805,K07355.01,0.0,1.23133063,0.54,78.9,4237.0,0.631,4.63,47.963589
6806,K07356.01,0.0,0.61566096,0.84,13.9,6619.0,2.23,3.89,47.996696
6807,K07357.01,0.0,1.23140522,0.81,51.3,5600.0,1.118,4.32,47.997429
6808,K07897.01,0.0,31.9714488,0.87,42.9,5846.0,1.323,4.169,44.640579
6809,K07482.01,0.0,9.762550001,68.93,41580.0,7199.0,1.95,4.055,50.07653
6810,K07485.01,0.0,2.521265,1.16,36.5,6306.0,1.874,3.828,50.165909
6811,K07486.01,0.0,5.674353343,51.63,36484.0,5594.0,1.071,4.303,50.17326
6812,K07487.01,0.0,0.734426335,51.42,99056.0,6108.0,0.997,4.471,50.129219
6813,K07488.01,0.0,0.734426409,0.98,94.1,6406.0,1.005,4.458,50.13612
6814,K06304.01,0.0,13.782522208,41.84,248940.0,5246.0,0.668,4.604,38.212212
6815,K06305.01,0.0,1.89121656,0.73,66.8,5741.0,0.884,4.438,38.249458
6816,K06306.01,0.0,3.693702974,62.55,25208.0,6309.0,1.396,4.265,38.244652
6817,K06307.01,0.0,10.265613245,61.45,150460.0,5865.0,1.423,4.169,38.284489
6818,K06308.01,0.0,2.163569702,85.64,54518.0,6425.0,1.718,4.04,38.232269
6819,K06309.01,0.0,0.730956716,0.57,27.8,6028.0,1.078,4.371,38.373169
6820,K06310.01,0.0,7.04715073,1.54,282.5,5941.0,0.911,4.519,38.374409
6821,K06311.01,0.0,7.047106212,119.64,69626.0,8162.0,2.321,3.973,38.399872
6822,K06438.01,0.0,0.961292561,92.55,325530.0,6300.0,1.404,4.188,39.841282
6823,K06439.01,0.0,63.68192888,71.45,341720.0,5979.0,1.054,4.386,39.83408
6824,K06441.01,0.0,9.455586047,178.47,115170.0,7221.0,4.24,3.488,39.81179
6825,K06442.01,0.0,1.246585716,81.28,406770.0,6440.0,1.183,4.369,39.862438
6826,K06443.01,0.0,0.898932836,1.51,61.1,5712.0,1.872,3.959,39.899761
6827,K06444.01,0.0,3.45423296,0.95,149.8,4186.0,0.635,4.662,39.815739
6828,K06445.01,0.0,7.304451735,59.02,143630.0,6024.0,0.9,4.523,39.87542
6829,K06446.01,0.0,1.181046137,37.78,52609.0,5229.0,0.692,4.58,39.83176
6830,K06561.01,0.0,2.025580416,43.23,44998.0,6348.0,1.99,3.996,40.458382
6831,K06562.01,0.0,58.64379,1.05,182.1,5833.0,0.775,4.537,40.49762
6832,K06563.01,0.0,20.28281916,22.46,2797.5,5043.0,3.956,3.284,40.458481
6833,K06564.01,0.0,4.931365987,139.59,255950.0,6562.0,2.263,3.835,40.487339
6834,K06565.01,0.0,4.331392455,38.82,200400.0,5655.0,0.854,4.472,40.52763
6835,K06566.01,0.0,345.1846728,44.91,29989.0,5712.0,0.971,4.424,40.528542
6836,K06567.01,0.0,9.58405667,99.66,119630.0,5605.0,2.275,3.813,40.513222
6837,K06694.01,0.0,5.2436612,1.1,88.3,6598.0,1.145,4.387,41.779518
6838,K06695.01,0.0,3.7789374,0.48,56.0,5017.0,0.605,4.653,41.78616
6839,K06696.01,0.0,1.88984957,73.04,249670.0,5328.0,0.716,4.571,41.716888
6840,K06699.01,0.0,2.49904083,1.04,128.2,5525.0,0.93,4.458,41.789719
6841,K06700.01,0.0,1.99567242,0.75,18.0,6773.0,1.69,4.063,41.792912
6842,K06701.01,0.0,0.89879279,0.57,26.6,6224.0,1.096,4.373,41.776218
6843,K06702.01,0.0,16.434352831,25.25,45700.0,5963.0,1.134,4.322,41.831841
6844,K06828.01,0.0,0.566793818,1.17,100.3,5707.0,0.828,4.538,42.618011
6845,K06829.01,0.0,0.566797474,1.04,98.8,6046.0,1.007,4.478,42.68787
6846,K06830.01,0.0,1.585673651,50.53,44116.0,6117.0,1.025,4.457,42.629822
6847,K06831.01,0.0,14.797219157,47.71,252700.0,6343.0,0.931,4.495,42.669552
6848,K06832.01,0.0,6.49066214,33.46,195090.0,4448.0,0.563,4.684,42.617321
