,Unnamed: 0,pl_name,hd_name,hip_name,tic_id,disposition,sy_snum,sy_pnum,rv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w3mag,sy_w4mag,sy_icmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
430,430,EPIC 206024342 c,,,TIC 75266189,1,1.0,3.0,0.0,0.911618,,1.16,,,,,,,,,,,,,,,2456977.338,0.0,,0.0179,1.416,4.28,0.0129,,,,,,,,0.82,,,,,,,,,,,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,-18.3674,-30.5334,369.888,2.67518,13.798,13.096,,,,,,11.435,11.597,8.202,,13.046,3.0,3553.66015625,75485.8125,,,,2.1488372093023256,,,643.9380493164062
433,433,EPIC 206024342 d,,,TIC 75266189,1,1.0,3.0,0.0,14.637,,4.0,,,,,,,,,,,,,,,2456985.4898,0.0,,,3.7104,,0.0249,,,,,,,6438.0,1.5,,,,,4.2,,,,,,-14.1218019,-49.1871,42.94366,-2.20455,328.32957,35.632147,-18.3674,-30.5334,369.888,2.67518,13.798,13.096,,,,,,11.435,11.597,8.202,,13.046,3.0,3553.66015625,75485.8125,,,,2.1488372093023256,,,643.9380493164062
444,444,EPIC 206032309 b,,,TIC 145752628,1,1.0,1.0,0.0,2.87814,,1.01,,,,,,,,,,,,,,,2456899.132,0.0,0.26,,,,0.0405,,,,,,,,,0.22,,,,,,,,,,-13.9011223,-57.69594,50.70238,-5.52299,337.43296,82.6469435,-66.1032,-49.6073,161.365,6.1694,19.028,17.89,,,,,,12.481,11.87,8.75,,15.782,3.0,677.2685546875,4165.2158203125,,,,2.0941499085923216,,,45.555484771728516
448,448,EPIC 206042996 b,,,TIC 12785571,1,1.0,2.0,0.0,5.2986,,1.7,,,,,,,,,,,,,,90.5,2456989.0462,0.0,,,,16.0,0.0303,,,,,,,4114.0,0.5,,0.006,[Fe/H],,4.8,,,,,,-13.6101475,-54.37586,48.06541,-3.90104,334.17257,10.4145211,7.29814,-7.42963,451.769,2.18689,18.347,16.59,,,,,,13.04,11.794,8.615,,16.061,3.0,92.01513671875,6039.26904296875,,,,1.0690709046454767,,,7.902691841125488
451,451,EPIC 206042996 c,,,TIC 12785571,1,1.0,2.0,0.0,0.354884,,1.2,,,,,,,,,,,,,,89.9,2457007.06827,0.0,,,,2.6,0.0223,,,,,,,4114.0,0.5,,0.006,[Fe/H],,4.8,,,,,,-13.6101475,-54.37586,48.06541,-3.90104,334.17257,10.4145211,7.29814,-7.42963,451.769,2.18689,18.347,16.59,,,,,,13.04,11.794,8.615,,16.061,3.0,92.01513671875,6039.26904296875,,,,1.0690709046454767,,,7.902691841125488
461,461,EPIC 206065006.01,,,TIC 12651095,0,1.0,0.0,0.0,25.2768,,25.0,,,,,,,,,,,,,,,2456994.4138,0.0,,,2.7096,,0.45,,,,,,,4215.0,0.52,,,,,4.76,,,,,,-13.0196964,-52.49573,47.51745,-2.68804,332.697,8.8770968,-6.57378,-5.96559,467.298,2.11943,18.902,17.2309,,,,,,13.499,12.118,8.723,,16.473,3.0,48.4305419921875,2757.59521484375,,,,1.018485390578414,,,7.226489543914795
491,491,EPIC 206215704 b,,,TIC 38355468,1,1.0,1.0,0.0,2.25558,,2.0,,,,,,,,,,,,,,,2456978.4312,0.0,,0.269,0.984,16.0,0.0501,,,,,,,,0.37,,,,,,,,,,,-9.5097112,-50.28505,51.97463,0.78076,333.46039,45.9510152,16.1136,-43.0331,109.888,9.0727,19.015,17.83,20.9776,18.0959,16.5649,15.4462,14.8072,12.58,11.544,8.803001,,15.598,3.0,72.5732421875,4031.5546875,,,,1.0077105575326215,,,6.0893778800964355
499,499,EPIC 206267115.01,,,TIC 50183750,0,1.0,0.0,0.0,1.35823,,1.44,,,,,,,,,,,,,,,2456982.3743,0.0,,,12.312,,0.01376,,,,,,,5675.0,0.95,,,,,4.45,,,,,,-8.7318618,-46.85234,50.21974,2.76593,330.42743,20.8638115,19.8083,-6.55209,482.442,2.04449,14.263,13.304,,,,,,11.414,11.428,8.517,,13.049,3.0,76110.0,83071.984375,,,,5.585603112840467,,,15068.689453125
508,508,EPIC 206317286 b,,,TIC 250956593,1,1.0,2.0,0.0,1.58252,,0.96,,,,,,,,,,,,,,,2457011.3327,0.0,0.57,,,,0.0133,,,,,,,,,0.71,,,,,,,,,,-7.972456,-51.54478,56.17023,1.30362,336.34311,58.424872,57.0952,-12.3937,314.35,3.15254,15.08,14.005,16.678,14.5456,13.694,13.4008,13.2274,11.591,11.902,8.892,,13.806,3.0,245.240234375,44062.9453125,,,,0.9188882586500283,,,34.56001281738281
510,510,EPIC 206317286 c,,,TIC 250956593,1,1.0,2.0,0.0,17.515472,,2.094,,,,,,,,,,,,,,,2456977.8215,0.0,0.268,,,34.54,0.0253,,,,,,,4752.0,0.76,0.83,0.019,[Fe/H],,4.6,,,,,,-7.972456,-51.54478,56.17023,1.30362,336.34311,58.424872,57.0952,-12.3937,314.35,3.15254,15.08,14.005,16.678,14.5456,13.694,13.4008,13.2274,11.591,11.902,8.892,,13.806,3.0,245.240234375,44062.9453125,,,,0.9188882586500283,,,34.56001281738281
537,537,EPIC 207517400.01,,,TIC 438065409,0,1.0,0.0,0.0,6.3878,,65.0,,,,,,,,,,,,,,,2456776.6515,0.0,,,3.6504,,0.47,,,,,,,6668.0,1.25,,,,,4.33,,,,,,17.3359732,1.66012,194.26305,-5.99775,95.40385,5.5020034,-0.99959,5.41044,1612.12,,15.814,15.717,,,,,,,,,,,,,,,,,,,,
549,549,EPIC 210401157.01,,,TIC 242968550,0,1.0,0.0,0.0,1.31559,,102.0,,,,,,,,,,,,,,,2457065.96841,0.0,,,1.8696,,0.43,,,,,,,6721.0,2.3,,,,,3.87,,,,,,13.4936805,-29.29086,176.91497,-6.81897,60.06534,10.784262,-6.92559,-8.26659,262.672,3.79482,10.979,10.485,30.0,30.0,27.421,22.5433,21.8026,9.042,9.03,8.409,,10.418,4.0,26210.59375,881172.375,,,,0.615742897065673,,,7074.65087890625
551,551,EPIC 210414957.01,,,TIC 435880578,0,1.0,0.0,0.0,0.96997227,,,,,,,,,,,,,,,,,2457062.192319,0.0,,0.549,2.191,,,,,,,,,5401.0,,,,,,,,,,,,13.8048326,-25.44382,180.20266,-7.42468,64.89339,8.5889117,4.61914,-7.24106,474.61,2.079,14.183,13.092,,,,,,10.091,10.12,8.792,,12.655,4.0,1364.80859375,102688.390625,,,,0.6052753354928274,,,141.6969451904297
560,560,EPIC 210513446.01,,,TIC 389006033,0,1.0,0.0,0.0,1.14907861,,,,,,,,,,,,,,,,,2457062.419156,0.0,,2.624,1.856,,,,,,,,,5324.24,1.01,,-0.652,[M/H],,,,,,,,15.6353741,-28.7801,174.10701,-4.45309,59.2303,37.7129009,34.7672,14.6118,260.903,,14.941,14.204,16.3442,15.281,15.6109,13.4292,13.4186,11.12,11.171,8.723,,13.618,4.0,1326.13671875,48676.19140625,,,,1.1886435331230283,,,337.0682373046875
600,600,EPIC 210754505.01,,,TIC 17150865,0,1.0,0.0,0.0,0.870775,,3.97,,,,,,,,,,,,,,80.0,2457077.07917,0.0,,,,4.3,0.0414,,,,,,,5875.0,0.88,,0.04,[Fe/H],,4.04,,,,,,19.1790392,-21.72766,175.95199,-2.18329,66.12443,11.028429,10.7251,-2.56875,568.754,1.7296,14.51,13.573,,,,,,10.845,10.891,8.688,,13.185,4.0,625.125,68492.109375,,,,0.9621040723981901,,,73.59738159179688
609,609,EPIC 210789323.01,,,TIC 114062321,0,1.0,0.0,0.0,29.12555,,205.0,,,,,,,,,,,,,,,2457073.72092,0.0,,,2.74704,,0.5,,,,,,,4936.0,3.9,,,,,3.28,,,,,,19.7060261,-27.58432,168.8939,0.05281,57.73318,15.1210186,2.70941,-14.8763,402.788,2.45421,15.026,13.914,,,,,,11.016,10.975,8.401,,13.501,4.0,2122.734375,57055.91796875,,,,0.6217858812529219,,,164.14056396484375
613,613,EPIC 210827030.01,,,TIC 15821111,0,1.0,0.0,0.0,0.5111,,,,,,,,,,,,,,,,,2457063.51863,0.0,,0.71,,,,,,,,,,3092.0,0.21,0.18,,,-2.42,5.04,,26.1527,,,,20.2806046,-22.99688,173.10026,-0.6133,63.65368,175.8333225,169.646,-46.2341,33.1857,30.105,,16.28,,,,,,10.356,9.982,8.387,,13.812,4.0,593.115234375,13787.619140625,,,,0.7379759519038076,,,84.88006591796875
624,624,EPIC 210954046.01,,,TIC 14333263,0,1.0,0.0,0.0,0.950356,,6.94,,,,,,,,,,,,,,74.3,2457128.33024,0.0,,,,2.9,0.0677,,,,,,,6125.0,0.94,,0.0,[Fe/H],,3.0,,,,,,22.2491134,-22.21328,170.95992,1.47206,63.24211,0.9447446,-0.0375781,-0.943997,1178.14,0.816321,11.706,11.384,,,,,,9.761,9.84,8.559,,12.438,4.0,12518.296875,450836.40625,,,,0.8002075765438506,,,2040.3978271484375
638,638,EPIC 211082420.01,HD 23642,HIP 17704,TIC 125754991,0,1.0,0.0,0.0,2.4616,,,,,,,,,,,,,,,,,2457065.38,0.0,,7.53,,,,,,,,,,9962.0,2.32,2.55,,,1.68,4.11,,0.2865,,,,24.2881368,-23.31896,166.53515,4.22923,60.03387,50.3167983,18.6019,-46.752,139.024,7.16603,6.872,6.809,,,,,,6.644,6.646,6.352,,8.364,4.0,974186.5,14415233.0,,,,0.8580610605249063,,,162702.125
641,641,EPIC 211093684.01,,,TIC 35159657,0,1.0,0.0,0.0,7.0502,,,,,,,,,,,,,,,,,2457057.67912,0.0,,3.67,,,,,,,,,,4947.69,0.71,0.81,0.051,[M/H],-0.57,4.65,,3.2692,,,,24.4628062,-22.84963,166.8109,4.29069,60.56529,50.3207688,18.8782,-46.6454,133.002,7.49002,13.165,12.172,,,,,,9.751,9.763,8.326,,11.884,4.0,10419.3515625,214816.1875,,,,1.350271002710027,,,3342.624755859375
684,684,EPIC 211397774.01,,,TIC 323495801,0,1.0,0.0,0.0,0.967865,,,,,,,,,,,,,,,,,2458095.83095,0.0,,14.9235,2.5128,,,,,,,,,5255.0,0.97,0.9,,,-0.188,4.42,,1.3818,,,,11.6065889,34.23127,217.24328,-5.06557,134.58373,2.0223215,-0.346305,-1.99245,1263.42,0.755872,16.763,15.787,17.7518,16.2994,15.7022,15.4622,15.3743,13.87,12.491,8.839,,15.649,16.0,3996.4462890625,5672.93212890625,,,,0.18256379100850548,,,466.93792724609375
686,686,EPIC 211402878.01,,,TIC 323687228,0,1.0,0.0,0.0,25.23658,,,,,,,,,,,,,,,,,2458110.84155,0.0,,13.1088,3.4248,,,,,,,,,3777.0,0.7,0.66,,,-1.044,4.57,,2.7106,,,,11.685335,35.86122,218.06956,-4.48022,136.25435,28.9230815,-28.7698,-2.97376,223.67,4.44242,16.664,15.082,18.6249,15.9856,14.5867,14.3138,13.398,11.212,11.091,9.04,,14.498,16.0,2109.6455078125,21261.4140625,,,,0.710456942003515,,,200.44093322753906
691,691,EPIC 211411891.01,,,TIC 323599971,0,1.0,0.0,0.0,0.954863,,,,,,,,,,,,,,,,,2458095.53608,0.0,,12.2533,2.2272,,,,,,,,,5544.91,0.93,0.98,0.041,[M/H],-0.136,4.5,,1.7358,,,,11.8196859,35.16466,217.48702,-4.59414,135.41683,10.5186065,-0.812231,-10.4872,344.667,2.87301,13.751,12.987,15.6139,13.4825,12.8589,12.6539,13.5874,11.027,10.959,8.975,,12.776,16.0,10551.9375,91779.640625,,,,0.5863895680521597,,,3018.869384765625
696,696,EPIC 211422822.01,,,TIC 337645868,0,1.0,0.0,0.0,0.554633,,,,,,,,,,,,,,,,,2458095.6787,0.0,,2.677,1.3128,,,,,,,,,4729.0,0.95,0.76,,,-0.389,4.36,,1.2435,,,,11.98279,30.0251,214.45991,-6.01552,129.83498,3.5837566,2.08316,2.91612,880.732,1.1061,17.021,15.938,18.5087,16.4744,15.6264,15.292,15.0689,13.265,12.201,8.997,,15.664,16.0,1047.62744140625,6306.111328125,,,,0.7841429880843263,,,187.4600830078125
699,699,EPIC 211425822.01,,,TIC 323710512,0,1.0,0.0,0.0,2.153178,,,,,,,,,,,,,,,,,2458096.18086,0.0,,16.1675,2.6736,,,,,,,,,5523.0,1.0,0.97,,,-0.079,4.43,,1.3783,,,,12.0281523,36.1658,217.77772,-4.10083,136.32205,3.0600912,2.98251,-0.684684,1039.39,0.931823,15.845,15.226,,,,,,13.03,11.98,8.459,,14.888,16.0,3613.2919921875,11868.15625,,,,0.3187669376693767,,,472.706298828125
711,711,EPIC 211429934.01,,,TIC 323600013,0,1.0,0.0,0.0,0.565934,,,,,,,,,,,,,,,,,2458095.47647,0.0,,7.6907,1.9608,,,,,,,,,5309.0,1.55,0.91,,,0.237,4.01,,0.3422,,,,12.0918411,35.31272,217.20381,-4.32296,135.37323,8.960703,-8.70651,2.11917,1311.54,0.727433,15.06,14.638,16.6021,15.176,14.584,18.1133,14.2698,12.41,12.313,9.112001,,14.147,16.0,3887.8369140625,27677.953125,,,,0.7089552238805971,,,1349.6053466796875
727,727,EPIC 211449931.01,,,TIC 333799831,0,1.0,0.0,0.0,6.663685,,,,,,,,,,,,,,,,,2458095.53719,0.0,,7.7241,2.6208,,,,,,,,,5691.67,1.06,1.01,-0.438,[M/H],0.024,4.39,,1.2054,,,,12.3994357,30.06719,213.95326,-5.65044,129.58706,7.9422951,-6.59781,4.42142,965.222,1.00631,15.753,15.064,,,,,,12.912,11.939,8.837,,14.659,16.0,1022.4267578125,16139.6572265625,,,,0.5748381877022654,,,156.50962829589844
729,729,EPIC 211452175.01,,,TIC 437064784,0,1.0,0.0,0.0,11.114394,,,,,,,,,,,,,,,,,2458101.75989,0.0,,14.0535,6.2304,,,,,,,,,5904.69,2.45,1.07,-0.657,[M/H],0.817,3.69,,0.103,,,,12.4332847,34.7137,216.40897,-4.23056,134.49096,5.9498021,-4.41154,3.9923,870.321,1.11979,13.114,12.595,15.6667,12.9831,12.4403,12.6337,13.9916,10.991,11.164,8.467,,12.406,16.0,11101.41015625,135978.53125,,,,0.913022113022113,,,2168.923583984375
730,730,EPIC 211453076.01,,,TIC 337608311,0,1.0,0.0,0.0,0.524461,,,,,,,,,,,,,,,,,2458095.66075,0.0,,0.88,1.7136,,,,,,,,,3112.0,0.2,0.17,,,-2.47,5.06,,29.7354,,,,12.4465352,29.98039,213.84823,-5.63517,129.46167,114.7265823,-105.94,-44.033,52.773,18.9212,,18.14,20.0709,18.3296,17.1946,15.4885,14.3458,11.529,11.05,8.441,,16.341,16.0,378.8160400390625,4136.8466796875,,,,0.891156462585034,,,28.699148178100586
731,731,EPIC 211453223.01,,,TIC 21339453,0,1.0,0.0,0.0,9.056947,,,,,,,,,,,,,,,,,2458097.66347,0.0,,22.8283,3.3336,,,,,,,,,4942.0,1.06,0.81,,,-0.221,4.3,,0.965,,,,12.4486135,29.84418,213.7746,-5.67204,129.31513,23.1254942,-22.9847,-2.54795,656.243,1.49514,15.783,14.771,17.1932,15.4369,14.7085,14.36,14.1853,12.448,12.089,8.855,,14.59,16.0,2998.73583984375,18906.693359375,,,,0.8006475485661425,,,460.9773254394531
732,732,EPIC 211468153.01,,,TIC 293379583,0,1.0,0.0,0.0,0.737735,,,,,,,,,,,,,,,,,2458095.69611,0.0,,29.3171,1.9608,,,,,,,,,4908.37,1.53,0.8,-0.004,[M/H],0.088,3.97,,0.3145,,,,12.6767362,31.09503,214.13843,-5.12006,130.48577,6.7747696,-2.39354,6.33786,892.766,1.09057,15.573,14.662,,,,,,12.221,12.428,8.998,,14.381,16.0,2577.87646484375,19406.2265625,,,,0.5147859922178988,,,1028.6700439453125
734,734,EPIC 211471048.01,,,TIC 46364794,0,1.0,0.0,0.0,0.799768,,,,,,,,,,,,,,,,,2458095.64738,0.0,,36.8062,3.5976,,,,,,,,,8175.71,1.67,2.0,-0.307,[M/H],1.051,4.29,,0.6044,,,,12.7191133,32.78698,214.98093,-4.58443,132.24904,9.7138089,-9.47663,-2.13344,1242.66,0.772536,13.052,12.853,14.5566,12.937,12.9376,12.9958,13.2714,12.067,11.928,8.671,,12.867,16.0,21549.6953125,92140.515625,,,,0.3626181309065453,,,10245.8408203125
737,737,EPIC 211490299.01,,,TIC 293413388,0,1.0,0.0,0.0,0.555516,,,,,,,,,,,,,,,,,2458095.88867,0.0,,12.5677,1.4784,,,,,,,,,,,,,,,,,,,,,12.9991012,31.42762,213.89948,-4.75088,130.61291,9.5725388,-6.06434,-7.40657,,,17.329,16.571,19.1531,17.0029,16.0482,15.6646,15.4404,13.416,11.954,8.871,,15.991,16.0,993.23876953125,4735.3212890625,,,,0.6275083612040134,,,228.1168212890625
740,740,EPIC 211492541.01,,,TIC 46296525,0,1.0,0.0,0.0,1.031746,,,,,,,,,,,,,,,,,2458095.804,0.0,,1.3062,5.5512,,,,,,,,,7598.94,1.85,1.77,-0.177,[M/H],1.012,4.15,,0.3936,,,,13.0319453,32.38404,214.3597,-4.44206,131.60199,6.274344,-0.382075,-6.2627,1050.38,0.921381,13.495,12.494,14.9735,15.0178,14.5947,12.4823,13.6298,11.358,11.534,8.109,,12.789,16.0,2348.015625,135696.046875,,,,0.9234189723320159,,,948.5352783203125
741,741,EPIC 211493669.01,,,TIC 293410491,0,1.0,0.0,0.0,0.58337,,,,,,,,,,,,,,,,,2458095.7235,0.0,,1.6936,1.164,,,,,,,,,5802.79,0.74,1.04,0.34,[M/H],-0.249,4.71,,3.5765,,,,13.0490997,31.3589,213.79946,-4.72856,130.50524,23.8416711,-23.1678,-5.62835,336.045,2.94725,14.119,13.443,15.9756,14.4485,13.1378,12.8436,13.577,10.863,10.8,8.535,,12.976,16.0,5290.8828125,80561.3359375,,,,0.714977973568282,,,759.3675537109375
752,752,EPIC 211524114.01,,,TIC 293410627,0,1.0,0.0,0.0,0.715676,,,,,,,,,,,,,,,,,2458095.65638,0.0,,0.1668,1.248,,,,,,,,,4476.31,7.82,,0.22,[M/H],,,,,,,,13.4793426,31.57798,213.36153,-4.30073,130.43818,22.1586894,12.3831,-18.3757,911.716,1.06745,12.97,11.805,15.8762,12.5588,11.5198,11.1825,13.3651,8.975,9.004,8.34,,11.473,16.0,3660.296875,329515.96875,,,,0.9631870902672718,,,412.94512939453125
780,780,EPIC 211600389.01,,,TIC 46383447,0,1.0,0.0,0.0,0.630717,,,,,,,,,,,,,,,,,2458096.02647,0.0,,16.3414,1.9608,,,,,,,,,6591.15,1.58,1.37,-0.629,[M/H],0.625,4.18,,0.4942,,,,14.5447545,33.95508,213.20747,-2.6988,132.20255,7.1991261,-7.06001,-1.40843,1495.88,0.635652,14.674,14.135,15.4789,14.3336,14.1006,14.0172,13.9983,12.906,11.918,8.828,,14.157,16.0,5129.6357421875,29830.904296875,,,,0.8476506881822496,,,3099.17138671875
781,781,EPIC 211600632.01,,,TIC 46383446,0,1.0,0.0,0.0,0.630718,,,,,,,,,,,,,,,,,2458096.02663,0.0,,16.4032,1.9608,,,,,,,,,,,,,,,,,,,,,14.547682,33.95723,213.20475,-2.69568,132.20279,,,,,,16.942,,,,,,,13.384,11.787,8.873,,16.688,16.0,625.2906494140625,2604.84716796875,,,,0.8600095556617295,,,54.580162048339844
782,782,EPIC 211604981.01,,,TIC 35245519,0,1.0,0.0,0.0,12.427163,,,,,,,,,,,,,,,,,2458100.32649,0.0,,1.6631,5.3784,,,,,,,,,6435.2,2.4,1.3,-0.231,[M/H],0.948,3.79,,0.133,,,,14.6068847,37.93247,215.22794,-1.40619,136.30669,6.0392996,-4.55914,3.96073,1133.61,0.842422,13.249,12.759,15.1258,15.2347,12.7464,12.6801,13.7205,11.499,11.384,8.746,,12.727,16.0,1308.859375,109394.0625,,,,0.40795660036166365,,,239.2838134765625
785,785,EPIC 211607670.01,,,TIC 46385217,0,1.0,0.0,0.0,1.348851,,,,,,,,,,,,,,,,,2458096.01356,0.0,,21.782,3.8016,,,,,,,,,6311.4,1.39,1.24,-0.215,[M/H],0.44,4.25,,0.6541,,,,14.6429247,34.12043,213.16387,-2.56634,132.30804,6.2395983,-4.72111,-4.07967,657.88,1.49172,13.419,12.804,15.0771,13.2015,12.8207,12.7637,13.472,11.507,11.463,8.888,,12.793,16.0,21773.912109375,97101.0859375,,,,0.14399059653247134,,,6594.8515625
786,786,EPIC 211607804.01,,,TIC 321285296,0,1.0,0.0,0.0,1.490219,,,,,,,,,,,,,,,,,2458096.4327,0.0,,73.3825,3.924,,,,,,,,,7175.46,1.73,1.6,-0.397,[M/H],0.853,4.17,,0.437,,,,14.6447599,37.12065,214.73745,-1.63539,135.43586,9.5098535,-9.5027,0.36879,1212.71,0.793855,13.523,13.127,15.0149,13.6322,13.2153,13.162,13.5423,11.803,12.309,9.039,,13.358,16.0,30380.244140625,72470.84375,,,,0.3158606695975651,,,12696.1865234375
796,796,EPIC 211621961.01,,,TIC 293412804,0,1.0,0.0,0.0,11.078847,,,,,,,,,,,,,,,,,2458098.06284,0.0,,12.1654,14.328,,,,,,,,,5162.0,1.96,,,,,,,,,,,14.8421191,32.14133,211.90023,-2.98024,130.09975,8.2901608,1.02589,-8.22644,3503.83,0.0146813,17.451,16.8105,18.4314,17.0948,16.5061,16.237,16.0781,14.445,12.541,9.035,,16.548,16.0,400.6768798828125,2943.330810546875,,,,0.7695454545454545,,,138.13836669921875
797,797,EPIC 211625003.01,,,TIC 437049273,0,1.0,0.0,0.0,0.530431,,,,,,,,,,,,,,,,,2458095.92711,0.0,,40.9431,1.9608,,,,,,,,,5666.31,1.49,1.01,-0.082,[M/H],0.314,4.1,,0.4302,,,,14.8859919,34.79445,213.19089,-2.1578,132.84505,11.3584239,1.14958,-11.3001,514.007,1.91703,13.67,12.729,15.4104,13.0685,12.5507,12.3888,13.5633,11.088,11.216,8.91,,12.848,16.0,33436.4453125,113844.1953125,,,,0.710456942003515,,,19745.0
799,799,EPIC 211630537.01,,,TIC 46383318,0,1.0,0.0,0.0,0.69719,,,,,,,,,,,,,,,,,2458095.80305,0.0,,3.4039,1.8552,,,,,,,,,5535.52,1.46,0.97,0.099,[M/H],0.256,4.1,,0.4397,,,,14.9645433,34.07662,212.7195,-2.30809,132.04204,5.0800837,-4.09224,-3.01012,974.491,0.996351,15.229,14.258,16.2823,14.7216,14.1055,14.2429,13.7671,12.343,11.797,8.719,,14.185,16.0,1905.904296875,28325.9765625,,,,0.9984599589322382,,,783.6182250976562
803,803,EPIC 211638883.01,,,TIC 437045991,0,1.0,0.0,0.0,0.543877,,,,,,,,,,,,,,,,,2458095.47515,0.0,,0.0659,0.6768,,,,,,,,,6177.78,1.36,1.18,-0.449,[M/H],0.387,4.24,,0.6578,,,,15.0821831,34.55764,212.81043,-2.06422,132.46372,28.5951755,-28.5499,1.6085,585.582,1.6794,13.259,12.766,14.6632,13.2495,12.7621,12.6735,13.075,11.3,11.286,8.345,,12.622,16.0,393.7734375,115190.28125,,,,0.7841429880843263,,,40.55603790283203
804,804,EPIC 211639283.01,,,TIC 330623017,0,1.0,0.0,0.0,6.741846,,,,,,,,,,,,,,,,,2458099.59522,0.0,,5.5296,7.248,,,,,,,,,4861.09,2.14,,-0.013,[M/H],,,,,,,,15.0878845,35.9998,213.54618,-1.61809,133.96166,5.3626323,-2.92141,-4.49702,1574.3,0.598922,16.485,15.672,17.9653,15.911,15.0498,14.6942,14.492,12.664,11.837,8.843,,15.088,16.0,2064.998046875,13385.0732421875,,,,1.066348195329087,,,490.3240051269531
807,807,EPIC 211644647.01,,,TIC 46363964,0,1.0,0.0,0.0,2.044175,,,,,,,,,,,,,,,,,2458097.21457,0.0,,7.196,7.1472,,,,,,,,,5480.16,2.5,0.96,-0.508,[M/H],0.705,3.62,,0.0867,,,,15.1609156,33.73462,212.28926,-2.24384,131.55141,9.8783422,-8.95292,-4.17455,1152.34,0.838072,14.208,13.772,15.657,14.9163,13.481,13.8599,13.5354,11.533,11.585,8.436,,13.304,16.0,4249.416015625,59417.2421875,,,,0.5177387914230019,,,1630.989990234375
812,812,EPIC 211651743.01,,,TIC 21286697,0,1.0,0.0,0.0,0.516235,,,,,,,,,,,,,,,,,2458095.68635,0.0,,11.1574,1.9608,,,,,,,,,7701.0,2.09,1.81,,,1.141,4.06,,0.2797,,,,15.2584092,30.56134,210.58944,-3.06981,128.16283,3.6284876,0.409642,3.60529,2574.17,0.348657,14.207,14.04,15.2518,14.1959,14.2248,14.1168,14.272,13.168,12.097,8.6,,13.962,16.0,4198.87109375,34084.44140625,,,,0.7210433244916004,,,2127.072265625
813,813,EPIC 211662047.01,,,TIC 437046093,0,1.0,0.0,0.0,0.635238,,,,,,,,,,,,,,,,,2458095.94146,0.0,,12.6462,1.5288,,,,,,,,,4743.31,0.92,0.76,-0.434,[M/H],-0.414,4.39,,1.3791,,,,15.399444,34.71193,212.47091,-1.7499,132.4085,1.1254287,-0.639756,0.925906,599.928,1.63824,16.14,15.395,17.6812,15.8314,14.9508,14.5464,14.3247,12.443,11.904,8.841,,14.791,16.0,1809.0673828125,14903.5947265625,,,,0.46961117402793506,,,740.7664794921875
814,814,EPIC 211663508.01,,,TIC 21288341,0,1.0,0.0,0.0,0.544418,,,,,,,,,,,,,,,,,2458095.51405,0.0,,43.4869,1.9512,,,,,,,,,5076.71,1.07,0.85,-0.036,[M/H],-0.165,4.31,,0.9818,,,,15.4202076,30.79948,210.50163,-2.86478,128.30576,13.3343605,1.02249,-13.2951,655.349,1.49727,15.496,14.583,16.7152,15.1727,15.6109,14.1495,13.9921,12.314,11.465,8.551,,14.343,16.0,7437.39892578125,24083.5,,,,0.7426141450313339,,,4374.71728515625
816,816,EPIC 211664543.01,,,TIC 330623115,0,1.0,0.0,0.0,0.698333,,,,,,,,,,,,,,,,,2458095.97188,0.0,,10.6429,1.32,,,,,,,,,4081.0,0.66,0.64,,,-0.957,4.6,,3.0749,,,,15.4349422,36.21503,213.19198,-1.26033,133.94674,20.4772187,-10.9164,-17.3248,405.703,2.43827,17.521,16.19,,,,,,12.763,11.73,8.945,,15.812,16.0,683.6748046875,6907.75927734375,,,,0.8208606173994387,,,322.3970642089844
824,824,EPIC 211710534.01,,,TIC 293412472,0,1.0,0.0,0.0,3.022569,,,,,,,,,,,,,,,,,2458096.74324,0.0,,5.6458,3.384,,,,,,,,,6481.66,1.89,1.32,-0.613,[M/H],0.755,4.01,,0.2752,,,,16.0553155,32.62648,210.58326,-1.80519,129.797,2.8329043,-1.41733,-2.45286,720.982,1.35848,12.709,12.297,15.1368,12.6599,12.2595,12.1949,14.6331,10.973,11.088,8.883,,12.203,16.0,7795.6875,188197.8125,,,,0.28397097625329815,,,2234.283447265625
