,pl_name,kepid,disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,pl_orbper,koi_time0,pl_imppar,pl_trandur,pl_trandep,pl_ratror,pl_dens,pl_rade,pl_orbincl,pl_eqt,pl_insol,pl_ratdor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,sy_pnum,koi_num_transits,koi_quarters,koi_bin_oedp_sig,st_teff,st_logg,st_met,st_rad,st_mass,ra,dec,sy_kepmag,koi_zmag,koi_hmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky,lc_amplitude,lc_slope,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
1016,K01498.01,9636135,1.0,0.0,0.0,0.0,0.0,5.83376197,2454971.749,0.742,3.9988,532.9,0.022847,0.273,2.98,84.6,1143.0,403.49,7.89,0.3403,5.3781757,30.119083,36.6,2.0,234.0,1.1111111111111112e+31,0.5493,6213.0,4.387,0.36,1.195,1.27,285.0571,46.320679,15.776,15.552,14.384,0.0,0.63,-1.09,-0.00031,0.00052,0.35,-0.15,0.38,0.4,-0.32,0.52,22.61279296875,0.002088327718667051,7220.69189453125,7220.716796875,7224.709228515625,8.135986328125,0.9890776699029126,0.0254342262605471,3694.953369140625,5.907130241394043
1018,K01499.01,7841925,1.0,0.0,0.0,0.0,0.0,14.16400071,2454973.589,0.027,4.3031,728.1,0.024336,1.61099,2.35,89.94,694.0,54.95,25.755,0.4341,9.7634325,58.517822,71.5,3.0,90.0,1.1111111111111112e+31,0.0023,5440.0,4.438,-0.24,0.885,0.782,297.72427,43.527431,14.48,14.105,12.736,0.004,0.04,-0.77,-0.0001,0.00025,0.0,-0.04,0.04,0.0,-0.46,0.46,27.263671875,-0.005999404440860484,22686.248046875,22686.251953125,22690.3046875,8.2421875,0.998780487804878,0.12587507886788135,6015.2978515625,6.220592021942139
1021,K01563.01,5219234,1.0,0.0,0.0,0.0,0.0,5.48711441,2455189.077,0.812,2.93,1328.6,0.037656,0.50287,3.24,84.98,836.0,115.29,9.28,0.5684,5.5825257,40.321964,51.9,4.0,207.0,1.1111111111111e+28,0.0408,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,15.272,13.737,0.04,0.53,-0.6,0.00067,0.00019,-0.04,0.06,0.07,-0.15,0.11,0.18,32.861083984375,0.3975061502251376,6832.15283203125,66054.68114714927,66076.20010440907,41.01896505152926,0.9730700179533214,2.0910048535152734,70598502.32408239,5.8799285888671875
1022,K01563.02,5219234,1.0,0.0,0.0,0.0,0.0,8.29084167,2455192.637,0.929,3.613,1033.9,0.037401,0.14861,3.21,83.45,728.0,66.47,8.14,0.5684,5.0337462,27.025053,34.7,4.0,132.0,1.1111111111111e+28,0.3684,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,15.272,13.737,0.535,0.7,-0.4,0.00035,-6e-05,-0.01,0.24,0.24,-0.154,0.27,0.31,32.861083984375,0.3975061502251376,6832.15283203125,66054.68114714927,66076.20010440907,41.01896505152926,0.9730700179533214,2.0910048535152734,70598502.32408239,5.8799285888671875
1023,K01563.03,5219234,1.0,0.0,0.0,0.0,0.0,3.20539622,2455187.631,0.512,2.143,453.6,0.019789,1.90059,1.7,87.1,1000.0,236.11,10.11,0.5684,4.5903673,15.503878,20.6,4.0,326.0,1.1111111111111e+28,0.3799,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,15.272,13.737,0.415,0.35,-0.63,0.00031,7e-05,-0.31,0.15,0.35,-0.41,0.09,0.42,32.861083984375,0.3975061502251376,6832.15283203125,66054.68114714927,66076.20010440907,41.01896505152926,0.9730700179533214,2.0910048535152734,70598502.32408239,5.8799285888671875
1024,K01563.04,5219234,1.0,0.0,0.0,0.0,0.0,16.73869035,2455192.417,0.578,2.398,996.8,0.029747,6.3351,2.56,89.27,576.0,26.06,45.4,0.5684,4.407519,13.798911,20.4,4.0,60.0,1.1111111111111e+28,0.9696,5103.0,4.562,0.04,0.787,0.823,299.22433,40.343182,15.812,15.272,13.737,0.682,0.74,-0.73,0.00029,0.00027,-0.13,-0.32,0.35,-0.23,-0.36,0.43,32.861083984375,0.3975061502251376,6832.15283203125,66054.68114714927,66076.20010440907,41.01896505152926,0.9730700179533214,2.0910048535152734,70598502.32408239,5.8799285888671875
1025,K00181.01,12504988,0.0,0.0,1.0,0.0,0.0,5.093938816,2454972.718,0.618,3.93144,25027.0,0.152118,0.65772,17.19,86.33,1137.0,395.38,9.663,0.319,180.00021,1803.5532,1131.7,1.0,259.0,1.1111111111111112e+31,0.5186,6197.0,4.449,-0.08,1.035,1.096,288.25284,51.417332,14.575,14.394,13.229,0.08904255319148935,0.2936,0.484,0.0017997234042553191,0.0028,-0.088,-0.135,0.161,-0.103,-0.123,0.161,325.6025390625,1.0555845012495497,20373.4375,20387.857421875,20402.5986328125,39.6923828125,0.5332086061739943,-5.509583189958689,1069540160.0,73.60247802734375
1026,K01616.01,9015738,1.0,0.0,0.0,0.0,0.0,13.93291548,2454972.411,0.908,2.6239,131.6,0.01259,0.5853,1.66,87.14,852.0,124.53,18.18,0.3661,5.6667614,20.91329,28.9,2.0,47.0,1.01010101010101e+30,0.786,6026.0,4.321,0.1,1.207,1.113,289.50635,45.370998,11.538,11.387,10.327,0.207,0.08,-0.41,8e-06,5.8e-05,-0.42,0.22,0.48,-0.34,0.18,0.38,646.484375,0.3975061502251376,342767.96875,66054.68114714927,66076.20010440907,41.01896505152926,0.9370816599732262,2.0910048535152734,70598502.32408239,86.52027130126953
1027,K01618.01,7215603,1.0,0.0,0.0,0.0,0.0,2.36436762,2454965.25,0.146,3.372,28.4,0.004888,0.52043,0.82,88.44,1752.0,2228.09,5.358,0.3325,4.8008075,18.173906,12.4,1.0,571.0,1.1111111111111112e+31,0.4248,6250.0,4.184,0.32,1.543,1.326,296.04736,42.743011,11.6,11.438,10.383,0.022,-0.32,0.5,2e-06,-1.8e-05,-0.16,-0.27,0.32,-0.29,-0.41,0.5,438.859375,-8.61072752644492,297903.65625,297927.984375,298018.953125,215.46875,0.7695167286245354,-0.5497153769750737,2682500352.0,174.33963012695312
1029,K01621.01,5561278,1.0,0.0,0.0,0.0,0.0,20.31047472,2454979.825,0.05,5.3357,164.6,0.011737,1.16428,2.41,89.9,931.0,177.81,29.39,0.3534,7.240426,32.23092,46.1,1.0,67.0,1.1111111111111112e+31,0.3425,6065.0,3.97,0.0,1.877,1.197,298.5892,40.75069,11.855,11.644,10.549,0.333,0.53,-0.15,-6.4e-05,9e-06,-0.3,0.4,0.5,-0.25,0.43,0.5,74.625,0.06250569398308244,257858.40625,257859.6953125,257873.98828125,31.22265625,0.9428571428571428,-0.24070098286673988,871413.0625,22.638456344604492
1031,K01626.01,6387542,1.0,0.0,0.0,0.0,0.0,2.53475568,2454965.68,0.878,4.5716,463.0,0.022945,0.04134,2.02,68.67,1218.0,519.95,2.41,0.3556,4.7098107,38.49001,51.3,1.0,450.0,1.1111111111111e+28,0.1348,5662.0,4.532,-0.44,0.806,0.808,298.11121,41.758331,15.341,14.936,13.632,0.0,-0.1,-0.18,0.00021,-0.00025,-0.1,0.149,0.18,-0.11,0.042,0.12,63.27490234375,0.3975061502251376,10522.5078125,66054.68114714927,66076.20010440907,41.01896505152926,1.0389610389610389,2.0910048535152734,70598502.32408239,5.581812858581543
1033,K01732.01,6869184,1.0,0.0,0.0,0.0,0.0,43.3167427,2454969.574,0.034,4.995,987.5,0.028621,3.18525,2.42,89.97,459.0,10.47,68.11,0.3728,6.038631,21.455402,27.1,1.0,32.0,1.1111111111111112e+31,0.6821,5654.0,4.59,-0.38,0.774,0.865,293.60126,42.379761,15.737,15.372,13.96,0.013,0.0,0.93,5e-05,-0.00074,-0.01,-0.24,0.24,0.12,-0.14,0.18,48.518310546875,0.23159121123280613,7696.9453125,7696.84375,7713.154296875,31.535400390625,1.008578431372549,-0.08264952574631047,487026.65625,21.46954345703125
1035,K00193.01,10799735,0.0,0.0,1.0,0.0,0.0,37.590298548,2454990.35,0.38,4.3855,19939.0,0.131379,4.55224,14.39,89.69,573.0,25.53,69.8,0.319,202.44992,875.46204,929.0,1.0,36.0,1.1111111111111112e+31,0.1142,6147.0,4.463,-0.12,1.003,1.064,292.87616,48.195309,14.904,14.671,13.433,0.0,-0.036,0.084,0.0011,0.0008,-0.107,0.135,0.172,-0.051,0.153,0.161,273.29541015625,-0.01016486316410826,16516.259765625,16517.29296875,16521.70703125,8.48828125,0.7180293501048218,-10.898907364670814,36525168.0,21.531307220458984
1036,K01736.01,6604328,1.0,0.0,0.0,0.0,0.0,31.0033072,2454976.291,0.151,5.253,645.2,0.023218,1.87035,2.72,89.81,616.0,34.03,45.63,0.3729,5.570834,17.33398,22.1,1.0,41.0,1.1111111111111112e+31,0.8926,6090.0,4.447,0.21,1.071,1.173,291.26974,42.096039,15.898,15.632,14.399,0.033,-1.04,-0.61,0.00066,0.00044,-0.49,-0.15,0.52,-0.47,-0.07,0.48,23.4775390625,-0.0035762777271183864,6643.84521484375,6643.78466796875,6647.12255859375,6.494873046875,1.0184729064039408,0.04446015875088266,2211.912353515625,4.889932632446289
1037,K01500.01,9719634,0.0,0.0,0.0,1.0,1.0,3.351556891,2454967.284,0.129,2.4005,341.9,0.016517,2.10423,1.64,89.31,1074.0,314.73,10.771,0.5256,5.6793165,33.38515,38.8,1.0,400.0,1.1111111111111112e+31,0.878,5185.0,4.442,0.18,0.911,0.837,295.52521,46.459431,14.815,14.371,12.845,0.0,24.05,-73.1,-0.0082,0.02466,2.367,-8.186,8.521,2.25,-8.382,8.679,33.453125,-0.014107681200460265,18185.71875,18185.74609375,18189.609375,7.85546875,0.9890776699029126,0.24224866120032273,9558.2060546875,6.482690811157227
1038,K01501.01,7439316,1.0,0.0,0.0,0.0,0.0,2.617028373,2454967.033,0.146,2.046,499.4,0.019867,2.66491,1.57,89.15,996.0,233.23,9.88,0.6188,4.746314,23.59866,30.8,1.0,514.0,1.1111111111111112e+31,0.3487,4831.0,4.568,-0.14,0.724,0.706,290.12231,43.08556,15.835,15.245,13.61,0.02,-0.47,0.17,6e-05,-0.00034,-0.16,0.13,0.21,-0.36,-0.31,0.48,25.25,-0.008656112147348039,6990.36474609375,6990.3330078125,6993.373046875,6.01025390625,1.011042944785276,0.44182469215524345,2928.475341796875,4.698019504547119
1039,K01502.01,12061238,0.0,0.0,0.0,1.0,0.0,1.876406096,2454966.128,0.302,1.531,433.8,0.018916,4.09292,1.57,88.11,1192.0,476.68,9.13,0.4966,4.906174,31.572254,37.0,1.0,714.0,1.1111111111111112e+31,0.104,5198.0,4.6,-0.1,0.759,0.843,291.23114,50.56702,15.202,14.846,13.294,0.0,3.16,0.98,-0.00088,-0.00057,1.83,0.62,1.93,1.98,0.7,2.1,123.57421875,0.03266317043410231,10982.63671875,10982.189453125,10988.890625,13.08544921875,1.0720606826801518,5.8496255087837135,1627272.0,10.974954605102539
1040,K00175.01,8323753,0.0,0.0,0.0,1.0,1.0,6.71425632,2454967.316,0.965,3.339,283.5,0.020096,0.05846,5.76,79.27,1565.0,1416.6,5.18,0.3424,8.794458,41.449924,46.5,1.0,201.0,1.1111111111111112e+31,0.1199,6093.0,3.737,-0.12,2.623,1.372,299.07813,44.293789,13.488,13.243,12.053,0.0,14.12,9.45,-0.003715,-0.00253,6.35,4.629,7.86,6.32,4.513,7.77,25.77734375,-0.00021430140846980038,57790.9375,57790.91015625,57796.9931640625,11.5244140625,1.025531914893617,-0.03701674264313885,16107.6083984375,8.48360824584961
1041,K01503.01,12400538,1.0,0.0,0.0,0.0,0.0,150.2412582,2454971.29,0.345,10.849,2378.5,0.044645,0.95103,4.6,89.81,327.0,2.72,104.3,0.4526,27.327625,69.35844,72.3,1.0,10.0,1.1111111111111112e+31,0.149,5604.0,4.451,0.0,0.943,0.916,287.28531,51.249981,14.827,14.524,13.185,0.7,-0.45,0.87,2e-05,-0.00021,0.03,-0.08,0.08,-0.1,-0.16,0.19,346.6767578125,0.05819213300889104,15616.6982421875,15616.138671875,15621.52490234375,10.39599609375,1.1509186351706038,24.958953132834196,106613560.0,18.857620239257812
1042,K01564.01,5184584,1.0,0.0,0.0,0.0,0.0,53.44944498,2454982.202,0.092,5.3091,3437.0,0.053288,3.47971,5.82,89.93,486.0,13.23,80.697,0.3729,30.049507,110.02427,119.5,1.0,24.0,1.1111111111111112e+31,0.1809,5919.0,4.485,0.21,1.0,1.114,291.0838,40.355251,15.287,15.033,13.84,0.0,0.1,-0.19,0.00151,0.00046,-0.123,0.001,0.123,-0.037,-0.022,0.043,66.4521484375,-0.00532903065649237,11659.537109375,11659.5693359375,11662.5595703125,5.87646484375,0.9866666666666667,1.590505544310929,62003.97265625,6.13916540145874
1043,K01565.01,5636648,0.0,0.0,1.0,1.0,1.0,0.466743525,2454966.971,1.186,1.3956,796.1,0.218533,0.23581,20.43,31.79,2197.0,5480.92,1.395,0.3858,3.8772557,8.796906,103.6,1.0,1428.0,1.1111111111111112e+31,0.9941,5791.0,4.549,-0.18,0.856,0.946,296.33319,40.896259,15.33,15.003,13.678,0.0,-33.5,2.83,0.01056,-0.00095,-5.619,0.082,5.619,-6.425,-0.152,6.427,51.0859375,-0.008401694213486488,10957.701171875,10957.74609375,10961.2705078125,7.31005859375,0.9890776699029126,1.2330428938774514,26652.4921875,6.036305904388428
1044,K01566.01,5564247,0.0,0.0,0.0,1.0,0.0,1.727177258,2455188.37,0.676,2.081,347.4,0.018093,0.742,1.42,82.05,1250.0,576.55,4.89,0.398,6.051578,13.080097,17.1,1.0,657.0,1.1111111111111e+28,0.9096,5394.0,4.622,-0.4,0.72,0.805,299.14142,40.725899,15.935,15.52,14.06,0.0,-9.43,-12.48,0.00299,0.00352,0.1597553191489362,0.2545425531914894,2.1343936170212765,0.1452765957446809,-0.08864893617021277,1.6693191489361705,65.48974609375,-0.2725502596126836,5709.62548828125,73388.81652572307,73404.18024590675,31.93071860455452,1.0174391922900412,1.2356204116207608,101936413.99466138,9.810785293579102
1045,K01567.01,5438099,1.0,0.0,0.0,0.0,0.0,7.24022418,2455188.012,0.507,2.9153,864.9,0.027225,1.76296,2.14,88.29,716.0,62.1,16.97,0.5575,6.5812044,38.200813,48.2,4.0,158.0,1.1111111111111e+28,0.9175,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,15.087,13.607,0.014,0.27,-0.12,0.0,0.00043,0.11,-0.06,0.13,0.17,-0.26,0.31,38.2451171875,0.3975061502251376,8733.3701171875,66054.68114714927,66076.20010440907,41.01896505152926,0.9664429530201343,2.0910048535152734,70598502.32408239,4.384643077850342
1046,K01567.02,5438099,1.0,0.0,0.0,0.0,0.0,4.64622383,2455187.589,0.88,2.5137,446.5,0.023132,0.35757,1.82,83.18,830.0,112.18,7.42,0.5575,5.4548845,21.927835,28.2,4.0,228.0,1.1111111111111e+28,0.457,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,15.087,13.607,0.045,0.22,-0.39,2e-05,0.00031,0.08,0.04,0.08,0.15,-0.11,0.19,38.2451171875,0.3975061502251376,8733.3701171875,66054.68114714927,66076.20010440907,41.01896505152926,0.9664429530201343,2.0910048535152734,70598502.32408239,4.384643077850342
1047,K01627.01,6543893,1.0,0.0,0.0,0.0,0.0,10.29674097,2454965.195,0.298,2.7292,1011.8,0.029321,4.08768,5.75,89.4,1129.0,384.86,28.4,0.3671,4.825361,25.841604,31.3,3.0,111.0,1.1111111111111e+28,0.7546,6068.0,4.04,0.16,1.797,1.294,297.58313,41.952431,15.767,15.378,13.523,0.0,-0.23,0.05,0.00153,0.00013,-1.19,-0.06,1.19,-0.31,-0.31,0.44,84.635498046875,0.3975061502251376,7446.98828125,66054.68114714927,66076.20010440907,41.01896505152926,0.8579881656804734,2.0910048535152734,70598502.32408239,17.464630126953125
1048,K01627.02,6543893,1.0,0.0,0.0,0.0,0.0,5.93919041,2455186.755,0.107,2.285,424.5,0.018858,4.37512,3.7,89.7,1357.0,801.92,20.13,0.3671,4.4229336,12.756395,15.9,3.0,184.0,1.1111111111111e+28,0.6817,6068.0,4.04,0.16,1.797,1.294,297.58313,41.952431,15.767,15.378,13.523,0.757,0.93,0.14,0.00014,2e-05,-0.91,-0.01,0.91,0.0,-0.26,0.26,84.635498046875,0.3975061502251376,7446.98828125,66054.68114714927,66076.20010440907,41.01896505152926,0.8579881656804734,2.0910048535152734,70598502.32408239,17.464630126953125
1049,K01628.01,6975129,1.0,0.0,0.0,0.0,0.0,19.74733983,2454980.106,0.595,3.4444,480.7,0.020906,2.33083,2.62,89.06,754.0,76.57,36.4,0.3344,9.182446,41.21705,47.1,3.0,66.0,1.1111111111111112e+31,0.407,6243.0,4.406,0.21,1.149,1.226,298.39575,42.459751,12.949,12.729,11.664,0.001,-0.44,0.23,0.0003,-4.4e-05,0.01,-0.07,0.07,0.06,0.14,0.15,297.984375,-6.093320471066108,97551.7109375,97502.81640625,97614.12109375,169.267578125,1.816568047337278,1.3148662807584797,1878306176.0,148.06292724609375
1050,K00189.01,11391018,1.0,0.0,0.0,0.0,0.0,30.360445359,2454981.092,0.359,6.0134,21125.0,0.131544,1.45568,10.99,89.5,459.0,10.47,41.39,0.5575,229.49213,1091.1238,1126.2,1.0,35.0,1.11111101110111e+31,0.0757,4939.0,4.541,-0.06,0.765,0.74,284.87997,49.266991,14.388,13.922,12.377,0.004,-0.165,0.352,0.0005,-0.0004,0.001,0.014,0.014,0.071,0.237,0.248,253.390625,-0.5043198637461603,22315.041015625,22318.6875,22333.0087890625,30.662109375,0.7399150743099787,-8.218509466144987,171340896.0,36.723907470703125
1051,K01629.01,8685497,1.0,0.0,0.0,0.0,0.0,4.4096675,2454965.45,0.814,2.1418,132.7,0.011829,0.83043,1.51,85.07,1192.0,476.94,9.49,0.4282,4.1861,23.284727,26.4,1.0,306.0,1.1111111111111112e+31,0.547,5836.0,4.347,0.3,1.166,1.1,290.41199,44.89933,13.574,13.347,12.181,0.967,0.3,0.08,-1.3e-05,-4e-06,0.01,-0.04,0.04,0.14,-0.05,0.15,50.05078125,-0.03365060203825584,53505.83984375,53505.306640625,53511.9462890625,12.67578125,1.0429184549356223,0.6878443052740006,61884.546875,9.742077827453613
1052,K01738.01,4365645,1.0,0.0,0.0,0.0,0.0,4.16787814,2454968.283,0.168,2.2136,168.1,0.011622,3.22623,1.07,89.33,962.0,202.48,14.36,0.5256,4.2387223,27.731834,32.9,1.0,325.0,1.1111111111111112e+31,0.403,5251.0,4.541,0.22,0.847,0.91,291.74838,39.44688,13.293,12.929,11.586,0.005,-0.51,-0.71,9.2e-05,6.8e-05,0.24,-0.4,0.46,0.34,-0.61,0.7,24.2734375,0.00045097951913404126,70082.03125,70082.03125,70087.4765625,11.275390625,1.0,0.001329003520675595,16600.603515625,8.725821495056152
1053,K01746.01,8197343,1.0,0.0,0.0,0.0,0.0,11.79161234,2454967.541,0.034,3.036,415.4,0.018403,3.7482,2.41,89.94,857.0,127.75,30.2,0.4603,3.8887682,16.84438,20.7,1.0,114.0,1.1111111111111112e+31,0.3474,5619.0,4.264,0.14,1.199,0.962,300.9296,44.02879,14.941,14.666,13.341,0.006,2.2,0.25,-0.00042,-0.00033,-0.24,-0.17,0.29,-0.27,-0.43,0.51,135.66455078125,-0.013338884864815884,14875.880859375,14876.2431640625,14882.41357421875,12.5576171875,0.9396449704142011,5.211524043264367,1849109.25,11.556529998779297
1054,K01747.01,7032421,0.0,0.0,1.0,0.0,0.0,20.55848388,2454966.004,1.334,1.449,677.3,0.361005,1.1098,36.9,87.38,624.0,35.76,29.2,0.4695,5.4672875,17.007568,20.8,2.0,67.0,1.1111111111111112e+31,0.3684,5578.0,4.484,0.16,0.936,0.974,291.41833,42.579819,14.792,14.508,13.23,0.149,0.56,0.38,-0.0004,-0.00031,-0.08,0.26,0.27,-0.07,0.23,0.24,105.1337890625,0.7484452835800657,18375.244140625,18387.904296875,18403.1376953125,50.93359375,0.5433145009416196,-0.9215945180548499,12756600.0,44.55652618408203
1055,K01749.01,6786348,1.0,0.0,0.0,0.0,0.0,26.964501,2454978.344,0.006,3.792,601.7,0.022247,4.45566,2.2,89.99,573.0,25.56,55.53,0.4096,4.885776,16.678694,20.1,1.0,54.0,1.1111111111111112e+31,0.315,5754.0,4.534,0.07,0.905,1.021,294.36673,42.252682,15.789,15.477,14.158,0.179,0.1,-0.67,0.0,0.00043,-0.18,0.03,0.18,-0.12,0.03,0.13,40.24072265625,-0.0010974044096616258,7282.09130859375,7281.814453125,7284.466064453125,5.09326171875,1.136897001303781,3.3949673759156753,20471.357421875,4.642091274261475
1056,K01750.01,6209677,1.0,0.0,0.0,0.0,0.0,7.76845639,2454971.066,0.353,3.689,217.8,0.013457,1.12282,1.35,88.68,841.0,118.09,15.3,0.4695,4.3469543,20.465412,23.6,2.0,173.0,1.1111111111111112e+31,0.6776,5447.0,4.481,0.16,0.917,0.928,293.30023,41.523338,14.8,14.481,13.23,0.004,0.92,-0.2,-0.00013,-0.00019,-0.03,-0.01,0.04,0.11,-0.11,0.16,38.2216796875,0.05593338340560041,17443.23046875,17443.087890625,17446.966796875,8.1865234375,1.036024844720497,0.8499654865970808,13599.9736328125,6.47504997253418
1057,K01504.01,9641018,0.0,0.0,1.0,1.0,1.0,2.178154348,2454967.203,1.21,3.4874,428.6,0.23097,0.01704,22.22,41.78,1392.0,886.88,1.623,0.3238,4.7959886,41.979595,93.0,1.0,616.0,1.1111111111111112e+31,0.9483,5947.0,4.482,-0.5,0.881,0.86,288.01486,46.348949,14.07,13.843,12.579,0.0,0.48,-1.83,-8.6e-05,0.00035,-2.7,-2.32,3.56,-2.74,-2.42,3.65,82.046875,0.1704804204406347,33871.76953125,33871.5,33876.537109375,10.080078125,1.0616352201257861,2.5776202841335696,238136.75,8.86306095123291
1058,K01505.01,9813499,1.0,0.0,0.0,0.0,0.0,5.03257009,2454970.326,0.97,4.213,439.1,0.025553,0.02428,2.53,72.3,1047.0,283.49,3.19,0.3447,4.141011,23.779182,26.3,1.0,264.0,1.1111111111111112e+31,0.7739,5970.0,4.521,-0.18,0.908,0.996,282.36349,46.67524,15.695,15.383,14.128,0.0,0.49,-1.85,-0.00025,0.00084,0.01,-0.18,0.18,0.02,-0.12,0.12,25.180908203125,-0.09873594598944671,7029.8916015625,7029.740234375,7032.802490234375,6.2041015625,1.0461922596754056,0.908923545383143,4545.361328125,4.9826788902282715
1059,K01506.01,12254792,1.0,0.0,0.0,0.0,0.0,40.4286676,2454972.506,0.872,7.102,916.1,0.032104,0.16081,2.92,87.92,494.0,14.08,24.0,0.3728,7.8772316,31.592804,40.9,1.0,35.0,1.1111111111111112e+31,0.0583,5813.0,4.561,-0.28,0.833,0.925,289.42459,50.994122,14.982,14.695,13.399,0.731,-0.89,0.66,0.00023,2e-05,0.18,0.11,0.22,0.11,0.06,0.13,72.015625,-0.4611011238088153,14157.5390625,14157.896484375,14168.27587890625,22.53955078125,0.9723225030084236,0.34369944725621887,200083.9375,14.73306655883789
1060,K01507.01,12020218,1.0,0.0,0.0,0.0,0.0,21.3588236,2454968.07,0.092,5.823,640.1,0.023225,0.96612,2.52,89.81,691.0,53.89,28.56,0.3147,7.2193017,26.81022,33.2,1.0,64.0,1.1111111111111112e+31,0.3846,6170.0,4.472,-0.16,0.992,1.063,295.40253,50.47863,15.259,14.978,13.707,0.403,-0.1,0.0,0.00022,0.00016,-0.14,0.03,0.14,-0.06,-0.02,0.07,68.32177734375,0.05491209366459541,11049.1650390625,11048.974609375,11052.56591796875,7.2021484375,1.0513141426783479,4.465326524372124,136723.546875,6.478513717651367
1061,K01508.01,7690844,1.0,0.0,0.0,0.0,0.0,22.0459163,2454969.475,0.837,5.22,804.8,0.02939,0.2832,3.05,87.53,640.0,39.69,19.38,0.3661,5.717545,26.71752,29.7,1.0,61.0,1.1111111111111112e+31,0.9821,5900.0,4.509,0.07,0.951,1.065,294.52713,43.36816,15.689,15.422,14.17,0.003,0.28,0.85,-0.00044,-0.00076,0.04,0.13,0.13,-0.12,0.07,0.14,66.27685546875,0.012561070832505144,8502.7392578125,8502.4970703125,8505.43701171875,5.6943359375,1.1066838046272494,6.491556031336383,120819.1171875,5.6329851150512695
1062,K01509.01,9535080,0.0,0.0,1.0,0.0,0.0,49.6456235,2454986.081,1.236,23.568,857.5,0.266267,0.00074,43.41,74.36,648.0,41.57,4.59,0.3153,25.9852,99.38497,176.5,1.0,27.0,1.1111111111111112e+31,0.9393,6273.0,4.129,-0.2,1.493,1.095,295.26349,46.148022,12.385,12.192,11.129,0.636,-0.009,0.048,0.0,0.0,0.31,0.15,0.34,0.32,0.16,0.36,52.984375,0.0018688349389414398,163723.421875,163723.140625,163731.7421875,17.04296875,1.0127118644067796,0.4629674018675954,159899.453125,14.004305839538574
1063,K01567.03,5438099,1.0,0.0,0.0,0.0,0.0,17.32670445,2455193.508,0.756,4.269,800.0,0.028301,0.63867,2.23,88.0,535.0,19.38,21.64,0.5575,7.0385246,27.02667,34.8,4.0,67.0,1.1111111111111e+28,0.4263,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,15.087,13.607,0.0,-0.48,-0.64,0.0006,0.00082,-0.08,0.11,0.13,0.0,-0.05,0.05,38.2451171875,0.3975061502251376,8733.3701171875,66054.68114714927,66076.20010440907,41.01896505152926,0.9664429530201343,2.0910048535152734,70598502.32408239,4.384643077850342
1064,K01567.04,5438099,1.0,0.0,0.0,0.0,0.0,44.8411168,2455192.874,0.864,5.902,1051.6,0.034889,0.34096,2.75,88.5,390.0,5.45,33.1,0.5575,6.9174876,22.303108,28.9,4.0,20.0,1.1111111111111e+28,0.4592,4955.0,4.61,-0.1,0.721,0.774,288.53867,40.61615,15.565,15.087,13.607,0.004,-0.34,-0.37,0.00063,0.0008,-0.07,-0.08,0.11,-0.01,-0.23,0.23,38.2451171875,0.3975061502251376,8733.3701171875,66054.68114714927,66076.20010440907,41.01896505152926,0.9664429530201343,2.0910048535152734,70598502.32408239,4.384643077850342
1065,K01568.01,5210475,0.0,0.0,0.0,1.0,0.0,1.008917105,2455187.859,0.545,1.4577,338.5,0.017433,1.81285,1.51,83.2,1636.0,1698.88,4.6,0.3728,4.610032,26.506721,34.2,1.0,1122.0,1.1111111111111e+28,0.9971,5708.0,4.578,-0.34,0.795,0.883,297.50385,40.342972,15.36,15.007,13.684,0.0,-2.19,3.24,0.00065,-0.00106,-2.308,2.83,3.65,-2.224,2.67,3.47,148.38818359375,0.3975061502251376,10344.95703125,66054.68114714927,66076.20010440907,41.01896505152926,1.0918610185625892,2.0910048535152734,70598502.32408239,6.6523518562316895
1066,K01569.01,8009350,1.0,0.0,0.0,0.0,0.0,13.75207851,2454976.032,0.836,2.8831,1215.6,0.036806,1.11872,2.81,87.86,556.0,22.57,22.4,0.6188,6.7218804,31.185875,36.8,1.0,98.0,1.1111111111111112e+31,0.567,4802.0,4.616,-0.1,0.699,0.738,283.12964,43.888241,15.587,15.062,13.378,0.799,-0.03,-0.4,0.00012,0.00015,0.02,-0.1,0.1,-0.03,-0.39,0.4,250.673095703125,-0.036511953956793214,8184.181640625,8183.5791015625,8188.1806640625,8.71484375,1.142483660130719,27.14047539418552,32404928.0,13.54882526397705
