,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
1220,K01722.01,1,1.0,14.8783945,1.63,692.0,85.91,0.749,322.8,7.491,10.5,0.017825,5822.0,0.837,0.92,-0.28,4.557,47.026829,15.534,77.603515625,8958.9775390625,8958.7666015625,8961.74755859375,5.75146484375,1.0746835443037974,9.567834957107644,235507.609375,5.594001770019531
1221,K01723.01,1,1.0,59.6222627,3.63,486.0,88.63,0.873,993.4,6.888,36.6,0.03337,6108.0,0.997,1.072,-0.08,4.471,47.275982,15.517,69.34228515625,9172.0927734375,9171.845703125,9174.861328125,5.826171875,1.1012820512820514,6.930544406944713,145165.203125,5.541832447052002
1222,K01493.01,0,1.0,4.9883873,3.28,1236.0,61.07,0.944,507.6,9.059,1.95,0.025642,6418.0,1.171,1.241,0.07,4.395,46.616711,15.447,41.74072265625,8652.7666015625,514402.6933696546,516689.465311472,4635.379420230263,0.9761690647482014,-3.539136075617766,3.13245334486048e+19,5.436446189880371
1223,K01494.01,1,1.0,8.19596647,2.04,672.0,89.34,0.252,792.8,2.824,22.04,0.025049,4723.0,0.747,0.734,0.08,4.557,50.077171,15.858,50.567138671875,6510.216796875,6509.89453125,6513.537109375,6.916015625,1.125810635538262,2.593027214423944,37854.22265625,5.599832534790039
1224,K01495.01,1,1.0,15.59466045,2.74,718.0,89.35,0.266,867.7,5.0478,23.42,0.027042,5900.0,0.929,0.995,-0.1,4.5,43.248959,15.43,68.40087890625,9352.6123046875,9352.39453125,9355.17626953125,5.33349609375,1.086624203821656,9.057032947532027,149724.6875,5.0984039306640625
1225,K00174.01,1,1.0,56.35407916,2.59,352.0,89.37,0.835,1037.0,3.4449,76.2,0.033885,4802.0,0.701,0.686,-0.22,4.582,48.107552,13.779,35.48046875,42086.0703125,42086.4921875,42093.3671875,14.8828125,0.9384615384615385,-0.002724130944369557,43074.765625,10.990439414978027
1226,K01496.01,0,1.0,36.12895451,53.72,546.0,88.47,1.474,3758.6,2.2348,55.1,0.539433,5921.0,0.912,0.923,-0.3,4.484,39.938332,15.6,42.07373046875,8395.8330078125,406609.86637541116,408480.5961245888,4438.989828330592,0.9990900818926297,-3.590313477386982,5.5871960425843176e+20,4.250232219696045
1227,K01558.01,0,1.0,32.50456309,10.68,591.0,89.12,0.927,7589.6,2.4657,60.32,0.103288,6132.0,0.947,0.98,-0.3,4.479,46.97459,15.134,70.0771484375,13037.3720703125,857419.0927631579,859147.737057977,3510.421165707237,1.0230096640589048,-3.7507730027201354,8.027520757081447e+18,8.732658386230469
1228,K01559.01,0,1.0,1.332560589,1.4,1086.0,89.8,0.009,566.6,4.2427,2.5221,0.021006,4489.0,0.609,0.621,-0.4,4.662,46.786709,15.036,79.87353515625,14306.041015625,14310.3828125,14336.740234375,58.15087890625,0.8561721404303511,-0.38017613987748416,5059595.0,38.679718017578125
1230,K01561.01,0,1.0,9.08590495,6.28,861.0,86.08,0.978,2121.3,2.0718,14.31,0.066386,5931.0,0.866,0.825,-0.6,4.479,40.019611,15.549,53.986328125,8408.1435546875,532857.5762952303,534513.3973684211,3838.3915244654604,1.2555844155844156,-3.938750480470303,1.815833870208683e+19,9.825713157653809
1231,K01562.01,0,2.0,0.784512952,25.48,1952.0,26.69,1.234,586.0,2.4623,1.381,0.258133,5997.0,0.904,0.991,-0.22,4.522,40.456551,15.59,38.7734375,7805.068359375,1071737.1704358552,1075794.6504831414,6917.921674547697,0.9442724458204335,-4.071262176606115,4.351301191378925e+19,5.2928690910339355
1232,K01610.01,0,1.0,0.883778461,1.09,1934.0,79.85,0.605,120.1,1.6339,3.43,0.010498,5975.0,0.949,0.935,-0.3,4.453,40.62891,14.063,83.65625,34153.734375,34153.49609375,34158.41015625,9.984375,1.0398505603985055,3.2165848413479727,278240.125,8.555252075195312
1233,K01612.01,1,1.0,2.465024332,0.69,1561.0,87.51,0.548,30.7,1.262,12.6,0.005276,6139.0,1.194,1.016,-0.18,4.291,48.423229,8.769,18255.75,4316436.0,863827.606147204,866590.7347964639,6063.906095805921,0.7578677510608204,-3.79487157763576,5.670530493802255e+20,813.5392456054688
1234,K01613.01,1,3.0,15.86624787,1.31,879.0,86.77,0.858,77.3,4.25,15.2,0.009192,6099.0,1.308,0.974,-0.3,4.193,41.632717,11.049,92.453125,352471.71875,352471.78125,352484.3359375,25.8046875,0.9916317991631799,0.5544793273768445,962177.25,19.73984146118164
1235,K00021.01,0,1.0,4.288515468,76.51,1722.0,77.93,1.283,3456.7,2.2959,6.14,0.349955,6378.0,2.002,1.104,-0.56,3.878,47.169628,13.396,207.5703125,61929.62890625,61934.529296875,61951.34765625,37.0927734375,0.7761194029850746,-2.4147146377788222,22237820.0,33.217063903808594
1236,K00188.01,1,1.0,3.797018259,10.07,982.0,88.65,0.321,14431.0,2.2608,13.635,0.108759,5167.0,0.848,0.883,0.24,4.527,40.567741,14.741,156.4228515625,19258.849609375,19263.53515625,19268.2099609375,8.8671875,0.2905511811023622,-6.40424986273292,75408408.0,36.029876708984375
1237,K01615.01,1,1.0,1.340596782,1.16,1783.0,89.94,0.007,107.5,1.6484,6.299,0.009466,5992.0,1.125,1.122,0.18,4.385,39.376492,11.524,1279.375,325604.90625,325628.03125,326046.6484375,907.1640625,0.8740157480314961,0.09698046515619911,457931489280.0,660.4638061523438
1238,K01724.01,1,1.0,17.42393582,3.29,722.0,85.65,0.927,770.9,4.929,12.22,0.031088,6018.0,0.969,0.986,-0.2,4.46,47.217609,15.601,20.45751953125,8518.3173828125,896137.568698602,900403.5760844983,7194.272532894737,0.9555160142348754,-3.834530936878094,4.31556779001414e+19,4.1804094314575195
1239,K01725.01,1,1.0,9.8786461,1.6,393.0,89.97,0.019,1472.7,1.8915,41.282,0.034764,3609.0,0.422,0.452,-0.06,4.843,48.391003,13.496,2064.07421875,89234.2734375,366867.1570415296,368888.72235814144,4733.173745888158,1.2636204744069912,-3.4490179266726715,5.5111254509233635e+20,499.5019836425781
1240,K01726.01,1,1.0,44.96407458,2.0,379.0,89.91,0.11,811.6,4.981,70.29,0.025141,4827.0,0.729,0.817,0.14,4.615,44.149818,13.054,32.44921875,91550.859375,91550.21875,91556.962890625,12.62890625,1.1345291479820627,0.25195971800383987,29521.81640625,9.744391441345215
1241,K01727.01,1,1.0,49.7700907,5.12,455.0,88.8,0.655,3529.2,10.065,31.4,0.057313,5774.0,0.818,0.907,-0.3,4.567,41.535019,15.64,32.149658203125,7432.26123046875,7432.18212890625,7435.30126953125,5.9990234375,1.0410958904109588,-0.2867369570088982,5339.2509765625,4.892209529876709
1242,K01728.01,0,1.0,12.7319385,70.11,1145.0,84.43,1.278,11449.0,4.4157,13.17,0.409477,7238.0,1.568,1.491,0.0,4.221,50.084332,12.087,1326.203125,211351.59375,211286.375,211677.86328125,648.29296875,1.3106796116504855,0.01705708609568246,112955195392.0,432.0446472167969
1243,K01497.01,0,1.0,0.520222869,1.52,2145.0,78.64,0.562,269.5,1.2216,2.852,0.015613,5776.0,0.889,0.97,-0.08,4.527,49.97039,15.632,46.775390625,7953.26416015625,463558.8650904605,465100.5870065789,3084.8865439967103,1.049079754601227,-3.9800802273183806,9.767054335465927e+18,6.076828479766846
1244,K01498.01,1,2.0,5.83376197,2.98,1143.0,84.6,0.742,532.9,3.9988,7.89,0.022847,6213.0,1.195,1.27,0.36,4.387,46.320679,15.776,22.61279296875,7220.69189453125,7220.716796875,7224.709228515625,8.135986328125,0.9890776699029126,0.0254342262605471,3694.953369140625,5.907130241394043
1246,K01499.01,1,3.0,14.16400071,2.35,694.0,89.94,0.027,728.1,4.3031,25.755,0.024336,5440.0,0.885,0.782,-0.24,4.438,43.527431,14.48,27.263671875,22686.248046875,22686.251953125,22690.3046875,8.2421875,0.998780487804878,0.12587507886788135,6015.2978515625,6.220592021942139
1249,K01563.01,1,4.0,5.48711441,3.24,836.0,84.98,0.812,1328.6,2.93,9.28,0.037656,5103.0,0.787,0.823,0.04,4.562,40.343182,15.812,32.861083984375,6832.15283203125,532392.0432051809,534246.0455180921,4218.906244860197,0.9730700179533214,-3.7213179460586634,8.812241863318567e+19,5.8799285888671875
1250,K01563.02,1,4.0,8.29084167,3.21,728.0,83.45,0.929,1033.9,3.613,8.14,0.037401,5103.0,0.787,0.823,0.04,4.562,40.343182,15.812,32.861083984375,6832.15283203125,1395584.9432976975,1400626.1563836348,9143.73761821546,0.9730700179533214,-3.8576721343371236,5.326837109753755e+20,5.8799285888671875
1251,K01563.03,1,4.0,3.20539622,1.7,1000.0,87.1,0.512,453.6,2.143,10.11,0.019789,5103.0,0.787,0.823,0.04,4.562,40.343182,15.812,32.861083984375,6832.15283203125,296546.82311883225,297912.29850945727,3100.329240337171,0.9730700179533214,-3.8847742060778554,4.3195555211123045e+20,5.8799285888671875
1252,K01563.04,1,4.0,16.73869035,2.56,576.0,89.27,0.578,996.8,2.398,45.4,0.029747,5103.0,0.787,0.823,0.04,4.562,40.343182,15.812,32.861083984375,6832.15283203125,846701.0114000823,850584.7429636102,6477.0044921875,0.9730700179533214,-3.9372299003847826,3.3828879052068954e+19,5.8799285888671875
1253,K00181.01,0,1.0,5.093938816,17.19,1137.0,86.33,0.618,25027.0,3.93144,9.663,0.152118,6197.0,1.035,1.096,-0.08,4.449,51.417332,14.575,325.6025390625,20373.4375,20387.857421875,20402.5986328125,39.6923828125,0.5332086061739943,-5.509583189958689,1069540160.0,73.60247802734375
1254,K01616.01,1,2.0,13.93291548,1.66,852.0,87.14,0.908,131.6,2.6239,18.18,0.01259,6026.0,1.207,1.113,0.1,4.321,45.370998,11.538,646.484375,342767.96875,480716.66514185857,482437.3713712993,4159.302312911184,0.9370816599732262,-3.770466763441579,5.0448141190087174e+20,86.52027130126953
1255,K01618.01,1,1.0,2.36436762,0.82,1752.0,88.44,0.146,28.4,3.372,5.358,0.004888,6250.0,1.543,1.326,0.32,4.184,42.743011,11.6,438.859375,297903.65625,297927.984375,298018.953125,215.46875,0.7695167286245354,-0.5497153769750737,2682500352.0,174.33963012695312
1257,K01621.01,1,1.0,20.31047472,2.41,931.0,89.9,0.05,164.6,5.3357,29.39,0.011737,6065.0,1.877,1.197,0.0,3.97,40.75069,11.855,74.625,257858.40625,257859.6953125,257873.98828125,31.22265625,0.9428571428571428,-0.24070098286673988,871413.0625,22.638456344604492
1259,K01626.01,1,1.0,2.53475568,2.02,1218.0,68.67,0.878,463.0,4.5716,2.41,0.022945,5662.0,0.806,0.808,-0.44,4.532,41.758331,15.341,63.27490234375,10522.5078125,475679.88231907896,477284.32393092103,3411.1665758634867,1.0389610389610389,-3.9351227312625987,9.940966871627315e+18,5.581812858581543
1261,K01732.01,1,1.0,43.3167427,2.42,459.0,89.97,0.034,987.5,4.995,68.11,0.028621,5654.0,0.774,0.865,-0.38,4.59,42.379761,15.737,48.518310546875,7696.9453125,7696.84375,7713.154296875,31.535400390625,1.008578431372549,-0.08264952574631047,487026.65625,21.46954345703125
1263,K00193.01,0,1.0,37.590298548,14.39,573.0,89.69,0.38,19939.0,4.3855,69.8,0.131379,6147.0,1.003,1.064,-0.12,4.463,48.195309,14.904,273.29541015625,16516.259765625,16517.29296875,16521.70703125,8.48828125,0.7180293501048218,-10.898907364670814,36525168.0,21.531307220458984
1264,K01736.01,1,1.0,31.0033072,2.72,616.0,89.81,0.151,645.2,5.253,45.63,0.023218,6090.0,1.071,1.173,0.21,4.447,42.096039,15.898,23.4775390625,6643.84521484375,6643.78466796875,6647.12255859375,6.494873046875,1.0184729064039408,0.04446015875088266,2211.912353515625,4.889932632446289
1265,K01500.01,0,1.0,3.351556891,1.64,1074.0,89.31,0.129,341.9,2.4005,10.771,0.016517,5185.0,0.911,0.837,0.18,4.442,46.459431,14.815,33.453125,18185.71875,18185.74609375,18189.609375,7.85546875,0.9890776699029126,0.24224866120032273,9558.2060546875,6.482690811157227
1266,K01501.01,1,1.0,2.617028373,1.57,996.0,89.15,0.146,499.4,2.046,9.88,0.019867,4831.0,0.724,0.706,-0.14,4.568,43.08556,15.835,25.25,6990.36474609375,6990.3330078125,6993.373046875,6.01025390625,1.011042944785276,0.44182469215524345,2928.475341796875,4.698019504547119
1267,K01502.01,0,1.0,1.876406096,1.57,1192.0,88.11,0.302,433.8,1.531,9.13,0.018916,5198.0,0.759,0.843,-0.1,4.6,50.56702,15.202,123.57421875,10982.63671875,10982.189453125,10988.890625,13.08544921875,1.0720606826801518,5.8496255087837135,1627272.0,10.974954605102539
1268,K00175.01,0,1.0,6.71425632,5.76,1565.0,79.27,0.965,283.5,3.339,5.18,0.020096,6093.0,2.623,1.372,-0.12,3.737,44.293789,13.488,25.77734375,57790.9375,57790.91015625,57796.9931640625,11.5244140625,1.025531914893617,-0.03701674264313885,16107.6083984375,8.48360824584961
1269,K01503.01,1,1.0,150.2412582,4.6,327.0,89.81,0.345,2378.5,10.849,104.3,0.044645,5604.0,0.943,0.916,0.0,4.451,51.249981,14.827,346.6767578125,15616.6982421875,15616.138671875,15621.52490234375,10.39599609375,1.1509186351706038,24.958953132834196,106613560.0,18.857620239257812
1270,K01564.01,1,1.0,53.44944498,5.82,486.0,89.93,0.092,3437.0,5.3091,80.697,0.053288,5919.0,1.0,1.114,0.21,4.485,40.355251,15.287,66.4521484375,11659.537109375,11659.5693359375,11662.5595703125,5.87646484375,0.9866666666666667,1.590505544310929,62003.97265625,6.13916540145874
1271,K01565.01,0,1.0,0.466743525,20.43,2197.0,31.79,1.186,796.1,1.3956,1.395,0.218533,5791.0,0.856,0.946,-0.18,4.549,40.896259,15.33,51.0859375,10957.701171875,10957.74609375,10961.2705078125,7.31005859375,0.9890776699029126,1.2330428938774514,26652.4921875,6.036305904388428
1272,K01566.01,0,1.0,1.727177258,1.42,1250.0,82.05,0.676,347.4,2.081,4.89,0.018093,5394.0,0.72,0.805,-0.4,4.622,40.725899,15.935,65.48974609375,5709.62548828125,644517.5659539474,648934.1415810033,7564.638548519737,1.0174391922900412,-3.7844879175075192,1.0516175553596196e+20,9.810785293579102
1273,K01567.01,1,4.0,7.24022418,2.14,716.0,88.29,0.507,864.9,2.9153,16.97,0.027225,4955.0,0.721,0.774,-0.1,4.61,40.61615,15.565,38.2451171875,8733.3701171875,427218.15128495067,428911.5919819079,3927.7298159950656,0.9664429530201343,-3.7342644759857997,4.9471840555565403e+20,4.384643077850342
1274,K01567.02,1,4.0,4.64622383,1.82,830.0,83.18,0.88,446.5,2.5137,7.42,0.023132,4955.0,0.721,0.774,-0.1,4.61,40.61615,15.565,38.2451171875,8733.3701171875,240353.09322574013,241716.12891652962,3235.212623355263,0.9664429530201343,-4.098915260099356,4.887590238723449e+20,4.384643077850342
1275,K01627.01,1,3.0,10.29674097,5.75,1129.0,89.4,0.298,1011.8,2.7292,28.4,0.029321,6068.0,1.797,1.294,0.16,4.04,41.952431,15.767,84.635498046875,7446.98828125,567017.7869962993,571083.6905376234,6689.007524671053,0.8579881656804734,-3.8905811693557917,3.3941966479616532e+19,17.464630126953125
1276,K01627.02,1,3.0,5.93919041,3.7,1357.0,89.7,0.107,424.5,2.285,20.13,0.018858,6068.0,1.797,1.294,0.16,4.04,41.952431,15.767,84.635498046875,7446.98828125,1091401.8880345395,1095582.475205592,7217.907761101974,0.8579881656804734,-4.080536054141356,4.164278711323962e+19,17.464630126953125
1277,K01628.01,1,3.0,19.74733983,2.62,754.0,89.06,0.595,480.7,3.4444,36.4,0.020906,6243.0,1.149,1.226,0.21,4.406,42.459751,12.949,297.984375,97551.7109375,97502.81640625,97614.12109375,169.267578125,1.816568047337278,1.3148662807584797,1878306176.0,148.06292724609375
1278,K00189.01,1,1.0,30.360445359,10.99,459.0,89.5,0.359,21125.0,6.0134,41.39,0.131544,4939.0,0.765,0.74,-0.06,4.541,49.266991,14.388,253.390625,22315.041015625,22318.6875,22333.0087890625,30.662109375,0.7399150743099787,-8.218509466144987,171340896.0,36.723907470703125
1279,K01629.01,1,1.0,4.4096675,1.51,1192.0,85.07,0.814,132.7,2.1418,9.49,0.011829,5836.0,1.166,1.1,0.3,4.347,44.89933,13.574,50.05078125,53505.83984375,53505.306640625,53511.9462890625,12.67578125,1.0429184549356223,0.6878443052740006,61884.546875,9.742077827453613
1280,K01738.01,1,1.0,4.16787814,1.07,962.0,89.33,0.168,168.1,2.2136,14.36,0.011622,5251.0,0.847,0.91,0.22,4.541,39.44688,13.293,24.2734375,70082.03125,70082.03125,70087.4765625,11.275390625,1.0,0.001329003520675595,16600.603515625,8.725821495056152
1281,K01746.01,1,1.0,11.79161234,2.41,857.0,89.94,0.034,415.4,3.036,30.2,0.018403,5619.0,1.199,0.962,0.14,4.264,44.02879,14.941,135.66455078125,14875.880859375,14876.2431640625,14882.41357421875,12.5576171875,0.9396449704142011,5.211524043264367,1849109.25,11.556529998779297
1282,K01747.01,0,2.0,20.55848388,36.9,624.0,87.38,1.334,677.3,1.449,29.2,0.361005,5578.0,0.936,0.974,0.16,4.484,42.579819,14.792,105.1337890625,18375.244140625,18387.904296875,18403.1376953125,50.93359375,0.5433145009416196,-0.9215945180548499,12756600.0,44.55652618408203
1283,K01749.01,1,1.0,26.964501,2.2,573.0,89.99,0.006,601.7,3.792,55.53,0.022247,5754.0,0.905,1.021,0.07,4.534,42.252682,15.789,40.24072265625,7282.09130859375,7281.814453125,7284.466064453125,5.09326171875,1.136897001303781,3.3949673759156753,20471.357421875,4.642091274261475
1284,K01750.01,1,2.0,7.76845639,1.35,841.0,88.68,0.353,217.8,3.689,15.3,0.013457,5447.0,0.917,0.928,0.16,4.481,41.523338,14.8,38.2216796875,17443.23046875,17443.087890625,17446.966796875,8.1865234375,1.036024844720497,0.8499654865970808,13599.9736328125,6.47504997253418
1285,K01504.01,0,1.0,2.178154348,22.22,1392.0,41.78,1.21,428.6,3.4874,1.623,0.23097,5947.0,0.881,0.86,-0.5,4.482,46.348949,14.07,82.046875,33871.76953125,33871.5,33876.537109375,10.080078125,1.0616352201257861,2.5776202841335696,238136.75,8.86306095123291
1286,K01505.01,1,1.0,5.03257009,2.53,1047.0,72.3,0.97,439.1,4.213,3.19,0.025553,5970.0,0.908,0.996,-0.18,4.521,46.67524,15.695,25.180908203125,7029.8916015625,7029.740234375,7032.802490234375,6.2041015625,1.0461922596754056,0.908923545383143,4545.361328125,4.9826788902282715
1287,K01506.01,1,1.0,40.4286676,2.92,494.0,87.92,0.872,916.1,7.102,24.0,0.032104,5813.0,0.833,0.925,-0.28,4.561,50.994122,14.982,72.015625,14157.5390625,14157.896484375,14168.27587890625,22.53955078125,0.9723225030084236,0.34369944725621887,200083.9375,14.73306655883789
1288,K01507.01,1,1.0,21.3588236,2.52,691.0,89.81,0.092,640.1,5.823,28.56,0.023225,6170.0,0.992,1.063,-0.16,4.472,50.47863,15.259,68.32177734375,11049.1650390625,11048.974609375,11052.56591796875,7.2021484375,1.0513141426783479,4.465326524372124,136723.546875,6.478513717651367
1289,K01508.01,1,1.0,22.0459163,3.05,640.0,87.53,0.837,804.8,5.22,19.38,0.02939,5900.0,0.951,1.065,0.07,4.509,43.36816,15.689,66.27685546875,8502.7392578125,8502.4970703125,8505.43701171875,5.6943359375,1.1066838046272494,6.491556031336383,120819.1171875,5.6329851150512695
1290,K01509.01,0,1.0,49.6456235,43.41,648.0,74.36,1.236,857.5,23.568,4.59,0.266267,6273.0,1.493,1.095,-0.2,4.129,46.148022,12.385,52.984375,163723.421875,163723.140625,163731.7421875,17.04296875,1.0127118644067796,0.4629674018675954,159899.453125,14.004305839538574
1291,K01567.03,1,4.0,17.32670445,2.23,535.0,88.0,0.756,800.0,4.269,21.64,0.028301,4955.0,0.721,0.774,-0.1,4.61,40.61615,15.565,38.2451171875,8733.3701171875,741056.867475329,743106.300236431,4706.3320106907895,0.9664429530201343,-3.5868125663527293,4.964697943239102e+20,4.384643077850342
1292,K01567.04,1,4.0,44.8411168,2.75,390.0,88.5,0.864,1051.6,5.902,33.1,0.034889,4955.0,0.721,0.774,-0.1,4.61,40.61615,15.565,38.2451171875,8733.3701171875,356112.4308902138,357741.57215254934,3710.0417506167764,0.9664429530201343,-4.196831426203291,4.9529849412423215e+20,4.384643077850342
1293,K01568.01,0,1.0,1.008917105,1.51,1636.0,83.2,0.545,338.5,1.4577,4.6,0.017433,5708.0,0.795,0.883,-0.34,4.578,40.342972,15.36,148.38818359375,10344.95703125,747950.6153680099,752559.2870733964,7916.408254523027,1.0918610185625892,-3.799842805329872,1.036267129842078e+20,6.6523518562316895
1294,K01569.01,1,1.0,13.75207851,2.81,556.0,87.86,0.836,1215.6,2.8831,22.4,0.036806,4802.0,0.699,0.738,-0.1,4.616,43.888241,15.587,250.673095703125,8184.181640625,8183.5791015625,8188.1806640625,8.71484375,1.142483660130719,27.14047539418552,32404928.0,13.54882526397705
1295,K01570.01,1,1.0,6.33855946,3.31,1034.0,82.42,0.907,721.7,3.4617,6.88,0.029391,6108.0,1.03,1.132,0.07,4.466,43.91301,15.182,321.40087890625,12811.4736328125,424193.5659436678,425569.4249023438,2729.5855571546053,1.1023433763749402,-4.2096880227283995,7.653499417408655e+18,10.904479026794434
1297,K01632.01,1,1.0,4.59489816,1.85,1319.0,76.0,0.953,109.7,3.1381,3.94,0.012245,6056.0,1.381,1.148,0.1,4.217,45.737141,13.298,66.625,69265.1015625,69264.9296875,69271.59375,12.974609375,1.0562770562770563,1.5425358220878451,241772.671875,11.156487464904785
1298,K01633.01,1,1.0,32.2964275,1.9,503.0,89.78,0.207,472.2,4.561,54.01,0.019489,5246.0,0.891,0.854,0.14,4.47,45.973301,15.2,41.6904296875,12173.9912109375,12174.4453125,12179.51708984375,10.68505859375,0.9036004645760743,-0.4231843080337429,20504.330078125,8.22553539276123
1299,K01637.01,1,1.0,2.97041801,1.7,991.0,87.75,0.379,530.7,2.2369,9.64,0.020967,5068.0,0.743,0.833,-0.02,4.608,47.94928,15.759,37.960693359375,6355.81103515625,6354.67333984375,6363.55615234375,15.654296875,1.1496062992125984,0.3668635500791794,33116.0234375,10.284592628479004
1301,K01765.01,0,1.0,6.814984472,14.18,836.0,86.85,0.793,23915.0,3.05409,14.432,0.1589,5465.0,0.817,0.897,-0.06,4.566,43.816441,15.981,105.57958984375,5968.62353515625,707557.9722759046,709503.2805869655,4433.65070415296,0.9567372690401081,-3.663778293439789,5.5087968151230264e+20,17.242887496948242
1302,K01770.01,0,1.0,63.9354965,2637.6,2590.0,84.55,1.2,1250.6,13.321,12.64,0.247961,3626.0,97.41,1.673,-0.02,0.684,43.695995,10.88,436.453125,298554.375,298545.921875,298639.84375,167.953125,1.1345291479820627,-0.03187840801952321,1025212608.0,130.5517120361328
1304,K00022.01,1,1.0,7.891448838,12.63,1028.0,88.81,0.306,10345.0,4.2854,14.784,0.093464,5972.0,1.237,1.148,0.24,4.313,46.32336,13.435,300.255859375,53019.44140625,53035.076171875,53043.5869140625,18.244140625,0.13875598086124402,-5.278477597983303,1744596096.0,87.24610137939453
1306,K01511.01,1,1.0,2.578852119,1.63,1230.0,84.69,0.625,334.3,2.3581,6.75,0.017525,5743.0,0.853,0.949,-0.14,4.553,43.60564,15.106,30.91259765625,14342.7333984375,14342.49609375,14347.0595703125,8.93359375,1.033498759305211,0.33597133137606894,7549.853515625,6.576828956604004
1307,K01512.01,0,1.0,9.04189129,3.24,729.0,84.0,0.967,783.4,2.789,9.25,0.035901,5237.0,0.826,0.927,0.24,4.572,50.377071,14.88,34.3994140625,14398.9501953125,14398.5322265625,14404.30126953125,11.2021484375,1.0878980891719745,0.41168242549237155,18902.486328125,8.491005897521973
1308,K00176.01,1,1.0,30.22910274,3.49,755.0,88.1,0.77,443.4,6.6751,23.19,0.021046,6325.0,1.518,1.296,0.16,4.188,41.884659,13.432,28.53515625,62733.6640625,62733.482421875,62738.6171875,9.9326171875,1.0973451327433628,0.350932677169672,17676.583984375,8.148937225341797
1309,K01513.01,0,1.0,0.798200403,24.03,2128.0,32.1,1.193,396.8,1.8261,1.409,0.213426,6258.0,1.031,1.087,-0.16,4.449,46.596882,14.613,24.16015625,19546.572265625,19546.513671875,19549.86328125,6.623046875,1.0284653465346534,0.23758837670848215,2903.51318359375,5.226692199707031
1310,K00182.01,0,1.0,3.479425638,12.86,1166.0,85.26,0.612,19550.0,3.4479,7.41,0.134097,5907.0,0.878,0.929,-0.3,4.519,40.59906,14.041,678.30859375,34218.953125,34268.5390625,34411.1015625,396.912109375,0.7510683760683761,-0.5498446085243762,8499867136.0,238.02999877929688
1311,K01571.01,0,1.0,2.92878704,22.76,1239.0,44.23,1.212,549.4,4.634,1.691,0.236028,5955.0,0.883,0.972,-0.24,4.534,40.706779,15.148,33.51611328125,12323.779296875,494040.8229132401,497941.66321443254,6320.1825966282895,1.1655172413793105,-3.95517237405412,3.4230994822685233e+19,5.6710052490234375
1312,K01572.01,1,1.0,9.80321143,2.99,896.0,87.12,0.663,813.4,4.4617,13.21,0.027603,6170.0,0.992,1.063,-0.16,4.472,46.939388,15.439,90.822265625,10493.6162109375,356639.7392989309,358278.66064453125,3505.438646175987,1.0258064516129033,-3.7625521584804904,6.5715587163107746e+19,5.486881256103516
1313,K01573.01,1,2.0,24.81097206,4.22,631.0,89.96,0.039,2090.8,3.2245,61.21,0.041991,6086.0,0.921,1.003,-0.26,4.511,40.138611,14.373,57.3662109375,24444.3828125,24444.4765625,24448.8046875,8.6162109375,0.9794685990338164,-1.2022586524943202,50534.20703125,7.7094244956970215
1315,K01641.01,1,1.0,4.8538404,1.72,1052.0,77.94,0.943,196.4,3.198,4.51,0.016263,5778.0,0.968,1.038,0.14,4.483,48.267841,14.971,65.79296875,14290.396484375,14290.85546875,14295.89111328125,10.84912109375,0.9147196261682243,0.7111495844020441,76052.5,8.737794876098633
1316,K01643.01,1,1.0,11.04605365,1.8,869.0,89.79,0.064,308.3,4.799,17.84,0.016086,6093.0,1.025,1.025,-0.12,4.429,48.4944,14.681,110.69140625,17847.248046875,17848.62109375,17854.7197265625,13.1904296875,0.787350054525627,1.0093768274619184,758665.4375,13.399978637695312
1317,K01644.01,0,1.0,2.621706694,34.68,1288.0,75.07,1.279,4572.0,1.941,4.96,0.360488,5749.0,0.881,0.772,-0.56,4.436,48.565041,15.399,228.916015625,8978.193359375,345724.4356805099,347780.0583932977,4531.082313939145,0.8424140821458508,-3.68889398022776,1.3620663815391198e+20,85.31646728515625
1318,K01646.01,1,1.0,3.72020708,0.99,954.0,88.63,0.341,156.9,1.892,14.32,0.011348,5017.0,0.797,0.76,-0.02,4.516,48.55941,14.293,56.20703125,26702.943359375,26703.83984375,26720.1806640625,34.8212890625,0.9465558194774347,-0.004710302910458153,441606.625,21.44758415222168
1319,K00190.01,0,1.0,12.264867364,28.29,1077.0,86.85,0.818,11311.0,4.7366,14.89,0.110513,5372.0,2.344,1.295,0.3,3.81,41.015018,14.137,263.7978515625,31516.10546875,31547.283203125,31584.5693359375,127.7705078125,0.5332086061739943,-0.9646510082516141,288307072.0,97.53571319580078
1320,K01751.01,1,2.0,8.689301216,2.92,782.0,89.94,0.029,1117.0,2.563,26.669,0.029843,5211.0,0.895,0.817,0.08,4.447,46.453678,14.548,123.9814453125,21868.48046875,21878.216796875,21908.5234375,88.396484375,0.7144351464435147,-0.11967834601026876,24909058.0,57.83074951171875
