,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
3076,K00292.01,1,1.0,2.586639524,1.44,1328.0,87.61,0.349,217.7,2.253,8.37,0.013613,5780.0,0.966,0.899,-0.2,4.421,48.673431,12.872,50.41796875,99729.2734375,99729.265625,99736.18359375,14.22265625,1.0084388185654007,0.41763802437947994,81207.625,11.009860038757324
3077,K00347.01,0,1.0,2.671942657,22.36,1458.0,82.31,0.982,15942.0,1.9119,7.33,0.194086,6116.0,1.055,0.876,-0.56,4.335,48.861145,13.318,552.0,43421.00390625,43436.412109375,43561.8056640625,283.1826171875,0.8814229249011858,-0.696844111620924,5140304384.0,185.4450225830078
3078,K00348.01,1,1.0,28.51117639,3.27,423.0,88.68,0.77,1844.6,4.5941,33.4,0.04343,4687.0,0.69,0.748,0.0,4.627,48.825142,13.933,88.90625,40173.27734375,40178.453125,40199.20703125,52.8671875,0.7912568306010929,-0.3002492818403457,6339428.5,40.643428802490234
3079,K00349.01,1,1.0,14.38682567,2.54,776.0,89.98,0.021,569.6,2.1417,52.421,0.021663,5725.0,1.072,0.944,0.0,4.353,49.261681,13.586,23.576171875,51757.203125,51757.2265625,51762.3037109375,9.8349609375,0.9916317991631799,-0.1574987736270546,11441.833984375,7.686432838439941
3082,K00351.01,1,7.0,331.5972732,10.89,294.0,89.99,0.02,8322.1,14.404,190.456,0.083115,5970.0,1.2,1.089,0.1,4.317,49.305161,13.804,208.14453125,39034.7734375,39041.28125,39048.431640625,15.17578125,0.4252173913043478,-5.529615152208629,95174464.0,40.0338020324707
3083,K02990.01,1,1.0,11.20058855,1.7,808.0,81.71,0.956,219.9,4.562,6.62,0.017306,6038.0,0.898,0.982,-0.28,4.524,40.75845,14.982,47.361328125,14791.869140625,14792.0693359375,14798.3662109375,12.50244140625,0.962874251497006,0.15945998415210777,31355.34765625,9.211488723754883
3084,K02991.01,0,1.0,1.50179931,0.72,1229.0,85.77,0.256,100.1,3.275,3.4757,0.008965,5024.0,0.736,0.845,0.07,4.613,39.933128,14.762,69.0244140625,17218.96484375,17218.509765625,17222.7578125,7.8017578125,1.1066838046272494,4.31096665115291,138335.5,6.4697794914245605
3085,K00042.01,1,1.0,17.83367834,2.43,866.0,89.97,0.013,326.9,4.5112,30.706,0.016638,6407.0,1.337,1.208,0.0,4.268,45.139832,9.364,10109.875,2687294.5,2687473.75,2688052.5,1449.625,0.8137819093994393,-0.39038351706498736,3229761929216.0,981.7159423828125
3086,K00281.01,1,1.0,19.55662003,2.45,797.0,87.7,0.606,298.9,8.087,15.1,0.01649,5671.0,1.36,0.839,-0.36,4.094,39.244289,11.947,55.7734375,225783.578125,225782.546875,225794.921875,21.76953125,1.0786026200873362,-0.01224782488653656,287170.90625,16.938100814819336
3088,K02994.01,1,1.0,2.03387483,1.6,1789.0,87.24,0.238,73.6,3.097,4.951,0.007727,5282.0,1.899,1.075,0.16,3.913,48.968128,14.621,35.0947265625,20064.314453125,20064.251953125,20067.9013671875,7.390625,1.0184956843403206,0.39175087704433736,6433.1767578125,5.601672172546387
3089,K03070.01,0,1.0,5.07538255,1.74,1154.0,84.65,0.919,163.1,1.7,9.85,0.014213,5933.0,1.118,0.983,-0.1,4.334,41.398121,14.196,350.74609375,29658.845703125,29658.150390625,29663.6953125,10.927734375,1.1509186351706038,26.52975882758868,128517432.0,19.473039627075195
3090,K03071.01,1,1.0,23.9553986,2.84,741.0,89.12,0.669,228.7,3.204,43.6,0.014603,5011.0,1.781,0.926,0.07,3.903,41.110081,14.553,48.67578125,23014.818359375,23010.30859375,23022.9697265625,22.005859375,1.4855842185128982,1.0051873706354588,522962.96875,19.75335121154785
3093,K03074.01,0,1.0,1.02425556,29.83,1503.0,38.55,1.312,1631.7,2.6439,1.678,0.357521,5337.0,0.764,0.84,-0.18,4.594,44.089069,16.695,32.59716796875,2580.777099609375,704303.9869654605,706318.0189915707,4468.948684210526,1.009597806215722,-3.916896681829735,5.071139580814797e+20,4.436960697174072
3094,K00293.01,0,1.0,4.63958598,1.52,1587.0,89.94,0.014,83.4,2.768,12.92,0.008451,6591.0,1.646,1.045,-0.66,4.024,48.86372,12.057,5125.5546875,224433.34375,940522.7460731908,942917.4050678454,5662.26203227796,1.0169474325147148,-3.5211593875636904,1.3178370183592537e+20,101.34324645996094
3096,K00294.01,1,1.0,34.4359387,2.78,652.0,89.98,0.017,424.5,5.82,46.043,0.018691,5929.0,1.363,1.185,0.3,4.243,48.91674,12.674,530.60546875,113086.875,694484.5127672697,695952.7091385691,3431.110670230263,0.9774151825688986,-3.59727187700571,6.253794952988659e+19,66.7048110961914
3097,K00295.01,1,2.0,5.317440164,1.94,1105.0,85.86,0.72,292.5,2.9331,9.97,0.016817,5923.0,1.054,0.966,-0.14,4.377,49.5984,12.324,206.515625,159915.96875,159928.7421875,159944.1640625,45.00390625,0.5939597315436241,-0.4897865933010697,26607890.0,45.41093444824219
3098,K00295.02,1,2.0,10.10575764,1.28,892.0,87.87,0.828,116.8,2.0138,22.25,0.011144,5923.0,1.054,0.966,-0.14,4.377,49.5984,12.324,206.515625,159915.96875,159928.7421875,159944.1640625,45.00390625,0.5939597315436241,-0.4897865933010697,26607890.0,45.41093444824219
3099,K00296.01,1,1.0,28.86236571,2.53,623.0,88.35,0.778,449.2,5.4033,27.0,0.021303,5725.0,1.088,0.915,-0.08,4.326,50.075378,12.935,63.6875,89882.734375,89882.21484375,89890.556640625,17.0,1.0606060606060606,0.8875979095900167,250354.484375,13.456579208374023
3100,K00351.02,1,7.0,210.6013843,7.7,342.0,90.0,0.002,4159.3,11.9922,142.042,0.058748,5970.0,1.2,1.089,0.1,4.317,49.305161,13.804,208.14453125,39034.7734375,39041.28125,39048.431640625,15.17578125,0.4252173913043478,-5.529615152208629,95174464.0,40.0338020324707
3102,K00351.03,1,7.0,59.7371443,2.84,520.0,89.99,0.005,566.4,8.0006,58.2791,0.021678,5970.0,1.2,1.089,0.1,4.317,49.305161,13.804,208.14453125,39034.7734375,39041.28125,39048.431640625,15.17578125,0.4252173913043478,-5.529615152208629,95174464.0,40.0338020324707
3103,K00053.01,0,1.0,3.388887193,10.72,1212.0,87.97,0.387,11268.0,2.4475,10.9,0.098136,5780.0,1.0,1.0,0.0,4.438,37.773529,13.513,155.802734375,16876.99609375,16875.154296875,16910.2177734375,60.9365234375,1.0852417302798982,-0.8139081735370082,24817532.0,46.22174835205078
3104,K00352.01,1,2.0,27.08239734,3.25,703.0,87.22,0.915,423.2,5.0119,18.9,0.022782,5857.0,1.305,0.993,-0.04,4.204,49.412601,13.77,70.060546875,43822.125,43821.5,43830.09765625,16.5078125,1.090561224489796,0.567345313331957,125410.734375,12.035099029541016
3106,K00353.02,1,3.0,30.6528935,2.86,780.0,88.89,0.682,269.7,4.99,35.4,0.015968,6200.0,1.64,1.158,-0.06,4.072,49.56218,13.374,1168.837890625,63597.26171875,63598.505859375,63630.1591796875,63.771484375,0.9571276878152376,1.953588325431002,750267392.0,55.16288375854492
3107,K03646.02,0,2.0,0.512869432,31.12,2185.0,19.26,1.263,2313.0,4.015,1.338,0.318442,5853.0,0.895,0.99,-0.1,4.529,41.94651,16.095,242.26025390625,4934.70166015625,719171.2658100328,721486.2509971217,5070.5343595805925,0.4327796928862426,-3.726026057223549,5.483447677668369e+20,28.337217330932617
3108,K02995.01,1,1.0,5.19492747,2.03,1238.0,89.58,0.093,272.9,3.167,12.68,0.015196,6415.0,1.224,1.293,0.21,4.374,38.960121,15.598,42.23828125,7821.75048828125,1159481.965388569,1164132.4579564144,8483.22412109375,1.1036821705426356,-3.6564415581832135,5.2325392135410306e+20,5.2686309814453125
3109,K02996.01,1,1.0,15.9314412,1.77,596.0,89.16,0.604,556.7,2.435,41.2,0.022469,5380.0,0.721,0.786,-0.4,4.616,50.498379,15.688,32.883056640625,7311.7646484375,7312.48046875,7322.27734375,20.204833984375,0.9396449704142011,-0.21609068998407893,51784.76953125,12.543822288513184
3110,K02997.01,0,1.0,1.33251589,1.3,1747.0,76.08,0.53,140.5,4.216,2.204,0.011156,5701.0,1.068,0.813,-0.34,4.291,46.50983,15.255,26.32861328125,11383.5986328125,835453.329142681,837261.9388209293,3620.357863898026,1.0267404333794374,-3.879379557993114,7.806774671516358e+18,4.334538459777832
3111,K02998.01,1,1.0,28.227413,2.82,565.0,89.96,0.025,1113.4,5.782,38.42,0.030469,5858.0,0.849,0.94,-0.26,4.553,39.256142,15.873,59.587646484375,6302.232421875,850309.4348581415,854106.9945980675,6308.258244243421,0.9043859649122807,-4.076413744257897,3.3795318238089662e+19,21.09668731689453
3112,K02999.01,0,1.0,0.545544979,0.93,2240.0,71.33,0.604,92.6,1.954,1.888,0.009218,6050.0,0.92,0.997,-0.24,4.509,43.099709,14.914,21.9248046875,17239.78125,17239.740234375,17243.5869140625,7.5166015625,1.015990159901599,0.1161416402573913,3590.890869140625,5.707045078277588
3113,K01232.02,0,2.0,419.97507836,1.53,215.0,89.8,0.68,275.1,12.1687,199.062001,0.016067,5316.0,0.872,0.834,0.0,4.477,42.123081,14.427,464.4755859375,22074.349609375,495714.3843647204,499434.20579769736,6364.489859169408,0.9135493253615578,-4.151971621908858,4.654851116916504e+20,49.88935852050781
3114,K03075.01,1,1.0,4.76559056,0.92,1167.0,89.51,0.14,67.5,2.2,16.52,0.007495,5702.0,1.125,0.837,-0.28,4.258,38.498055,12.994,33.20703125,71399.015625,71399.015625,71405.64453125,12.935546875,1.0,-0.04773682860407989,31287.5546875,9.776522636413574
3115,K03078.01,1,1.0,2.98618134,1.16,1356.0,88.11,0.249,122.9,2.969,7.55,0.010222,6173.0,1.041,1.104,-0.04,4.447,44.478981,15.33,22.064453125,10673.654296875,10673.6025390625,10677.4619140625,7.88720703125,1.015990159901599,0.2487308531264066,3745.342041015625,5.799710750579834
3116,K03081.01,0,1.0,25.9200092,1.28,515.0,89.91,0.054,331.4,5.609,35.8,0.016641,5517.0,0.704,0.788,-0.58,4.631,38.775459,15.406,33.04248046875,9473.8955078125,9473.9453125,9478.31396484375,8.91650390625,0.9890776699029126,0.28769699413347083,10356.4296875,6.83528995513916
3117,K00284.03,1,4.0,6.17817366,1.22,1082.0,85.28,0.775,101.9,3.2601,9.42,0.010125,5931.0,1.101,0.929,-0.24,4.322,41.34304,11.818,71.53125,275523.09375,275525.828125,275540.171875,32.265625,0.8521400778210116,-0.5641996412178223,1097751.375,23.75476837158203
3118,K03082.01,0,1.0,2.04516705,2.9,2945.0,76.18,0.74,154.8,3.625,3.1,0.01232,9206.0,2.157,2.194,0.07,4.112,47.836048,14.978,106.92041015625,13864.4970703125,235773.67332442434,237591.6472810444,3795.317603824013,0.9903713892709766,-4.141261158978894,4.980510328414778e+20,6.4619035720825195
3120,K00297.01,1,1.0,5.65178922,2.03,1248.0,81.85,0.906,134.1,3.0933,6.39,0.012704,6085.0,1.463,1.29,0.48,4.218,50.242409,12.182,98.8359375,179775.328125,179772.8671875,179787.40625,25.484375,1.3219512195121952,0.9963585280469173,1628190.75,21.955108642578125
3121,K00298.01,1,2.0,19.96367208,1.5,564.0,88.51,0.846,270.9,2.6403,32.6,0.017335,5250.0,0.79,0.79,-0.16,4.541,52.055519,12.713,72.61328125,111072.421875,111071.5234375,111082.119140625,20.6328125,1.1061946902654867,0.5826082971637914,400514.96875,16.565723419189453
3123,K00299.01,1,1.0,1.541676547,1.88,1592.0,86.47,0.362,296.5,1.9118,5.88,0.015785,5533.0,1.089,0.94,0.18,4.337,37.9645,12.899,149.28515625,92384.0703125,92383.78125,92396.798828125,25.107421875,1.0084388185654007,3.0609430861735967,6939501.0,20.775129318237305
3124,K00045.01,0,1.0,6.397185875,15.02,981.0,83.94,0.755,18887.0,5.8638,7.149,0.137546,5780.0,1.0,1.0,0.0,4.438,38.837917,13.133,100.611083984375,7262.3232421875,7265.50927734375,7271.780029296875,12.45458984375,0.5684210526315789,-4.721878787615276,9988871.0,24.378684997558594
3125,K00300.01,0,1.0,2.976020742,2.07,1740.0,80.57,0.721,114.9,3.73,4.4,0.010535,5947.0,1.796,1.023,-0.34,3.939,38.50951,12.302,58.7890625,174159.296875,174160.40625,174173.90625,29.6875,0.975103734439834,-0.02625934872150685,584420.1875,21.74786376953125
3126,K00354.01,1,2.0,15.95995611,2.27,721.0,88.78,0.526,523.2,4.3149,24.7,0.02152,5936.0,0.965,1.075,0.07,4.501,49.5401,13.235,159.82421875,70084.109375,70095.8828125,70122.1328125,71.02734375,0.6707441386340469,-0.7408145904345671,14585130.0,47.622764587402344
3127,K00354.02,1,2.0,7.37867551,1.11,933.0,88.0,0.513,125.1,3.349,14.67,0.010507,5936.0,0.965,1.075,0.07,4.501,49.5401,13.235,159.82421875,70084.109375,70095.8828125,70122.1328125,71.02734375,0.6707441386340469,-0.7408145904345671,14585130.0,47.622764587402344
3128,K00355.01,1,1.0,4.903321801,2.37,1247.0,89.93,0.016,334.5,2.8887,13.195,0.016695,6045.0,1.298,1.166,0.16,4.276,49.696251,13.174,132.55859375,77522.734375,77525.1171875,77537.40234375,28.0625,0.8301675977653631,0.2812720322068147,1665598.125,21.53631019592285
3129,K00356.01,1,1.0,1.82708193,5.95,1877.0,89.74,0.033,1164.7,1.96401,7.3464,0.030822,5311.0,1.769,0.834,-0.46,3.864,49.63715,13.807,463.3046875,41554.3515625,41556.58984375,41566.1171875,21.94921875,0.7738095238095238,14.32966371841083,302591904.0,29.327770233154297
3130,K00358.01,0,1.0,22.845241036,30.35,762.0,88.96,0.617,45676.0,5.3007,34.1103,0.205707,5926.0,1.351,1.024,-0.04,4.187,50.46933,13.883,1005.177734375,40502.2265625,40509.2890625,40518.685546875,17.36328125,0.3869602032176122,-14.208923953278635,35128422400.0,113.43992614746094
3132,K03000.01,0,1.0,18.3980827,1.26,686.0,88.71,0.587,145.0,4.438,26.09,0.011411,5605.0,1.015,0.904,0.0,4.381,40.994678,14.168,27.04296875,34211.3125,34211.16015625,34216.009765625,9.58984375,1.04625,0.22942691862890885,10620.2451171875,7.382218360900879
3133,K03002.01,1,1.0,11.62904159,1.31,854.0,85.67,0.925,88.0,2.97,12.24,0.010571,5721.0,1.131,0.945,0.0,4.307,38.915031,13.256,41.1875,66365.53125,66365.69921875,66370.96484375,10.759765625,0.9833333333333333,0.30734289399765685,29964.171875,8.679892539978027
3134,K03003.01,0,1.0,13.6550963,1.35,780.0,89.46,0.235,196.3,4.117,24.97,0.01289,6065.0,0.962,1.035,-0.14,4.487,48.9058,14.818,26.8076171875,18458.66796875,18458.279296875,18462.6240234375,8.2578125,1.0932311621966795,0.3616840949654375,6506.05712890625,6.3856730461120605
3135,K00282.01,1,3.0,27.50871575,2.98,663.0,88.9,0.577,639.2,5.9291,29.99,0.023998,5903.0,1.137,0.95,-0.16,4.304,40.245327,11.529,174.7734375,202614.453125,202609.8125,202648.1015625,71.2421875,1.1636363636363636,0.2313180137609702,51173220.0,62.42844009399414
3136,K03004.01,1,2.0,20.0708757,3.2,826.0,88.07,0.643,405.7,6.354,19.11,0.019355,5902.0,1.513,1.12,0.16,4.128,41.4716,14.935,220.23193359375,15632.5810546875,15632.3017578125,15636.38671875,8.18603515625,1.0799492385786802,25.347965595816984,18681548.0,12.075384140014648
3141,K03084.01,0,1.0,1.540411479,0.92,1446.0,80.05,0.781,107.1,1.703,4.52,0.010427,5769.0,0.812,0.9,-0.32,4.57,38.411339,14.991,80.77197265625,13391.6005859375,13391.1298828125,13395.49755859375,8.03515625,1.1341145833333333,5.01024519994189,263834.625,7.3837785720825195
3142,K03085.01,0,1.0,3.74785358,0.89,1093.0,86.12,0.468,98.2,3.713,6.93,0.009218,5706.0,0.886,0.986,0.02,4.537,50.267948,14.323,59.2373046875,27297.1171875,27296.498046875,27301.8798828125,10.458984375,1.1480996068152032,2.0912071267821246,144065.28125,9.227588653564453
3143,K00520.03,1,4.0,25.75274977,2.27,501.0,89.53,0.516,738.9,2.7678,63.0,0.02519,4963.0,0.826,0.789,0.16,4.501,43.85326,14.55,119.5263671875,23495.712890625,23497.4765625,23504.765625,18.2861328125,0.8150609080841639,1.4735583848304257,994629.4375,13.949175834655762
3146,K00523.01,1,2.0,49.41121127,6.77,497.0,88.79,0.885,3184.0,5.278,41.87,0.061052,5768.0,1.015,1.021,0.14,4.434,45.053211,15.0,1929.298828125,15657.76171875,367230.92004523025,369487.7506990132,4846.733126027961,1.0122155582995238,-3.9221286559731916,5.165279372122383e+20,32.92184066772461
3147,K00523.02,1,2.0,36.8567758,2.68,549.0,89.93,0.05,714.1,7.495,38.43,0.024202,5768.0,1.015,1.021,0.14,4.434,45.053211,15.0,1929.298828125,15657.76171875,286888.5139083059,288902.0036235608,4161.918590666119,1.0122155582995238,-3.9419242326632724,4.984175877369205e+20,32.92184066772461
3148,K02964.02,0,2.0,35.080928,1.21,610.0,88.53,0.712,100.7,6.92,27.7,0.009834,6007.0,1.126,1.042,0.0,4.353,47.07584,14.089,41.505859375,29298.3984375,29298.205078125,29303.185546875,10.0107421875,1.036024844720497,0.5163728984379601,16543.16015625,7.493251323699951
3149,K00574.02,1,2.0,10.39986173,1.5,678.0,87.28,0.757,275.3,3.377,15.97,0.016629,4963.0,0.826,0.789,0.16,4.501,44.305,14.859,38.9287109375,18572.34765625,18572.0546875,18580.01953125,15.74609375,1.033498759305211,0.17371338361446786,36818.0,10.829463958740234
3150,K00090.01,0,1.0,0.828206212,3.88,3274.0,78.25,0.615,132.3,1.737,3.02,0.011024,5812.0,3.227,1.504,-0.1,3.598,45.609001,11.743,125.828125,316693.03125,316694.453125,316720.3359375,50.984375,0.9428571428571428,-0.33883011189283696,10875142.0,42.14949417114258
3151,K00575.01,1,1.0,24.31574009,2.8,683.0,88.94,0.653,643.3,4.1344,35.5,0.024496,6242.0,1.047,1.104,-0.1,4.442,44.381271,14.686,32.8486328125,19604.119140625,19604.078125,19607.7421875,7.470703125,1.0098159509202453,0.47291976259895585,7096.52392578125,5.9382004737854
3152,K00576.01,0,1.0,199.443024,9.3,332.0,89.51,0.932,4036.0,7.409,109.85,0.073829,5646.0,1.153,0.918,0.0,4.278,44.57637,14.546,37.4951171875,21115.298828125,21115.169921875,21122.03125,13.556640625,1.0209617755856966,0.1083764613047414,35475.390625,10.304609298706055
3153,K00577.01,1,2.0,39.6766071,2.29,473.0,89.24,0.639,611.2,5.04,48.1,0.023657,5244.0,0.888,0.808,0.02,4.449,44.632381,14.405,85.9033203125,26198.662109375,226765.3576171875,228421.49774362665,3383.8351202713816,1.0153203342618384,-4.107005860720997,4.334550642487093e+20,8.399910926818848
3154,K04260.03,0,4.0,358.66044,1.62,304.0,89.98,0.062,133.8,16.732,165.2,0.010526,5619.0,1.406,0.848,-0.32,4.07,43.075821,11.443,81.875,406910.03125,406910.296875,406926.1484375,32.0859375,0.9916317991631799,-0.0056932601901254955,1111736.375,24.362586975097656
3155,K00421.01,1,1.0,4.454194254,11.76,1017.0,88.16,0.479,16042.0,2.3061,14.918,0.117743,5359.0,0.915,0.812,-0.06,4.425,45.439678,14.995,173.67138671875,14562.7333984375,14567.2578125,14577.02685546875,20.30517578125,0.6100196463654224,-3.8763739736267033,40295644.0,35.8546257019043
3157,K00423.01,1,2.0,21.0871953,14.43,873.0,89.87,0.065,8894.7,5.92691,29.494,0.086833,6266.0,1.522,1.066,-0.28,4.101,46.034302,14.327,153.4140625,26225.642578125,26228.443359375,26240.572265625,25.16796875,0.8130530973451328,-4.525900783373475,22997218.0,28.536596298217773
3158,K00424.01,0,1.0,1.575631524,28.66,1577.0,73.22,1.065,25627.0,2.59202,3.691,0.3059,6202.0,0.858,0.923,-0.62,4.537,46.203129,14.731,344.556640625,19474.265625,19478.115234375,19529.630859375,81.6328125,0.8710045662100456,-2.727062569385728,1096906112.0,94.63784790039062
3159,K00070.04,1,5.0,6.09855603,0.84,927.0,89.22,0.21,84.4,2.9815,15.42,0.008309,5465.0,0.925,0.876,0.02,4.449,42.338718,12.498,152.3671875,154804.421875,154804.78125,154835.8203125,61.78125,0.9866666666666667,-0.34726896023534365,13289333.0,43.765052795410156
3160,K01278.05,0,5.0,203.250506,1.35,292.0,89.87,0.336,238.9,9.81,151.5,0.014194,5600.0,0.872,0.793,-0.36,4.455,44.79768,15.204,126.70947265625,13021.7939453125,13021.625,13026.18310546875,9.28515625,1.033498759305211,9.994009472792648,1765799.125,9.24399471282959
3161,K00477.01,1,1.0,16.54295261,2.31,611.0,89.41,0.329,726.0,3.8516,31.84,0.024368,5215.0,0.867,0.904,0.28,4.518,48.302311,14.687,187.744140625,18514.318359375,18528.365234375,18636.044921875,252.9453125,0.9147196261682243,-0.12832005574494856,354291680.0,125.81477355957031
3162,K00478.01,1,1.0,11.023474798,2.46,429.0,89.03,0.724,1795.5,1.4814,42.6,0.041967,3744.0,0.537,0.551,0.2,4.718,48.40115,14.273,178.09375,25866.65234375,25880.076171875,25943.58203125,152.3818359375,0.8415730337078652,-0.307866159302903,134663520.0,90.83145141601562
3163,K00479.01,1,1.0,34.18884323,2.97,526.0,89.93,0.065,1063.2,5.3278,50.37,0.029377,5515.0,0.925,0.888,0.0,4.453,48.552601,14.106,37.7666015625,29933.291015625,29933.13671875,29938.1318359375,9.5732421875,1.0259579728059331,-0.13467641635320143,13864.5322265625,7.4834136962890625
3164,K00480.01,1,1.0,4.30165843,2.42,1009.0,87.69,0.547,739.4,2.1055,13.56,0.025589,5480.0,0.865,0.881,-0.04,4.509,48.791882,14.332,219.3076171875,27410.548828125,27456.30859375,27494.96875,174.75390625,0.6037181996086106,-0.7314895657056213,333965152.0,110.47069549560547
3165,K00481.01,1,3.0,7.650243513,2.3,772.0,89.96,0.014,981.4,2.752,21.843,0.028274,5409.0,0.746,0.835,-0.3,4.609,48.881191,14.701,61.07421875,19999.126953125,19999.32421875,20003.54296875,8.671875,0.962874251497006,0.11414777910592964,38949.9765625,7.526118278503418
3167,K00524.01,1,1.0,4.592393816,2.51,924.0,89.93,0.02,1027.7,2.2748,15.8754,0.028819,5351.0,0.796,0.89,-0.04,4.582,45.225552,14.868,455.46728515625,15735.2802734375,15735.099609375,15750.96728515625,31.80029296875,1.014900209605395,1.0002652457943606,10451614.0,24.524269104003906
3169,K00085.01,1,3.0,5.859935955,2.56,1246.0,89.75,0.049,322.8,4.0185,11.3257,0.016453,6181.0,1.424,1.231,0.14,4.22,41.15118,11.018,206.5625,603135.25,603136.40625,603162.0625,49.65625,0.9547325102880658,-0.8650820154521136,31339446.0,45.86009216308594
3170,K00526.01,1,1.0,2.104721971,2.89,1365.0,89.99,0.001,905.5,1.7547,9.431,0.027167,5703.0,0.975,1.091,0.36,4.498,45.551189,14.427,50.5537109375,25514.19921875,25514.505859375,25519.1083984375,9.546875,0.9419431279620853,0.045525821715737116,25839.6953125,7.613899230957031
3171,K00527.01,0,1.0,10.63624422,1.58,756.0,78.02,0.978,231.7,5.055,4.71,0.01875,5834.0,0.774,0.862,-0.54,4.591,46.309872,14.433,43.3955078125,25959.0546875,25958.802734375,25963.4287109375,8.6328125,1.0513141426783479,0.626319087414281,16598.234375,6.63394021987915
3173,K00578.01,1,1.0,6.412512953,3.89,1069.0,86.11,0.553,1156.4,5.2677,8.14,0.032166,6026.0,1.108,1.038,-0.02,4.366,44.638088,14.684,36.8115234375,19832.607421875,19832.314453125,19837.705078125,10.2353515625,1.0746835443037974,-0.015176583796514185,21856.73046875,8.504807472229004
3174,K00579.01,1,2.0,2.019997006,1.46,1166.0,86.2,0.502,332.8,1.8073,7.58,0.016938,5103.0,0.787,0.823,0.04,4.562,44.733799,14.137,64.935546875,33357.3203125,33355.71875,33370.48828125,25.2734375,1.1285714285714286,0.10379456049251326,323157.625,18.4765625
3175,K00579.02,1,2.0,3.763041531,1.63,948.0,86.43,0.76,354.5,1.6011,12.21,0.018946,5103.0,0.787,0.823,0.04,4.562,44.733799,14.137,64.935546875,33357.3203125,33355.71875,33370.48828125,25.2734375,1.1285714285714286,0.10379456049251326,323157.625,18.4765625
3176,K00580.01,1,1.0,6.521209629,2.54,932.0,88.14,0.514,760.4,2.7975,15.82,0.025899,5822.0,0.898,0.994,-0.06,4.529,44.700031,14.856,33.130859375,17466.744140625,17467.07421875,17471.171875,8.8359375,0.9102564102564102,0.07951807449119717,8533.169921875,6.665983200073242
3177,K00581.01,1,2.0,6.996926239,3.21,888.0,89.94,0.022,1317.4,2.7374,20.1734,0.032904,5713.0,0.893,1.01,0.07,4.541,45.065601,14.807,134.7685546875,18033.578125,18028.189453125,18117.751953125,160.54296875,1.0878980891719745,0.12684107998494437,60353648.0,78.879150390625
3179,K00425.01,0,1.0,5.428344915,14.88,1033.0,86.54,0.911,13756.0,1.8931,15.1,0.141222,5936.0,0.965,1.075,0.07,4.501,46.804562,14.694,223.4873046875,18221.283203125,18216.21875,18293.3251953125,138.6650390625,1.0538847117794485,-0.023678318670993143,104631592.0,84.76364135742188
3182,K00427.02,1,3.0,42.949522,2.98,487.0,89.99,0.013,959.1,5.4154,62.26,0.027673,5312.0,0.986,0.859,0.16,4.384,47.261131,14.621,78.34375,19023.5625,19026.4375,19043.2646484375,35.724609375,0.8272017837235228,-0.47896299880805654,981572.875,24.541872024536133
3183,K00427.03,1,3.0,117.033521,2.68,349.0,89.92,0.188,770.4,6.822,132.1,0.024911,5312.0,0.986,0.859,0.16,4.384,47.261131,14.621,78.34375,19023.5625,19026.4375,19043.2646484375,35.724609375,0.8272017837235228,-0.47896299880805654,981572.875,24.541872024536133
3184,K01289.02,0,2.0,386.39833,2.2,214.0,89.95,0.287,748.0,8.519,341.0,0.024773,5284.0,0.812,0.804,-0.12,4.523,48.083832,15.399,323.5166015625,19434.296875,506577.8845497533,508044.5727282072,3329.5564812911184,0.9909420289855072,-4.177753004912432,4.393447649439433e+20,79.50252532958984
3185,K00481.02,1,3.0,1.55400389,1.59,1313.0,89.87,0.016,465.8,1.7664,6.877,0.019515,5409.0,0.746,0.835,-0.3,4.609,48.881191,14.701,61.07421875,19999.126953125,19999.32421875,20003.54296875,8.671875,0.962874251497006,0.11414777910592964,38949.9765625,7.526118278503418
3186,K00481.03,1,3.0,34.25951418,2.41,468.0,89.99,0.008,1072.5,4.7743,56.439,0.029532,5409.0,0.746,0.835,-0.3,4.609,48.881191,14.701,61.07421875,19999.126953125,19999.32421875,20003.54296875,8.671875,0.962874251497006,0.11414777910592964,38949.9765625,7.526118278503418
3187,K00081.01,0,1.0,23.8761144,10.45,1481.0,89.96,0.014,1611.7,9.3113,20.3363,0.037786,9974.0,2.533,2.615,0.21,4.048,45.01849,11.409,171.953125,390895.3125,390894.0,390962.71875,135.15625,1.0084388185654007,0.10624667322009759,81749312.0,79.97869110107422
3188,K00482.01,0,1.0,4.99270186,26.6,1051.0,67.91,1.232,557.4,3.1008,3.28,0.256173,5724.0,0.951,0.887,-0.18,4.429,48.965389,14.917,60.54150390625,15513.06640625,15513.0791015625,15517.06201171875,8.35498046875,0.9963459196102314,1.6524187225485625,55581.640625,6.787469863891602
3189,K00483.01,1,1.0,4.79860021,2.51,978.0,86.64,0.594,817.4,3.0384,10.14,0.027166,5631.0,0.847,0.946,-0.06,4.557,49.418739,14.675,27.1689453125,18212.216796875,18212.3515625,18217.443359375,10.8037109375,0.9806529625151149,-0.01821916265528905,12176.2841796875,7.954931735992432
