,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag
1720,K02007.02,1,2.0,21.1285655,2.88,935.0,89.48,0.36,176.7,3.852,39.6,0.012237,5817.0,2.153,1.276,0.18,3.877,48.626389,13.127
1721,K02008.01,0,1.0,24.4851178,7.14,1179.0,84.73,0.987,263.8,4.642,10.74,0.021816,6655.0,2.995,1.42,-0.58,3.638,43.995312,10.8
1722,K00216.02,1,2.0,7.51854537,1.42,784.0,89.63,0.13,286.7,2.845,20.33,0.015061,5064.0,0.864,0.811,0.18,4.474,41.424831,14.711
1724,K02010.01,1,1.0,25.96190067,3.25,850.0,89.96,0.02,350.3,6.2732,32.16,0.017211,6369.0,1.729,1.337,0.06,4.088,40.898849,13.2
1725,K01790.01,1,1.0,130.3543929,7.7,369.0,89.7,0.675,5128.7,6.474,127.6,0.06946,5970.0,1.015,1.089,0.1,4.463,41.993912,15.254
1726,K00196.01,1,1.0,1.855557556,10.05,1436.0,84.47,0.554,10570.0,2.35672,5.749,0.097147,5657.0,0.947,0.903,-0.08,4.441,45.98164,14.465
1728,K01794.01,0,1.0,3.364425589,56.83,1106.0,80.55,1.597,4843.0,1.3261,9.73,0.671549,5813.0,0.775,0.855,-0.52,4.589,41.414291,15.337
1729,K01797.01,1,1.0,16.78175788,2.25,545.0,89.07,0.502,908.0,3.7386,30.8,0.027823,4925.0,0.742,0.778,0.0,4.588,47.93951,12.971
1730,K01866.01,1,1.0,105.3035093,3.18,351.0,89.99,0.027,1362.2,6.214,133.71,0.033268,5534.0,0.875,0.914,0.0,4.515,46.130852,14.986
1731,K01867.01,1,3.0,2.549562652,1.11,682.0,89.77,0.047,495.1,1.6999,11.691,0.020119,3716.0,0.506,0.513,0.04,4.74,44.087669,15.018
1732,K01867.02,1,3.0,13.96950181,2.04,387.0,88.5,0.901,1110.0,1.5871,34.5,0.036995,3716.0,0.506,0.513,0.04,4.74,44.087669,15.018
1733,K01867.03,1,3.0,5.21230171,1.04,537.0,89.44,0.187,430.0,2.098,19.02,0.018794,3716.0,0.506,0.513,0.04,4.74,44.087669,15.018
1734,K01868.01,1,1.0,17.76076524,1.93,368.0,89.46,0.627,1287.2,1.6679,66.9,0.034334,3826.0,0.516,0.54,-0.06,4.744,42.237251,15.22
1735,K01931.02,1,3.0,10.55840479,1.41,796.0,89.23,0.31,194.2,3.366,23.11,0.012634,5353.0,1.023,0.87,0.16,4.358,48.444641,14.531
1737,K01931.03,1,3.0,6.98800953,1.39,914.0,89.92,0.024,193.2,3.103,17.42,0.012445,5353.0,1.023,0.87,0.16,4.358,48.444641,14.531
1738,K01932.01,1,2.0,22.8245144,3.36,946.0,89.38,0.279,322.7,6.617,25.77,0.016692,6642.0,1.846,1.421,-0.02,4.057,40.300571,12.345
1739,K01933.01,1,1.0,49.1011093,3.28,498.0,89.43,0.52,845.6,6.341,52.4,0.027082,5393.0,1.11,0.895,0.2,4.299,45.407879,15.041
1740,K02011.01,1,2.0,7.05675145,1.68,1196.0,88.28,0.631,130.0,2.0261,21.04,0.010978,6388.0,1.402,1.259,0.1,4.244,40.54837,12.556
1741,K02012.01,1,2.0,34.8536903,2.4,522.0,89.37,0.493,767.7,5.333,44.9,0.025958,5818.0,0.848,0.937,-0.22,4.554,46.602261,14.876
1742,K02013.01,1,1.0,2.41434868,0.97,953.0,89.12,0.221,191.0,1.2701,14.36,0.012299,4507.0,0.724,0.715,0.18,4.573,39.127419,13.156
1743,K02014.01,0,1.0,2.466070972,24.3,1260.0,64.63,1.223,704.5,1.9559,2.85,0.251698,5708.0,0.884,0.963,-0.04,4.529,42.113239,15.601
1744,K02016.01,1,1.0,4.30656389,1.95,1177.0,77.07,0.894,257.0,4.1107,3.99,0.017299,6108.0,1.03,1.132,0.07,4.466,44.556381,14.136
1745,K01798.01,0,1.0,12.964717746,39.93,834.0,86.89,1.282,3732.9,1.8303,23.6,0.353935,6210.0,1.033,1.093,-0.1,4.45,42.370628,14.384
1746,K01799.01,0,1.0,1.731079436,56.05,1541.0,72.75,1.404,11974.0,1.8419,4.73,0.537502,6045.0,0.955,1.038,-0.12,4.494,41.31712,15.505
1747,K01800.01,1,1.0,7.794302043,16.51,882.0,87.52,1.06,3387.4,1.1081,24.47,0.153996,5494.0,0.982,0.893,0.07,4.405,48.560009,12.394
1748,K01801.01,1,1.0,14.5324483,3.11,664.0,90.0,0.001,1355.9,3.13,36.65,0.033083,5345.0,0.86,0.802,-0.12,4.473,40.269791,14.625
1749,K01802.01,1,1.0,5.248667607,2.84,1056.0,86.0,0.847,601.2,1.917,12.14,0.02569,5807.0,1.012,1.021,0.1,4.437,49.06171,13.345
1750,K01870.01,1,1.0,7.96431492,2.44,805.0,89.73,0.189,746.0,1.5342,39.94,0.024538,5185.0,0.91,0.831,0.16,4.44,47.233631,14.425
1752,K00203.01,1,1.0,1.485710994,14.48,1562.0,88.93,0.105,20824.0,2.2874,5.6229,0.130256,5624.0,1.018,1.021,0.3,4.432,47.81501,14.141
1754,K01873.01,1,2.0,71.3116598,4.94,475.0,89.97,0.035,2138.0,8.813,64.4,0.042352,6194.0,1.069,1.161,0.07,4.445,40.008511,15.674
1756,K01935.01,0,1.0,15.44428875,37.58,731.0,87.04,1.275,3596.2,2.0791,24.7,0.347304,5895.0,0.991,1.105,0.21,4.489,40.545681,15.838
1757,K01937.01,1,1.0,1.411230023,1.71,1164.0,78.73,0.851,388.2,1.4325,4.35,0.021233,4575.0,0.737,0.726,0.18,4.564,47.204449,13.59
1758,K01938.01,1,1.0,96.9151707,2.37,325.0,89.71,0.541,862.8,6.065,106.6,0.027419,5162.0,0.791,0.826,0.0,4.559,46.377419,14.031
1759,K01939.01,1,1.0,13.47472742,1.96,634.0,89.96,0.025,729.6,2.5995,40.56,0.02444,5395.0,0.734,0.821,-0.34,4.615,42.559681,15.164
1760,K02017.01,1,1.0,2.29503515,1.18,1304.0,89.14,0.16,172.1,1.654,10.61,0.011933,5637.0,0.909,0.914,-0.06,4.482,44.932621,13.09
1761,K02018.01,1,2.0,27.495634,2.11,590.0,88.87,0.664,483.3,4.858,33.6,0.021247,5657.0,0.911,0.762,-0.48,4.401,46.899261,14.55
1762,K02019.01,1,1.0,14.08826442,2.66,724.0,89.71,0.133,889.4,4.1847,26.2,0.027205,5853.0,0.895,0.99,-0.1,4.529,41.558128,15.624
1763,K00217.01,1,1.0,3.905081685,12.78,1046.0,89.37,0.131,21340.0,2.8213,11.907,0.13191,5543.0,0.887,0.997,0.21,4.54,46.285851,15.127
1764,K02020.01,1,1.0,110.9643706,2.11,239.0,89.14,0.729,1283.2,12.831,48.6,0.035366,4441.0,0.546,0.538,-0.86,4.695,45.875031,15.498
1766,K01805.01,1,3.0,6.94135824,2.96,876.0,86.78,0.871,825.0,1.8899,15.51,0.030784,5527.0,0.88,0.875,-0.08,4.491,39.77066,13.828
1767,K00197.01,1,1.0,17.276296682,7.31,538.0,89.87,0.085,10458.0,3.94738,36.36,0.090661,4941.0,0.738,0.79,0.0,4.599,38.184349,14.018
1768,K01805.02,1,3.0,31.7821117,2.08,528.0,89.85,0.17,570.2,3.856,63.43,0.021609,5527.0,0.88,0.875,-0.08,4.491,39.77066,13.828
1769,K01805.03,1,3.0,4.36273233,1.76,1023.0,86.03,0.732,341.6,2.2375,10.57,0.01828,5527.0,0.88,0.875,-0.08,4.491,39.77066,13.828
1770,K01874.01,1,2.0,18.6848377,1.93,402.0,89.35,0.405,1251.5,3.7965,35.7,0.032436,4156.0,0.545,0.559,-0.44,4.712,45.227428,15.434
1771,K01874.02,1,2.0,7.41634701,1.24,547.0,88.86,0.476,505.5,2.1362,23.96,0.020845,4156.0,0.545,0.559,-0.44,4.712,45.227428,15.434
1772,K01875.01,1,2.0,9.91724268,2.85,903.0,87.06,0.786,457.9,3.2241,15.35,0.021657,5539.0,1.207,0.932,0.14,4.244,46.881401,14.498
1773,K01876.01,1,1.0,82.5341188,2.45,260.0,89.99,0.033,1895.4,4.8556,134.8,0.038637,4316.0,0.58,0.584,-0.44,4.678,49.626572,15.187
1774,K01877.01,1,1.0,20.16037858,1.75,510.0,86.39,0.941,343.6,4.13,14.92,0.022072,4975.0,0.724,0.818,0.02,4.614,47.641781,13.389
1775,K01940.01,1,2.0,10.99470891,1.71,512.0,89.71,0.265,884.7,1.5929,52.31,0.026796,4302.0,0.586,0.573,-0.44,4.661,46.973728,15.389
1777,K01941.01,0,1.0,1.194812329,1.36,1806.0,86.26,0.404,189.5,1.3777,6.19,0.012883,6198.0,0.97,1.024,-0.28,4.475,40.341019,14.029
1779,K01944.01,1,2.0,12.18420006,2.59,819.0,88.36,0.746,499.3,2.5014,26.0,0.022196,5771.0,1.068,0.984,0.06,4.374,37.72311,13.982
1780,K02021.01,1,1.0,3.76417012,1.7,908.0,88.83,0.287,558.4,2.0111,14.03,0.021335,5063.0,0.728,0.813,-0.14,4.617,41.706478,15.484
1781,K02022.01,1,2.0,5.92972237,1.92,972.0,89.85,0.048,412.1,2.518,18.31,0.018387,5741.0,0.956,1.035,0.16,4.492,44.615582,14.746
1782,K02022.02,1,2.0,12.2476121,1.9,763.0,89.77,0.116,402.7,3.209,29.5,0.018189,5741.0,0.956,1.035,0.16,4.492,44.615582,14.746
1783,K02023.01,1,1.0,13.59051547,2.4,724.0,89.51,0.232,621.9,3.784,27.33,0.022536,5442.0,0.974,0.887,0.1,4.409,44.66748,15.15
1784,K02024.01,1,1.0,46.8776724,2.62,484.0,87.75,0.834,539.8,10.041,21.2,0.024183,5504.0,0.993,0.943,0.2,4.418,39.630932,14.632
1785,K01808.01,1,1.0,89.1935737,3.81,483.0,89.99,0.015,868.3,4.0104,174.5,0.02697,6071.0,1.295,1.061,-0.06,4.239,43.461208,12.487
1786,K01809.01,1,2.0,13.09390911,2.2,752.0,87.96,0.86,398.7,2.2805,24.1,0.021118,5772.0,0.956,1.022,0.1,4.487,44.145973,12.706
1787,K01809.02,1,2.0,4.915385452,1.46,1042.0,87.7,0.484,225.5,2.7757,12.07,0.014007,5772.0,0.956,1.022,0.1,4.487,44.145973,12.706
1788,K01810.01,0,1.0,87.455958,70.11,728.0,83.98,1.262,1604.9,18.257,12.03,0.304131,7700.0,2.111,1.692,-0.14,4.018,44.00042,13.36
1789,K01812.01,0,1.0,0.805259257,63.55,2723.0,49.2,1.245,1384.3,1.42246,1.905,0.287836,5872.0,2.022,1.256,0.2,3.926,41.601082,13.742
1790,K01813.01,1,1.0,9.76785911,2.54,749.0,86.73,0.916,585.4,2.1649,16.07,0.027327,5371.0,0.852,0.864,0.0,4.513,46.066769,13.766
1791,K01878.01,1,1.0,40.80957343,3.44,623.0,88.57,0.949,436.1,3.158,38.1,0.024227,6183.0,1.3,1.241,0.26,4.301,38.258171,12.988
1792,K01879.01,1,1.0,22.08551599,3.34,352.0,89.41,0.656,3157.4,2.1727,64.1,0.054067,3828.0,0.565,0.6,0.3,4.712,44.394661,15.967
1793,K01880.01,1,1.0,1.151166776,1.28,957.0,89.8,0.029,578.4,1.0907,8.257,0.021882,3951.0,0.535,0.561,-0.16,4.73,47.40707,14.44
1794,K00023.01,0,1.0,4.693305543,17.85,1389.0,88.26,0.23,14523.0,5.17249,7.565,0.111211,6365.0,1.47,1.312,0.2,4.22,45.403061,12.291
1795,K00204.01,1,1.0,3.246732048,12.4,1459.0,86.55,0.475,6998.2,3.0535,7.89,0.077925,5763.0,1.457,1.093,0.26,4.15,45.762138,14.678
1796,K01944.02,0,2.0,8.3606759,1.49,929.0,88.51,0.259,194.8,6.287,9.97,0.012745,5771.0,1.068,0.984,0.06,4.374,37.72311,13.982
1797,K01945.01,1,2.0,62.1385979,5.14,524.0,89.52,0.699,886.3,4.2938,83.5,0.029043,5123.0,1.621,0.941,0.2,3.992,49.769711,14.52
1800,K01948.01,0,1.0,26.635216,27.64,536.0,83.88,1.242,1492.8,5.949,11.65,0.287022,5215.0,0.882,0.808,0.04,4.455,46.18129,15.551
1801,K02025.01,1,3.0,17.84850835,3.29,888.0,86.29,0.849,391.2,5.8919,13.13,0.020563,6188.0,1.465,1.111,-0.08,4.152,39.706108,13.781
1802,K02025.02,1,3.0,26.1363443,2.8,782.0,89.65,0.187,362.2,6.613,30.2,0.01751,6188.0,1.465,1.111,-0.08,4.152,39.706108,13.781
1803,K02025.03,1,3.0,11.1895709,1.81,1037.0,87.76,0.541,143.3,5.3,13.8,0.011323,6188.0,1.465,1.111,-0.08,4.152,39.706108,13.781
1804,K02026.01,1,1.0,2.757977384,1.69,1332.0,80.18,0.875,211.0,2.1489,5.13,0.015478,5919.0,1.0,0.994,-0.08,4.435,50.27523,13.263
1805,K00218.01,0,1.0,18.692860599,14.81,528.0,89.85,0.116,51256.0,3.88584,44.1,0.205493,5190.0,0.66,0.732,-0.52,4.66,46.600151,16.147
1806,K01814.01,1,1.0,14.80075082,17.38,1912.0,88.88,0.367,501.4,5.762,18.71,0.020773,6327.0,7.663,2.646,0.56,3.092,40.811378,12.538
1807,K01815.01,1,2.0,3.126861192,5.12,1391.0,87.93,0.603,794.6,1.1926,16.67,0.026786,4854.0,1.749,0.97,0.56,3.939,46.746471,13.884
1808,K00198.01,0,1.0,87.24250316,15.86,390.0,89.58,0.884,17860.0,4.1206,119.49,0.152059,5671.0,0.955,1.054,0.28,4.501,47.940819,14.288
1810,K01818.01,1,1.0,16.87725775,2.54,642.0,89.02,0.516,818.4,3.7917,30.2,0.026718,5497.0,0.872,0.901,0.0,4.512,43.631271,14.101
1811,K01819.01,1,1.0,12.05705659,1.96,689.0,89.07,0.548,523.9,2.3462,33.9,0.021488,5365.0,0.834,0.873,0.0,4.537,46.237492,13.576
1812,K01881.01,1,1.0,28.26727385,2.93,517.0,89.99,0.01,1160.2,4.5839,48.54,0.030268,5132.0,0.886,0.82,0.16,4.457,39.131039,14.907
1813,K01882.01,1,1.0,3.770590654,2.13,1272.0,89.02,0.24,314.4,2.029,14.03,0.016172,5714.0,1.208,0.999,0.14,4.274,41.533611,14.668
1814,K01883.01,1,1.0,2.7073064,1.36,1709.0,89.93,0.007,69.5,3.4378,6.09,0.007624,6045.0,1.629,1.133,0.02,4.069,49.938931,11.894
1817,K01950.01,1,1.0,66.4159789,3.44,376.0,89.7,0.371,2053.2,7.061,69.9,0.041515,5383.0,0.759,0.851,-0.22,4.603,38.251701,15.983
1818,K01952.01,1,4.0,8.0103929,1.88,940.0,89.82,0.045,294.1,4.2713,14.546,0.015473,5616.0,1.111,0.957,0.14,4.327,43.472771,14.601
1820,K01952.02,1,4.0,27.6666375,2.04,622.0,88.98,0.519,324.0,6.315,29.27,0.016826,5616.0,1.111,0.957,0.14,4.327,43.472771,14.601
1821,K01952.03,1,4.0,5.19559398,1.18,1085.0,89.71,0.054,116.0,3.748,10.69,0.009719,5616.0,1.111,0.957,0.14,4.327,43.472771,14.601
1822,K02028.01,1,3.0,57.2488518,3.19,431.0,89.98,0.022,1455.6,6.083,74.36,0.034581,5642.0,0.846,0.91,-0.14,4.542,42.657879,15.99
1823,K02028.02,1,3.0,37.0551726,3.19,498.0,88.19,0.884,1028.8,5.439,28.0,0.034562,5642.0,0.846,0.91,-0.14,4.542,42.657879,15.99
1824,K02029.01,1,4.0,16.33269981,1.61,591.0,88.19,0.893,300.4,2.174,28.2,0.019073,5208.0,0.772,0.796,-0.14,4.563,46.051971,12.957
1825,K02029.02,1,4.0,10.05550267,0.92,694.0,89.87,0.061,147.7,2.951,26.28,0.010883,5208.0,0.772,0.796,-0.14,4.563,46.051971,12.957
1826,K02031.01,1,1.0,9.30413878,1.67,583.0,89.16,0.488,637.3,1.9254,33.2,0.023226,4458.0,0.658,0.645,-0.16,4.611,41.221611,14.796
1827,K01820.01,1,2.0,4.33722007,1.63,996.0,89.77,0.053,358.5,2.4973,13.488,0.017003,5390.0,0.876,0.883,0.06,4.499,44.295238,13.53
1828,K01820.02,1,2.0,1.653889476,0.97,1373.0,88.21,0.226,124.4,1.7242,7.24,0.010095,5390.0,0.876,0.883,0.06,4.499,44.295238,13.53
1829,K01822.01,1,1.0,150.8783198,4.37,423.0,89.99,0.022,659.9,8.6797,135.82,0.02302,5504.0,1.737,1.099,0.3,3.999,40.278629,12.443
1830,K01824.01,1,2.0,3.553831111,1.62,1292.0,83.05,0.74,191.8,3.1029,6.12,0.013709,6015.0,1.081,0.998,-0.12,4.37,38.127468,12.722
1831,K01824.02,1,2.0,1.6783263,1.57,1659.0,68.37,0.91,146.3,2.5123,2.47,0.01326,6015.0,1.081,0.998,-0.12,4.37,38.127468,12.722
1832,K01885.01,1,1.0,5.65378163,1.82,1020.0,88.77,0.439,366.8,1.9483,20.37,0.017893,5988.0,0.934,1.021,-0.12,4.507,49.20874,14.377
1833,K01886.01,1,1.0,5.99185827,2.75,1355.0,85.77,0.905,186.3,1.7215,12.27,0.014875,6157.0,1.695,1.173,-0.02,4.049,46.198421,12.239
1834,K01888.01,1,1.0,120.0183551,4.54,473.0,89.5,0.58,886.0,11.637,66.9,0.028322,6469.0,1.467,1.406,0.44,4.253,47.098221,13.256
1835,K01889.01,1,2.0,14.30517579,3.05,693.0,85.25,0.924,863.4,4.535,11.17,0.033025,5741.0,0.846,0.938,-0.16,4.555,48.61871,15.338
1836,K01889.02,1,2.0,9.18189122,2.17,804.0,79.49,0.971,363.6,4.343,5.32,0.023538,5741.0,0.846,0.938,-0.16,4.555,48.61871,15.338
1838,K02250.01,1,2.0,2.935362067,3.15,1022.0,84.29,0.86,1052.6,1.5043,8.64,0.035096,4922.0,0.823,0.79,0.2,4.505,41.282429,15.622
1839,K02252.01,1,1.0,13.53953595,2.32,1079.0,89.46,0.219,134.2,4.389,23.26,0.010628,6109.0,1.997,1.406,0.2,3.985,41.575211,13.628
1840,K02253.01,1,1.0,22.7082375,1.72,677.0,89.96,0.032,298.8,3.503,50.29,0.015865,6170.0,0.992,1.063,-0.16,4.472,45.204311,14.574
1841,K02255.01,1,1.0,7.97033985,1.81,839.0,89.74,0.107,490.8,2.6675,23.17,0.020226,5774.0,0.818,0.907,-0.3,4.567,43.364071,15.833
1842,K02336.01,0,1.0,5.33459393,0.79,627.0,89.41,0.158,226.3,2.642,15.46,0.01362,4275.0,0.533,0.525,-0.76,4.704,41.46701,14.853
1843,K02337.01,1,1.0,8.49640437,2.14,702.0,88.49,0.628,834.0,2.2128,23.9,0.027616,5093.0,0.709,0.707,-0.38,4.586,40.852982,15.888
1844,K02338.01,1,1.0,66.1843646,2.72,436.0,89.03,0.877,560.5,5.155,52.0,0.025433,5640.0,0.978,0.977,0.14,4.447,43.910809,14.862
1845,K02339.01,1,2.0,2.032318856,1.12,1011.0,89.96,0.009,287.5,1.1596,13.6,0.015039,4670.0,0.682,0.761,0.06,4.635,42.59071,15.13
1846,K00239.02,1,2.0,3.62275506,1.62,1304.0,89.96,0.007,180.6,2.7868,10.069,0.012192,5794.0,1.216,1.032,0.14,4.282,41.730209,14.762
1847,K02101.01,1,1.0,2.892216772,1.31,794.0,85.46,0.806,360.5,1.3596,10.19,0.019577,4229.0,0.615,0.625,-0.12,4.655,45.969501,15.068
1848,K02102.01,1,1.0,187.746606,2.95,267.0,90.0,0.015,1583.0,5.885,252.45,0.035869,5303.0,0.753,0.734,-0.4,4.55,42.596409,15.206
1849,K02103.01,1,2.0,2.543063763,1.26,1319.0,88.18,0.215,152.0,2.8473,6.769,0.011173,5579.0,1.029,0.945,0.14,4.389,43.232792,14.736
1850,K00223.01,1,2.0,3.177414601,2.65,997.0,85.79,0.786,1134.3,1.5262,10.72,0.034227,5303.0,0.708,0.785,-0.38,4.63,39.678001,14.708
1851,K02104.01,1,1.0,2.168451063,2.41,1558.0,88.96,0.207,466.9,1.458,11.36,0.019923,6153.0,1.109,1.077,0.02,4.382,48.277168,15.141
1852,K02173.01,1,2.0,37.8154157,1.21,401.0,89.43,0.533,286.4,4.662,53.6,0.015706,4856.0,0.705,0.79,0.0,4.624,49.981628,12.879
1853,K02173.02,1,2.0,53.5783052,1.16,357.0,89.16,0.769,224.9,5.194,52.2,0.015126,4856.0,0.705,0.79,0.0,4.624,49.981628,12.879
1855,K02174.02,1,4.0,33.1362861,2.05,357.0,88.87,0.791,825.2,4.163,40.1,0.029482,4245.0,0.637,0.649,0.0,4.641,44.141399,15.673
1856,K02174.03,1,4.0,7.72513619,1.71,581.0,84.97,0.954,382.2,2.042,10.88,0.024589,4245.0,0.637,0.649,0.0,4.641,44.141399,15.673
1857,K02256.01,1,1.0,10.71253475,2.02,485.0,88.16,0.72,1198.6,2.7186,22.37,0.034061,4175.0,0.544,0.561,-0.46,4.715,45.440639,15.813
1858,K02257.01,1,2.0,32.5635249,2.05,490.0,89.51,0.371,578.3,5.418,43.7,0.021865,5225.0,0.859,0.861,0.14,4.505,45.434109,15.48
1859,K02259.01,1,1.0,12.19140405,2.46,763.0,89.9,0.091,665.8,1.8832,50.41,0.023339,5516.0,0.967,0.856,-0.06,4.399,43.98497,15.364
1860,K02260.01,1,1.0,6.11784972,1.05,1211.0,88.22,0.391,60.5,3.458,12.57,0.007241,6226.0,1.333,1.143,0.02,4.247,50.03009,12.168
1861,K02261.01,1,2.0,3.97599629,1.11,936.0,88.57,0.331,206.0,2.2029,13.22,0.013018,5143.0,0.778,0.803,-0.06,4.561,38.894508,14.11
1862,K02340.01,1,1.0,7.68478504,1.47,830.0,89.89,0.045,274.1,2.447,24.328,0.014831,5344.0,0.907,0.884,0.14,4.469,44.838249,14.776
1863,K02341.01,0,1.0,0.990516282,3.52,2841.0,40.53,0.989,101.6,2.019,1.301,0.013418,5975.0,2.399,1.194,-0.38,3.755,47.20256,13.405
1864,K02342.01,1,2.0,15.0447098,1.51,931.0,89.94,0.022,97.9,5.823,19.92,0.009046,5798.0,1.525,0.899,-0.4,4.025,47.24704,13.037
1866,K02344.01,1,1.0,1.118547814,0.98,1174.0,87.68,0.221,234.8,1.5534,5.48,0.013601,4496.0,0.658,0.725,0.06,4.65,44.129261,15.793
1867,K02105.01,1,1.0,6.42199919,1.25,1000.0,89.11,0.281,161.6,2.6192,18.21,0.011701,5985.0,0.981,1.03,-0.04,4.468,44.087379,13.862
1868,K02106.01,1,1.0,9.75374033,1.87,813.0,89.45,0.295,430.8,2.348,30.96,0.019066,5806.0,0.899,0.996,-0.04,4.528,50.427052,15.158
1869,K02107.01,1,1.0,81.3153052,2.55,393.0,89.99,0.013,715.5,5.807,109.53,0.023917,5325.0,0.975,0.852,0.12,4.39,45.671261,15.111
1870,K02108.01,1,1.0,51.3283527,3.06,546.0,89.06,0.582,692.3,9.357,35.4,0.025029,6119.0,1.119,1.027,-0.1,4.353,48.066502,14.955
1871,K02109.01,1,1.0,19.7919389,2.58,736.0,86.29,0.954,383.7,3.787,14.76,0.022714,6285.0,1.039,1.084,-0.18,4.441,49.452389,14.09
1872,K02175.01,1,2.0,26.8475962,3.2,800.0,88.58,0.457,254.1,10.068,18.47,0.01474,5508.0,1.988,1.136,0.1,3.897,45.387932,12.848
1873,K02177.01,1,1.0,62.8917493,2.5,384.0,89.36,0.632,791.0,6.831,56.9,0.02681,5052.0,0.855,0.805,0.16,4.48,48.423931,15.481
1874,K02179.01,1,2.0,14.87149773,1.59,391.0,89.98,0.018,944.9,2.4076,48.5,0.027799,3825.0,0.524,0.561,0.07,4.749,47.908459,15.673
1875,K02179.02,1,2.0,2.732767897,1.42,687.0,86.76,0.748,613.1,1.1102,13.21,0.024752,3825.0,0.524,0.561,0.07,4.749,47.908459,15.673
1876,K00231.01,0,1.0,119.8401019,26.96,255.0,89.42,1.269,5448.7,3.6796,125.6,0.365731,4602.0,0.675,0.733,0.0,4.637,39.190731,14.945
1877,K00234.01,1,1.0,9.61375316,3.27,931.0,87.37,0.604,797.9,4.654,13.13,0.026947,5997.0,1.11,1.037,0.02,4.364,44.518749,14.283
1879,K02263.01,1,3.0,29.9685917,1.91,644.0,89.52,0.282,309.5,6.678,33.48,0.016258,6249.0,1.076,1.13,-0.04,4.428,44.708302,14.456
1880,K02264.01,1,2.0,33.2407985,1.51,486.0,89.75,0.231,341.9,4.675,53.78,0.01668,5382.0,0.827,0.928,0.1,4.571,50.902851,14.477
1881,K02265.01,0,1.0,2.97600846,2.27,1892.0,79.4,0.715,103.2,4.274,3.88,0.009965,6208.0,2.088,1.256,-0.1,3.898,38.491184,13.4
1882,K02345.01,1,1.0,15.18727049,1.94,789.0,86.77,0.839,292.5,4.509,14.87,0.017654,6136.0,1.005,0.956,-0.36,4.414,40.833172,14.724
1883,K02346.01,1,1.0,28.6853212,2.69,547.0,86.68,0.922,689.1,6.307,15.91,0.029427,5726.0,0.838,0.93,-0.18,4.559,44.653252,15.658
1884,K02347.01,1,1.0,0.588001053,0.99,1188.0,83.78,0.403,297.4,1.1451,3.72,0.015848,3814.0,0.57,0.576,0.24,4.687,44.178131,14.934
1885,K02348.01,1,1.0,85.7357202,2.94,448.0,89.98,0.033,747.7,7.625,88.01,0.025021,6096.0,1.077,1.054,-0.04,4.397,42.498131,15.301
1886,K02350.01,1,1.0,1.078389713,1.98,1667.0,76.41,0.846,300.5,1.3394,3.6,0.018374,5325.0,0.985,0.857,0.14,4.384,41.515049,15.143
1887,K02110.01,1,1.0,5.03728033,1.55,1321.0,80.72,0.96,76.3,2.0619,5.95,0.010281,6387.0,1.381,1.306,0.2,4.271,49.33102,12.189
1888,K02111.01,1,2.0,3.289726319,1.37,1116.0,89.73,0.052,234.9,2.3274,10.948,0.013779,5463.0,0.91,0.937,0.16,4.492,44.781551,14.866
1889,K02111.02,1,2.0,7.18644594,2.19,860.0,87.2,0.892,402.0,1.4972,18.3,0.02206,5463.0,0.91,0.937,0.16,4.492,44.781551,14.866
1890,K02113.01,1,2.0,15.94248453,2.62,616.0,89.96,0.022,1093.7,3.4894,35.937,0.029718,5376.0,0.806,0.897,-0.02,4.576,42.779701,15.886
1891,K00223.02,1,2.0,41.0081117,2.64,425.0,88.72,0.878,1004.5,4.376,39.2,0.034114,5303.0,0.708,0.785,-0.38,4.63,39.678001,14.708
1892,K02180.01,1,1.0,11.55562042,2.11,703.0,88.21,0.874,441.5,1.6758,28.0,0.022688,5420.0,0.85,0.945,0.14,4.555,42.86747,14.816
1893,K02181.01,1,1.0,12.2885046,3.22,913.0,88.64,0.632,342.1,2.807,26.7,0.017657,5109.0,1.671,0.929,0.1,3.96,44.672211,14.414
1894,K02182.01,1,1.0,17.13263125,2.31,611.0,89.59,0.298,850.2,3.0555,42.09,0.026597,5477.0,0.794,0.876,-0.16,4.578,42.478298,15.842
1895,K02183.01,1,3.0,19.0231361,2.04,647.0,88.73,0.698,401.6,3.431,31.5,0.019553,5569.0,0.954,0.955,0.14,4.459,40.916309,15.198
1896,K02183.02,1,3.0,4.57948235,1.35,1040.0,89.72,0.055,207.1,3.106,11.407,0.012971,5569.0,0.954,0.955,0.14,4.459,40.916309,15.198
1897,K02266.01,1,1.0,1.003931703,1.6,1419.0,89.76,0.023,491.1,1.4361,5.477,0.019769,4949.0,0.741,0.715,-0.18,4.552,47.694031,15.942
1898,K02269.01,0,1.0,0.614083885,2.55,2603.0,88.76,0.106,389.5,0.9817,4.877,0.01832,6521.0,1.276,1.334,0.21,4.352,49.997379,15.177
1899,K02271.01,1,1.0,55.8224775,2.13,379.0,89.98,0.031,879.6,5.457,80.19,0.026492,5162.0,0.736,0.817,-0.18,4.611,47.455441,15.624
1901,K02273.01,1,1.0,6.11010439,0.93,1125.0,89.16,0.284,59.7,2.314,19.5,0.007118,6213.0,1.195,1.27,0.36,4.387,46.491459,12.716
