,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag
3694,K00612.02,1,3.0,47.4277116,2.33,407.0,89.27,0.678,820.4,5.2679,53.1,0.02774,5132.0,0.77,0.805,-0.06,4.571,42.079201,14.157
3695,K00613.01,0,1.0,5.07442951,1.38,929.0,86.33,0.53,250.2,4.064,8.29,0.014777,5448.0,0.857,0.977,0.21,4.562,42.416939,14.789
3696,K00614.01,1,1.0,12.874712426,11.26,926.0,87.7,0.932,3860.7,2.2491,23.198,0.072414,5963.0,1.424,1.22,0.34,4.218,42.928909,14.517
3697,K00615.01,0,1.0,176.2432946,48.15,353.0,89.43,1.271,4981.4,5.0423,127.7,0.358206,5559.0,1.231,0.895,0.0,4.209,44.330189,14.468
3698,K00665.03,1,3.0,3.07155284,1.65,1556.0,74.56,0.855,86.0,4.0935,3.21,0.009729,5918.0,1.555,1.181,0.21,4.127,42.16605,13.182
3699,K00666.01,1,1.0,22.24814617,2.72,609.0,87.79,0.868,613.7,4.1483,22.5,0.026424,5629.0,0.943,1.033,0.26,4.503,42.131672,13.721
3701,K00667.01,0,1.0,4.305219002,10.34,1119.0,86.75,0.626,9738.6,2.6845,11.03,0.094666,5780.0,1.0,1.0,0.0,4.438,42.234547,13.826
3702,K00668.01,0,1.0,13.779711352,47.58,1376.0,89.26,0.201,25479.0,7.63871,15.589,0.147857,6444.0,2.947,1.393,-0.48,3.643,42.206429,13.21
3703,K00104.01,1,1.0,2.508057497,3.25,997.0,86.61,0.742,1507.6,1.1134,12.56,0.039108,4780.0,0.761,0.835,0.34,4.597,47.497131,12.895
3704,K00669.01,0,1.0,5.07437786,23.71,1008.0,53.96,1.21,605.7,5.942,2.057,0.236223,5661.0,0.919,0.929,-0.04,4.48,42.417068,13.842
3705,K00717.02,1,2.0,0.900375925,0.82,2078.0,89.04,0.093,41.4,1.257,5.51,0.005833,5676.0,1.28,1.056,0.32,4.247,46.717819,13.387
3706,K00718.01,1,3.0,4.585466941,3.29,1307.0,82.38,0.823,383.5,3.4437,6.2,0.020175,5788.0,1.495,1.179,0.26,4.16,46.762562,13.764
3707,K00718.02,1,3.0,22.71443351,4.01,766.0,87.36,0.816,575.1,6.0875,17.7,0.024589,5788.0,1.495,1.179,0.26,4.16,46.762562,13.764
3708,K00718.03,1,3.0,47.903427,3.55,598.0,88.02,0.918,379.3,6.191,26.6,0.02177,5788.0,1.495,1.179,0.26,4.16,46.762562,13.764
3709,K00719.01,1,4.0,9.034190783,1.8,586.0,88.12,0.846,577.6,1.5501,25.8,0.025742,4499.0,0.639,0.643,-0.26,4.635,46.895741,13.177
3710,K00616.01,0,1.0,1.433339604,2.08,1677.0,76.67,0.902,305.2,1.3665,3.91,0.019089,6077.0,0.999,1.077,-0.04,4.471,46.41288,14.811
3711,K00617.01,0,1.0,37.86511904,40.36,535.0,88.56,1.28,6941.7,2.9799,51.1,0.383769,5858.0,0.963,1.056,0.1,4.495,46.64426,14.608
3712,K00618.01,1,1.0,9.07098164,2.94,825.0,89.97,0.013,1026.2,2.6903,26.509,0.028977,5672.0,0.929,1.008,0.14,4.506,47.47739,14.959
3713,K00619.01,0,1.0,2.879243323,21.02,1244.0,85.12,0.709,48050.0,2.6273,8.337,0.217491,5941.0,0.885,0.975,-0.22,4.533,47.59325,14.371
3714,K00620.01,1,3.0,45.15535633,7.65,523.0,89.94,0.063,6208.7,5.7845,63.828,0.072072,6046.0,0.972,1.053,-0.08,4.486,49.937679,14.669
3715,K00670.01,1,1.0,9.48965527,2.16,926.0,86.44,0.795,262.2,3.587,12.82,0.016446,5672.0,1.204,1.005,0.2,4.279,42.516209,13.774
3716,K00671.01,1,4.0,4.22865217,1.83,1379.0,89.94,0.009,150.0,3.3275,9.834,0.011156,5966.0,1.499,1.213,0.18,4.169,42.527966,13.749
3717,K07637.01,0,1.0,2.85889907,0.73,989.0,80.54,0.936,55.7,1.465,5.7,0.008848,4973.0,0.754,0.848,0.14,4.603,37.975368,13.514
3718,K00671.02,1,4.0,7.46662068,1.65,1141.0,88.98,0.255,120.9,3.87,14.42,0.010079,5966.0,1.499,1.213,0.18,4.169,42.527966,13.749
3719,K00671.03,1,4.0,16.25951967,1.72,880.0,89.29,0.374,129.5,3.854,30.3,0.010516,5966.0,1.499,1.213,0.18,4.169,42.527966,13.749
3720,K00671.04,1,4.0,11.1317901,1.47,999.0,89.02,0.342,95.5,4.051,19.94,0.009009,5966.0,1.499,1.213,0.18,4.169,42.527966,13.749
3721,K00719.02,1,4.0,28.1224393,0.9,401.0,89.34,0.516,194.3,4.174,44.9,0.012866,4499.0,0.639,0.643,-0.26,4.635,46.895741,13.177
3722,K00111.01,1,4.0,11.427550984,2.35,852.0,87.76,0.608,500.9,4.6074,15.57,0.021404,5979.0,1.005,0.913,-0.34,4.394,42.166779,12.596
3723,K07631.01,0,1.0,0.983304511,1.1,2121.0,82.82,0.477,79.9,1.78,3.815,0.008406,6363.0,1.198,1.273,0.21,4.386,37.64188,14.981
3724,K00719.03,1,4.0,45.9029768,1.18,341.0,89.74,0.303,361.8,5.0041,68.0,0.016968,4499.0,0.639,0.643,-0.26,4.635,46.895741,13.177
3725,K00719.04,1,4.0,4.159816554,0.86,759.0,87.37,0.676,160.3,1.6261,14.75,0.012296,4499.0,0.639,0.643,-0.26,4.635,46.895741,13.177
3726,K00720.01,1,4.0,5.69059163,3.1,860.0,87.76,0.573,1384.3,2.557,14.68,0.035077,5244.0,0.81,0.826,-0.04,4.538,46.83527,13.749
3727,K00097.01,1,1.0,4.885488596,16.66,1496.0,87.2,0.361,7458.4,5.16165,7.392,0.079898,6036.0,1.909,1.236,0.1,3.968,41.089809,12.885
3728,K00620.02,1,3.0,130.17802962,10.44,367.0,89.99,0.022,11571.0,8.4534,129.19,0.098365,6046.0,0.972,1.053,-0.08,4.486,49.937679,14.669
3729,K00620.03,1,3.0,85.3162004,6.34,423.0,89.44,0.972,1902.6,2.7441,100.1,0.059763,6046.0,0.972,1.053,-0.08,4.486,49.937679,14.669
3732,K00623.01,1,4.0,10.34973276,1.44,930.0,83.51,0.905,119.0,4.4859,8.01,0.011865,6003.0,1.109,0.902,-0.38,4.303,50.558979,11.811
3733,K00672.01,1,3.0,16.08786246,2.56,668.0,88.05,0.824,612.5,3.095,24.2,0.025603,5506.0,0.914,0.904,0.04,4.473,42.640808,13.998
3735,K00672.02,1,3.0,41.74938613,2.94,486.0,89.77,0.226,1055.4,5.6098,57.11,0.029414,5506.0,0.914,0.904,0.04,4.473,42.640808,13.998
3736,K00672.03,0,3.0,0.56680081,1.02,2038.0,89.84,0.004,127.7,3.6116,1.363846,0.010174,5506.0,0.914,0.904,0.04,4.473,42.640808,13.998
3737,K00673.01,1,1.0,4.41746257,3.95,1810.0,89.58,0.085,291.0,2.965,11.537,0.015765,6570.0,2.297,1.396,-0.12,3.86,42.624962,13.343
3738,K00105.01,1,1.0,8.981014925,3.14,880.0,89.85,0.097,1059.3,1.8478,38.07,0.029697,5666.0,0.967,0.785,-0.4,4.362,44.85791,12.87
3739,K00674.01,1,1.0,16.33888067,10.47,963.0,88.91,0.256,1718.4,9.3599,13.42,0.036942,4877.0,2.595,1.085,0.16,3.645,42.898281,13.781
3740,K07632.01,0,1.0,39.1307086,1.54,600.0,89.99,0.013,201.0,2.295,131.9,0.01305,6295.0,1.08,1.065,-0.16,4.401,37.770191,14.372
3741,K00720.02,1,4.0,10.04157214,2.97,712.0,87.8,0.768,1114.0,2.6577,19.98,0.033566,5244.0,0.81,0.826,-0.04,4.538,46.83527,13.749
3742,K00720.03,1,4.0,18.36974658,3.58,582.0,87.37,0.947,1143.3,2.939,20.6,0.040429,5244.0,0.81,0.826,-0.04,4.538,46.83527,13.749
3743,K00720.04,1,4.0,2.79590004,1.66,1090.0,85.58,0.638,383.7,2.056,8.29,0.018787,5244.0,0.81,0.826,-0.04,4.538,46.83527,13.749
3744,K00721.01,1,1.0,13.72462702,2.13,831.0,85.87,0.748,281.8,6.9758,10.38,0.016659,5817.0,1.171,0.982,0.0,4.293,46.834278,13.645
3745,K00722.01,1,1.0,46.40626,2.66,588.0,89.98,0.018,469.1,7.0281,51.44,0.019827,6086.0,1.227,1.037,-0.1,4.276,46.843189,13.489
3747,K00623.02,1,4.0,15.67750191,1.42,810.0,84.55,0.911,115.5,5.5082,9.6,0.011755,6003.0,1.109,0.902,-0.38,4.303,50.558979,11.811
3748,K00623.03,1,4.0,5.59931543,1.22,1142.0,79.07,0.914,84.8,3.8944,4.82,0.010106,6003.0,1.109,0.902,-0.38,4.303,50.558979,11.811
3749,K00623.04,1,4.0,25.2100146,0.95,691.0,87.69,0.771,62.1,6.553,19.11,0.007878,6003.0,1.109,0.902,-0.38,4.303,50.558979,11.811
3750,K00624.01,1,3.0,17.79001678,2.7,655.0,89.66,0.182,871.4,4.4116,31.13,0.026716,5569.0,0.927,0.935,0.07,4.474,38.69101,13.597
3751,K00624.02,1,3.0,49.5674085,2.91,465.0,89.06,0.866,730.0,4.002,52.6,0.028762,5569.0,0.927,0.935,0.07,4.474,38.69101,13.597
3752,K00098.01,1,1.0,6.790120801,9.86,1434.0,86.5,0.486,2302.3,6.0437,7.97,0.045139,6372.0,2.001,1.313,0.04,3.954,47.33305,12.128
3753,K00675.01,0,1.0,1.655467295,2.17,1080.0,89.99,0.001,1059.4,3.2424,4.056,0.028628,4583.0,0.695,0.701,-0.02,4.6,42.995205,13.841
3754,K00676.01,1,2.0,7.972510087,3.22,497.0,87.26,0.739,3139.0,2.9754,15.45,0.055326,3912.0,0.533,0.556,-0.12,4.728,43.083149,13.822
3755,K00676.02,1,2.0,2.453236139,2.26,737.0,87.23,0.496,1723.2,1.6691,10.27,0.038903,3912.0,0.533,0.556,-0.12,4.728,43.083149,13.822
3756,K00677.01,0,1.0,11.9710626,5.84,1044.0,83.75,0.999,421.8,2.7607,9.18,0.036507,6312.0,1.464,1.048,-0.34,4.127,43.042782,13.768
3757,K00678.01,1,2.0,6.0404622,1.3,841.0,88.58,0.508,241.0,1.98,20.48,0.014443,5297.0,0.825,0.938,0.21,4.578,43.16848,13.283
3758,K00678.02,1,2.0,4.13852825,1.3,954.0,89.23,0.185,256.5,2.281,13.84,0.014382,5297.0,0.825,0.938,0.21,4.578,43.16848,13.283
3759,K00723.01,1,3.0,3.936993144,3.36,1004.0,85.63,0.801,1266.0,1.887,10.51,0.036449,5431.0,0.843,0.945,0.12,4.563,46.937771,15.063
3760,K00723.02,1,3.0,28.08185982,3.63,522.0,89.46,0.425,1840.3,4.5288,44.9,0.039445,5431.0,0.843,0.945,0.12,4.563,46.937771,15.063
3761,K00111.02,1,4.0,23.66834635,2.32,668.0,87.95,0.758,449.4,5.8297,21.2,0.021099,5979.0,1.005,0.913,-0.34,4.394,42.166779,12.596
3762,K00723.03,1,3.0,10.08881066,4.71,734.0,87.6,0.921,1995.9,1.7726,22.0,0.05115,5431.0,0.843,0.945,0.12,4.563,46.937771,15.063
3764,K00724.01,0,1.0,6.97106919,2.07,946.0,89.82,0.044,452.8,3.9125,13.874,0.019306,5871.0,0.983,1.097,0.21,4.493,46.95406,15.04
3765,K00624.03,1,3.0,1.311842968,1.43,1562.0,88.78,0.121,245.1,1.7876,5.677,0.014172,5569.0,0.927,0.935,0.07,4.474,38.69101,13.597
3766,K00625.01,0,1.0,38.13853099,68.75,873.0,86.95,1.231,1230.2,3.8617,23.2,0.268707,6481.0,2.343,1.456,-0.06,3.861,39.53447,13.592
3767,K00626.01,1,2.0,14.58649856,2.45,852.0,88.22,0.665,378.7,4.0249,21.39,0.018838,6063.0,1.191,1.009,-0.14,4.29,39.539669,13.49
3769,K07639.01,0,1.0,1.05569286,0.45,1395.0,88.81,0.131,37.5,1.289,6.27,0.005479,4955.0,0.751,0.748,-0.08,4.561,38.070049,13.203
3770,K00627.01,1,2.0,7.75192755,1.89,852.0,87.83,0.546,407.3,3.5413,14.41,0.018961,5604.0,0.912,1.004,0.18,4.52,39.637581,13.307
3771,K00679.01,1,2.0,31.80475991,2.99,664.0,86.65,0.87,360.6,8.699,14.89,0.020187,5867.0,1.356,1.153,0.24,4.235,43.141647,13.178
3772,K00679.02,1,2.0,16.2580276,0.92,830.0,89.61,0.131,47.0,6.375,19.45,0.00623,5867.0,1.356,1.153,0.24,4.235,43.141647,13.178
3773,K00680.01,1,1.0,8.600153929,26.52,1703.0,87.73,0.296,4510.2,9.0015,7.473,0.062067,6093.0,3.913,1.667,-0.18,3.475,43.197281,13.643
3774,K00009.01,0,1.0,3.719809197,87.21,1873.0,68.43,1.279,2958.2,3.5317,3.479,0.340144,6284.0,2.348,1.309,-0.2,3.813,49.530788,13.123
3775,K07633.01,0,1.0,0.73975345,2.09,1818.0,67.89,0.525,481.8,4.2,1.396,0.020433,5271.0,0.935,0.869,0.21,4.436,37.774361,15.141
3776,K00106.01,0,1.0,1.612249049,50.98,2713.0,22.3,1.171,154.0,4.235,1.265,0.18171,6732.0,2.569,1.495,-0.1,3.793,47.672081,12.775
3777,K00681.01,0,1.0,44.258173075,37.38,845.0,88.7,0.815,20542.0,7.58264,36.012,0.147179,6544.0,2.326,1.364,-0.22,3.839,43.255421,13.204
3778,K04062.01,0,1.0,3.05933906,36.0,1434.0,73.0,1.259,1169.2,1.7332,4.31,0.29539,6238.0,1.116,0.986,-0.32,4.337,50.16283,14.077
3779,K04063.01,0,1.0,0.624677585,1.28,4391.0,73.63,0.522,37.3,2.411,1.852,0.005852,9653.0,1.996,2.256,0.07,4.191,41.195,12.789
3780,K04064.01,0,1.0,0.759763198,1.2,1752.0,70.93,0.571,202.5,3.083,1.749,0.013444,5520.0,0.818,0.917,-0.08,4.572,40.6945,15.916
3781,K04066.01,1,1.0,126.55719,4.59,524.0,88.63,0.965,366.4,8.079,40.4,0.022691,6501.0,1.854,1.419,0.1,4.054,44.836121,13.666
3782,K04135.01,0,1.0,12.435190544,0.52,545.0,89.22,0.321,71.9,3.8305,23.697784,0.007614,4756.0,0.62,0.667,-0.46,4.676,40.589088,14.844
3783,K02289.02,1,2.0,20.0983676,1.58,775.0,89.96,0.02,157.8,5.207,29.82,0.011476,6053.0,1.26,1.098,0.06,4.279,38.945831,13.358
3784,K07646.01,0,1.0,85.112898,2.21,422.0,89.99,0.033,513.8,2.503,265.0,0.020725,6018.0,0.975,1.058,-0.04,4.485,38.385971,15.681
3787,K04137.01,0,1.0,0.504426087,33.96,2339.0,24.92,1.321,614.5,1.6276,1.457,0.34519,6043.0,0.901,0.837,-0.66,4.452,38.659111,15.213
3789,K04067.01,1,1.0,9.6887216,3.09,1014.0,89.82,0.118,655.5,2.0,37.64,0.023646,6457.0,1.196,1.19,-0.06,4.358,40.778542,14.158
3790,K04068.01,1,1.0,19.597317,3.78,671.0,87.32,0.87,1014.1,4.508,18.58,0.033991,5569.0,1.019,0.883,-0.02,4.368,41.541229,15.412
3791,K04069.01,1,1.0,13.06243545,1.36,527.0,89.76,0.128,464.3,3.244,31.11,0.019052,4522.0,0.655,0.646,-0.22,4.615,41.19574,14.885
3792,K04070.01,0,1.0,0.793663156,1.14,1614.0,86.67,0.4,186.2,0.8244,6.88,0.012638,5077.0,0.825,0.849,0.21,4.533,47.246471,14.549
3793,K04138.01,0,1.0,2.81401302,1.51,1723.0,79.7,0.567,55.7,5.801,3.173,0.007047,5541.0,1.967,1.046,-0.18,3.869,39.776009,12.511
3794,K04139.01,1,1.0,3.74031708,1.38,1287.0,88.63,0.277,165.6,2.394,11.63,0.011906,6260.0,1.063,1.118,-0.08,4.433,46.838879,15.331
3795,K07650.01,0,1.0,0.851678507,0.85,1840.0,82.03,0.418,67.9,2.028,3.018,0.007564,5403.0,1.029,0.945,0.34,4.389,38.340618,15.25
3796,K04141.01,0,1.0,0.978046982,129.67,3146.0,34.27,1.227,838.8,2.6137,1.485,0.259884,5100.0,4.569,1.778,-0.12,3.368,38.319489,13.211
3797,K04142.01,0,1.0,1.332566763,1.49,1318.0,78.61,0.474,384.9,4.001,2.4,0.018097,5134.0,0.752,0.825,-0.08,4.599,46.413052,16.49
3798,K04071.01,0,1.0,1.89131005,6.4,1590.0,25.57,1.035,155.6,5.687,1.147,0.052345,5706.0,1.12,0.824,-0.32,4.255,37.91098,15.157
3799,K04072.01,1,1.0,0.692978457,2.24,3186.0,61.66,0.938,61.0,1.1366,1.977,0.008898,6105.0,2.304,1.235,-0.26,3.805,42.222172,13.447
3800,K04075.01,0,1.0,0.885131111,0.9,1818.0,64.37,0.715,93.2,3.377,1.652,0.009475,5904.0,0.867,0.958,-0.24,4.543,43.417679,14.549
3801,K04143.01,0,1.0,1.85447373,1.33,1221.0,83.75,0.514,306.8,2.665,4.72,0.016357,5341.0,0.743,0.826,-0.26,4.609,47.369911,15.699
3803,K07642.01,0,1.0,0.502622858,1.41,2478.0,55.94,0.693,146.0,3.085,1.237,0.011782,6029.0,1.098,1.065,0.04,4.385,38.138771,14.564
3804,K02298.02,1,3.0,31.8055128,0.63,378.0,89.5,0.476,141.7,3.979,54.5,0.011023,4729.0,0.525,0.534,-1.42,4.726,45.80212,13.831
3806,K04146.01,1,2.0,3.50472344,0.8,1019.0,88.66,0.309,90.7,1.9464,13.22,0.008606,5115.0,0.854,0.798,0.08,4.477,46.91169,13.632
3807,K04076.01,1,1.0,124.827797,2.57,350.0,89.96,0.096,647.5,6.479,149.9,0.022786,5349.0,1.032,0.875,0.18,4.353,46.080662,15.259
3809,K04147.01,0,1.0,2.15292788,1.02,1841.0,84.74,0.45,41.4,3.043,4.91,0.006014,5851.0,1.555,0.821,-0.76,3.969,43.88166,12.643
3810,K04148.01,0,1.0,2.61585431,1.28,1358.0,77.48,0.577,169.8,6.519,2.66,0.012392,6131.0,0.945,1.023,-0.24,4.497,50.921791,15.181
3813,K04150.01,1,1.0,31.3351094,1.99,666.0,88.6,0.706,264.9,6.071,28.8,0.015928,6404.0,1.142,1.175,-0.06,4.393,49.353901,14.681
3814,K04080.01,0,1.0,1.061002863,1.06,1679.0,85.16,0.337,142.4,1.962,3.99,0.010995,5767.0,0.881,0.979,-0.06,4.538,40.10257,15.213
3815,K04082.01,0,1.0,0.924821319,1.1,1963.0,81.18,0.401,122.4,2.594,2.615,0.010312,6135.0,0.974,0.987,-0.3,4.455,42.00375,15.293
3816,K04083.01,0,1.0,4.4697452,2.43,1248.0,60.84,0.982,241.5,5.33,2.016,0.019742,6102.0,1.125,0.955,-0.32,4.316,44.594391,13.726
3817,K04084.01,1,3.0,214.881456,2.68,286.0,89.99,0.023,759.2,9.581,175.5,0.024625,5323.0,0.995,0.862,0.16,4.378,39.09605,15.188
3818,K04154.02,0,2.0,122.906853,3.55,338.0,87.35,0.974,819.7,15.97,21.1,0.03757,5692.0,0.866,0.965,-0.04,4.547,40.765629,15.593
3819,K04155.01,0,1.0,12.422216754,0.8,864.0,89.78,0.056,54.5,6.5533,14.568675,0.006773,6231.0,1.084,1.14,0.0,4.424,40.656479,13.598
3820,K04156.01,1,1.0,4.85018974,1.1,1098.0,56.15,0.985,64.5,5.676,1.769,0.01031,6032.0,0.973,1.055,-0.06,4.485,41.116669,13.809
3821,K07651.01,0,1.0,383.43595,2.53,214.0,89.99,0.025,1228.0,11.059,273.2,0.031843,5576.0,0.729,0.823,-0.5,4.615,38.301811,15.27
3823,K04158.01,0,1.0,0.842336445,0.9,1941.0,86.34,0.266,80.1,1.519,4.17,0.008213,5765.0,0.998,0.943,-0.06,4.415,40.489071,13.319
3825,K04085.01,0,1.0,0.914468919,36.84,1884.0,41.73,1.271,3426.3,2.695,1.704,0.341086,5762.0,0.989,0.927,-0.1,4.415,40.110851,14.582
3826,K04086.01,0,1.0,1.54039744,1.08,1520.0,81.2,0.723,127.6,1.787,4.73,0.01114,5649.0,0.884,0.751,-0.52,4.421,38.916222,14.608
3827,K02243.02,1,3.0,8.45805119,2.52,1117.0,87.5,0.697,258.7,2.998,15.95,0.015703,6172.0,1.471,1.25,0.16,4.198,39.877239,14.806
3828,K04087.01,1,1.0,101.1107014,1.61,229.0,89.97,0.046,878.1,8.029,98.64,0.026318,4133.0,0.561,0.578,-0.3,4.705,41.452209,15.134
3829,K04088.01,0,1.0,0.907943645,49.37,2219.0,38.42,1.356,1028.9,1.9144,1.731,0.387729,6434.0,1.166,1.119,-0.18,4.354,40.056141,13.819
3830,K04163.01,0,1.0,94.446856,7.13,611.0,88.16,0.977,436.4,7.502,30.4,0.02636,5780.0,2.478,1.201,-0.36,3.729,41.8326,13.939
3831,K04164.01,0,1.0,0.92565941,0.88,2383.0,89.49,0.042,30.0,1.488,4.81,0.005009,6058.0,1.612,1.296,0.28,4.135,44.151962,12.6
3832,K04165.01,0,1.0,0.537110149,32.19,3195.0,17.88,1.106,92.0,1.7976,1.162,0.116204,5395.0,2.537,1.288,-0.1,3.739,41.332878,13.078
3833,K04166.01,1,1.0,9.84262076,2.41,801.0,89.71,0.234,626.4,1.6018,46.73,0.022683,5585.0,0.972,1.064,0.48,4.49,39.173321,15.308
3834,K04167.01,0,1.0,2.99194823,0.78,1019.0,79.3,0.71,99.6,4.39,3.83,0.009778,5269.0,0.727,0.812,-0.28,4.62,40.681438,14.395
3835,K00435.05,1,6.0,62.3026877,3.05,454.0,89.13,0.712,859.3,7.509,47.1,0.028719,5688.0,0.971,0.895,-0.12,4.415,49.89653,14.534
3836,K02175.02,1,2.0,72.3826983,4.21,575.0,88.95,0.791,366.4,8.279,43.0,0.019396,5508.0,1.988,1.136,0.1,3.897,45.387932,12.848
3837,K04020.01,0,1.0,0.566803149,1.93,2380.0,62.98,0.822,246.0,1.643,1.81,0.016134,6147.0,1.096,1.193,0.21,4.435,42.528019,14.65
3838,K07652.01,0,1.0,15.3466028,3.64,1194.0,88.26,0.591,238.5,4.966,19.5,0.01477,6771.0,2.259,1.597,0.04,3.934,38.40057,14.335
3840,K04089.01,0,1.0,0.531106622,7.54,1781.0,40.97,0.94,5133.6,3.0293,1.2442,0.090648,4978.0,0.762,0.732,-0.12,4.539,50.390789,15.169
3841,K04090.01,0,1.0,1.332547503,1.23,1719.0,64.88,0.746,130.3,4.521,1.756,0.01131,6077.0,0.999,1.077,-0.04,4.471,46.754341,15.164
3842,K04091.01,1,1.0,225.585245,3.71,348.0,89.98,0.066,754.9,11.166,157.86,0.024932,5929.0,1.363,1.185,0.3,4.243,38.294701,14.9
3843,K04092.01,1,1.0,24.4972683,2.74,722.0,87.79,0.817,449.1,5.43,21.2,0.021608,6392.0,1.162,1.232,0.07,4.399,39.907921,15.152
3844,K07643.01,0,1.0,4.20253859,0.71,1136.0,66.9,0.937,31.5,5.389,2.39,0.006446,5596.0,1.015,0.829,-0.2,4.343,38.23959,13.598
3845,K04093.01,0,1.0,0.535578808,33.97,2870.0,18.42,1.225,193.6,1.7973,1.291,0.236948,6610.0,1.313,1.16,-0.32,4.264,44.561981,13.94
3846,K04151.01,0,1.0,0.89486317,1.19,1764.0,72.42,0.65,172.0,2.657,2.151,0.012638,5764.0,0.863,0.959,-0.12,4.548,40.303589,15.863
3848,K04153.01,1,1.0,4.62602867,1.65,1012.0,88.9,0.739,346.9,0.643,38.6,0.018932,5834.0,0.797,0.852,-0.5,4.566,44.425301,14.667
3850,K07647.01,0,1.0,7.04716175,1.1,817.0,85.48,0.856,150.8,2.693,10.86,0.012952,5496.0,0.776,0.869,-0.24,4.592,38.398472,15.13
3851,K04154.01,0,2.0,368.71479,91.06,236.0,88.24,1.9265,1210.0,16.46,58.3,0.956304,5716.0,0.872,0.97,-0.04,4.544,40.765629,15.593
3854,K04023.01,0,1.0,119.0192648,4.44,350.0,89.41,0.79,1977.0,8.1,76.8,0.044969,5754.0,0.905,1.021,0.07,4.534,42.367229,15.644
3855,K04024.01,1,1.0,8.40693068,1.95,1048.0,89.97,0.015,167.1,1.866,34.8,0.011643,5365.0,1.533,0.899,-0.06,4.02,48.02956,13.801
3857,K04025.01,0,1.0,0.974479091,1.19,1513.0,86.78,0.224,221.2,1.866,3.991,0.013336,5043.0,0.819,0.776,0.04,4.502,48.419479,14.655
3858,K04094.01,0,1.0,3.57017774,57.36,6119.0,89.12,0.094,79.6,4.473,6.15,0.007613,3812.0,69.001,1.479,-0.16,0.93,43.902946,13.334
3859,K04095.01,0,1.0,1.10601182,0.77,1903.0,79.41,0.532,52.9,2.577,2.9,0.00688,6241.0,1.031,1.088,-0.14,4.45,41.695171,14.363
3860,K04096.01,0,1.0,6.873655305,1.21,906.0,89.69,0.08,181.3,3.5415,14.972746,0.012189,5668.0,0.912,0.943,-0.02,4.492,46.378941,14.046
3863,K04097.01,1,2.0,2.790643481,0.99,816.0,87.73,0.787,202.0,0.6871,19.89,0.014965,4353.0,0.603,0.648,-0.18,4.681,40.99453,13.435
3864,K04159.01,1,1.0,0.971915957,0.79,1609.0,81.16,0.592,73.7,1.6023,3.86,0.008139,5196.0,0.889,0.828,0.12,4.458,42.07246,14.5
3865,K04160.01,1,1.0,3.03196812,0.9,1269.0,88.74,0.287,81.5,1.723,13.01,0.008297,5755.0,0.993,0.909,-0.14,4.402,43.215981,13.421
3866,K04161.01,0,1.0,1.2940561,5.27,4465.0,87.63,0.394,51.2,0.97,9.51,0.006749,6635.0,7.146,2.303,-0.5,3.092,40.73838,12.855
3867,K04162.01,0,1.0,0.53936593,9.19,5016.0,12.57,0.988,145.0,5.434,1.0119,0.015878,6341.0,5.302,2.05,-0.1,3.301,36.903648,12.915
3868,K07640.01,0,1.0,0.643703667,1.48,2358.0,89.67,0.036,172.0,0.801,6.238,0.012176,6161.0,1.114,1.038,-0.1,4.362,38.074951,13.791
3870,K04026.01,0,1.0,0.735146413,168.34,5366.0,11.73,1.192,275.4,5.053,1.217,0.207343,6611.0,7.435,2.61,0.07,3.112,39.128101,12.855
3871,K04027.01,0,1.0,0.827351796,0.9,2208.0,77.71,0.544,44.7,2.1885,2.554,0.006298,5609.0,1.31,0.867,-0.18,4.141,44.867352,12.9
3873,K04028.01,0,1.0,0.618952198,4.96,497.0,36.86,1.282,8324.1,2.8244,1.603,0.391534,2661.0,0.116,0.094,0.0,5.283,43.505268,13.593
3874,K04029.01,0,1.0,1.31723412,125.56,5471.0,18.38,1.07,422.7,7.284,1.127,0.095187,6740.0,12.08,3.479,0.07,2.816,49.567039,13.449
3877,K04099.01,1,1.0,4.95060632,1.28,885.0,88.69,0.458,309.5,1.719,19.98,0.016376,5431.0,0.717,0.802,-0.44,4.623,45.238392,15.309
3878,K04100.01,0,1.0,379.08202,23.99,253.0,87.66,1.181,1609.1,33.87,28.9,0.228834,5982.0,0.96,1.047,-0.04,4.493,40.98143,15.813
3879,K04168.01,0,1.0,0.536544193,0.9,1745.0,79.86,0.267,159.5,2.918,1.517,0.01136,5041.0,0.728,0.766,-0.16,4.597,45.92149,15.89
3880,K04169.01,1,1.0,1.005205893,0.85,1682.0,88.34,0.137,97.5,1.63,4.747,0.009003,5718.0,0.863,0.96,-0.08,4.549,43.566471,14.658
3881,K04170.01,0,1.0,43.796785,20.79,542.0,70.6,1.187,256.3,18.84,3.57,0.202282,6109.0,0.941,0.872,-0.6,4.432,44.837379,14.372
3882,K04171.01,0,1.0,0.952371227,21.96,1870.0,18.9,1.2,352.5,3.926,1.268,0.218302,6086.0,0.921,1.003,-0.26,4.511,48.210411,15.868
3883,K04172.01,0,1.0,1.089088292,1.28,1914.0,86.18,0.291,141.7,1.8599,4.376379,0.010985,6194.0,1.069,1.161,0.07,4.445,46.33176,15.693
