,pl_name,tid,disposition,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
0,1000.01,50365310.0,0.0,112.357708,-12.69596,-5.964,-0.076,2459229.630046,2.1713484,2.0172196,656.8860989,5.8181633,22601.9485814,3127.2040524,9.604,485.735,10249.0,4.19,2.16986
2,1002.01,124709665.0,0.0,104.726966,-10.580455,-1.462,-2.249,2459202.27787,1.8675878,2.2118642,1657.1471093,36.4328722,20641.4457009,3057.0657359,9.299501,943.109,8924.0,4.280836891891892,5.73255
3,1003.01,106997505.0,0.0,110.559945,-25.207017,-0.939,1.64,2458493.3957,2.74323,3.167,383.41,9.938092741891893,1177.36,1631.0,9.3003,7728.17,5388.5,4.15,1.3065279986486487
4,1004.01,238597883.0,0.0,122.178195,-48.802811,-4.496,9.347,2459229.549032,3.5775748,2.9347085,501.6028767,5.050111,8092.9691359,2419.0604472,9.1355,356.437,9219.0,4.14,2.1504
5,1005.01,169904935.0,0.0,120.704811,-11.101521,-26.932,-2.901,2458492.5552,4.55072,2.599,3620.0,6.54449,254.05,1112.0,9.1309,100.711,5613.0,4.317130000000001,1.09
6,1006.01,156115721.0,0.0,124.359239,-27.273521,-29.1,-6.8,2459229.984579,2.5047918,4.3797563,2270.5402194,8.6950898,1750.932635,1649.8220699,9.2386,435.93592702702705,6616.0,4.300829054054055,1.53429
8,1008.01,440801822.0,0.0,109.382839,13.395219,-17.9,1.3,2458492.52135,2.04936,2.234,249.5,1.71607,2107.05,1887.0,8.9362,144.297,6858.5,4.2,0.99
10,101.01,231663901.0,1.0,318.737012,-55.871863,12.641,-16.011,2459036.904104,1.4303691,1.6438728,19151.2162143,13.2504933,1281.241792,1525.9050967,12.4069,375.31,5600.0,4.48851,0.890774
11,1010.01,139853601.0,0.0,112.293981,-21.832912,-5.746,4.502,2459228.878101,0.6808702,2.4634563,1507.8006889,5.9115908,87140.6995884,4382.0266062,8.45086,485.122,9438.0,4.261024324324325,1.0
14,1013.01,97700520.0,0.0,107.286063,-31.933523,-3.973,7.061,2459232.248322,5.4255548,3.9637474,14939.6342222,11.672458498648648,273.5880696,1037.2753045,7.6095,510.295,8868.7,4.2615029729729725,1.461746312162162
17,1016.01,175310067.0,0.0,116.110771,-36.098285,-9.231,11.614,2459238.831138,12.6889415,7.9201001,3232.8527885,14.0608342,425.1594177,1158.1310368,10.6257,368.646,7601.0,4.31,1.53641
18,1017.01,182943944.0,0.0,124.726411,-37.78325,-11.278,9.593,2458518.96536,1.10422,2.37,14177.7,21.0448,39459.3,3926.0,10.6019,406.997,6995.2,4.07,1.61
19,1018.01,291555748.0,0.0,111.716019,-50.266567,-8.018,11.56,2458492.78078,4.95912,2.509,7440.0,22.9123,673.55,1419.0,10.6254,360.541,5889.0,3.86,2.0
21,102.01,149603524.0,1.0,87.139821,-63.988329,-15.641,26.046,2459384.943122,4.4119288,3.894,14790.0,15.2023,999.833,1566.0,9.7109,175.631,6280.0,4.32092,1.21
22,1020.01,140706664.0,0.0,128.381976,-43.828421,-5.814,4.328,2458521.29108,3.28892,3.793,10518.9,9.040947174324325,29832.6,3661.0,10.7173,906.827,8734.2,4.1,1.4792228243243242
23,1021.01,143994283.0,0.0,119.30075,-42.999149,-3.211,-15.082,2458492.90429,1.90879,1.909,618.482,3.34688,985.807,1561.0,10.5551,235.974,6022.6,4.52,1.22
25,1023.01,238374636.0,0.0,120.837688,-51.345626,-23.366,22.652,2459303.303969,1.3214483,3.435,2180.0,21.8839,35623.2,3827.0,9.697,316.398,5050.8,3.56,2.99
26,1024.01,141482386.0,0.0,86.820714,-72.422611,1.128,11.563,2458339.72276,18.0157,2.524,610.0,21.644,7.64364,463.0,10.0814,692.266,4709.0,4.294037837837838,7.61
28,1026.01,388624270.0,0.0,125.434634,-51.759442,47.228,-6.325,2459237.459734,14.2694372,6.9350494,1246.3921871,3.7255381,51.2588496,682.4360542,9.9138,105.677,5690.0,4.58,0.853898
31,1028.01,447283466.0,0.0,157.098337,-51.705409,30.65,-33.906,2458544.48066,1.01606,2.843,240.0,1.20704,2784.04,2023.0,7.9059,23.7748,4634.0,4.64,0.68
32,103.01,336732616.0,1.0,312.457488,-24.428694,10.426,15.62,2458327.25256,3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,11.5232,411.211,6351.0,4.22896,1.4
33,1030.01,464296022.0,0.0,155.831478,-57.590248,-26.184,22.489,2458551.32747,12.12369,4.849,6142.77,9.25664,223.195,1076.0,9.5706,78.41273,4807.6,4.17,1.07
34,1031.01,304021498.0,0.0,140.88389,-67.026006,-23.901,3.03,2459282.239861,5.6496834,2.5612882,1194.3338558,6.7892616,1226.2203257,1509.2524073,9.7318,270.771,6415.4,3.98,1.9220001
36,1033.01,149601557.0,0.0,87.282586,-60.498444,8.9,20.7,2459179.54455,29.0162503,6.507,1440.0,9.84223,159.189,1117.6650316945947,10.0163,219.94,6113.1,4.332780675675676,2.01
37,1034.01,400595342.0,0.0,134.441752,-49.000578,-4.837,4.109,2459283.337537,3.6344692,2.5339234,628.699015,4.2048368,5420.178349,2188.3820499,9.8174,363.44,9810.0,4.43,1.60776
40,1037.01,363260203.0,0.0,147.385172,-63.306478,-19.687,10.953,2459308.305635,1.2013272,3.4475374,427.3925883,3.7397226,22275.435005,3115.8482486,9.0211,279.698,9158.0,4.32,1.7416101
41,1038.01,90544017.0,0.0,128.454638,-49.940347,-15.5,7.0,2459273.371643,3.2235985,2.159,680.0,5.51341,2064.8,1359.7283705472971,8.7157,280.765,8904.0,4.09,2.17
43,104.01,231670397.0,1.0,319.949697,-58.148933,10.552,-10.658,2459038.863566,4.0872994,5.586113,3572.1712499,13.6237732,2242.3605401,1755.0767383,9.8638,316.678,6036.0,3.93359,2.2186699
44,1040.01,310483807.0,0.0,128.61421,-61.488262,-11.78,6.725,2458520.65674,2.55555,1.566,340.0,11.5901,3520.68,2145.0,8.3854,732.432,10037.0,4.274240945945946,6.04
45,1041.01,385624852.0,0.0,138.402252,-55.19791,-14.189,14.261,2459261.801216,8.30792,3.228,8350.0,43.1068,2276.25,1924.0,8.0981,305.034,9081.0,3.83,3.05
47,1043.01,90448944.0,0.0,128.302319,-52.714202,-9.496,14.659,2459305.355863,1.4415711,2.382,440.0,3.06814,4670.42,2303.0,9.5719,208.055,6902.0,4.25,1.52
49,1045.01,54044474.0,0.0,159.887704,-32.51188,-34.609,14.667,2459301.544126,3.7039994,4.277,7590.0,17.57,3546.13,2149.0,9.6306,300.696,7013.8,4.21,1.9
50,1046.01,309787037.0,0.0,126.419468,-60.907514,-1.536,-9.979,2459255.760033,1.3038898,2.0447388,747.4366999,4.9129908,8225.7238977,2428.9203951,10.0119,301.298,6762.0,4.11,1.75289
51,1047.01,370745311.0,0.0,144.581535,-67.505097,-35.412,24.084,2458544.79061,0.62627,0.666,1880.0,5.72162,3235.57,2101.0,10.2355,134.926,5622.0,4.5,0.93
52,1048.01,384549882.0,0.0,136.527702,-54.903922,-10.863,7.063,2458518.376,0.30412,0.748,1330.0,10.417,280833.0,6413.0,8.802,440.426,11892.0,4.14,2.52
53,1049.01,16288184.0,1.0,253.768848,-28.710584,-8.568,-5.562,2459363.821393,2.1805277,2.969175,16340.1353205,16.808853,1770.4650539,1654.404068,11.0657,314.995,6599.0,4.21017,1.2714601
54,105.01,144065872.0,1.0,337.457824,-48.003099,91.976,-6.861,2459084.58501,2.1846669,2.86528,11708.0228549,13.7028527,1362.1381428,1549.4409801,9.4995,137.544,5630.0,4.37759,1.23824
55,1050.01,66818296.0,1.0,239.962248,-28.061794,-8.1,-9.639,2459336.86788,3.7355697,4.3263124,16789.059561,21.0809254,1498.7596613,1586.9116502,11.0261,405.908,6650.0,4.1639,1.57323
57,1053.01,112395568.0,0.0,290.977117,-33.351416,-18.692,-8.192,2458657.999179,5.742625,2.860293,1105.760867,13.088532,3807.306765459459,1537.6399528662162,8.8849,263.729,5664.0,3.26574,3.86959
58,1054.01,366989877.0,1.0,302.114174,-54.317501,1.594,-15.903,2458664.970821,15.5077301,5.04936,636.1674517,3.0547686,104.8330856,816.1018114,8.4362,88.4343,6122.0,4.30881,1.17092
59,1055.01,320004517.0,1.0,293.286615,-54.532728,108.439,-82.632,2458661.062997,17.4712881,4.297932,1219.5496151,3.437103,53.3701121,689.3571404,8.0888,57.2651,5783.54,4.49925,0.974669
64,106.01,38846515.0,1.0,68.959816,-64.027039,10.845,-0.499,2459386.715318,2.8493824,3.806,7730.0,16.4149,3854.88,2195.0,10.3157,364.411,6900.0,4.438,1.77
66,1061.01,253990973.0,0.0,284.688908,-41.242483,24.978,-71.79,2458654.253249,0.540933,1.674337,257.347459,2.28501,1580.8349120905407,1299.1588128054054,9.7345,133.171,5525.0,4.25342,1.21935
67,1062.01,299799658.0,1.0,38.120968,-78.023683,107.847,30.732,2458325.426781,4.1150133,1.1960092,524.8418785,2.0840072,225.95716,988.8405704,9.478,82.1733,5394.0,4.50942,0.887336
69,1064.01,79748331.0,1.0,296.003935,-47.56203,-3.457,-100.891,2458656.66825,6.4438568,1.9034071,1067.3219754,2.4800254,60.8314178,712.2816141,10.0059,68.0726,4803.0,4.52079,0.737189
70,1064.02,79748331.0,1.0,296.003935,-47.56203,-3.457,-100.891,2458664.491265,12.2264881,2.1689136,1245.05985,2.5664499,25.8972395,575.3513252,10.0059,68.0726,4803.0,4.52079,0.737189
71,1065.01,7088246.0,1.0,286.36675,-50.06735,7.315,-0.862,2458654.347994,2.160344,1.828854,19357.992992,22.503541,2918.6198031175672,1312.6472619216215,13.2851,639.004,5780.0,4.32928,1.2
72,1066.01,201604954.0,1.0,285.096517,-54.893341,3.99,-37.19,2458657.832537,4.606184,3.121643,13793.034867,12.962219,1276.8082606770272,1183.8963991648648,11.9707,353.891,5670.0,4.3925,1.07
73,1067.01,201642601.0,1.0,288.672005,-59.57935,3.125,6.146,2459039.05091,3.1316589,2.3372757,13763.7161384,8.8310592,148.6554235,890.5635978,13.1686,263.609,4351.0,4.438,0.76701
74,1068.01,6663331.0,1.0,284.399762,-49.138513,11.096,-5.764,2458656.633231,3.180362,2.111521,21192.463324,13.446487,2741.6038866837844,1281.0739140364867,13.2887,535.383,5498.0,4.47934,0.92
75,1069.01,31858843.0,1.0,289.479212,-32.860124,-16.778,-31.803,2458655.579589,2.9776369,3.1240443,12242.3706105,14.0369087,865.49299,1383.3613518,10.4293,197.996,5703.0,4.25824,1.22026
76,107.01,92352620.0,1.0,313.783239,-34.135751,26.376,-44.947,2459039.335846,3.9502009,4.5643642,12813.7629308,19.7058959,1364.0898402,1549.9956992,9.6433,211.211,6153.0,4.18077,1.7103601
77,1070.01,31858844.0,0.0,289.478541,-32.861327,7.369837837837837,0.21055405405405409,2458655.579241,2.9776152,3.25697,43218.111683,26.88423,873.27,1386.5,15.7114,423.81898824324327,5740.0,4.29219,1.28
78,1071.01,120247528.0,1.0,280.184169,-58.459388,-27.094,-30.897,2458655.395924,3.553814,2.056578,9979.266691,12.539744,2099.860959135135,1349.107270872973,11.5803,290.198,5639.0,4.37172,1.07973
79,1072.01,140830390.0,0.0,75.627307,-72.913998,1.679,32.797,2459211.732146,12.8379689,9.8464123,10539.0192794,25.4886382,374.129,1225.0,11.7106,703.878,5765.0,4.34773,2.4494
80,1073.01,158297421.0,1.0,287.484402,-49.664942,3.827,4.878,2459036.472812,3.9228016,1.8736007,31510.9004906,13.3368705,91.167589,788.0973496,13.6699,300.67,4444.0,4.438,0.6983
82,1075.01,351601843.0,1.0,309.971209,-65.449699,-99.737,-59.95,2458654.250006,0.6047427,0.988221,912.4406978,1.8764454,528.02,1222.6,11.1186,61.4592,4046.0,4.60963,0.653189
83,1076.01,360742636.0,1.0,294.633694,-55.330269,5.382,-38.112,2458654.162996,2.5495659,2.5932887,14992.7247936,12.8879433,757.1265011,1337.863673,11.2474,248.46,5659.0,4.44653,1.03997
85,1078.01,370133522.0,1.0,306.928646,-56.462287,424.414,-1230.62,2458654.105455,0.5182385,0.7499959,797.2618567,1.1403833,255.1432066,1019.3322198,10.1165,20.373,3325.0,4.88693,0.390989
87,108.01,289793076.0,1.0,316.96148,-26.09672,3.479,-10.313,2458328.08383,3.0440541,2.5984575,22236.0165376,12.1086799,315.9871326,1075.3184542,13.163,421.855,5523.0,4.52192,0.809868
92,1084.01,380589029.0,1.0,268.890707,-61.7474,1.031,-17.577,2459388.903698,1.3484955,2.4052414,18542.7758196,15.9189668,2706.9622213,1839.6715758,12.2851,494.182,6346.0,4.38484,1.14759
95,1087.01,426077080.0,0.0,238.001011,-76.49349,-5.338,-9.267,2458630.77194,9.30992,3.464,2220.0,14.2968,215.208,1067.0,9.4142,416.25,6907.0,3.63,3.09
96,1089.01,129319156.0,0.0,228.84306,-52.885989,-10.161,-5.871,2458643.10264,4.73703,3.902,2410.0,25.7144,53821.0,4243.0,10.3918,778.127,11600.0,4.13,2.48
97,109.01,29344935.0,1.0,313.215475,-25.687376,1.053,-9.881,2458326.127889,2.7667479,2.5998083,14853.8243821,12.0222507,505.8869654,1209.5758909,13.2366,513.011,5346.0,4.48823,0.984866
98,1090.01,361034196.0,0.0,242.016315,-68.588832,5.989,2.514,2458628.96316,2.19296,4.586,4933.74,22.7769,31883.5,3722.0,10.0196,566.502,7009.8,3.6,2.95
100,1092.01,387079085.0,0.0,217.022882,-64.634285,-49.039,-21.072,2458601.38096,1.1923,3.119,3730.0,30.666,40771.2,3958.0,9.0039,209.919,6534.0,3.95,2.04
103,1096.01,375225453.0,0.0,133.826684,-73.173308,-21.883,19.084,2459307.93577,0.9209526,1.8602735,360.8801529,5.7349089,32740.3629399,3430.7622437,10.11,490.288,6553.0,3.65,2.8908899
106,1098.01,383390264.0,1.0,192.589285,-88.121111,-18.776,-18.086,2458629.909005,10.1826982,2.8918097,688.0316535,3.1306969,198.3947855,957.199169,8.7581,105.096,6153.0,4.34814,1.14582
108,110.01,281459670.0,1.0,5.618525,-59.942589,-22.309,-4.893,2458328.040318,3.1743474,2.6515124,15154.038161,14.4066833,718.9106151,1320.652244,11.6714,342.14,5943.0,4.42524,1.15706
110,1101.01,271581073.0,0.0,319.551469,-77.529113,16.363,-5.515,2459037.441764,2.6690078,1.7690728,3344.0407571,10.2264744,1697.6918898,1637.1349048,10.5891,262.794,5803.5,4.07,1.56013
111,1102.01,311890977.0,0.0,263.003209,-76.858265,-33.273,-100.013,2458627.80423,6.63371,2.122,1555.34,2.75375,2153.5816254567567,1377.7303526418918,10.5652,58.0624,4138.1,4.54,0.63
117,1108.01,295599256.0,0.0,274.221618,-68.197779,6.355,-13.85,2458655.54872,7.14386,1.467,11146.4,22.1531,3651.4076076162155,1472.9941144770269,9.941,417.08,7860.0,4.15,1.91
118,1109.01,50309953.0,0.0,30.198486,-77.610376,58.003,-33.25,2459083.35168,7.04083,2.979,1580.0,8.46404,852.336,1505.0,9.7906,102.238,5317.0,4.49,0.91
119,111.01,355703913.0,1.0,0.774487,-62.469317,2.894,4.911,2458326.10505,2.1061607,1.4673445,11945.1621709,12.5432421,691.8411192,1308.0409554,13.183,508.842,5380.0,4.4337,0.940697
120,1110.01,446549905.0,0.0,286.791829,-58.697242,3.879,-6.843,2458654.60889,2.45466,2.331,4220.0,10.9489,1347.37,1687.0,9.6789,243.838,6610.0,4.15,1.64
121,1111.01,412014494.0,0.0,291.373783,-60.941042,15.517,-8.387,2458663.00191,11.46597,1.698,7250.0,19.5843,48.7332,736.0,9.3871,312.461,7262.0,4.0,2.13
122,1112.01,369864738.0,0.0,163.628917,-87.269735,-5.215,-8.358,2458626.54168,2.78186,2.456,490.0,4.92567,1323.21,1680.0,9.5162,292.085,6819.0,3.92,2.21
123,1113.01,290348382.0,0.0,328.710839,-77.337433,247.896,-157.626,2458658.78715,6.44049,1.854,7920.0,4.90147,7.46851,460.0,9.66865,23.8853,3469.0,4.71,0.53
128,1118.01,90919952.0,0.0,277.432937,-44.625506,-0.54,-5.003,2458660.16316,4.13812,3.911,5560.0,10.629589239189189,613.964,1386.0,10.5084,396.21151756756757,4898.4,4.288813243243243,1.5305332324324326
130,112.01,388104525.0,1.0,55.933639,-65.19378,21.126,16.543,2459307.332998,2.4997996,2.865171,14621.2059647,13.8516093,907.8624196,1399.9894384,11.6035,302.448,5650.0,4.28867,1.13732
131,1120.01,143257766.0,0.0,293.389272,-45.892667,11.184,3.978,2458656.44854,1.66255,3.285,6140.0,13.1846,6967.56,2545.0,10.4063,386.323,7301.0,4.23,1.64
132,1122.01,304774444.0,0.0,281.369481,-52.262928,4.1,-24.9,2458658.77421,3.62654,3.298,910.0,4.22803,944.609,1056.5899561175677,10.2934,249.826,6317.0,4.332282162162162,1.38
136,1126.01,405862830.0,0.0,279.062469,-43.620606,6.138,10.755,2458658.24805,1.62652,3.355,975.82,2.62267,2204.18,1908.0,10.3579,97.8115,5034.0,4.64,0.76
137,1127.01,269450900.0,0.0,292.195297,-36.00026,1.909,-0.117,2458657.63073,2.32439,4.453,2704.18,11.521398483783784,1448.7088521135136,1324.6863759932435,7.3163,177.741,8268.5,3.93,1.5009686067567565
138,1128.01,425721385.0,0.0,289.761799,-43.074223,17.105,-55.58,2458663.15245,13.5499,1.795,1180.0,6.24633,31.6652,660.0,9.7298,222.529,6209.0,4.09,1.63
139,1129.01,91576611.0,0.0,284.157959,-29.398357,17.883,-14.764,2458659.06927,4.43651,3.365,1520.0,19.9664,8233.41,2653.0,8.7823,247.414,7101.9,3.91,2.32
140,113.01,97409519.0,1.0,332.714337,-30.749719,-0.71,-14.516,2458327.053085,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,12.1893,448.637,6050.0,4.45061,1.02
141,1130.01,254113311.0,1.0,286.376004,-41.43764,12.538,-27.18,2458657.89805,8.34998,1.836,16680.0,11.1424,19.9348,588.0,10.1429,58.2609,4236.0,4.52,0.74
142,1130.02,254113311.0,1.0,286.376004,-41.43764,12.538,-27.18,2458658.73805,4.06719,1.783,2152.9,3.51616,48.044,733.0,10.1429,58.2609,4236.0,4.52,0.69
144,1132.01,267489265.0,0.0,298.781281,54.781445,-7.484,-20.775,2458683.6794,1.55058,2.956,303.895,3.48188,1570.2480350945946,1388.1156501567566,9.2293,286.668,7851.0,4.17,1.82
145,1133.01,69997672.0,0.0,294.824079,31.958037,-5.049,-28.421,2458684.2349,1.80709,3.297,450.0,4.86242,7233.01,2569.0,9.11458,233.369,6244.0,3.84,2.2
146,1134.01,122220263.0,0.0,290.02096,36.637774,21.767,15.98,2458688.52795,5.86081214054054,7.142,11740.0,18.2358,1846.7017257783784,1311.2421943162162,9.03609,170.732,6277.0,4.09,1.65
153,1138.01,110428269.0,0.0,291.463084,25.189437,1.467,-4.587,2458684.20504,0.64971,2.076,620.0,6.23181,83182.0,4731.0,8.90601,395.12,9994.0,4.02,2.59
155,114.01,25155310.0,1.0,63.374706,-69.226593,63.134,53.433,2459363.488348,3.2887878,3.4163602,6985.0891761,10.4354627,759.3379892,1338.839545,10.6103,216.526,5800.0,4.28004,1.24175
156,1140.01,320525204.0,0.0,264.961539,56.078974,-4.979,13.371,2459400.983335,13.7429532,2.4486586,5400.6190333,15.9133312,157.5829962,903.6434146,8.88797,121.182,5941.5,4.3056005405405395,1.3420399
157,1141.01,159510109.0,0.0,247.534722,80.307766,-18.335,66.536,2459425.490038,16.9487087,4.2887767,156467.5479643,45.2204505,78.263287,758.5937679,8.8523,97.3391,5894.7,4.37,1.1179
158,1142.01,284450803.0,0.0,290.708965,56.615386,6.716,-14.218,2459439.857432,3.3687742,2.137,4080.0,21.4071,3638.63,2163.0,8.64028,299.294,7518.0,3.82,2.68
159,1143.01,160268701.0,0.0,182.538652,77.352264,-36.299,4.191,2458694.07875,11.19602,4.265,2814.4,13.4737,872.4815701581082,1184.3334117581082,8.63287,191.984,6152.0,3.84,2.31
160,1144.01,28230919.0,1.0,297.710176,48.081864,125.984,232.988,2459420.376531,4.8878006,2.350167,4214.7194651,4.8624817,100.8644963,808.2660375,8.5077,37.7647,4757.3,4.56,0.759854
161,1145.01,350995812.0,0.0,291.92142,36.529898,6.892,6.137,2458685.81643,2.97164,1.534,7350.0,11.810701102702701,3089.18,2076.0,8.5011,438.395,8562.5,4.280081351351352,1.5887501459459459
162,1146.01,21755546.0,0.0,292.286802,30.297329,2.072,-1.714,2459420.415267,0.660179,1.6349369,473.0939303,6.1672487,252487.7638842,5717.1532477,8.40386,411.307,8598.7,4.1,2.62432
163,1147.01,288391628.0,0.0,266.962207,83.428826,0.631,34.935,2458692.14224,10.92746,1.928,4050.0,25.4722,104.906,891.0,8.36544,218.258,6259.0,3.59,2.92
164,1148.01,349827430.0,1.0,161.909027,71.655727,-56.184,-34.808,2459606.364026,5.5514883,4.226,9490.0,15.5824,554.563,1351.0,7.9179,96.5173,6403.9,4.16,1.55
166,115.01,281541555.0,1.0,6.70264,-56.316102,21.46,7.316,2458329.902014,4.7423785,2.5318098,12264.0798735,10.3896303,209.7694575,970.6335828,13.0417,453.808,5377.0,4.42476,0.877585
167,1150.01,16740101.0,1.0,307.8599,39.938916,16.728,21.478,2458683.441986,1.4811391,3.9824764,7071.7954395,20.3171439,33325.267092,3445.9832274,7.58204,204.455,9435.0,4.11,2.28773
168,1151.01,69679391.0,1.0,294.661413,31.2192,3.096,-6.157,2459441.668735,3.4741267,3.323,14740.0,20.5828,3478.23,2139.0,7.55216,136.426,8894.8,4.38,1.62
172,1158.01,379931600.0,0.0,293.427359,29.596296,5.169,-0.368,2458685.4338,2.92564,4.027,6572.91,11.6113,3215.585188308108,1386.6724271756757,9.5967,397.81992972972967,4884.5,4.2734393243243245,1.3
173,1159.01,48188920.0,0.0,282.42081,48.098942,4.164,-0.766,2458683.94707,0.73774,0.636,524.852,5.28215,1656.3857161472974,1310.2250498675676,9.5937,292.83,6449.5,3.94,2.1
174,116.01,238176110.0,1.0,357.846434,-70.152862,96.185,-1.747,2459037.52846,2.7985794,2.3401436,16701.5502513,11.7640752,332.5563668,1089.1459134,11.0443,149.942,4920.0,4.49371,0.906655
175,1161.01,158324245.0,1.0,286.971388,46.868246,-4.401,-15.78,2459420.733727,1.7635888,3.2515849,8089.2307524,10.868366345945946,4461.1549119,2084.4024532,10.2306,519.096,7986.1,4.282640405405405,1.3054457175675676
178,1165.01,458478250.0,1.0,232.146641,66.35871,0.434,-12.217,2459667.216598,2.2552865,2.2715394,19348.2309661,13.8872745,846.4680409,1375.6957354,9.76703,126.261,5787.0,4.5,0.962706
179,1166.01,138361973.0,0.0,293.764981,37.53859,-2.77,-79.214,2458684.93372,1.88327,2.472,846.992,3.79016,3978.944944427027,1452.3188592027027,9.7604,153.743,5900.4,4.39,1.18
180,1167.01,232967666.0,0.0,198.152378,71.618139,-61.39,2.78,2458689.11633,15.196,1.792,1970.0,4.96345,550.7165588162163,1055.411823871622,10.3874,209.618,5807.0,4.341198648648648,1.14
181,1168.01,41330864.0,0.0,301.710466,38.431023,8.657,-3.67,2458684.84464,2.136,1.74,10663.6,17.6596,1607.76,1764.0,10.381,274.162,5969.0,4.17,1.55
183,117.01,322307342.0,1.0,15.006077,-58.904724,22.522,7.594,2459063.655791,3.5862962,3.3710943,5729.3246858,16.4747611,1787.5955937,1658.3915202,11.7806,603.955,5704.8,3.84,2.00441
184,1170.01,294176967.0,0.0,300.805115,52.040842,-5.735,-5.495,2458683.48115,0.91397,1.955,883.802,10.9073,12286.1,2933.0,10.349,880.107,7875.0,3.61,3.34
185,1171.01,101929303.0,0.0,299.273862,35.988359,3.425,0.583,2458684.23414,11.18644,3.227,4181.94,14.9183,1032.7371489216216,1243.8350126081082,10.3075,482.763,7266.0,4.06,2.1
188,1175.01,30329585.0,0.0,289.238688,31.323574,-9.775,-45.409,2459437.549479,7.5022708,2.605,1760.0,5.55812,129.866,940.0,10.2026,216.517,6229.0,4.31,1.27
190,1177.01,169177766.0,0.0,297.30004,41.326844,1.815,0.92,2458684.33812,1.69127,3.206,718.149,10.033548237837836,1166.0766919189186,1158.3835206662163,10.1617,602.899,9121.5,4.21,1.2257601472972972
191,1178.01,359496368.0,0.0,279.101036,55.391781,184.868,-42.647,2458685.17855,2.6659,3.507,589.288,1.34277,353.396,1207.0,10.1358,36.7224,4043.4,4.69,0.5
193,118.01,266980320.0,1.0,349.559266,-56.903986,313.918,-20.177,2459083.50855,6.0344569,2.2074496,1575.3742211,4.7643959,224.0237478,957.0,9.179,94.1719,5586.0,4.36763,1.05168
195,1181.01,229510866.0,1.0,297.215817,64.354351,-5.676,0.188,2459609.811859,2.1031937,4.0964613,6662.0653434,15.9900196,4095.3526946,2040.2931756,10.079,302.819,6122.0,3.93,1.92663
196,1182.01,341544930.0,0.0,201.614657,65.306346,-21.314,18.923,2458689.7917,7.64245,2.684,5254.46,18.5438,491.512,1311.0,10.0049,465.30509729729727,6496.7,4.258663378378379,2.33
197,1183.01,258777137.0,0.0,286.74712,71.712377,-20.36,17.32,2458686.00278,5.92932,3.285777,14056.629845,13.770992,223.1421236,985.7462646,9.9478,112.868,5095.6,4.321567162162162,1.06469
199,1185.01,83210867.0,0.0,297.459433,34.829667,19.777,11.228,2458684.47451,1.19573,1.569,800.0,5.07792,1731.95,1797.0,9.94025,246.798,5997.0,4.0,1.73
202,1188.01,15247229.0,0.0,306.730853,38.93227,6.103,2.194,2458687.19253,8.5112,3.486,4172.76,11.20227127027027,1745.4767593432432,1305.839414741892,9.886581,347.452,8156.0,4.35,1.2709781635135136
206,1191.01,237185205.0,0.0,283.526697,37.720014,1.209,-2.212,2459441.423236,15.7335693,3.288,2540.0,24.3218,367.588,1219.0,9.7831,355.809,6800.0,3.91,2.21
208,1193.01,89643259.0,0.0,301.41088,33.049205,7.326,-5.412,2458684.20475,2.22223,2.381,3034.8,22.2948,2325.1889082013518,1374.880500204054,10.4813,501.963,7166.8,4.280459459459459,3.68
210,1195.01,24364065.0,0.0,291.12047,33.273702,-7.067,-2.648,2458686.84696,4.05135,2.4,1132.23,14.2359,5914.006840335134,1413.6722287527027,10.4717,500.014,4974.4,4.2828674324324325,3.85
213,1198.01,203189770.0,1.0,304.800032,32.581045,2.239,-0.113,2459420.242675,3.6126738,4.0510283,10700.4436741,18.3669683,3669.2213192,1985.0124117,10.4219,470.878,8324.0,4.28,1.71135
215,120.01,394137592.0,1.0,4.447163,-66.358928,64.763,-5.056,2458332.082805,11.535076,8.555958,2389.90616,12.215808,1534.9195450648647,1336.107607522973,7.1062,79.5702,5479.3,3.77,2.48771
216,1200.01,288185138.0,0.0,222.841424,82.952258,-32.468,28.147,2458683.82537,0.83515,1.069,1960.0,7.17826,7547.82,2596.0,10.402,224.444,6105.0,4.31,1.24
217,1201.01,29960110.0,1.0,42.2477,-14.537283,164.059,46.626,2458411.670877,2.4919771,1.4338141,2093.9594201,2.2187585,39.6452664,639.9817426,10.9473,37.8871,3948.0,4.68962,0.482388
218,1202.01,327017634.0,0.0,210.427355,-63.852645,4.131,4.432,2458614.434411,16.682699318918917,2.726775,878.134108,1.710706,9.5212941,448.0162269,8.386,818.829,3773.0,4.438,0.577983
219,1203.01,23434737.0,1.0,168.226736,-34.406937,292.931,-44.783,2458553.062116,25.5195307,6.6877451,558.3758637,2.9641461,45.6335702,662.8890748,7.9995,64.9943,5742.22,4.29,1.17321
222,1206.01,308034948.0,0.0,180.325704,-60.200439,-6.538,-1.401,2458569.713498,0.831542,1.985538,248.969585,1.881684,3776.6095365,1999.3796659,8.6014,1698.55,5824.0,4.438,1.1512
229,1210.01,33878688.0,0.0,66.221959,-73.333516,-21.388,-39.668,2459187.35945,79.3737538,5.38,1227.0,2.17338,3.14253,370.0,11.1762,144.133,5168.33,4.60584,0.77
