,pl_name,tid,disposition,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
610,1550.01,241065596.0,0.0,21.736201,49.388653,1.485,-0.782,2458765.12677,1.62315,1.438,2470.0,20.948,1004.5,1568.0,10.2936,816.238,6628.0,3.43,4.06
614,1554.01,299158887.0,1.0,289.226288,49.548281,14.337,23.364,2459444.896746,9.4341221,2.531,4020.0,6.18857,45.6292,724.0,11.0579,194.033,5450.4,4.48,0.94
615,1555.01,441732151.0,0.0,257.876742,72.135555,1.411,11.342,2458712.08879,2.09989,0.908,27336.4,10.1564,422.491,1263.0,10.1688,169.788,6025.3,4.46,1.04
616,1556.01,405794804.0,0.0,324.714399,65.039172,8.796,3.611,2458740.21873,1.44127,2.605,2750.0,9.20279,22433.7,3409.0,9.79455,315.386,8009.0,4.29,1.65
617,1557.01,320506985.0,0.0,8.163572,54.654594,18.638,-1.434,2458765.31897,1.08697,1.967,860.0,4.98445,2889.01,2042.0,10.4925,285.876,5751.0,4.0,1.69
619,156.01,220518305.0,0.0,41.467598,-64.320687,29.82,4.632,2459128.64364,14.152,3.599,3800.0,10.6751,288.531,1148.0,10.294,234.138,5823.9,4.6,1.28
621,1561.01,245462406.0,0.0,38.821696,55.703217,7.133,-7.668,2458791.81704,2.27456,3.32,1020.0,13.266,21521.5,3374.0,10.2948,551.666,6777.0,3.55,3.35
622,1562.01,249862365.0,0.0,38.123017,52.704091,41.218,-46.098,2458791.5299,0.98999,2.05,420.0,3.95137,7729.29,2612.0,9.10226,184.69,6208.0,3.99,1.84
626,1566.01,256414077.0,0.0,15.606503,60.715521,-1.996,-2.246,2458793.38207,3.01106,3.073,1617.22,7.20703,1281.74,1666.0,10.5907,377.17,6516.0,4.292247972972973,1.63
628,1568.01,284050395.0,0.0,8.989872,65.026035,114.792,-33.288,2458765.47569,1.35932,2.831,2840.0,10.3751,15609.5,3113.0,9.74734,104.358,5421.0,4.46,0.94
630,157.01,140691463.0,1.0,73.70144,-76.680606,11.712,-18.922,2459385.493775,2.0845398,1.714,12920.0,13.0435,400.351,1246.0,12.0166,355.683,5638.0,4.35,1.11
631,1570.01,285674856.0,0.0,53.196298,51.884502,1.126,-14.844,2458790.81038,1.74626,3.88,1110.0,5.62786,17804.9,3218.0,9.4883,294.123,8348.0,4.24,1.8
632,1571.01,285677945.0,0.0,53.098973,50.49904,-0.061,2.251,2458791.56106,1.2427,1.563,663.745,6.05271,1263.34,1660.0,10.2353,317.968,5624.8,3.92,2.14
633,1572.01,292321872.0,0.0,31.902189,45.500156,-3.046,-3.82,2458794.15217,8.66698,6.104,9854.3,27.4804,2647.36,1998.0,10.4562,505.331,6322.2,3.77,2.52
634,1573.01,302773669.0,1.0,42.436612,71.753088,90.982,-33.197,2458809.070898,21.2164121,3.1090959,6190.2498718,12.4959787,114.0182477,833.4188907,7.6353,78.0863,5925.0,4.1,1.55106
635,1574.01,307111282.0,0.0,14.640115,50.936428,84.427,51.422,2458804.60057,27.59738892837838,9.597,7440.0,11.3282,939.0270879891893,1164.5975696351352,10.2978,186.665,5791.0,4.29,1.21
636,1575.01,316254876.0,0.0,51.988839,54.865617,22.779,-16.16,2458793.17459,2.46094,3.091,5508.87,13.5975,7399.96,2583.0,10.3775,248.563,5429.5,4.01,1.67
638,1577.01,332154944.0,0.0,19.278636,57.514232,63.025,-25.533,2458791.36882,0.99837,1.632,2730.0,5.29489,2465.96,1963.0,9.60027,143.575,6082.0,4.39,1.13
639,1578.01,348135793.0,0.0,34.376965,56.42149,2.649,-5.512,2458791.58678,1.97741,6.549,5470.0,17.5768,46143.6,4083.0,10.1042,341.514,6742.0,3.95,2.11
640,1579.01,354400186.0,0.0,27.738026,48.352316,5.02,-6.988,2458794.28172,9.07768,2.78,19171.9,9.092880135135134,1012.12,1571.0,9.7745,524.755,8393.7,4.01,1.3419148513513512
641,158.01,403136413.0,0.0,333.578718,-55.378981,-8.312,4.153,2458326.37811,2.51266,2.411,2790.01,13.3617,793.471,1478.0,11.2314,601.367,5988.0,4.08,2.3
642,1580.01,354469661.0,1.0,28.282572,52.053921,26.511,6.165,2458792.47078,4.79539,4.834,6650.0,18.0648,1025.7,1576.0,9.17925,233.22,6333.0,3.86,2.18
644,1582.01,374400599.0,0.0,34.69789,64.356382,-4.588,-2.918,2458791.8149,1.89253,3.451,14119.9,26.7733,28527.4,3620.0,10.0188,386.181,6904.3,4.05,2.05
645,1583.01,403256331.0,0.0,4.249336,58.679253,0.654,-2.856,2458765.82123,3.77188,2.923,450.0,10.0329,5181.65,2363.0,9.5425,867.296,10097.0,3.52,4.62
646,1584.01,418987806.0,0.0,6.519425,63.319412,-13.0,-0.308,2458791.06276,0.88654,1.679,870.0,24.9348,64431.5,4438.0,9.27904,479.659,6919.0,3.36,4.27
647,1585.01,444415148.0,0.0,6.308908,62.543115,-4.209,-3.54,2458764.8746,1.83641,2.222,470.0,10.6176,9124.8,2722.0,8.9676,670.885,9542.0,4.36060054054054,5.03
649,1587.01,458914949.0,0.0,48.423422,61.907831,14.079,-12.14,2458796.59728,12.523,4.441,1040.0,8.08136,350.233,1205.0,10.2543,563.997,7275.0,3.91,2.51
651,1589.01,52041724.0,0.0,14.119486,65.679038,-0.493,11.141,2458800.80678,5.338749568918918,4.026,12650.0,21.6371,2297.9306445648645,1370.54526085,9.87542,278.829,7455.0,4.17,1.78
653,1590.01,71854745.0,0.0,26.299423,54.56844,0.568,-3.837,2458793.51014,3.10315,3.535,1760.07,10.407756087837837,50910.7,4184.0,10.2146,749.127,9050.3,3.96,1.342931687837838
654,1591.01,82010657.0,0.0,48.753158,60.238195,26.702,-8.408,2458807.93693,5.148692767567567,8.06,3010.0,10.4319,2064.7800269959453,1478.3481644945948,9.64805,282.1,7519.0,4.22,1.7
655,1592.01,186599508.0,0.0,45.08847,39.068266,93.001,-71.02,2458794.89641,5.6318074,3.4553092,1186.1481873,4.8217692,474.4919122,1190.3562406,9.76636,170.592,5669.9,4.16,1.38826
657,1594.01,201154493.0,0.0,56.143332,41.064351,2.194,-4.724,2458792.1989,1.51233,2.59,640.0,11.1245,18303.0,3240.0,9.7479,831.907,9447.0,3.54,4.35
658,1595.01,385105624.0,0.0,50.808098,46.682113,15.52,-16.13,2458793.37454,1.74903,1.851,3390.0,9.17868,2080.28,1881.0,10.4511,295.452,6222.3,4.15,1.53
660,1597.01,68152139.0,0.0,44.401798,40.016703,-35.041,-13.655,2458792.46525,0.73772,1.057,980.0,4.68288,1958.84,1853.0,10.1342,226.234,6001.0,4.14,1.49
662,1599.01,129979528.0,1.0,36.712738,37.550444,-0.976,-8.977,2458791.414296,1.2198679,2.8602527,13474.8050205,19.1782156,9391.7427883,2510.7663361,7.87611,121.944,7398.5,4.25,1.60242
663,160.01,253917293.0,0.0,337.500827,-31.924356,28.377,-27.285,2458327.37627,4.608,3.383,3213.22,7.99698,724.001,1445.0,11.2901,341.854,5935.0,4.29,1.28
664,1600.01,187029841.0,0.0,34.555963,38.478824,7.486,-15.684,2458791.80096,0.36113,1.87,970.0,6.69136,2677.39,2003.0,9.66027,252.419,6056.9,3.99,1.95
665,1601.01,139375960.0,1.0,38.361569,41.013432,21.708,-0.874,2458793.27728,5.33155,6.191,4220.0,14.6101,1071.42,1593.0,10.1035,336.608,5917.0,3.78,2.22
667,1603.01,73448352.0,1.0,38.308075,30.360453,-13.885,-10.911,2458794.3362,4.73231,3.309,8190.0,16.0332,1739.15,1799.0,10.1868,282.096,6739.0,4.21,1.56
668,1604.01,118301361.0,0.0,34.195855,29.570473,6.464,-5.574,2458793.39828,3.46608,4.403,1620.0,20.8363,23536.1,3450.0,9.08054,380.062,7249.8,3.69,3.02
671,1607.01,26433869.0,0.0,56.814344,30.149498,3.816,-3.391,2459471.339568,1.0357235,1.366,480.0,15.828,1358.51,1691.0,8.4107,329.591,4963.0,4.313796756756756,7.83
675,1611.01,264678534.0,1.0,325.201645,84.333761,345.178,63.044,2459412.155726,16.2017032,3.2368346,874.4061947,2.7436482,25.5768352,573.5634271,7.5825,28.2938,5071.0,4.58,0.780338
676,1612.01,268403451.0,1.0,277.478075,85.233321,-15.354,24.461,2459581.537354,2.8641347,2.563,9320.0,15.2526,878.2,1516.0,10.0521,234.149,6082.0,4.13,1.53
677,1613.01,272625214.0,0.0,356.318574,62.142699,15.96,0.67,2458769.60834,5.24666,3.377,1600.0,5.64511,577.609,1365.0,10.4641,304.76,6651.0,4.27,1.44
678,1614.01,317397615.0,0.0,349.796329,75.017864,-5.462,-18.639,2458765.40805,0.74374,1.571,610.0,9.88119,2623.74,1993.0,10.2351,423.272,5182.0,4.302504729729729,4.04
681,1617.01,322202434.0,0.0,325.32505,68.807202,51.799,29.15,2458739.31801,1.4014541,1.3629966,294.6168078,1.6469902,1255.2244775,1518.0990185,10.2505,133.496,5521.0,4.48,0.942619
682,1618.01,376838000.0,0.0,340.909648,69.091928,11.937,2.525,2458765.05965,2.1679,1.39,560.0,5.32848,10508.5,2820.0,9.9272,451.796,10596.0,4.27,2.0
687,1622.01,388076005.0,0.0,318.049804,68.05247,54.237,29.051,2458955.866361,1.7140193,5.2335867,1943.5043347,4.6068288,1384.3144736,1555.7092698,9.39435,113.845,5932.2,4.48,1.00137
689,1624.01,461387302.0,0.0,3.021798,66.650523,19.05,-8.532,2458765.95018,5.80783,4.91,560.0,3.06399,1025.36,1576.0,10.2763,234.455,6406.0,4.34,1.27
690,1625.01,470852531.0,0.0,359.741171,61.554089,37.502,-13.408,2458765.53404,1.49446,2.114,890.0,4.21366,3024.1,2065.0,10.2918,269.476,6587.0,4.27,1.43
691,1626.01,157586003.0,1.0,279.262473,40.018691,8.779,0.25,2459391.184996,3.3326235,3.7137393,8444.6301301,16.4075155,1512.994603,1590.6663517,12.0545,610.176,5768.2,4.0,1.6948299
692,1627.01,424435940.0,1.0,274.701253,45.172219,32.58,47.14,2459393.375248,5.0172112,3.6526308,14240.7890847,13.3413321,404.7115535,1143.9476493,11.2311,290.404,5930.0,4.4,1.10013
693,1628.01,284475976.0,1.0,291.162386,55.473027,6.141,-27.969,2459420.312281,2.1436352,3.1090675,9245.6164668,17.9842643,3410.2627593,1949.0218602,11.1541,454.144,6148.0,4.01,1.77061
694,1629.01,310003988.0,1.0,224.872859,46.9601,5.323,-7.851,2458932.2066,4.5421678,4.2419645,9240.6629722,17.1742917,1096.8596469,1467.7683357,11.191,435.156,5939.3,4.0,1.72829
695,163.01,179317684.0,1.0,79.768253,-71.895527,7.14,16.374,2459365.506797,4.2311153,4.3278835,7240.2902435,14.5356227,1489.1135452,1584.3520973,10.8719,411.719,6671.0,4.14,1.6640199
698,1632.01,51024887.0,0.0,42.155188,62.18926,112.945,-104.348,2458797.344998,8.2491871,4.9807847,117724.0282614,8.0476984,1.1552603,264.4172054,14.9885,41.5305,2990.0,5.13581,0.165066
699,1634.01,201186294.0,1.0,56.39061,37.11228,81.643,13.486,2458791.515001,0.98933,1.0357615,1519.669587,1.8303854,122.2150262,848.0098579,11.0136,35.2736,3455.0,4.76798,0.465258
700,1635.01,230086768.0,0.0,246.624072,66.144224,-48.099,141.604,2458736.130549,34.9272724,2.7024518,108977.5862829,14.0292151,0.8171148,242.4881464,13.4447,89.6716,3496.0,4.9,0.389199
704,1639.01,348673213.0,0.0,35.807322,56.570014,20.893,-34.883,2458791.468047,0.901465,2.5562155,3156.5658264,3.4348127,325.5470241,1083.3609617,12.974,153.986,3896.0,4.64192,0.611023
705,164.01,79395355.0,0.0,320.054292,-51.309972,18.03,-14.704,2458328.33733,7.31898,3.771,3809.3,8.79673,468.718,1296.0,11.407,360.131,5926.0,4.27,1.3
706,1640.01,396562848.0,1.0,44.338874,76.551405,691.036,-399.685,2458792.603719,1.9495213,0.6758368,2184.504585,1.2571619,23.3725084,560.7846027,11.0548,18.2276,3414.0,4.97292,0.260187
710,1644.01,22843856.0,0.0,39.006522,25.588461,4.7,-17.0,2459521.618633,1.8497201,1.757,5750.0,11.2477,2139.72,1405.0231075635136,9.8203,163.49,6019.0,4.438,1.24
711,1645.01,184679932.0,0.0,32.294112,40.401942,20.364,-14.744,2458791.425546,2.1721416,2.7480823,17864.5520776,18.0850347,1872.5289135,1677.7485906,9.25319,146.653,6198.0,4.27912,1.30937
712,1647.01,154927364.0,0.0,207.874218,84.071615,-14.658,8.105,2458688.99201,6.97378,2.777,9642.49,20.7856,334.906,1191.0,10.249,306.502,5821.7,3.97,1.92
716,1650.01,122485078.0,0.0,76.851285,36.275085,3.558,-0.776,2458822.09874,9.1505,2.986,1370.0,11.1497,272.763,1132.0,10.0106,463.156,7719.0,3.74,3.02
717,1651.01,138168780.0,1.0,94.792955,73.827567,-16.643,-22.593,2459393.628255,3.7649919,3.0040283,13528.571355,17.7813961,1290.1287184,1528.5442309,9.88278,235.479,6724.0,4.29,1.4177001
723,1657.01,27677846.0,0.0,66.370139,46.365902,-59.115,9.559,2458821.44854,5.62583,3.422,1360.0,4.01095,1320.9,1679.0,9.5668,78.7137,5304.0,4.6,0.79
727,1660.01,311121985.0,0.0,85.581285,49.513452,26.89,-70.465,2458818.07142,1.3567,2.11,410.0,3.73817,3045.37,2069.0,9.00007,187.823,6375.0,4.0,1.86
728,1662.01,339538183.0,0.0,93.318904,63.685008,-4.99,0.594,2458818.58553,2.60943,1.463,3440.0,21.2194,3040.87,1233.8773779472974,9.7053,294.292,7235.0,4.257081891891891,1.78
729,1663.01,353367071.0,0.0,89.934847,33.506969,-3.075,-6.438,2458819.39874,2.37532,2.957,1940.0,13.5855,24634.5,3490.0,9.84095,402.261,7895.7,4.06,2.11
731,1665.01,354006740.0,0.0,88.369051,37.339411,-45.908,83.682,2458819.00417,1.76406,3.086,870.0,12.3762,40901.7,3961.0,6.4018,66.5241,6481.7,4.330766891891892,2.03
732,1666.01,368536386.0,0.0,89.420179,36.765805,-2.947,-1.976,2458818.74012,1.69433,2.169,650.0,5.20733,3651.29,2165.0,10.3693,428.948,7185.0,4.04,2.0
733,1667.01,409183335.0,0.0,81.807832,38.597453,-0.5,-17.0,2458818.22815,3.32125,4.304,5760.0,25.5824,12389.8,1231.9404663621622,9.7229,225.941,7174.0,4.2873885135135135,1.76
734,1668.01,417705690.0,0.0,348.607533,76.93432,4.034,10.082,2458957.43883,2.36332,3.671,770.0,3.79344,11293.9,2871.0,10.0233,130.543,5420.0,4.38,1.04
737,1670.01,441739020.0,1.0,259.017252,72.161181,-6.094,5.154,2459688.133557,40.7500522,5.179,6310.0,10.9038,26.2147,630.0,9.4682,168.067,6453.0,5.20004,1.31
738,1670.02,441739020.0,1.0,259.017252,72.161181,-6.094,5.154,2459677.534792,10.9836456,2.705,250.0,2.15082,78.722,829.0,9.4682,168.067,6453.0,5.20004,1.31
740,1672.01,468828873.0,0.0,91.872047,66.857699,-19.652,-36.157,2458819.97443,3.89675,3.001,740.0,5.17598,722.174,1444.0,10.045,281.902,6064.0,3.94,1.89
741,1673.01,470315428.0,0.0,64.648489,52.865034,19.482,20.031,2458818.19746,1.08625,2.534,1110.0,4.65122,4081.88,2226.0,10.2851,222.358,5562.6,4.286331621621621,1.4
742,1674.01,73104318.0,0.0,61.721603,58.465452,15.3,-14.916,2458822.59324,7.45494,3.465,2280.0,15.1922,479.468,1303.0,9.46925,201.645,5029.7,4.289136216216216,2.45
744,1676.01,8400842.0,1.0,65.469581,57.817209,-2.516,4.003,2458819.064098,3.1915844,2.9287655,8060.1073153,16.2703495,2231.2682738,1752.9022446,9.441,213.053,6673.0,4.13,1.68685
746,1678.01,96291218.0,0.0,73.034809,30.280386,-6.1,-3.7,2459519.622274,6.8528951,2.691,5890.0,19.6282,1451.63,1377.4906377891893,10.3614,391.546,8001.0,4.250013783783784,2.05
747,1679.01,9837861.0,0.0,70.54858,54.292058,2.972,-2.506,2458817.9375,0.65725,1.998,310.0,4.46803,5418.41,2390.0,9.9021,299.399,5235.5,4.316851216216217,2.68
751,1682.01,367366318.0,1.0,78.295591,33.317953,10.622,-49.779,2459546.700984,2.7347645,3.215,9140.0,17.6616,1752.85,1802.0,8.14847,136.681,6767.9,4.1,1.77
754,1685.01,28900646.0,1.0,68.593953,43.03704,37.818,-86.912,2458816.225016,0.6691744,0.9126031,998.3309932,1.4686365,204.6790219,964.6906801,11.1117,37.6153,3457.0,4.7705,0.462408
759,169.01,183120439.0,1.0,16.778688,-75.198945,20.225,-15.607,2459062.718052,2.2554459,1.6678604,5283.7103901,11.0535293,1472.0095217,1579.7828847,11.788,407.84,5817.0,4.23,1.29661
760,1690.01,267574918.0,1.0,284.415675,53.509024,240.759,-52.514,2459419.987351,1.407933,0.2391602,597355.5389536,11.633808512162163,1652.9005213,1626.2279789,16.338,24.7359,5780.0,4.438,1.5181103783783785
764,1693.01,353475866.0,1.0,90.308345,34.77309,-22.762,-17.765,2459549.097296,1.7666834,1.201,760.0,1.38845,59.6657,774.0,10.6714,30.7947,3474.0,4.77152,0.46
767,1696.01,470381900.0,1.0,65.280648,48.819831,12.93,-19.178,2458816.697706,2.5007147,0.9845992,11012.4838928,2.9689675,13.8067063,491.6344093,13.9664,64.9172,3181.0,4.94798,0.280475
772,1700.01,23650642.0,0.0,126.088625,42.104735,26.602,-59.738,2458843.38029,1.12355,1.611,1020.0,3.49799,2963.42,2055.0,10.8219,189.762,5524.0,4.41,1.01
774,1702.01,371210825.0,0.0,111.559352,32.383825,-42.674,-74.653,2458842.74962,0.40312,0.853,1000.0,2.95177,1215.98,1645.0,10.9894,103.107,4252.9,4.37,0.89
776,1704.01,95129101.0,0.0,114.932863,28.120146,3.12,-4.992,2459575.195833,3.929983,2.153,2270.0,6.51515,398.651,1244.0,10.8508,343.469,6621.9,4.33,1.34
780,1707.01,240148934.0,0.0,101.382168,31.465533,18.699,-28.382,2458843.26677,2.02365,2.585,1710.0,5.96472,2411.54,1952.0,10.3135,291.007,6582.0,4.24,1.48
784,171.02,309257814.0,0.0,124.269428,-63.213403,-13.511,19.48,2459144.738743,1.8135767,0.8382188,7799.8116122,10.2776168,1028.1397977,1444.2181285,11.6626,256.345,5237.0,4.2427,1.10723
785,1710.01,445805961.0,1.0,94.283837,76.21102,59.837,55.61,2459371.198231,24.2833797,5.237,3010.0,5.38715,34.1863,673.0,8.9134,81.2271,5675.0,4.46,0.98
786,1711.01,461662295.0,0.0,124.446664,51.01037,-39.008,-48.908,2458844.85466,10.2558,5.088,5740.0,7.44683,126.859,934.0,9.92871,112.978,5326.0,4.43,0.97
789,1714.01,239154970.0,1.0,113.184238,33.835021,0.096,-2.647,2459575.629547,3.4744751,4.272,13270.0,19.6717,1721.09,1794.0,10.7131,396.11,6642.3,4.14,1.67
795,172.01,29857954.0,1.0,316.631879,-26.692865,-4.711,-54.25,2458326.91973,9.4763689,4.7382554,3652.6583455,10.9163386,401.8053537,1141.8884478,10.7379,342.831,5801.8,4.32,1.78866
796,1720.01,356473034.0,1.0,117.026769,50.225147,-29.731,-154.272,2459601.81699,2.6158578,3.143,14070.0,14.2157,1566.65,1752.0,10.4467,154.273,5267.0,4.32,1.08
797,1721.01,51234631.0,1.0,110.388028,58.268109,-16.989,5.31,2459605.140567,4.1250582,4.311,9050.0,15.8499,1041.48,1582.0,10.1653,272.655,6304.0,4.11,1.62
800,1724.01,81212286.0,0.0,127.032597,56.427529,-88.814,-7.645,2458843.027821,0.6850808,1.0565887,2675.7176662,1.9806358,170.8295335,922.0627729,12.507,58.3171,3541.0,4.8452,0.380019
801,1725.01,86396382.0,1.0,97.636645,29.672266,-1.58,-6.958,2459550.243082,1.0914167,2.774,17090.0,23.9976,5597.87,2409.0,11.0967,427.246,6154.0,4.02046,1.75
802,1726.01,130181866.0,1.0,117.47937,27.363134,-10.027,-11.314,2459584.59993,7.1075628,3.2656245,496.3231545,2.0418596,145.5807934,885.9225783,6.2683,22.4035,5694.11,4.53108,0.902932
803,1726.02,130181866.0,1.0,117.47937,27.363134,-10.027,-11.314,2459583.637103,20.5429295,4.057221,765.8797743,2.644093,35.3602389,621.9400828,6.2683,22.4035,5694.11,4.53108,0.902932
805,1728.01,285048486.0,1.0,120.611679,64.797153,104.078,52.92,2458843.274889,3.4915666,1.8904217,5520.4764365,4.6994321,57.0196254,700.8512294,10.7921,60.798,3907.0,4.62346,0.633154
806,1729.01,298666530.0,0.0,278.399911,58.205529,11.763,135.724,2458842.505715,0.5732087,0.4582376,432048.7343961,9.26742689864865,1037.934605041892,1193.9142070067567,18.3324,151.383,5780.0,4.438,1.4325904189189191
811,1731.01,371234684.0,1.0,110.168516,37.140595,-9.63,-13.043,2459580.327553,3.9231257,3.3520992,12866.1181677,15.1511368,835.8842803,1371.3751926,11.7946,455.203,6193.0,4.2858,1.2999001
813,1733.01,53427308.0,0.0,118.881765,54.596601,-20.703,-8.957,2458844.7654,5.80322,1.569,1710.0,6.3744,61.8583,781.0,10.379,251.27,5846.0,4.11,1.5
820,174.01,425997655.0,1.0,55.459031,-62.767267,-102.571,-43.917,2458325.328637,17.6671331,2.9580688,738.8962299,2.2354561,15.3721783,505.0142151,8.7513,39.0341,4813.0,4.38,0.691374
821,174.02,425997655.0,1.0,55.459031,-62.767267,-102.571,-43.917,2458340.303767,29.7976205,2.8877905,601.5085662,1.677122,7.6568136,424.2596879,8.7513,39.0341,4813.0,4.38,0.691374
835,1749.01,233602827.0,1.0,282.737228,64.419466,-54.402,61.827,2458685.93523,4.4891299,1.858076,1278.8433636,2.0264501,36.1539719,625.4012623,12.2574,99.5561,3959.0,4.68416,0.561356
836,1749.02,233602827.0,1.0,282.737228,64.419466,-54.402,61.827,2458688.781687,9.0446042,1.909091,1481.2247195,2.2419154,14.2075597,495.1646375,12.2574,99.5561,3959.0,4.68416,0.561356
837,175.01,307210830.0,1.0,124.53286,-68.314466,94.768,-340.47,2459363.753057,3.6906784,1.2382665,1745.604125,1.3219064,12.6769211,481.2527189,9.41242,10.6194,3469.0,4.9401,0.31416
838,175.02,307210830.0,1.0,124.53286,-68.314466,94.768,-340.47,2459338.78409,7.4507325,0.527,1360.0,1.7216,1.47755,307.0,9.41242,10.6194,3469.0,4.9401,0.31
839,175.03,307210830.0,1.0,124.53286,-68.314466,94.768,-340.47,2459362.045884,2.2531084,1.0693345,673.8343064,0.9519366,24.4781883,567.3023299,9.41242,10.6194,3469.0,4.9401,0.31416
850,1759.01,408636441.0,1.0,326.851662,62.753816,-173.47,-10.46,2458745.465745,18.8481,3.4932417,2746.0036419,3.2799293,2.4858721,320.2502245,9.92838,40.0654,3960.0,4.62853,0.627046
851,176.01,272086159.0,0.0,115.003473,-72.205678,15.438,478.653,2458363.043768,16.155373,1.556705,71225.723174,10.424281,1.8460086,297.2885497,13.4004,65.9528,3270.0,4.98242,0.271
852,1760.01,420112587.0,0.0,290.173976,73.195993,6.983,-81.876,2458691.531496,11.062666,2.0842156,4957.8780942,2.6437021,1.7628857,293.8838939,12.4989,30.5373,3212.0,4.98029,0.254522
858,1766.01,67666096.0,1.0,148.643119,40.387945,-28.328,-24.411,2459635.207263,2.7033942,2.927,10340.0,16.72,1704.57,1790.0,9.43351,210.252,6518.0,4.15,1.61
859,1767.01,8767448.0,1.0,140.102965,33.882329,-2.155,-20.319,2458892.510627,4.3532339,3.869,10270.0,16.2509,617.309,1388.0,9.98111,227.537,5914.0,4.07,1.59
862,177.01,262530407.0,1.0,20.438428,-46.714723,-111.206,-79.827,2458356.153228,2.8531008,1.2586624,1587.2421508,2.126615,42.2348018,650.1856269,9.49275,22.4751,3703.0,4.76229,0.517786
864,1771.01,252479260.0,1.0,155.681459,50.128711,-26.182,83.727,2459610.443333,3.2122908,2.8229428,13762.2344185,12.3330472,462.754822,1182.9257559,9.007,81.7647,5357.7,4.37,1.04181
867,1773.01,332064670.0,1.0,133.146837,28.329815,-485.872,-233.651,2459577.776735,0.7365415,1.345,410.0,2.07162,1761.19,1804.0,5.2058,12.5855,5250.0,4.42,0.96
868,1774.01,4897275.0,1.0,148.161931,35.111008,264.673,-150.27,2458872.341155,16.7100422,5.4004652,615.2873631,2.7396616,73.7609475,747.4400609,7.6474,53.974,5853.7,4.38636,1.09271
873,1779.01,67646988.0,1.0,147.768528,35.968556,-100.975,-171.822,2459608.657835,1.8817131,1.2397172,101917.6674965,9.8803473,21.1935594,547.2310419,12.4368,33.928,3138.0,4.91873,0.306378
874,178.01,251848941.0,1.0,7.302011,-30.454116,149.953,-87.253,2458360.242425,6.55767,2.4207396,1541.1610933,2.9161044,38.1036431,633.6674144,10.42,62.699,4111.0,4.55528,0.660806
875,178.02,251848941.0,1.0,7.302011,-30.454116,149.953,-87.253,2458354.55219,20.708504,2.236524,1657.067907,3.751004,19.4977725,535.9397866,10.42,62.699,4111.0,4.55528,0.701202
876,178.03,251848941.0,1.0,7.302011,-30.454116,149.953,-87.253,2458362.949038,9.9619973,2.677214,1063.4411943,2.1226072,21.8191261,551.2252302,10.42,62.699,4111.0,4.55528,0.660806
877,178.04,251848941.0,1.0,7.302011,-30.454116,149.953,-87.253,2458356.107512,3.2384253,1.9941055,532.7580623,1.5148369,97.6159379,801.6779386,10.42,62.699,4111.0,4.55528,0.660806
878,1780.01,99834717.0,1.0,165.167198,64.963845,-22.389,-32.425,2459608.856301,1.7063296,1.6681033,11976.9949278,10.7087355,652.7627398,1289.165245,12.212,262.706,4974.0,4.44059,0.902915
879,1781.01,137881699.0,1.0,150.572626,53.950824,-9.381,-15.255,2459609.722137,2.9720789,4.7123047,8413.6371257,18.1934834,2615.48117,1823.9278259,12.5119,935.456,6101.12,3.92024,1.94654
886,1786.01,86280613.0,0.0,141.721087,61.698996,-12.552,-19.926,2458851.5904,9.5727,2.507,3430.0,20.6825,451.638,1284.0,9.5173,248.695,6505.0,4.04,1.83
888,1788.01,450327768.0,0.0,160.229227,35.913354,-48.379,-72.308,2458875.04671,5.34326,1.426,6980.0,10.4171,52.9343,751.0,10.1883,191.532,5776.0,4.25,1.26
889,1789.01,172518755.0,1.0,142.743406,26.539995,-7.999,-39.545,2459630.911267,3.208717,1.966,2220.0,13.8045,1327.18,1681.0,9.1824,229.067,5971.4,3.77,2.26
893,1793.01,304142124.0,1.0,164.856336,-56.623556,-416.88,-119.71,2458585.25532,55.087,4.276,2070.0,4.06425,45.0384,721.0,7.8436,36.9941,5175.0,4.51,0.87
895,1795.01,135083444.0,0.0,184.3669,19.839989,-35.126,-3.673,2458899.610227,2.7917911,1.4664254,1018.9771433,6.0002066,1003.8358436,1435.6065273,10.0721,183.175,6071.0,4.36,1.16271
896,1796.01,138819293.0,1.0,175.550536,26.703067,895.047,-814.031,2458899.671523,2.6439732,0.954893,6480.5595163,3.7640612,29.4309075,594.0468028,8.40346,9.75321,3456.0,4.8,0.425432
903,1800.01,17993892.0,1.0,171.274935,41.028021,-1.088,13.243,2459611.716695,4.1241258,3.7465975,9151.2481214,12.5176268,561.5656144,1241.5661869,11.1065,277.278,5634.0,4.24009,1.25599
911,1807.01,180695581.0,1.0,201.282626,38.922367,-124.713,-27.377,2458899.346311,0.5493429,1.0025843,368.9943391,1.5258932,1592.9166409,1611.2688528,9.0363,42.5775,4612.99,4.56172,0.741027
912,1808.01,307734817.0,0.0,171.59704,28.056535,-17.679,-3.216,2458900.910995,2.1075001,1.9093483,4256.1743008,11.7706128,3058.1088297,1896.6316071,11.6735,556.917,6351.66,4.13453,1.59204
913,1809.01,347329162.0,1.0,183.36604,23.055687,-36.695,2.792,2458902.718492,4.6172078,3.5888072,11180.6851065,12.0415191,414.6467647,1150.904584,11.5384,321.084,5797.0,4.36164,1.1136
