,pl_name,disposition,sy_pnum,pl_orbper,pl_rade,pl_eqt,pl_orbincl,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_met,st_logg,dec,sy_kepmag,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
4083,K04303.01,2,1.0,200.721168,3.32,327.0,89.91,0.234,822.5,9.91,154.6,0.025993,5566.0,1.17,0.94,0.14,4.275,51.930561,15.511,155.60546875,8635.0576171875,335463.8603824013,337200.83070004114,4112.6023540296055,1.1336609336609336,-4.088297748110482,5.388671745930514e+20,6.977537155151367
4091,K04435.01,2,2.0,10.8614163,1.01,899.0,79.6,0.939,64.8,6.02,5.2,0.009066,6339.0,1.017,1.069,-0.28,4.454,44.261532,13.517,32.2421875,55237.3515625,55237.38671875,55243.65234375,13.0947265625,1.0,0.15842563119745967,29111.421875,9.883092880249023
4094,K03004.02,2,2.0,7.03965141,2.72,1171.0,86.03,0.778,268.7,3.141,11.23,0.016479,5902.0,1.513,1.12,0.16,4.128,41.4716,14.935,220.23193359375,15632.5810546875,15632.3017578125,15636.38671875,8.18603515625,1.0799492385786802,25.347965595816984,18681548.0,12.075384140014648
4095,K07662.01,2,1.0,4.72519164,3.98,2250.0,85.62,0.6,98.8,3.751,7.85,0.009524,6655.0,3.831,1.653,-0.48,3.49,38.799831,12.358,163.65625,151221.265625,151220.9375,151277.9375,107.79296875,1.0,-0.11595788295541658,59559412.0,70.60614776611328
4097,K04235.01,2,1.0,66.6434565,2.99,476.0,89.05,0.985,277.3,2.385,59.5,0.023533,5751.0,1.164,1.079,0.32,4.339,48.180328,13.224,30.34375,77835.8828125,77835.640625,77842.2265625,12.736328125,1.0429184549356223,0.2668010718936694,21436.89453125,9.128305435180664
4101,K04307.01,2,1.0,160.850075,3.41,413.0,89.5,0.769,428.1,9.427,87.4,0.020695,5999.0,1.507,1.225,0.18,4.168,38.60519,14.218,49.4599609375,27037.1796875,27036.994140625,27041.86328125,9.8515625,1.036024844720497,0.5157248107623551,24634.470703125,7.8994269371032715
4105,K02563.02,2,2.0,6.2614227,0.81,1146.0,89.61,0.069,51.4,4.779,10.07,0.006608,6384.0,1.121,1.046,-0.24,4.361,40.365971,13.973,32.732421875,39033.44140625,39033.7421875,39039.818359375,12.216796875,0.9384615384615385,-0.02232365791368718,24153.064453125,9.274660110473633
4106,K04374.01,2,1.0,3.70386741,0.86,1012.0,89.91,0.033,125.7,1.41,20.26,0.010182,5496.0,0.776,0.869,-0.24,4.592,48.44381,14.108,26.390625,30657.513671875,30657.400390625,30662.2958984375,9.7841796875,1.033498759305211,0.16970517381761366,11146.7822265625,7.7041778564453125
4109,K04377.01,2,1.0,19.8751355,2.49,1061.0,83.44,0.919,109.0,8.041,8.04,0.011384,6918.0,2.004,1.536,0.0,4.021,40.042858,13.543,38.115234375,53969.88671875,53969.716796875,53976.81640625,13.6953125,1.0169491525423728,0.26879563550795604,44013.2109375,10.184288024902344
4114,K03043.02,2,2.0,7.2929891,0.73,904.0,89.95,0.022,72.5,4.053,13.86,0.0078,5959.0,0.856,0.945,-0.32,4.549,46.692089,14.829,41.0322265625,17621.97265625,17621.876953125,17626.033203125,8.14453125,1.033498759305211,0.4616449716144311,12338.6767578125,6.368500232696533
4118,K04242.01,2,1.0,145.786556,1.82,331.0,89.97,0.133,378.0,4.891,229.7,0.017576,5578.0,0.95,0.905,0.0,4.44,46.143471,14.41,356.5517578125,26856.3203125,26856.029296875,26861.71875,11.505859375,1.0538847117794485,26.6458999004859,135525936.0,19.584827423095703
4121,K07668.01,2,1.0,2.5093344,1.47,1483.0,89.9,0.019,184.3,1.833,10.6,0.01249,6278.0,1.081,1.132,-0.06,4.425,38.897739,15.588,40.747314453125,7626.9912109375,677704.0064350329,681585.3820929276,6650.182082648026,1.0915221579961465,-3.8190898812573604,3.752348891512906e+19,11.264592170715332
4129,K02732.04,2,4.0,24.5607107,1.13,787.0,88.94,0.374,55.2,8.679,20.22,0.006883,6170.0,1.499,1.282,0.24,4.192,46.74456,12.805,228.203125,116700.375,116699.8828125,116709.50390625,19.06640625,1.0538847117794485,8.387098196509843,19552504.0,18.336135864257812
4138,K04245.01,2,1.0,24.6683831,1.76,788.0,87.12,0.751,109.2,8.556,14.92,0.010372,6059.0,1.554,1.249,0.16,4.151,51.965012,13.572,114.287109375,50667.8359375,50667.41015625,50675.396484375,15.701171875,1.056461731493099,2.1506069489791044,792072.875,12.65035629272461
4141,K04247.01,2,1.0,349.41047,2.41,253.0,89.95,0.2791,652.8,15.02,174.9,0.023379,5878.0,0.945,1.058,0.07,4.512,44.57222,15.346,24.96484375,11257.1240234375,11257.052734375,11260.01318359375,5.86865234375,1.0309789343246591,0.4514480907612949,2227.9287109375,4.494827747344971
4146,K04318.01,2,1.0,14.8162925,1.57,912.0,85.99,0.857,108.2,4.973,12.25,0.010848,6356.0,1.325,1.191,0.0,4.27,45.719021,12.583,72.2265625,137234.296875,137235.9375,137252.58984375,35.96484375,0.9193548387096774,-0.16015509169445638,1115222.375,25.494752883911133
4148,K04382.02,2,2.0,3.98167088,0.79,1356.0,88.81,0.2076,44.7,3.609,8.32,0.006188,6484.0,1.173,1.195,-0.08,4.377,42.481079,14.144,113.404296875,33879.921875,33880.9453125,33888.59765625,16.548828125,0.8882488479262672,0.31220741340284636,893987.25,17.29378318786621
4153,K04178.01,2,1.0,7.016016,1.72,1138.0,82.64,0.89,169.0,3.8,6.94,0.013829,6642.0,1.136,1.157,-0.3,4.39,40.322128,14.404,76.419921875,23174.208984375,23179.26171875,23192.2412109375,35.9658203125,0.7216386554621849,-0.3811414021209272,1879973.375,28.418973922729492
4155,K00566.03,2,3.0,42.068554,1.32,541.0,89.98,0.022,186.3,5.723,56.9,0.01251,6122.0,0.964,1.041,-0.18,4.487,42.626251,14.718,62.6328125,20774.876953125,431402.0184004934,433318.7878700658,4381.993230879934,1.029920523609163,-4.000963716638959,5.06282583147136e+20,6.269806385040283
4161,K04251.01,2,1.0,6.23968392,1.55,1060.0,89.27,0.679,155.9,0.668,53.6,0.012425,5751.0,1.143,0.956,0.0,4.303,44.961182,13.795,278.755859375,48790.5703125,48787.2265625,48926.111328125,257.630859375,1.0284653465346534,0.007550980008592864,822470464.0,145.18577575683594
4164,K02579.02,2,3.0,3.59645081,1.66,1327.0,83.31,0.781,149.6,2.661,6.71,0.012319,5887.0,1.235,1.09,0.16,4.292,46.718021,15.147,22.376953125,13383.7900390625,13383.6953125,13388.11572265625,8.92822265625,1.0135135135135136,0.1420168363964447,4929.2265625,6.375232696533203
4170,K04389.01,2,1.0,16.3368863,1.27,642.0,89.89,0.066,225.9,3.597,35.09,0.013517,5410.0,0.859,0.834,-0.1,4.49,38.159679,15.05,29.3076171875,17457.14453125,17457.134765625,17461.7509765625,9.3916015625,1.0012210012210012,0.1544943207449015,7715.1630859375,6.9022321701049805
4171,K04390.01,2,1.0,1.63668262,103.99,2562.0,57.74,1.22,921.7,1.907,2.29,0.254701,5234.0,3.739,1.39,-0.36,3.436,44.24968,16.494,80.40869140625,3183.505615234375,536056.2453125,537837.4808953536,3678.7196186266447,1.0527544351073763,-3.889392609636463,5.715530084026016e+19,4.412114143371582
4172,K02744.02,2,2.0,11.615625,2.84,905.0,85.11,0.977,191.2,2.233,11.46,0.017915,5332.0,1.453,0.932,0.18,4.083,41.111439,15.162,18.74853515625,12123.1689453125,12123.0830078125,12126.88232421875,7.25,1.0284653465346534,0.022375074316961483,2645.093994140625,5.350573539733887
4179,K04253.01,2,1.0,173.2578372,117.29,376.0,89.38,1.9038,687.0,2.027,183.4,0.924361,6392.0,1.162,1.232,0.07,4.399,45.676849,14.201,27.0107421875,30685.556640625,30685.630859375,30689.984375,9.1904296875,0.9842615012106537,0.0727344228860987,7954.103515625,6.874091148376465
4183,K04257.01,2,1.0,41.6757509,2.1,690.0,89.49,0.256,142.0,10.848,28.7,0.010904,5745.0,1.763,1.027,-0.16,3.957,43.631432,13.34,73.19140625,68781.84375,68781.125,68790.703125,18.10546875,1.086624203821656,0.5165618124563848,222719.890625,14.033454895019531
4184,K04323.01,2,2.0,11.49589567,1.59,1057.0,89.55,0.295,108.3,2.256,37.6,0.00965,6290.0,1.506,1.123,-0.14,4.133,40.5313,13.582,32.44921875,50734.73046875,50734.72265625,50740.134765625,11.140625,1.0012210012210012,0.19448729525707065,18133.015625,8.532076835632324
4186,K04325.01,2,1.0,0.609926502,1.12,2141.0,86.28,0.24,133.8,1.2529,3.703,0.010654,5936.0,0.965,1.075,0.07,4.501,43.440338,15.682,38.6806640625,8579.7177734375,569391.3018811678,571353.7434827302,4535.711831825658,1.0361163227016885,-3.610950549339983,4.53314036035908e+20,4.613879680633545
4189,K07670.01,2,1.0,8.4795266,1.18,865.0,89.27,0.136,163.3,6.052,10.75,0.011632,5841.0,0.931,1.047,0.07,4.52,38.970921,15.994,34.9794921875,5924.185546875,931871.5609991776,933911.890285773,4475.186477179276,1.0437006043700605,-4.017750079576249,7.847797443168068e+19,4.034763813018799
4190,K04391.01,2,1.0,49.4746966,1.62,498.0,89.12,0.491,291.0,10.46,32.14,0.015994,5952.0,0.928,0.94,-0.28,4.475,41.78157,14.955,29.5927734375,16289.1357421875,16289.0263671875,16293.67626953125,9.1083984375,1.015990159901599,0.2243010721560081,7826.1767578125,6.748744010925293
4192,K04393.01,2,1.0,1.62888267,0.92,1327.0,88.84,0.147,130.9,1.72,7.26,0.010339,5398.0,0.811,0.896,-0.02,4.571,44.291981,15.295,67.6591796875,10772.650390625,10772.34375,10775.6318359375,6.2607421875,1.1148387096774193,5.778300074313033,118115.9609375,5.613855838775635
4194,K04395.01,2,1.0,1.920062587,1.12,1189.0,87.69,0.387,226.8,1.437,9.58,0.013851,5266.0,0.741,0.83,-0.22,4.611,38.255489,15.686,17.747314453125,7103.43994140625,7103.44775390625,7106.7568359375,6.81787109375,0.9963459196102314,0.1517246552099023,1978.080078125,5.043764114379883
4202,K04259.01,2,1.0,0.909127736,0.98,1818.0,88.86,0.098,98.7,1.431,4.91,0.008986,5486.0,0.996,0.885,0.06,4.389,41.089989,15.195,20.43115234375,12759.091796875,12759.1328125,12763.9599609375,9.56591796875,0.9890776699029126,0.03596347695123171,5756.181640625,6.754887104034424
4206,K02579.03,2,3.0,10.30148508,1.6,934.0,88.61,0.445,162.7,3.903,18.34,0.011853,5887.0,1.235,1.09,0.16,4.292,46.718021,15.147,22.376953125,13383.7900390625,13383.6953125,13388.11572265625,8.92822265625,1.0135135135135136,0.1420168363964447,4929.2265625,6.375232696533203
4207,K04329.01,2,1.0,17.8007815,1.02,816.0,83.51,0.928,44.5,6.547,8.21,0.007451,6240.0,1.252,1.214,0.14,4.326,51.376019,12.018,70.265625,218569.171875,218567.875,218579.7890625,22.1796875,1.087719298245614,0.586789947363182,560240.5625,18.37177848815918
4208,K04331.01,2,1.0,1.717859841,1.45,2212.0,88.53,0.35,66.3,0.908,13.68,0.007668,6694.0,1.732,1.333,-0.22,4.084,40.254875,13.228,68.36328125,76177.8828125,76177.859375,76192.6953125,29.0390625,1.0012210012210012,-0.039128323394774796,486941.46875,20.761493682861328
4210,K04398.01,2,1.0,7.3422467,1.6,837.0,89.47,0.253,366.8,2.029,27.25,0.017463,5573.0,0.839,0.939,-0.04,4.562,41.086971,15.486,199.01513671875,8647.859375,299709.01552220393,301481.1344315378,4119.4556640625,0.9945553539019963,-4.08110463364088,5.481438005995782e+20,62.87882614135742
4211,K00647.02,2,2.0,8.1134681,0.92,1127.0,87.69,0.454,40.5,4.961,11.24,0.005948,6011.0,1.409,0.963,-0.3,4.123,40.702702,13.55,32.751953125,59491.9140625,59492.21484375,59496.951171875,10.27734375,0.9588477366255144,0.6537164017087045,28996.681640625,8.384260177612305
4214,K02420.02,2,2.0,5.4675514,1.07,1078.0,88.75,0.27,87.2,3.283,12.38,0.008485,5557.0,1.151,0.936,0.14,4.288,42.605659,14.746,88.458984375,19757.498046875,19757.23046875,19761.6728515625,8.6943359375,1.0642317380352644,5.130638520229698,345630.78125,7.6190714836120605
4222,K04264.01,2,1.0,0.888478095,1.51,1665.0,83.67,0.452,340.4,1.5312,4.1,0.01717,5553.0,0.806,0.903,-0.16,4.577,51.404781,15.85,24.345703125,5989.806640625,5989.76708984375,5993.7177734375,8.16650390625,1.008578431372549,0.20706700960428434,4473.34423828125,6.00990104675293
4226,K04334.01,2,1.0,2.44232399,1.1,1029.0,88.15,0.303,229.0,1.921,9.42,0.013601,4849.0,0.738,0.723,-0.08,4.561,47.139301,15.849,55.015625,7172.0107421875,7172.3603515625,7177.2734375,10.321533203125,0.9488703923900119,0.42025735396554076,41782.0234375,8.455248832702637
4228,K04399.01,2,1.0,42.1003351,1.42,466.0,89.67,0.88,214.0,1.0834,150.7,0.015845,5595.0,0.82,0.917,-0.14,4.57,44.303162,11.965,351.6484375,227332.828125,227335.7265625,227482.43359375,341.78125,0.9669421487603306,0.2514665845425367,2925038592.0,197.46041870117188
4233,K04198.01,2,1.0,1.182862515,1.26,2800.0,84.63,0.284,22.3,2.928,3.039,0.004368,6017.0,2.639,1.269,-0.38,3.699,45.48526,12.638,43.3046875,137136.671875,137136.9765625,137145.9609375,18.24609375,0.9508196721311475,-0.15485252264273675,126948.9609375,14.285571098327637
4237,K04269.01,2,2.0,26.6565737,4.15,903.0,88.72,0.686,163.4,4.954,30.6,0.012413,5159.0,3.062,1.373,-0.04,3.604,45.160728,13.263,37.83203125,70585.5625,70585.5078125,70593.45703125,15.20703125,1.0169491525423728,0.0820495879591884,52343.74609375,11.483141899108887
4238,K04269.02,2,2.0,4.4408541,1.74,1642.0,89.93,0.005,33.9,8.083,4.26,0.005195,5159.0,3.062,1.373,-0.04,3.604,45.160728,13.263,37.83203125,70585.5625,70585.5078125,70593.45703125,15.20703125,1.0169491525423728,0.0820495879591884,52343.74609375,11.483141899108887
4244,K07679.01,2,1.0,1.8679943,0.7,1291.0,89.24,0.173,73.4,1.087,13.05,0.007812,5487.0,0.815,0.899,-0.08,4.568,39.115921,14.185,143.4384765625,28809.484375,28809.42578125,28813.9482421875,9.662109375,1.014760147601476,11.79298963880579,2847683.5,9.735468864440918
4245,K04405.01,2,1.0,8.9172863,1.39,931.0,89.77,0.062,196.3,4.468,15.43,0.012876,6210.0,0.986,1.035,-0.24,4.467,48.04726,14.671,238.6162109375,18453.943359375,18454.755859375,18462.5458984375,17.3349609375,0.8969907407407407,10.843203154929247,20928606.0,16.43302345275879
4247,K04407.01,2,1.0,1.33807075,0.6,2008.0,89.97,0.003,20.2,1.425,7.22,0.004143,6355.0,1.319,1.269,0.16,4.299,44.379532,11.179,128.515625,479503.40625,479502.625,479521.3984375,37.140625,1.0606060606060606,0.5365820353079236,3309928.5,27.098522186279297
4258,K04273.01,2,1.0,17.3731821,1.31,901.0,89.66,0.227,71.7,3.36,38.8,0.007795,6180.0,1.54,1.237,0.07,4.155,46.479969,12.677,145.84375,124641.0625,124641.2890625,124649.078125,16.39453125,0.9628099173553719,6.358482346202451,6648816.0,16.241601943969727
4259,K04274.01,2,1.0,1.97507424,1.08,1477.0,88.5,0.152,130.5,2.61,5.8,0.010488,6065.0,0.947,1.022,-0.18,4.495,41.51569,15.276,67.53759765625,11073.6220703125,230608.80650699013,232212.50718030427,3653.54345703125,1.1381322957198443,-3.877455940716749,7.461588818202183e+19,5.567547798156738
4263,K04691.01,2,1.0,3.3879165,1.09,1336.0,89.53,0.117,78.6,1.818,14.27,0.008048,5702.0,1.245,0.997,0.14,4.247,46.560089,14.491,30.8466796875,23956.95703125,23957.07421875,23961.16015625,8.7412109375,0.9866666666666667,0.22638801110242843,9158.181640625,6.805211067199707
4268,K04480.01,2,1.0,58.7488629,1.75,425.0,89.92,0.186,473.6,3.191,141.0,0.019865,5574.0,0.805,0.756,-0.5,4.505,47.64843,14.122,179.4638671875,22335.08203125,22364.697265625,22394.625,104.4638671875,0.5550284629981025,-1.029697307013594,128344296.0,81.10181427001953
4270,K07685.01,2,2.0,64.740274,1.35,518.0,88.12,0.74,113.1,15.082,22.6,0.010514,5999.0,1.177,0.926,-0.32,4.263,39.277531,13.219,43.8046875,72772.9140625,72773.44921875,72779.86328125,13.84765625,0.896414342629482,-0.09148736269618374,67410.421875,11.521346092224121
4271,K04482.01,2,1.0,5.38299284,0.78,1253.0,87.88,0.417,35.1,3.336,11.3,0.005534,6256.0,1.293,1.135,-0.02,4.27,43.439098,12.642,43.91796875,126304.578125,126304.11328125,126312.76171875,16.1171875,1.0786026200873362,0.07138638777354477,77113.6328125,12.320995330810547
4273,K04549.01,2,1.0,2.0481582,1.16,1346.0,88.76,0.179,183.3,1.899,8.234,0.012387,5799.0,0.86,0.955,-0.16,4.548,41.984119,15.98,59.368408203125,5972.09814453125,557666.3273026316,558729.4700966283,2486.156028988487,1.0903471231573942,-3.8626063311862535,1.0708866752721578e+19,4.326779365539551
4275,K04551.01,2,1.0,14.7179342,1.25,784.0,87.12,0.704,132.3,5.844,13.99,0.011244,6102.0,1.018,1.058,-0.06,4.449,49.940079,14.654,36.8671875,19370.5234375,19370.482421875,19374.681640625,8.4140625,1.008578431372549,0.37429300532249715,9127.6298828125,6.339925765991211
4283,K04694.01,2,1.0,19.2527652,1.24,740.0,89.95,0.028,138.5,4.862,30.57,0.010815,6258.0,1.046,1.102,-0.12,4.442,46.018188,14.851,50.671875,18573.94921875,18574.904296875,18579.3515625,10.7392578125,0.8251670378619154,0.5674299793068601,57515.578125,8.960861206054688
4287,K07680.01,2,1.0,219.20579,2.66,456.0,89.71,0.517,207.8,14.5,100.7,0.01367,6990.0,1.785,1.515,0.06,4.115,39.141048,12.449,47.86328125,107305.4453125,107304.3671875,107314.787109375,19.45703125,1.18348623853211,0.29039851021056107,179361.5625,15.2009859085083
4290,K04487.01,2,1.0,3.48754109,0.72,988.0,88.7,0.32,85.1,1.811,14.08,0.008377,5252.0,0.783,0.896,0.07,4.593,43.946362,14.371,305.4970703125,26616.673828125,26607.50390625,26712.3369140625,186.8076171875,1.0852417302798982,-0.1557007271884761,1370464000.0,153.1179962158203
4291,K04554.01,2,1.0,8.0772455,2.61,1228.0,63.83,0.984,79.2,7.272,2.23,0.011741,5684.0,2.032,1.239,0.3,3.915,41.716881,14.579,23.3984375,21949.935546875,21949.69921875,21953.361328125,6.9697265625,1.0813214739517154,0.4012964515311679,3238.311279296875,5.282737731933594
4292,K04555.01,2,1.0,364.08733,1.39,211.0,89.95,0.1702,372.0,14.09,198.0,0.017474,5376.0,0.727,0.769,-0.42,4.601,43.574268,14.816,26.6669921875,17478.021484375,17478.103515625,17482.50390625,8.7919921875,0.9758745476477684,0.11168983542976114,7261.73388671875,6.75917387008667
4294,K04557.01,2,1.0,5.75651958,0.83,1089.0,89.24,0.247,65.3,2.309,18.61,0.007466,6208.0,1.024,1.086,-0.12,4.454,47.385288,13.666,24.55078125,43983.5859375,43983.57421875,43988.404296875,9.875,1.0036674816625917,0.04339908419740536,8220.2041015625,7.227604866027832
4295,K04626.01,2,1.0,91.95723,2.66,497.0,89.99,0.015,308.4,10.471,68.15,0.015948,5854.0,1.528,1.107,0.16,4.114,38.651371,14.876,33.04931640625,15873.59375,15873.5849609375,15876.93505859375,7.2099609375,1.0061199510403918,0.6803824860210387,7894.197265625,5.77136754989624
4296,K04627.01,2,1.0,7.51731745,1.19,861.0,89.35,0.256,170.7,2.484,22.65,0.011854,5525.0,0.923,0.957,0.16,4.488,41.631031,15.029,25.7822265625,14185.4853515625,14185.04296875,14189.51220703125,8.32373046875,1.125810635538262,0.43895148377662535,7229.18359375,6.496174335479736
4299,K04630.01,2,1.0,44.6966177,2.46,637.0,89.3,0.373,257.3,10.532,30.6,0.014812,5929.0,1.518,1.116,0.12,4.123,43.596401,14.875,33.921875,17578.037109375,17577.755859375,17582.734375,9.59765625,1.0932311621966795,0.38927968120049317,11123.275390625,7.10143518447876
4300,K04698.01,2,1.0,8.5275894,1.28,1049.0,89.16,0.311,112.5,2.959,21.16,0.00985,6469.0,1.193,1.26,0.07,4.385,47.938801,14.765,184.85546875,20115.044921875,20114.78125,20119.087890625,8.5302734375,1.0878980891719745,19.923187178781305,8782259.0,10.84296703338623
4301,K04699.01,2,1.0,3.07714195,1.08,1493.0,56.21,0.983,34.2,3.571,1.767,0.007413,6108.0,1.336,1.162,0.1,4.251,43.649811,12.889,286.1328125,103976.4765625,391943.21750616777,393644.4490748355,4070.9623715049343,0.9462124607799193,-3.679012123696545,5.51047732948051e+20,16.959415435791016
4302,K04700.01,2,2.0,3.83488354,1.2,1003.0,89.03,0.242,243.0,2.026,14.26,0.014219,5515.0,0.775,0.868,-0.26,4.592,45.914841,15.972,130.55419921875,5893.96533203125,444081.7371299342,445787.9101459704,3963.1941457648027,1.0551659654043946,-3.7291929207413292,4.9619295579374735e+20,6.0073113441467285
4309,K04558.01,2,1.0,8.8233996,1.13,929.0,89.88,0.022,104.6,6.735,10.12,0.009255,5602.0,1.121,0.852,-0.14,4.269,40.679722,14.598,303.66796875,20031.900390625,20031.232421875,20035.2998046875,7.9931640625,1.2,30.68564189175549,72807448.0,15.932196617126465
4314,K04632.01,2,1.0,40.0691482,13.25,458.0,87.81,1.125,784.1,2.928,29.4,0.159185,5485.0,0.762,0.796,-0.38,4.575,41.329311,15.618,28.271484375,7572.68310546875,719655.4706825658,723915.5769634047,7573.183038651316,0.9425541316836058,-3.9673205790275676,1.1387582223136203e+20,5.389764308929443
4315,K04633.01,2,1.0,11.6933447,1.12,950.0,88.43,0.353,66.9,6.551,12.88,0.007556,6049.0,1.354,1.189,0.18,4.248,41.214409,13.848,40.453125,44051.10546875,44050.97265625,44057.017578125,12.279296875,1.0172413793103448,0.22568337233593308,28172.5859375,9.227729797363281
4317,K04634.01,2,1.0,4.02745396,0.98,1250.0,89.22,0.304,85.2,1.33,22.3,0.008577,6174.0,1.041,0.987,-0.28,4.398,44.05574,13.685,97.96484375,46184.42578125,46184.80859375,46216.037109375,63.119140625,0.9866666666666667,-0.0271021231948625,6455385.5,41.66322708129883
4318,K03196.01,2,2.0,4.96061094,0.59,1272.0,89.75,0.058,20.4,2.864,13.278,0.004139,6117.0,1.298,1.079,-0.04,4.244,45.339111,11.525,740.40625,369558.5625,369557.40625,369586.1015625,60.6640625,1.0606060606060606,13.689753453147368,7637518848.0,73.85272216796875
4319,K04705.01,2,1.0,1.4733245,1.03,1576.0,88.58,0.197,124.0,1.406,7.956,0.010226,5751.0,0.921,0.834,-0.36,4.431,40.803219,15.078,90.42041015625,13176.7587890625,757061.381692023,761251.4841282895,7238.767218338816,1.0258064516129033,-4.039515504819582,4.675313847987514e+20,6.305860996246338
4322,K04495.01,2,1.0,5.93218209,1.39,1000.0,89.46,0.097,205.3,4.507,10.16,0.013028,5843.0,0.977,1.036,0.08,4.474,40.793282,15.466,28.34033203125,9019.576171875,147326.01128700658,148199.53902138158,1930.646833881579,0.9873417721518988,-4.008648204344269,5.472699327412602e+17,4.619162559509277
4323,K04496.01,2,1.0,96.384483,2.41,400.0,89.96,0.095,591.0,5.253,142.7,0.022095,5919.0,1.0,1.114,0.21,4.485,41.592411,15.602,26.12646484375,8171.24169921875,8171.23095703125,8174.35009765625,6.46484375,1.0061199510403918,0.4715550150970565,3231.897705078125,4.976597785949707
4324,K07681.01,2,1.0,6.05552018,0.92,844.0,89.33,0.19,134.6,2.818,16.3,0.010451,5352.0,0.805,0.919,0.07,4.585,39.124561,14.772,25.828125,16486.244140625,16486.330078125,16490.244140625,8.3193359375,0.991494532199271,0.0963751684174583,6195.23388671875,6.511435031890869
4326,K04563.01,2,1.0,54.333582,1.7,513.0,87.97,0.823,152.0,10.545,23.2,0.012734,5500.0,1.221,0.92,0.14,4.228,47.88274,14.487,30.6826171875,21808.39453125,21808.234375,21812.572265625,8.5224609375,1.0284653465346534,0.21258888189114447,7695.4189453125,6.685682773590088
4327,K03165.01,2,1.0,4.11754421,1.02,1581.0,87.42,0.312,34.3,4.362,6.92,0.005429,6263.0,1.726,1.147,-0.18,4.024,46.204411,10.335,536.875,1062656.0,1062631.75,1062793.90625,297.3125,1.1538461538461537,0.39591977943077983,6117941760.0,220.1982421875
4331,K04636.01,2,1.0,122.749053,6.13,348.0,88.55,0.997,1041.2,8.342,39.5,0.057538,5619.0,0.976,1.069,0.44,4.488,46.506569,15.511,74.302734375,8708.03125,395305.1072882401,396849.1015316612,3782.0310906661184,1.0456026058631922,-3.752818756602796,4.9658519709264544e+20,4.858098030090332
4332,K04637.01,2,1.0,4.37992345,0.81,1608.0,81.19,0.728,15.5,4.949,4.75,0.003875,6311.0,1.918,1.324,-0.12,3.993,46.031712,10.438,205.53125,1036134.5625,1036136.0625,1036181.84375,89.390625,0.9545454545454546,-0.35530902503041234,67998216.0,67.96885681152344
4334,K04709.01,2,1.0,3.70858595,1.33,995.0,89.55,0.115,305.4,1.94,14.75,0.015797,5420.0,0.771,0.864,-0.2,4.596,37.632408,15.947,31.793701171875,6045.02685546875,6044.9150390625,6047.994873046875,6.0244140625,1.033498759305211,0.8615435826898408,5195.85791015625,4.7205986976623535
4335,K04710.01,2,1.0,9.4527721,1.3,832.0,86.72,0.746,197.3,3.817,13.02,0.013921,5973.0,0.857,0.945,-0.34,4.547,45.725368,15.58,20.55615234375,8718.6298828125,8718.5322265625,8722.5009765625,7.7890625,1.0209617755856966,0.20440756402105612,4541.3125,5.988924026489258
4336,K04711.01,2,1.0,4.3638313,1.08,976.0,88.96,0.39,194.1,1.457,21.4,0.012932,5623.0,0.763,0.853,-0.4,4.596,44.31424,15.642,37.2919921875,9039.8662109375,9039.58203125,9043.583984375,7.72900390625,1.0436408977556109,0.8831568510474761,10582.4970703125,5.805363178253174
4338,K04497.01,2,1.0,6.83006228,1.09,882.0,89.98,0.006,187.4,3.315,15.95,0.01252,5807.0,0.8,0.886,-0.4,4.576,51.751221,15.17,22.681640625,11668.048828125,11667.767578125,11671.7529296875,7.8408203125,1.0773130544993663,0.33527277730656574,4794.0263671875,6.116154670715332
4339,K04498.01,2,1.0,17.1622587,22.42,674.0,78.38,1.201,312.2,4.668,5.96,0.218648,5729.0,0.939,1.037,0.16,4.509,39.989521,14.841,292.2412109375,16110.2109375,16112.216796875,16222.322265625,217.80712890625,0.9723225030084236,-0.07470590625936752,912252736.0,142.70248413085938
4340,K04499.01,2,1.0,5.19898615,1.04,1035.0,88.41,0.428,136.8,2.359,15.44,0.010944,6058.0,0.867,0.95,-0.4,4.54,48.312809,14.652,97.9765625,19217.69140625,19217.40234375,19221.373046875,7.919921875,1.1285714285714286,7.612810643595053,614264.75,7.833765506744385
4342,K04567.01,2,2.0,14.74426,8.1,784.0,64.5,1.063,113.6,8.168,2.47,0.07515,6146.0,0.987,1.006,-0.22,4.454,44.240391,13.775,52.564453125,40910.67578125,40910.43359375,40918.001953125,14.5625,1.0309789343246591,0.2455539698947784,66767.359375,11.294337272644043
4345,K04570.01,2,1.0,35.0175053,2.13,617.0,88.99,0.809,292.0,3.608,45.7,0.017393,5944.0,1.123,0.905,-0.32,4.293,39.11945,14.638,29.3955078125,18935.826171875,18935.654296875,18940.7841796875,10.3740234375,1.0410958904109588,0.2543703693736888,11811.31640625,7.74021577835083
4352,K03197.01,2,1.0,22.599501,0.96,734.0,89.83,0.12,76.9,4.38,39.4,0.008084,6335.0,1.087,1.017,-0.3,4.375,44.42326,11.531,732.5625,359282.40625,359446.0,359591.765625,620.6953125,0.6357388316151202,-0.7192535599119187,68293394432.0,419.06329345703125
