,toi,tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
1692,2446.01,CANDIDATE,50.942745,-31.265187,-8.717,-66.731,2458418.91465,18.685862,5.4844,1215.9529886,4.2075538,53.8374071,690.8611696,10.208,159.87,5926.0,4.48242,0.987496
1693,2447.01,CANDIDATE,70.997586,-31.906637,-0.423,-31.564,2459168.988935,,8.291,8735.0,10.2185,44.5933,719.0,10.0127,148.987,5825.0,4.43,1.04
1694,2448.01,FALSE POSITIVE,80.740227,-53.76459,0.846,12.289,2459327.82377,9.0182418,3.061,380.0,3.71188,809.294,1485.0,10.0039,490.818,9671.0,4.33,1.78
1695,2448.02,CANDIDATE,80.740227,-53.76459,0.846,12.289,2459306.560237,19.7576219,3.33,380.0,3.78944,347.087,1202.0,10.0039,490.818,9671.0,4.33,1.78
1696,2449.01,CANDIDATE,67.984371,-34.455533,10.001,-58.53,2459186.901539,16.6542431,7.792,10168.0,11.9082,362.642,1215.0,9.8999,156.786,6054.0,4.43,1.08
1697,245.01,CANDIDATE,345.779176,-33.500473,53.271,-18.971,2458361.550729,8.7709212,1.2351076,1376.0957129,5.54104,191.8924514,949.2579047,8.5509,127.272,6208.0,4.438,1.42
1698,2450.01,CANDIDATE,77.952525,6.795745,31.934,5.688,2459179.177363,17.8832414,4.3420932,6750.4878782,6.4171164,27.1279511,582.0683673,11.4894,188.967,5426.0,4.63305,0.776644
1699,2451.01,FALSE POSITIVE,81.312676,-0.770748,0.953,-0.742,2459174.475148,0.3438892,0.9696069,24850.3953805,8.5611179,449.3159514,1174.242267,15.8552,361.474,3199.0,4.70217,0.540483
1700,2452.01,FALSE POSITIVE,93.098193,-50.930948,-28.664,11.981,2459229.062884,0.9776805,0.7657397,965.3175192,3.3784252,1378.7254797,1554.1366421,11.1925,148.462,4456.2,,1.09813
1701,2453.01,CANDIDATE,74.837485,12.936353,45.943,-22.082,2459516.817354,4.4414094,1.147,2920.0,3.02052,8.65827,477.0,12.4223,81.9043,3609.0,4.73522,0.5
1702,2454.01,CANDIDATE,64.32265,-7.766009,-27.357,-71.984,2459174.855266,8.5063687,2.8291905,968.2734253,2.5051088,44.8115834,659.8835801,10.7047,91.9976,4431.2,4.45,0.82124
1703,2455.01,CANDIDATE,64.243824,14.771562,16.36,-53.75,2459521.79046,4.7204905,1.433,43270.0,10.7296,9.88047,493.0,12.986,143.9793,3553.0,4.74625,0.49
1704,2456.01,CANDIDATE,80.57987,10.575049,44.861,-61.173,2459178.894556,,1.8522307,1219.8107094,2.8398685,20.0171149,539.4735051,9.588,69.1329,4968.0,4.55877,0.788051
1705,2457.01,CANDIDATE,70.167322,-12.890726,15.264,19.486,2459175.255066,14.1993538,2.5629666,1859.1571503,2.7591068,9.8747938,452.1179596,10.8749,61.425,4045.0,4.63657,0.631569
1706,2458.01,CANDIDATE,79.621529,1.253439,-3.091,-99.263,2459177.402573,3.7369689,1.9917422,310.4978088,2.3797323,897.6872949,1396.0501486,8.71008,112.958,6092.0,4.25,1.32975
1707,2459.01,CANDIDATE,82.143332,-39.373046,88.576,16.749,2458452.334564,19.1047019,3.2516728,1906.0596245,2.9365337,8.5187297,435.7259839,9.3951,36.6113,4195.0,4.59888,0.675093
1708,246.01,CONFIRMED,24.167869,-50.659308,-35.371,-31.725,2458355.73229,7.8728937,3.7599578,14639.4155321,15.0953,166.5367856,916.2147815,11.2794,169.272,5070.0,4.47933,1.26
1709,2460.01,CANDIDATE,79.528174,2.563675,2.519,-22.799,2459174.385712,0.515461,0.8502512,1462.4242309,6.5688522,7358.8192788,2362.2278419,11.3357,279.5,5994.0,4.44879,1.03783
1710,2461.01,CONFIRMED,78.91982,16.278699,2.717,-12.983,2459515.241843,6.1802675,3.868,5370.0,13.2741,519.967,1330.0,10.8243,372.632,6513.0,4.08,1.74
1711,2462.01,CANDIDATE,77.314465,-5.557409,12.49,5.064,2459183.651187,12.8643168,4.7778345,6907.9754982,17.4453322,248.7479157,1012.8837698,11.7884,516.495,5365.0,4.41,1.82733
1712,2463.01,CANDIDATE,88.090245,-48.09086,-1.535,0.022,2459179.182044,10.6079445,12.7030565,1233.9391066,11.6613557,1516.940178,1591.7023708,9.0318,332.825,6481.0,3.54495,3.2125199
1713,2464.01,CONFIRMED,87.679561,-27.623322,26.975,-34.83,2459222.681031,3.7684981,2.727,19800.0,12.5471,210.575,1061.0,12.3352,288.326,5160.0,4.49546,0.87
1714,2465.01,CANDIDATE,76.737031,-18.904621,-0.165,7.095,2459174.839411,3.759205,2.9961712,892.1135724,3.1563691,685.837258,1305.1938483,10.2994,219.093,6808.4,4.59,1.01507
1715,2466.01,CONFIRMED,76.867332,16.867695,0.667,-6.045,2459493.9445,2.6266983,4.087,10650.0,18.7969,2520.03,1973.0,12.0364,663.834,6475.0,4.0609,1.77
1716,2467.01,CANDIDATE,65.717639,-12.677035,20.053,10.38,2458438.600908,1.7556616,1.3491032,444.0879481,1.7738475,486.2678796,1197.6740653,10.2712,94.7639,4909.0,4.52554,0.808741
1717,2468.01,FALSE POSITIVE,80.896099,-24.121296,17.912,-0.043,2459196.87342,24.4232697,3.788,1920.0,11.2009,62.1143,782.0,10.3598,421.726,6102.0,3.75,2.37
1718,2469.01,CANDIDATE,70.308489,-15.672123,0.606,-8.007,2459198.809559,2.3767548,3.225,7940.0,23.4044,2690.9,2006.0,10.6749,632.183,6931.0,3.8,2.57
1719,247.01,CONFIRMED,1.04657,-47.360635,25.582,2.334,2458354.319792,3.4252567,2.4511609,14205.2044501,14.360067,546.4854465,1233.1457195,11.9116,352.464,5540.0,4.42136,1.11655
1720,2470.01,CANDIDATE,70.428548,-0.600003,-0.154,-5.075,2459199.511667,7.1853092,2.347,800.0,2.12356,37.1797,687.0,10.0632,66.7536,4562.0,4.56,0.74
1721,2471.01,CANDIDATE,66.514805,-12.51168,13.713,5.214,2459194.286421,6.5857043,2.777,1420.0,13.2476,891.424,1522.0,10.4723,499.452,5908.4,3.55,2.88
1722,2472.01,CANDIDATE,67.042733,-3.145653,3.104,-23.436,2459198.852539,,6.71,390.0,3.35556,232.874,1088.0,8.94848,148.667,5824.0,4.0,1.69
1723,2473.01,CANDIDATE,74.374979,10.416737,-9.056,-20.643,2459199.202773,1.2311781,2.756,3562.0,17.567,27258.8,3579.0,10.5347,284.183,6589.1,4.21,1.53
1724,2474.01,CANDIDATE,79.844207,3.122675,47.06,-10.571,2459197.576453,4.278752,4.11,220.0,5.33342,479.761,1303.0,7.82622,132.686,4971.0,,3.5
1725,2475.01,FALSE POSITIVE,76.524234,10.594174,5.61,-14.324,2459197.39928,15.7925628,2.823,1190.0,4.82429,24.617,620.0,10.7302,235.608,5600.0,4.16,1.37
1726,2476.01,CANDIDATE,78.108877,-7.257924,6.422,-13.358,2459196.637234,3.8865992,2.909,590.0,14.0296,247.041,1104.0,10.1263,537.765,4731.6,,5.67
1727,2477.01,CANDIDATE,79.742457,15.203062,-1.007,-19.383,2459175.454173,,4.091,930.0,6.43221,844.249,1501.0,10.2422,362.227,7505.2,4.09,1.96
1728,2478.01,CANDIDATE,73.554354,1.233623,20.856,-39.926,2459174.685986,2.6473916,2.8595222,568.2994163,2.737769,871.0969851,1385.5952225,10.6827,209.93,5748.0,4.34,1.1287
1729,2479.01,CANDIDATE,79.709348,-36.037694,68.578,21.203,2458442.074601,36.8382429,4.9462843,965.1649482,3.7858994,24.2324067,565.8728882,9.354,104.896,5363.1,4.08,1.2099299
1730,248.01,CANDIDATE,34.684283,-54.859725,93.532,12.894,2458354.835618,5.9911124,3.440027,421.2591427,2.3780113,283.6856282,1046.7165312,8.4642,75.9529,5711.7,3.84,1.12148
1731,2480.01,FALSE POSITIVE,75.174905,-34.815988,6.288,-21.633,2459199.593066,11.3543085,3.414,2190.0,9.40688,115.756,913.0,10.8256,470.356,6421.0,3.98,1.92
1732,2481.01,CANDIDATE,77.804406,2.427361,-13.059,-2.753,2459193.255797,11.994832,3.374,1260.0,3.11124,57.2917,766.0,10.6675,151.756,5567.0,4.56,0.86
1733,2482.01,CANDIDATE,71.518246,-15.343431,-41.85,-16.25,2459187.828181,14.9315582,4.729,590.0,1.58293,41.9664,709.0,9.6254,,4779.1,,0.61
1734,2483.01,FALSE POSITIVE,89.835166,-49.469569,-11.884,42.585,2459249.974487,1.4853355,1.234,680.0,4.9194,817.744,1489.0,10.1217,259.299,6137.7,4.19,1.51
1735,2484.01,CANDIDATE,219.734215,37.02674,-31.096,4.948,2458936.65564,8.32852,2.769,3670.0,5.64479,164.151,997.0,10.8945,179.127,5632.0,4.54,0.89
1736,2485.01,CANDIDATE,205.204322,22.983969,0.999,-7.186,2458939.78481,11.23474,6.601,5240.0,12.9872,435.451,1272.0,10.9687,397.953,6016.4,4.01,1.72
1737,2486.01,CANDIDATE,59.85217,-36.476026,153.461,24.084,2459144.538178,1.5411563,1.8428292,1549.654824,3.7253699,324.9120947,1082.8323427,11.1869,96.5003,4307.3,,0.774692
1738,2487.01,CANDIDATE,42.888322,-81.006992,7.501,12.565,2459382.603668,3.4024655,3.141,14990.0,15.364,695.002,1430.0,12.8466,646.188,5822.0,4.3,1.21
1739,2488.01,CANDIDATE,347.136174,-45.026493,31.745,3.458,2459066.147828,10.7629334,4.3263483,1911.9932336,10.1639763,469.8656981,1187.4441297,10.6292,385.238,5394.0,4.4,2.31961
1740,2489.01,CANDIDATE,332.553092,-45.049614,-26.014,12.767,2459062.945311,1.426951,1.3367863,2881.7106387,8.8281188,1289.4656111,1528.3477807,11.2451,215.394,5421.0,4.6,1.02349
1741,249.01,CANDIDATE,14.080026,-38.949234,-71.222,-122.939,2458359.538521,6.6153835,2.190148,1362.4702841,2.2833563,25.0074751,570.3444381,11.2738,70.6272,4157.0,4.59257,0.603418
1742,2490.01,CANDIDATE,73.124509,-36.257098,19.343,12.751,2459180.691467,,7.474737,4407.5735305,7.8938765,83.2609761,770.4245689,11.2759,267.648,5459.0,4.27837,1.17142
1743,2491.01,CANDIDATE,87.283391,9.627515,2.892,-3.379,2459205.124526,5.92777,2.5599954,12984.5364661,20.4068988,1581.2651219,1608.3142967,11.0233,533.726,8343.0,4.36705,1.55754
1744,2492.01,CANDIDATE,90.099738,5.11447,-7.783,-5.481,2459202.053965,10.1011438,5.2130427,13099.5467775,17.8995788,352.897394,1105.4315673,11.6749,421.423,6519.0,4.22,1.48974
1745,2493.01,CANDIDATE,89.746248,-21.575094,33.223,113.235,2459225.823327,,2.0935301,1704.3313705,2.6595119,11.3795177,468.4364849,11.433,93.1416,4242.0,4.62878,0.652251
1746,2494.01,CANDIDATE,90.159529,0.131482,15.569,-66.913,2459210.732023,8.3761316,1.976,9060.0,9.53663,68.1559,800.0,10.7202,152.866,5376.0,4.49858,0.9
1747,2494.02,CANDIDATE,90.159529,0.131482,15.569,-66.913,2459224.849091,2.4087648,1.881,590.0,2.23597,415.189,1257.0,10.7202,152.866,5376.0,4.49858,0.9
1748,2495.01,CANDIDATE,104.827007,-4.828274,7.278,-9.805,2459208.384505,7.795385,1.6941573,2783.9129229,1.8939264,4.92634,379.9713444,12.2285,43.0789,3356.0,4.8711,0.352909
1749,2496.01,CANDIDATE,91.196155,-32.580197,-8.134,10.201,2459175.520632,1.5746828,1.9286406,77503.5100766,22.9576146,71.4965163,741.6362852,14.1969,196.683,3273.0,4.66823,0.579963
1750,2497.01,CONFIRMED,90.062588,11.884058,12.502,-27.31,2459535.42305,10.6555503,7.694,2040.0,11.5245,718.674,1442.0,9.14112,285.289,6715.0,3.79727,2.5
1751,2498.01,CANDIDATE,95.41622,11.251648,-0.313,-20.1,2459204.418324,3.7378816,3.0145864,1342.1095053,4.7887659,790.576458,1352.4017342,10.844,275.265,5938.0,4.25146,1.29068
1752,2499.01,CANDIDATE,89.456648,-11.418203,10.915,15.886,2459226.410197,2.5574812,1.053,1860.0,17.7879,639.207,1400.0,10.7996,233.953,5844.0,4.33,1.13
1753,250.01,CONFIRMED,359.349028,-41.27722,7.33,-15.944,2458355.508072,1.6284296,2.3671002,13773.0480999,12.9494134,1559.4752297,1602.7447752,11.5464,309.137,5700.0,4.39502,1.0941
1754,2500.01,CANDIDATE,96.69897,8.200979,-1.795,-3.582,2459202.311164,2.9555854,3.2152265,7267.7195105,13.9112345,3422.6994234,1950.7963754,11.619,702.71,7837.0,4.31121,1.57828
1755,2501.01,CANDIDATE,108.066593,-44.027544,-8.561,-17.973,2459203.655233,5.3256444,2.1732106,1813.2378307,2.9049153,40.1231455,641.901651,11.6751,93.8832,4066.0,4.60684,0.658727
1756,2502.01,CONFIRMED,101.394805,-33.881692,-3.369,2.549,2459202.042637,3.1413825,4.4361226,5433.0348726,13.070864,2278.9841698,1762.1995122,13.6373,1477.98,6534.0,4.09026,1.73409
1757,2503.01,CONFIRMED,94.444759,-35.706364,-8.838,8.771,2459203.395868,1.6751568,2.2718194,17781.0520005,13.2366563,1000.567857,1434.4366942,13.9819,743.972,5457.0,4.44807,0.963518
1758,2504.01,CANDIDATE,97.214862,11.53189,0.014,-2.451,2459212.609636,13.5942966,4.8627714,2941.2235648,14.7298104,628.8069473,1277.1710991,10.6358,508.561,8389.0,4.29787,1.69485
1759,2505.01,CANDIDATE,95.486535,-11.541394,-17.171,28.333,2459222.132135,2.8972041,1.958,640.0,4.096,470.021,1297.0,10.7015,282.783,5879.0,4.09,1.55
1760,2506.01,CANDIDATE,92.010974,-39.010809,5.5,20.8,2459211.074562,14.9695925,5.832,430.0,3.04784,219.916,,9.9257,236.243,6456.0,,1.46
1761,2507.01,CANDIDATE,82.559826,-43.798459,-22.08,-37.796,2458444.78902,17.3051476,3.4976316,657.1128437,2.7663379,49.5593572,676.7077743,9.4951,103.454,5824.0,4.53,0.923281
1762,2508.01,CANDIDATE,104.817965,-14.444511,-6.1,-0.9,2459226.246477,1.6951056,3.238,370.0,3.11352,6387.13,,10.3559,306.597,6796.0,,1.61
1763,2509.01,CANDIDATE,94.409738,-9.631072,-2.298,3.24,2459224.689855,1.5339665,2.128,470.0,4.28924,3012.65,2063.0,10.7088,446.952,6694.0,4.02,1.92
1764,251.01,CONFIRMED,353.062066,-37.255863,44.639,1.902,2458357.305957,4.9377013,2.2346692,874.2176931,3.028918,277.7477722,1041.1957713,9.3258,99.523,5862.0,4.51783,0.955756
1765,2510.01,FALSE POSITIVE,101.397361,-46.565471,-38.957,49.002,2459248.545136,1.9785134,1.311,410.0,2.77539,622.957,1391.0,10.0879,204.166,6317.0,4.35,1.23
1766,2511.01,FALSE POSITIVE,104.752514,-7.897455,-3.714,-6.321,2459226.722059,0.7951534,0.912,1920.0,9.70612,2195.21,1906.0,10.9539,523.867,6811.0,4.02,1.96
1767,2512.01,CANDIDATE,93.509715,-20.997714,10.198,-38.688,2459226.885867,2.3933087,5.507,150.0,2.03235,6511.62,2502.0,9.22605,199.337,6393.0,4.08,1.72
1768,2513.01,CANDIDATE,94.027709,-21.279477,6.586,-49.797,2459225.861283,2.5577037,2.577,530.0,3.9587,1478.98,1727.0,10.0509,258.693,6039.0,4.03,1.7
1769,2514.01,CANDIDATE,86.719534,-17.029089,46.751,-26.129,2459215.084143,6.3951381,4.047,510.0,2.10043,323.891,1181.0,10.667,173.764,5563.0,4.45,0.98
1770,2515.01,CANDIDATE,89.293899,-18.672245,5.761,8.956,2459227.261848,5.9016526,2.417,2450.0,13.6737,826.195,1493.0,10.1083,281.448,6127.0,4.02,1.74
1771,2516.01,CANDIDATE,109.0444,-17.453065,-0.4,0.9,2459252.875826,5.4927168,7.906,5290.0,18.5905,14464.4,,9.9552,545.079,9623.0,4.08,2.37
1772,2517.01,FALSE POSITIVE,99.172585,-23.309761,0.707,7.569,2459225.683785,2.6788253,2.49,350.0,5.07891,1476.0,1726.0,10.0386,403.768,6863.0,3.93,2.19
1773,2518.01,CANDIDATE,105.44485,-34.919687,-2.978,8.491,2459244.835548,6.8979281,3.326,490.0,2.18129,244.315,1101.0,10.2282,160.825,6016.0,4.49,0.99
1774,2519.01,CANDIDATE,97.891717,-23.951598,1.155,-6.468,2459226.575449,6.9551801,2.062,770.0,2.29124,38.0097,691.0,10.2807,81.856,4742.0,4.57,0.75
1775,252.01,CANDIDATE,57.553653,-63.053919,-7.2,-27.8,2459169.499716,1.0021903,0.193,1892.0,8.64951,91.0138,860.0,11.7497,190.596,5071.0,4.48308,0.87
1776,2520.01,CANDIDATE,106.841463,-11.436773,-72.635,29.689,2459225.974236,2.0944084,4.133,320.0,1.39836,3407.6,2128.0,9.859901,87.4053,5298.0,4.62,0.77
1777,2521.01,CANDIDATE,93.529144,-8.062309,-7.737,-0.317,2459227.249446,5.563087,4.533,2520.0,9.04133,494.188,1313.0,10.8218,341.347,5491.4,3.85,1.72
1778,2522.01,CANDIDATE,107.118513,-12.147866,-4.08,-13.686,2459223.890954,2.0988541,4.365,350.0,1.66554,2840.05,2033.0,9.1239,84.5017,5531.0,4.45,0.97
1779,2523.01,CANDIDATE,95.809871,-11.348617,4.887,-39.904,2459225.084837,4.6410823,2.849,660.0,2.86438,344.881,1200.0,10.1424,166.257,5809.0,4.36,1.12
1780,2524.01,CANDIDATE,160.886843,-1.912698,9.97,4.849,2459570.545421,7.185813,4.069,11880.0,13.1612,210.609,1061.0,12.1772,438.842,5758.3,4.3,1.19
1781,2525.01,CANDIDATE,86.850974,-60.521308,21.759,23.299,2459174.013303,23.349908,4.523,6090.0,6.63684,15.9582,556.0,13.4006,395.398,4944.0,4.51,0.82
1782,2525.02,CANDIDATE,86.850974,-60.521308,21.759,23.299,2459123.257222,49.2423796,6.93,14290.0,10.3421,21.9814,603.0,13.4006,395.398,4944.0,4.51,0.82
1783,2526.01,CANDIDATE,270.134849,-65.613808,-0.485,8.971,2458676.86677,8.0115238,5.17,7810.0,11.5893,370.573,1222.0,11.0586,302.145,5923.0,4.25,1.29
1784,2527.01,CANDIDATE,136.653301,-50.48045,-13.033,7.838,2459301.551019,2.3018922,3.706,1260.0,12.146,4411.81,2270.0,11.1673,743.085,6919.0,3.54,3.45
1785,2528.01,CANDIDATE,188.834597,-18.029479,-28.216,-2.793,2458581.047976,11.7288299,6.031,11480.0,10.0777,213.418,1064.0,12.9363,513.431,5980.0,4.56,0.91
1786,2529.01,CANDIDATE,118.994535,-52.354833,14.909,17.856,2458538.517,,8.943,4240.0,10.9718,70.9731,808.0,10.6693,296.271,5822.0,3.97,1.75
1787,253.01,CANDIDATE,14.318503,-51.585251,102.655,-141.13,2458355.619074,3.5104938,2.1661051,311.9616801,1.3353932,64.7079452,723.3677652,9.3626,30.8431,4020.0,4.438,0.639371
1788,2530.01,CANDIDATE,16.772687,-68.368103,-19.307,-11.861,2458350.181,,4.646,21624.0,11.1787,4.48015,405.0,12.7296,216.581,4490.0,4.55,0.74
1789,2531.01,CANDIDATE,52.531218,-60.875623,-11.274,-0.803,2459156.064863,8.1484094,3.192,14290.0,10.6773,90.5295,859.0,12.4329,314.693,5320.0,4.52,0.87
1790,2532.01,CANDIDATE,201.167653,-19.89616,-41.186,14.5,2458575.416285,16.7055445,4.717,10020.0,13.8512,142.354,962.0,12.646,363.49,5560.0,4.54,0.88
1791,2533.01,CANDIDATE,212.638797,26.42343,-14.0,19.171,2459033.531442,6.6846984,2.076,7030.0,10.358,156.564,985.0,11.6417,368.409,6144.3,4.4,1.13
1792,2534.01,CANDIDATE,338.644613,-57.570425,3.2,0.545,2458346.575296,,8.475,5180.0,12.0956,174.059,1011.0,10.8209,392.929,6421.5,4.12,1.64
1793,2535.01,CANDIDATE,185.529463,-24.943187,-68.98,-30.075,2458576.764481,16.4452725,3.038,11810.0,9.85518,17.053,566.0,12.7024,343.587,5278.0,4.51,0.88
1794,2536.01,CANDIDATE,90.963936,-39.546448,4.166,3.286,2459191.600297,31.9919595,8.8239957,13054.0547159,,25.6823585,574.154107,12.7022,631.951,5780.0,4.438,
1795,2537.01,CANDIDATE,54.388266,10.057746,31.443,-36.169,2458440.324843,1035.1414469,4.804,19640.0,14.5548,0.0070558,80.0,12.0294,184.986,4696.7,4.54,1.01
1796,2538.01,CANDIDATE,95.226318,-7.29894,0.504,-3.933,2459226.24224,2.9103781,3.606,1480.0,12.2597,4501.88,2282.0,10.597,906.746,7340.8,4.09,3.5
1797,2539.01,CANDIDATE,93.038442,-30.787931,1.634,-12.717,2459202.613025,0.985586,1.5285482,1343.3387762,5.2012051,4763.4215785,2118.8465446,11.5606,386.525,5799.4,4.11,1.38013
1799,2540.01,CANDIDATE,82.558548,-42.697946,33.698,-143.698,2458480.943804,12.7187255,3.1582562,1144.1789073,2.5924633,12.2599233,477.2453303,8.2731,19.1419,4036.3,4.65,0.661076
1800,2540.02,CANDIDATE,82.558548,-42.697946,33.698,-143.698,2459223.145597,22.0819969,3.073,1019.0,2.28729,5.94816,435.0,8.2731,19.1419,4036.3,4.65,0.66
1801,2541.01,CANDIDATE,80.508824,-25.722355,-4.885,-3.335,2459199.006353,1.4118418,2.702,520.0,8.14924,11077.2,2858.0,9.9048,737.809,7839.6,4.13,3.52
1802,2542.01,CANDIDATE,120.556913,-23.523374,-0.407,3.165,2459232.348536,4.1076978,2.8733245,36588.3470508,,396.4831333,1138.0882217,14.9801,4625.12,5780.0,4.438,
1803,2543.01,CONFIRMED,136.596917,3.56767,-7.573,-5.71,2459248.432659,7.5428086,6.099,2398.0,9.68783,682.93,1424.0,10.8165,426.798,6349.8,4.11,1.87
1804,2544.01,CANDIDATE,120.153396,-54.509002,8.817,-11.343,2459284.317234,10.5305789,3.0265743,2004.6307229,9.0697058,490.4482514,1200.2398644,10.7607,377.872,5441.0,4.41,1.98859
1805,2545.01,CANDIDATE,135.545803,-3.420819,-14.639,-11.597,2458522.513973,7.9940367,4.271047,404.6194381,2.5576021,258.8217348,1022.9865778,8.90594,107.118,5846.29,4.26525,1.25324
1806,2546.01,CANDIDATE,120.969221,11.135462,0.047,0.777,2459578.592429,2.1811989,0.428,2300.0,18.7156,149.461,974.0,11.8215,515.356,6125.96,4.17403,1.46
1807,2547.01,CONFIRMED,133.324298,8.523017,2.76,3.252,2459577.818635,2.3114199,2.585,16090.0,14.2928,796.887,1480.0,11.302,273.703,5785.79,4.39543,1.07
1808,2548.01,CONFIRMED,131.106996,1.859893,-23.48,-31.653,2459235.236768,8.5232419,2.7826773,17619.2632602,11.7176415,76.1943411,753.5297947,10.0471,100.588,5238.0,4.54438,0.836592
1809,2549.01,CANDIDATE,121.98269,-44.666911,0.0,3.6,2459230.288702,4.8578823,5.7738752,10997.7451656,,1349.9639585,1545.9672625,11.732,970.123,8303.0,4.438,
1810,255.01,CONFIRMED,346.075086,-21.272017,-1.425,-20.118,2459090.083321,2.8126485,2.8737522,13994.0625365,12.0658006,614.5934084,1269.8918153,13.7426,745.116,5700.0,4.39704,1.00957
1811,2550.01,CANDIDATE,122.228117,12.207623,-14.725,-15.12,2459567.482922,9.070106,1.518,3980.0,6.2162,28.5261,643.0,10.7757,182.937,5509.1,4.52,0.92
1812,2551.01,CANDIDATE,112.515604,-11.79048,-4.126,0.631,2459244.80572,5.436841,2.335,2660.0,7.79881,560.394,1355.0,11.7664,730.421,7980.0,4.37685,1.49
1813,2552.01,CANDIDATE,115.918702,-10.257081,-36.087,14.154,2459230.696843,2.3690272,1.8798763,1948.7527415,3.0087061,122.2136328,848.0074408,11.8762,102.256,4007.0,4.56359,0.684741
1814,2553.01,CANDIDATE,121.852319,-49.602939,-18.072,19.869,2459299.211559,8.384818,4.258,12010.0,11.3276,214.409,1066.0,11.8225,339.025,5757.5,4.29,1.02
1815,2554.01,FALSE POSITIVE,126.755088,-20.680147,-9.824,0.671,2459230.661673,6.2636501,5.3639991,7043.2784811,17.7665063,1453.0093429,1574.6602021,10.5484,483.922,6969.2,4.17,2.04438
1816,2555.01,CANDIDATE,123.488475,-24.7173,-7.318,4.013,2459233.496293,16.0475029,3.334,13630.0,19.3344,46.0707,725.0,11.1169,441.932,6337.5,,1.6
1817,2556.01,CANDIDATE,128.702871,8.569483,-9.622,-14.985,2459559.241945,8.0149323,4.6198374,4426.4689118,9.5021286,320.0737304,1078.778438,10.7003,277.281,5886.2,4.25,1.3302799
1818,2557.01,CANDIDATE,119.245948,-49.473563,-5.232,0.943,2459238.55827,9.8305096,3.7879213,4989.9064959,24.4466582,1527.8295735,1594.5512327,11.2047,797.474,6683.6,,2.86532
1819,2558.01,CANDIDATE,128.24579,-25.256245,-7.534,9.135,2459233.129864,17.7837633,4.2761459,6450.9142418,11.928945,99.4306166,805.3780383,11.6919,400.905,5834.0,4.25,1.38395
1820,2559.01,CANDIDATE,312.011689,-35.842605,-4.465,-8.988,2459060.081876,4.2002507,2.627,25670.0,14.9915,236.94,1093.0,13.1141,502.887,5709.9,4.53,0.91
1821,256.01,CONFIRMED,11.248632,-15.274109,317.585,-596.617,2458399.928643,24.7373412,2.069051,6560.492087,1.8439453,0.1439176,157.0898896,11.2991,14.9861,3131.0,5.05701,0.215535
1822,256.02,CONFIRMED,11.248632,-15.274109,317.585,-596.617,2459141.100488,3.7779418,1.4759325,3469.450739,1.5659937,5.7174182,394.3844097,11.2991,14.9861,3131.0,5.05701,0.215535
1823,2560.01,CANDIDATE,332.759205,-27.295719,-7.149,-36.077,2458348.918997,3.5511203,2.634,19660.0,13.8379,258.816,1117.0,13.5328,594.274,5321.0,4.42,0.98
1824,2561.01,CANDIDATE,318.600471,66.404803,-3.127,-7.848,2458980.569731,2.7753854,3.282,9450.0,15.8225,1047.5,1584.0,12.1504,581.074,5905.0,4.05,1.62
1825,2562.01,CANDIDATE,292.018975,77.378608,1.183,-8.032,2459665.482189,4.0483694,2.916,12240.0,13.7358,415.175,1257.0,12.5945,587.158,6054.0,4.3,1.24
1826,2563.01,CANDIDATE,310.743276,70.275792,-7.949,-3.598,2459000.796736,5.0182774,2.419,17110.0,13.5268,143.561,964.0,13.3848,501.58,5487.0,4.41,1.02
1827,2564.01,CANDIDATE,123.272901,9.447684,4.662,-19.348,2459572.727656,3.7257102,2.143,9010.0,11.0938,218.142,1070.0,12.4683,486.785,5698.0,4.33,1.14
1828,2565.01,CANDIDATE,117.047514,2.123685,-11.572,11.719,2459248.021307,3.9682154,3.552,3830.0,11.9577,710.19,1438.0,12.3642,801.435,5840.0,3.9,1.9
1829,2566.01,CANDIDATE,195.312675,58.419067,-64.59,-15.411,2459609.381759,4.2097719,2.7451312,10013.1810613,8.0753542,155.5415514,900.7024751,13.0599,343.975,4927.6,4.52,0.816613
1830,2567.01,CANDIDATE,288.465668,66.347938,-17.074,9.036,2459612.164837,5.9843494,5.3644469,3499.6316046,10.2389519,632.2376228,1278.9095593,11.7489,504.775,5609.0,3.96,1.71761
1831,2568.01,CANDIDATE,115.680423,1.361299,-5.994,-0.456,2459251.583946,3.4843271,3.522,10320.0,15.9782,1741.71,1799.0,12.104,751.206,7250.0,4.26,1.57
1832,2569.01,CANDIDATE,67.278845,-1.909532,-5.849,-13.495,2459174.659675,13.1147744,4.318,3890.0,9.79059,95.9399,871.0,11.1769,317.912,5496.1,4.04,1.54
1833,257.01,CONFIRMED,47.517261,-50.832263,97.912,27.911,2459121.270086,18.3877081,6.405153,1191.0283192,6.3790962,211.2844875,972.3814218,7.0286,76.9028,6382.7,4.05,1.76557
1834,2570.01,CANDIDATE,87.18804,32.084043,-6.393,-15.861,2459548.561019,2.9887607,2.794,14840.0,14.4391,517.006,1328.0,11.9775,361.857,5639.0,4.34,1.12
1835,2571.01,FALSE POSITIVE,333.592905,32.490119,-3.042,-14.941,2458760.818232,6.0027375,4.164,6100.0,8.72806,475.015,,10.5284,184.514,5633.0,,1.08
