,toi,tfopwg_disp,ra,dec,st_pmra,st_pmdec,pl_tranmid,pl_orbper,pl_trandurh,pl_trandep,pl_rade,pl_insol,pl_eqt,st_tmag,st_dist,st_teff,st_logg,st_rad
0,1000.01,FALSE POSITIVE,112.357708,-12.69596,-5.964,-0.076,2459229.630046,2.1713484,2.0172196,656.8860989,5.8181633,22601.9485814,3127.2040524,9.604,485.735,10249.0,4.19,2.16986
1,1001.01,CANDIDATE,122.580465,-5.513852,-4.956,-15.555,2459250.064549,1.931671,3.18,1030.0,10.3168,42432.8,3998.0,9.42344,295.862,7070.0,4.03,2.01
2,1002.01,FALSE POSITIVE,104.726966,-10.580455,-1.462,-2.249,2459202.27787,1.8675878,2.2118642,1657.1471093,36.4328722,20641.4457009,3057.0657359,9.299501,943.109,8924.0,,5.73255
3,1003.01,FALSE POSITIVE,110.559945,-25.207017,-0.939,1.64,2458493.3957,2.74323,3.167,383.41,,1177.36,1631.0,9.3003,7728.17,5388.5,4.15,
4,1004.01,FALSE POSITIVE,122.178195,-48.802811,-4.496,9.347,2459229.549032,3.5775748,2.9347085,501.6028767,5.050111,8092.9691359,2419.0604472,9.1355,356.437,9219.0,4.14,2.1504
5,1005.01,FALSE POSITIVE,120.704811,-11.101521,-26.932,-2.901,2458492.5552,4.55072,2.599,3620.0,6.54449,254.05,1112.0,9.1309,100.711,5613.0,,1.09
6,1006.01,FALSE POSITIVE,124.359239,-27.273521,-29.1,-6.8,2459229.984579,2.5047918,4.3797563,2270.5402194,8.6950898,1750.932635,1649.8220699,9.2386,,6616.0,,1.53429
7,1007.01,CANDIDATE,112.752393,-4.463359,0.357,3.399,2459247.930695,6.9989206,3.953,2840.0,14.7752,448.744,1282.0,8.87759,283.291,6596.0,3.71,2.7
8,1008.01,FALSE POSITIVE,109.382839,13.395219,-17.9,1.3,2458492.52135,2.04936,2.234,249.5,1.71607,2107.05,1887.0,8.9362,144.297,6858.5,4.2,0.99
9,1009.01,CANDIDATE,111.667845,-24.462111,-3.297,4.849,2459252.751357,1.9600296,1.842,2100.0,,26538.5,3555.0,8.4331,866.147,8868.7,,
10,101.01,CONFIRMED,318.737012,-55.871863,12.641,-16.011,2459036.904104,1.4303691,1.6438728,19151.2162143,13.2504933,1281.241792,1525.9050967,12.4069,375.31,5600.0,4.48851,0.890774
11,1010.01,FALSE POSITIVE,112.293981,-21.832912,-5.746,4.502,2459228.878101,0.6808702,2.4634563,1507.8006889,5.9115908,87140.6995884,4382.0266062,8.45086,485.122,9438.0,,1.0
12,1011.01,CANDIDATE,113.984761,-32.841999,145.102,-134.901,2459231.130844,2.4696958,2.3244437,233.4371605,1.4549384,555.1966304,1238.0308162,8.2388,52.62,5413.7,4.46,0.941335
13,1012.01,CANDIDATE,117.095285,6.785064,-2.99,-0.029,2459252.509595,0.884182,1.621,1890.0,24.8132,112144.0,5098.0,8.12718,295.959,8928.0,3.92,2.72
14,1013.01,FALSE POSITIVE,107.286063,-31.933523,-3.973,7.061,2459232.248322,5.4255548,3.9637474,14939.6342222,,273.5880696,1037.2753045,7.6095,510.295,8868.7,,
15,1014.01,CANDIDATE,103.561602,-34.22282,-13.063,9.737,2459201.97301,1.4095043,1.3502669,3554.1212006,,1650.4441307,1625.6234538,7.678,224.672,9307.0,,
16,1015.01,CANDIDATE,122.895964,-27.971896,1.566,-17.974,2459229.035406,1.3734992,1.6528441,1062.6115541,21.9288943,3159.244222,1912.1217852,10.7069,906.496,4897.0,,6.79961
17,1016.01,FALSE POSITIVE,116.110771,-36.098285,-9.231,11.614,2459238.831138,12.6889415,7.9201001,3232.8527885,14.0608342,425.1594177,1158.1310368,10.6257,368.646,7601.0,4.31,1.53641
18,1017.01,FALSE POSITIVE,124.726411,-37.78325,-11.278,9.593,2458518.96536,1.10422,2.37,14177.7,21.0448,39459.3,3926.0,10.6019,406.997,6995.2,4.07,1.61
19,1018.01,FALSE POSITIVE,111.716019,-50.266567,-8.018,11.56,2458492.78078,4.95912,2.509,7440.0,22.9123,673.55,1419.0,10.6254,360.541,5889.0,3.86,2.0
20,1019.01,CANDIDATE,120.147994,-54.878552,-11.732,2.586,2459232.446777,5.2340964,3.6909047,20542.2936714,24.087882,1453.6680068,1574.8386241,10.6348,399.544,7645.0,4.3,1.56203
21,102.01,CONFIRMED,87.139821,-63.988329,-15.641,26.046,2459384.943122,4.4119288,3.894,14790.0,15.2023,999.833,1566.0,9.7109,175.631,6280.0,4.32092,1.21
22,1020.01,FALSE POSITIVE,128.381976,-43.828421,-5.814,4.328,2458521.29108,3.28892,3.793,10518.9,,29832.6,3661.0,10.7173,906.827,8734.2,4.1,
23,1021.01,FALSE POSITIVE,119.30075,-42.999149,-3.211,-15.082,2458492.90429,1.90879,1.909,618.482,3.34688,985.807,1561.0,10.5551,235.974,6022.6,4.52,1.22
24,1022.01,CANDIDATE,162.96491,-5.788708,-15.787,-11.849,2458547.448,3.09574,4.475,380.0,3.4262,18087.9,3230.0,8.72924,120.666,6084.0,4.13,1.41
25,1023.01,FALSE POSITIVE,120.837688,-51.345626,-23.366,22.652,2459303.303969,1.3214483,3.435,2180.0,21.8839,35623.2,3827.0,9.697,316.398,5050.8,3.56,2.99
26,1024.01,FALSE POSITIVE,86.820714,-72.422611,1.128,11.563,2458339.72276,18.0157,2.524,610.0,21.644,7.64364,463.0,10.0814,692.266,4709.0,,7.61
27,1025.01,CANDIDATE,142.521159,-51.517114,-19.153,11.046,2458545.149896,9.683792,2.397578,4245.2906158,,3176.3107352,1914.6989326,5.5324,129.838,8598.7,,
28,1026.01,FALSE POSITIVE,125.434634,-51.759442,47.228,-6.325,2459237.459734,14.2694372,6.9350494,1246.3921871,3.7255381,51.2588496,682.4360542,9.9138,105.677,5690.0,4.58,0.853898
29,1027.01,CANDIDATE,167.133275,-29.653135,-87.554,12.992,2459302.373799,3.2834447,1.384,1220.0,2.69994,79.7847,832.0,10.2103,56.3449,4272.0,4.6,0.68
30,1027.02,CANDIDATE,167.133275,-29.653135,-87.554,12.992,2459304.62844,11.0285857,3.164,1770.0,3.12111,53.4063,753.0,10.2103,56.3449,4272.0,4.6,0.68
31,1028.01,FALSE POSITIVE,157.098337,-51.705409,30.65,-33.906,2458544.48066,1.01606,2.843,240.0,1.20704,2784.04,2023.0,7.9059,23.7748,4634.0,4.64,0.68
32,1029.01,FALSE POSITIVE,88.73909,-65.958839,,,2458365.89313,36.22214,5.107,7170.0,,,,6.841,,,,
33,103.01,CONFIRMED,312.457488,-24.428694,10.426,15.62,2458327.25256,3.547854,3.494333,10424.3718,14.581841,1212.004376,1504.858953,11.5232,411.211,6351.0,4.22896,1.4
34,1030.01,FALSE POSITIVE,155.831478,-57.590248,-26.184,22.489,2458551.32747,12.12369,4.849,6142.77,9.25664,223.195,1076.0,9.5706,78.41273,4807.6,4.17,1.07
35,1031.01,FALSE POSITIVE,140.88389,-67.026006,-23.901,3.03,2459282.239861,5.6496834,2.5612882,1194.3338558,6.7892616,1226.2203257,1509.2524073,9.7318,270.771,6415.4,3.98,1.9220001
36,1032.01,CANDIDATE,159.221506,-42.541639,-15.15,6.437,2459283.829887,5.664473,3.6459666,3449.5814551,14.3057012,7657.4773686,2385.8392559,9.7611,587.196,10395.0,4.13,2.3383701
37,1033.01,FALSE POSITIVE,87.282586,-60.498444,8.9,20.7,2459179.54455,29.0162503,6.507,1440.0,9.84223,159.189,,10.0163,219.94,6113.1,,2.01
38,1034.01,FALSE POSITIVE,134.441752,-49.000578,-4.837,4.109,2459283.337537,3.6344692,2.5339234,628.699015,4.2048368,5420.178349,2188.3820499,9.8174,363.44,9810.0,4.43,1.60776
39,1035.01,CANDIDATE,144.150273,-61.583182,-9.506,16.897,2459311.16903,6.0742782,2.5468064,6039.9909482,31.3717884,1487.6197932,1583.9546259,10.1126,347.556,5964.0,3.7,2.4303801
40,1036.01,CANDIDATE,157.867112,-42.240448,10.992,-57.748,2459303.945357,3.7795364,3.238,2340.0,6.10966,973.181,1556.0,10.2855,184.015,5771.0,4.31,1.18
41,1037.01,FALSE POSITIVE,147.385172,-63.306478,-19.687,10.953,2459308.305635,1.2013272,3.4475374,427.3925883,3.7397226,22275.435005,3115.8482486,9.0211,279.698,9158.0,4.32,1.7416101
42,1038.01,FALSE POSITIVE,128.454638,-49.940347,-15.5,7.0,2459273.371643,3.2235985,2.159,680.0,5.51341,2064.8,,8.7157,280.765,8904.0,4.09,2.17
43,1039.01,CANDIDATE,149.688545,-58.760453,-6.434,4.098,2459284.212291,4.4205396,4.8490726,5756.6991096,,359.5193874,1110.5812279,8.5483,2864.34,,,
44,104.01,CONFIRMED,319.949697,-58.148933,10.552,-10.658,2459038.863566,4.0872994,5.586113,3572.1712499,13.6237732,2242.3605401,1755.0767383,9.8638,316.678,6036.0,3.93359,2.2186699
45,1040.01,FALSE POSITIVE,128.61421,-61.488262,-11.78,6.725,2458520.65674,2.55555,1.566,340.0,11.5901,3520.68,2145.0,8.3854,732.432,10037.0,,6.04
46,1041.01,FALSE POSITIVE,138.402252,-55.19791,-14.189,14.261,2459261.801216,8.30792,3.228,8350.0,43.1068,2276.25,1924.0,8.0981,305.034,9081.0,3.83,3.05
47,1042.01,CANDIDATE,141.975215,-61.33004,-11.595,3.139,2459331.36642,0.7581018,1.078,780.0,10.0744,17894.0,3222.0,9.718,792.633,9917.0,3.75,3.51
48,1043.01,FALSE POSITIVE,128.302319,-52.714202,-9.496,14.659,2459305.355863,1.4415711,2.382,440.0,3.06814,4670.42,2303.0,9.5719,208.055,6902.0,4.25,1.52
49,1044.01,CANDIDATE,153.811023,-58.766393,-14.441,6.214,2459308.044414,1.0083337,2.2002958,3278.129267,,2579.5878356,1817.6377323,10.0031,494.689,5215.2,,
50,1045.01,FALSE POSITIVE,159.887704,-32.51188,-34.609,14.667,2459301.544126,3.7039994,4.277,7590.0,17.57,3546.13,2149.0,9.6306,300.696,7013.8,4.21,1.9
51,1046.01,FALSE POSITIVE,126.419468,-60.907514,-1.536,-9.979,2459255.760033,1.3038898,2.0447388,747.4366999,4.9129908,8225.7238977,2428.9203951,10.0119,301.298,6762.0,4.11,1.75289
52,1047.01,FALSE POSITIVE,144.581535,-67.505097,-35.412,24.084,2458544.79061,0.62627,0.666,1880.0,5.72162,3235.57,2101.0,10.2355,134.926,5622.0,4.5,0.93
53,1048.01,FALSE POSITIVE,136.527702,-54.903922,-10.863,7.063,2458518.376,0.30412,0.748,1330.0,10.417,280833.0,6413.0,8.802,440.426,11892.0,4.14,2.52
54,1049.01,CONFIRMED,253.768848,-28.710584,-8.568,-5.562,2459363.821393,2.1805277,2.969175,16340.1353205,16.808853,1770.4650539,1654.404068,11.0657,314.995,6599.0,4.21017,1.2714601
55,105.01,CONFIRMED,337.457824,-48.003099,91.976,-6.861,2459084.58501,2.1846669,2.86528,11708.0228549,13.7028527,1362.1381428,1549.4409801,9.4995,137.544,5630.0,4.37759,1.23824
56,1050.01,CONFIRMED,239.962248,-28.061794,-8.1,-9.639,2459336.86788,3.7355697,4.3263124,16789.059561,21.0809254,1498.7596613,1586.9116502,11.0261,405.908,6650.0,4.1639,1.57323
58,1052.01,CANDIDATE,337.510274,-75.646561,-63.327,-1.942,2458332.941229,9.139804,3.0912936,358.4157801,3.0629855,243.011763,1006.9932829,9.0197,129.804,5958.2,4.34,1.58
59,1053.01,FALSE POSITIVE,290.977117,-33.351416,-18.692,-8.192,2458657.999179,5.742625,2.860293,1105.760867,13.088532,,,8.8849,263.729,5664.0,3.26574,3.86959
60,1054.01,CONFIRMED,302.114174,-54.317501,1.594,-15.903,2458664.970821,15.5077301,5.04936,636.1674517,3.0547686,104.8330856,816.1018114,8.4362,88.4343,6122.0,4.30881,1.17092
61,1055.01,CONFIRMED,293.286615,-54.532728,108.439,-82.632,2458661.062997,17.4712881,4.297932,1219.5496151,3.437103,53.3701121,689.3571404,8.0888,57.2651,5783.54,4.49925,0.974669
62,1056.01,CANDIDATE,339.258703,-76.917605,9.716,-20.168,2458326.059765,5.3079888,3.1395198,395.4716052,2.899717,603.2343378,1263.9830884,9.6663,168.354,6124.3,4.38,1.36963
63,1057.01,CANDIDATE,127.996917,-78.407564,117.721,-24.565,2458607.345122,51.1710414,6.4793585,864.8547045,2.7958807,11.2145624,466.7295868,9.4091,98.2855,5599.0,4.46138,0.943356
64,1058.01,CANDIDATE,288.911772,-31.790813,3.226,-16.323,2458663.023591,11.1296402,7.1068241,968.6119325,12.9783824,1255.7,1518.2,9.3781,338.831,5785.0,4.344,3.4475601
65,1059.01,CANDIDATE,269.714503,-60.922727,4.297,-207.409,2459378.714316,9.4496506,2.021,19750.0,17.0216,38.5799,694.0,9.7825,98.8783,5509.0,4.39758,0.94
66,106.01,CONFIRMED,68.959816,-64.027039,10.845,-0.499,2459386.715318,2.8493824,3.806,7730.0,16.4149,3854.88,2195.0,10.3157,364.411,6900.0,4.438,1.77
67,1060.01,CANDIDATE,299.290995,-48.934476,2.224,-14.604,2458653.967554,2.068559,0.9982308,581.9546407,2.8451407,1195.9870751,1499.8622384,9.6652,128.491,5687.9,4.6,1.13906
68,1061.01,FALSE POSITIVE,284.688908,-41.242483,24.978,-71.79,2458654.253249,0.540933,1.674337,257.347459,2.28501,,,9.7345,133.171,5525.0,4.25342,1.21935
69,1062.01,CONFIRMED,38.120968,-78.023683,107.847,30.732,2458325.426781,4.1150133,1.1960092,524.8418785,2.0840072,225.95716,988.8405704,9.478,82.1733,5394.0,4.50942,0.887336
70,1063.01,CANDIDATE,230.555493,-83.056214,-89.125,-9.6,2459374.315337,10.0665634,1.981,640.0,2.09966,23.8187,615.0,9.0689,61.1201,5552.0,4.61783,0.79
71,1064.01,CONFIRMED,296.003935,-47.56203,-3.457,-100.891,2458656.66825,6.4438568,1.9034071,1067.3219754,2.4800254,60.8314178,712.2816141,10.0059,68.0726,4803.0,4.52079,0.737189
72,1064.02,CONFIRMED,296.003935,-47.56203,-3.457,-100.891,2458664.491265,12.2264881,2.1689136,1245.05985,2.5664499,25.8972395,575.3513252,10.0059,68.0726,4803.0,4.52079,0.737189
73,1065.01,CONFIRMED,286.36675,-50.06735,7.315,-0.862,2458654.347994,2.160344,1.828854,19357.992992,22.503541,,,13.2851,639.004,5780.0,4.32928,1.2
74,1066.01,CONFIRMED,285.096517,-54.893341,3.99,-37.19,2458657.832537,4.606184,3.121643,13793.034867,12.962219,,,11.9707,353.891,5670.0,4.3925,1.07
75,1067.01,CONFIRMED,288.672005,-59.57935,3.125,6.146,2459039.05091,3.1316589,2.3372757,13763.7161384,8.8310592,148.6554235,890.5635978,13.1686,263.609,4351.0,4.438,0.76701
76,1068.01,CONFIRMED,284.399762,-49.138513,11.096,-5.764,2458656.633231,3.180362,2.111521,21192.463324,13.446487,,,13.2887,535.383,5498.0,4.47934,0.92
77,1069.01,CONFIRMED,289.479212,-32.860124,-16.778,-31.803,2458655.579589,2.9776369,3.1240443,12242.3706105,14.0369087,865.49299,1383.3613518,10.4293,197.996,5703.0,4.25824,1.22026
78,107.01,CONFIRMED,313.783239,-34.135751,26.376,-44.947,2459039.335846,3.9502009,4.5643642,12813.7629308,19.7058959,1364.0898402,1549.9956992,9.6433,211.211,6153.0,4.18077,1.7103601
79,1070.01,FALSE POSITIVE,289.478541,-32.861327,,,2458655.579241,2.9776152,3.25697,43218.111683,26.88423,873.27,1386.5,15.7114,,5740.0,4.29219,1.28
80,1071.01,CONFIRMED,280.184169,-58.459388,-27.094,-30.897,2458655.395924,3.553814,2.056578,9979.266691,12.539744,,,11.5803,290.198,5639.0,4.37172,1.07973
81,1072.01,FALSE POSITIVE,75.627307,-72.913998,1.679,32.797,2459211.732146,12.8379689,9.8464123,10539.0192794,25.4886382,374.129,1225.0,11.7106,703.878,5765.0,4.34773,2.4494
82,1073.01,CONFIRMED,287.484402,-49.664942,3.827,4.878,2459036.472812,3.9228016,1.8736007,31510.9004906,13.3368705,91.167589,788.0973496,13.6699,300.67,4444.0,4.438,0.6983
83,1074.01,CANDIDATE,310.761004,-72.010267,20.031,42.175,2458662.650964,13.9427597,3.7732511,1351.4876372,2.8501548,28.093,587.18,10.6339,107.356,5206.0,4.63095,0.741671
84,1075.01,CONFIRMED,309.971209,-65.449699,-99.737,-59.95,2458654.250006,0.6047427,0.988221,912.4406978,1.8764454,528.02,1222.6,11.1186,61.4592,4046.0,4.60963,0.653189
85,1076.01,CONFIRMED,294.633694,-55.330269,5.382,-38.112,2458654.162996,2.5495659,2.5932887,14992.7247936,12.8879433,757.1265011,1337.863673,11.2474,248.46,5659.0,4.44653,1.03997
86,1077.01,CANDIDATE,173.810798,-88.096213,-22.788,9.977,2459362.467634,1.6062566,1.975922,16736.4572413,12.6311763,844.2790163,1374.8054605,13.461,463.683,5192.0,4.4617,0.984326
87,1078.01,CONFIRMED,306.928646,-56.462287,424.414,-1230.62,2458654.105455,0.5182385,0.7499959,797.2618567,1.1403833,255.1432066,1019.3322198,10.1165,20.373,3325.0,4.88693,0.390989
88,1079.01,CANDIDATE,283.119492,-55.387928,-1.479,-2.677,2458656.382756,3.164147,1.598864,7491.851204,13.276169,,,13.1284,1179.27,6519.0,4.22068,1.48759
89,108.01,CONFIRMED,316.96148,-26.09672,3.479,-10.313,2458328.08383,3.0440541,2.5984575,22236.0165376,12.1086799,315.9871326,1075.3184542,13.163,421.855,5523.0,4.52192,0.809868
90,1080.01,CANDIDATE,276.368325,-52.214573,-270.293,-69.552,2458654.060034,3.965347,0.987454,4770.26147,2.034434,,,12.7067,25.559,3296.0,4.96636,0.284
91,1081.01,CANDIDATE,282.140409,-40.11177,-5.214,-5.918,2458654.026119,2.98278,3.109528,6136.231662,11.467011,,,11.5247,354.05,6027.0,4.29978,1.23975
92,1082.01,CANDIDATE,83.275809,-80.815478,-10.282,45.685,2459165.538013,16.3470117,3.2941073,2074.1162515,2.9277172,8.9995162,441.7479478,11.8835,100.248,4310.0,4.57345,0.649613
93,1083.01,CANDIDATE,296.822194,-87.32281,-82.691,-290.716,2458627.916342,12.9802713,2.828721,2883.0717209,3.2077972,4.7341346,376.2096224,12.0936,68.9109,3614.0,4.81257,0.491323
94,1084.01,CONFIRMED,268.890707,-61.7474,1.031,-17.577,2459388.903698,1.3484955,2.4052414,18542.7758196,15.9189668,2706.9622213,1839.6715758,12.2851,494.182,6346.0,4.38484,1.14759
95,1085.01,CANDIDATE,77.605399,-59.535664,1.584,17.711,2459185.342364,3.254119,4.383,13410.0,14.8796,1520.71,,11.6577,444.066,6102.0,4.28649,1.28
96,1086.01,CANDIDATE,305.56982,-88.568495,16.867,-14.683,2458655.292533,3.7178739,5.4901064,4872.873933,14.7464854,1925.1,1689.4,12.2303,736.397,5818.0,4.33787,2.0840001
97,1087.01,FALSE POSITIVE,238.001011,-76.49349,-5.338,-9.267,2458630.77194,9.30992,3.464,2220.0,14.2968,215.208,1067.0,9.4142,416.25,6907.0,3.63,3.09
99,1089.01,FALSE POSITIVE,228.84306,-52.885989,-10.161,-5.871,2458643.10264,4.73703,3.902,2410.0,25.7144,53821.0,4243.0,10.3918,778.127,11600.0,4.13,2.48
100,109.01,CONFIRMED,313.215475,-25.687376,1.053,-9.881,2458326.127889,2.7667479,2.5998083,14853.8243821,12.0222507,505.8869654,1209.5758909,13.2366,513.011,5346.0,4.48823,0.984866
101,1090.01,FALSE POSITIVE,242.016315,-68.588832,5.989,2.514,2458628.96316,2.19296,4.586,4933.74,22.7769,31883.5,3722.0,10.0196,566.502,7009.8,3.6,2.95
102,1091.01,CANDIDATE,222.101134,-56.025931,-4.775,-15.261,2459359.55521,1.725841,3.674,2710.0,15.0024,50469.2,4175.0,9.3529,321.671,7348.0,3.9,2.39
103,1092.01,FALSE POSITIVE,217.022882,-64.634285,-49.039,-21.072,2458601.38096,1.1923,3.119,3730.0,30.666,40771.2,3958.0,9.0039,209.919,6534.0,3.95,2.04
104,1093.01,FALSE POSITIVE,215.805264,-63.045983,-3.135,-4.442,2458601.33791,11.47606,6.083,3050.0,,,,10.0067,1710.22,,,
105,1094.01,CANDIDATE,230.498827,-53.819601,-2.718,-4.896,2458640.61443,0.59706,0.681,1030.0,9.05357,5261.65,2372.0,9.9806,426.003,7710.0,3.98,2.28
106,1095.01,CANDIDATE,133.968965,-75.926187,-4.136,11.358,2459387.42191,1.4821401,1.779,1830.0,11.9167,2370.97,1944.0,10.4291,582.521,7066.0,3.78,2.66
107,1096.01,FALSE POSITIVE,133.826684,-73.173308,-21.883,19.084,2459307.93577,0.9209526,1.8602735,360.8801529,5.7349089,32740.3629399,3430.7622437,10.11,490.288,6553.0,3.65,2.8908899
108,1097.01,CANDIDATE,189.775859,-74.57402,-50.359,-6.874,2459376.410637,9.1885056,2.482,420.0,2.17371,72.0326,811.0,8.7215,79.5561,5876.0,4.48,0.98
109,1097.02,CANDIDATE,189.775859,-74.57402,-50.359,-6.874,2459344.461827,13.9028391,2.1264429,647.2701039,2.6136848,77.4841883,756.6987586,8.7215,79.5561,5876.0,4.48,0.983215
110,1098.01,CONFIRMED,192.589285,-88.121111,-18.776,-18.086,2458629.909005,10.1826982,2.8918097,688.0316535,3.1306969,198.3947855,957.199169,8.7581,105.096,6153.0,4.34814,1.14582
111,1099.01,CANDIDATE,328.718171,-77.338802,224.864,-186.625,2458658.79039,6.4409822,1.8342508,827.0970109,2.4623926,79.189,760.83,7.3661,23.606,4867.0,4.438,0.800152
112,110.01,CONFIRMED,5.618525,-59.942589,-22.309,-4.893,2458328.040318,3.1743474,2.6515124,15154.038161,14.4066833,718.9106151,1320.652244,11.6714,342.14,5943.0,4.42524,1.15706
113,1100.01,CANDIDATE,9.126138,-83.567067,-0.23,1.169,2459385.738051,20.0734756,4.044,1160.0,4.23693,96.2573,872.0,10.5135,205.43,6033.0,4.37,1.15
114,1101.01,FALSE POSITIVE,319.551469,-77.529113,16.363,-5.515,2459037.441764,2.6690078,1.7690728,3344.0407571,10.2264744,1697.6918898,1637.1349048,10.5891,262.794,5803.5,4.07,1.56013
115,1102.01,FALSE POSITIVE,263.003209,-76.858265,-33.273,-100.013,2458627.80423,6.63371,2.122,1555.34,2.75375,,,10.5652,58.0624,4138.1,4.54,0.63
116,1103.01,CANDIDATE,310.086743,-63.789963,17.057,-25.094,2459037.655526,2.9419297,4.8645053,4449.8518505,28.5292475,459.3606952,1180.750689,10.5598,320.212,4437.0,,3.12602
117,1104.01,CANDIDATE,279.721286,-85.709137,147.495,-42.057,2459367.034327,341.2811281,6.303026,972.5797241,4.7531892,121.1597998,846.173434,7.5622,70.0154,6058.6,4.2,1.39203
118,1105.01,CANDIDATE,146.053969,-89.471513,-18.368,8.978,2459369.694909,10.8681705,2.33,1420.0,2.86547,15.9782,556.0,10.2809,79.5225,4664.0,4.55,0.76
119,1106.01,CANDIDATE,253.110033,-79.135182,10.476,-8.299,2458630.71937,11.1149,2.26,900.0,14.7645,21.9713,603.0,10.0717,523.425,5042.0,,4.94
120,1107.01,CANDIDATE,155.607863,-82.218869,9.065,2.896,2459364.621271,4.078221,4.8395805,6003.2043362,13.8483556,1619.0177511,1617.8291348,10.0068,281.314,6501.0,4.08,1.74836
121,1108.01,FALSE POSITIVE,274.221618,-68.197779,6.355,-13.85,2458655.54872,7.14386,1.467,11146.4,22.1531,,,9.941,417.08,7860.0,4.15,1.91
122,1109.01,FALSE POSITIVE,30.198486,-77.610376,58.003,-33.25,2459083.35168,7.04083,2.979,1580.0,8.46404,852.336,1505.0,9.7906,102.238,5317.0,4.49,0.91
123,111.01,CONFIRMED,0.774487,-62.469317,2.894,4.911,2458326.10505,2.1061607,1.4673445,11945.1621709,12.5432421,691.8411192,1308.0409554,13.183,508.842,5380.0,4.4337,0.940697
124,1110.01,FALSE POSITIVE,286.791829,-58.697242,3.879,-6.843,2458654.60889,2.45466,2.331,4220.0,10.9489,1347.37,1687.0,9.6789,243.838,6610.0,4.15,1.64
125,1111.01,FALSE POSITIVE,291.373783,-60.941042,15.517,-8.387,2458663.00191,11.46597,1.698,7250.0,19.5843,48.7332,736.0,9.3871,312.461,7262.0,4.0,2.13
126,1112.01,FALSE POSITIVE,163.628917,-87.269735,-5.215,-8.358,2458626.54168,2.78186,2.456,490.0,4.92567,1323.21,1680.0,9.5162,292.085,6819.0,3.92,2.21
127,1113.01,FALSE POSITIVE,328.710839,-77.337433,247.896,-157.626,2458658.78715,6.44049,1.854,7920.0,4.90147,7.46851,460.0,9.66865,23.8853,3469.0,4.71,0.53
128,1114.01,CANDIDATE,302.147728,-71.552443,4.3,12.5,2459038.622586,2.4888847,3.1066002,3465.60964,,773.3029498,1344.9531805,8.1129,174.475,8048.0,4.438,
129,1115.01,CANDIDATE,283.301843,-54.910806,-3.758,-12.916,2458658.32747,4.45199,2.109,8483.38,15.8858,1013.74,1571.0,10.526,359.215,6708.3,4.2,1.57
130,1116.01,CANDIDATE,27.699972,-75.848774,10.497,-3.836,2458325.665261,5.00999,1.7024171,463.4617977,2.1930769,210.6675109,971.6707749,9.5268,94.4178,5551.0,4.46214,0.906282
131,1117.01,CANDIDATE,273.602061,-66.419974,-15.32,-38.643,2459362.458967,2.2264788,2.3928515,573.8546583,2.6837971,897.6021689,1396.0170513,10.4055,167.598,5731.0,4.43,1.02422
132,1118.01,FALSE POSITIVE,277.432937,-44.625506,-0.54,-5.003,2458660.16316,4.13812,3.911,5560.0,,613.964,1386.0,10.5084,,4898.4,,
133,1119.01,CANDIDATE,292.604815,-46.278074,19.136,-29.092,2458666.52199,10.95663,3.588,3830.0,23.9726,619.065,1389.0,10.5024,421.518,6456.0,3.92,2.07
134,112.01,CONFIRMED,55.933639,-65.19378,21.126,16.543,2459307.332998,2.4997996,2.865171,14621.2059647,13.8516093,907.8624196,1399.9894384,11.6035,302.448,5650.0,4.28867,1.13732
135,1120.01,FALSE POSITIVE,293.389272,-45.892667,11.184,3.978,2458656.44854,1.66255,3.285,6140.0,13.1846,6967.56,2545.0,10.4063,386.323,7301.0,4.23,1.64
136,1121.01,FALSE POSITIVE,269.648642,-46.065523,2.307,-2.24,2458658.61052,4.07611,2.062,1454.18,,,,11.0605,338.644,,,
137,1122.01,FALSE POSITIVE,281.369481,-52.262928,4.1,-24.9,2458658.77421,3.62654,3.298,910.0,4.22803,944.609,,10.2934,249.826,6317.0,,1.38
138,1123.01,CANDIDATE,292.391505,-37.304009,-20.519,1.569,2458658.04087,1.20928,1.886,11883.8,15.1764,,,10.2398,161.932,5159.8,4.23,1.27
139,1124.01,CANDIDATE,300.212928,-43.982529,57.283,-119.195,2458657.43106,3.51874,2.739,5770.0,21.1311,3347.64,2119.0,7.2235,75.7145,6690.0,4.24,1.49
140,1125.01,CANDIDATE,298.287708,-46.369991,11.24,6.895,2458656.14889,1.54602,0.852,405.173,,1186.27,1634.0,8.0465,237.593,8271.0,3.95,
141,1126.01,FALSE POSITIVE,279.062469,-43.620606,6.138,10.755,2458658.24805,1.62652,3.355,975.82,2.62267,2204.18,1908.0,10.3579,97.8115,5034.0,4.64,0.76
142,1127.01,FALSE POSITIVE,292.195297,-36.00026,1.909,-0.117,2458657.63073,2.32439,4.453,2704.18,,,,7.3163,177.741,8268.5,3.93,
143,1128.01,FALSE POSITIVE,289.761799,-43.074223,17.105,-55.58,2458663.15245,13.5499,1.795,1180.0,6.24633,31.6652,660.0,9.7298,222.529,6209.0,4.09,1.63
144,1129.01,FALSE POSITIVE,284.157959,-29.398357,17.883,-14.764,2458659.06927,4.43651,3.365,1520.0,19.9664,8233.41,2653.0,8.7823,247.414,7101.9,3.91,2.32
145,113.01,CONFIRMED,332.714337,-30.749719,-0.71,-14.516,2458327.053085,3.372877,2.63426,17163.60419,14.201803,615.165921,1270.187448,12.1893,448.637,6050.0,4.45061,1.02
