,pl_name,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ttv_flag,pl_trandur,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,st_teff,st_rad,st_raderr1,st_raderr2,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_w1mag,sy_w1magerr1,sy_w1magerr2,sy_w2mag,sy_w2magerr1,sy_w2magerr2,sy_w3mag,sy_w3magerr1,sy_w3magerr2,sy_w4mag,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,k2_campaigns,pl_ntranspec;;;;
33,EPIC 201258341.01,CANDIDATE,1.0,0.0,0.0,1.0,10.50439,0.00059,-0.00061,0.0,1.75,0.15,-0.43,0.0,0.156,0.013,-0.038,0.0,2456818.9185,0.0026,-0.0026,0.0,3.384,0.0183,0.0016,-0.0045,,0.88,0.02,-0.02,178.6905819,-3.0828192,56.83953,276.38943,-3.34903,180.0262,115.2840653,0.105758,-0.105758,-115.267,0.105771,-0.105771,-1.98354,0.0437805,-0.0437805,84.947,0.3721,-0.369,11.7435,0.0509724,-0.0509724,10.76,0.071,-0.071,9.996,0.005,-0.005,8.565,0.046,-0.046,8.228,,,8.166,,,7.772,0.025,-0.025,7.869,0.02,-0.02,7.907,0.02,-0.02,7.543,9.78271,0.000859,-0.000859,9.3118,0.0061,-0.0061,9.769,1.0,0;;;;
34,EPIC 201259803.01,CANDIDATE,1.0,0.0,0.0,1.0,1.684208,2.4e-05,-2.4e-05,0.0,5.51,0.67,-0.9,0.0,0.492,0.06,-0.08,0.0,2456810.89293,0.00069,-0.00067,0.0,1.3224,0.1173,0.0034,-0.0035,,0.43,0.05,-0.07,170.382257,-3.0610326,52.83076,263.74214,-6.62419,172.37357,40.0848696,0.1582522,-0.1582522,-40.0582,0.158321,-0.158321,-1.46198,0.0932371,-0.0932371,325.636,9.1805,-9.1805,3.0449,0.085851,-0.085851,18.763,0.162,-0.162,16.809,0.423,-0.423,13.795,0.026,-0.026,13.128,0.027,-0.027,12.941,0.03,-0.03,12.903,0.024,-0.024,12.81,0.026,-0.026,12.243,0.383,-0.383,8.806,16.2552,0.001704,-0.001704,15.1877,0.0079271,-0.0079271,16.033,1.0,0;;;;
35,EPIC 201264302.01,CANDIDATE,1.0,0.0,0.0,1.0,0.2122013,2.3e-06,-1.8e-06,0.0,0.519,0.046,-0.123,0.0,0.046,0.004,-0.011,0.0,2456810.4898,0.00048,-0.00049,0.0,0.624,0.0253,0.0018,-0.006,,0.19,0.01,0.0,169.5971097,-2.9913978,52.44111,262.61514,-6.86947,171.62041,174.1559694,0.085764,-0.085764,-166.05,0.08803,-0.08803,52.5138,0.0584635,-0.0584635,71.8937,0.2492,-0.2475,13.8807,0.04769,-0.04769,16.351,0.02,-0.02,14.898,0.025,-0.025,11.147,0.022,-0.022,10.59,0.022,-0.022,10.357,0.021,-0.021,10.233,0.022,-0.022,10.108,0.02,-0.02,9.973,0.057,-0.057,8.449,13.8198,0.000557,-0.000557,12.631,0.0073413,-0.0073413,13.879,1.0,0;;;;
38,EPIC 201270176.01,CANDIDATE,1.0,0.0,0.0,1.0,1.5778643,,,0.0,7.55,,,0.0,0.674,,,0.0,2456810.434,,,0.0,3.02,0.115,,,4811.0,0.73,,,170.1325248,-2.9026339,52.82016,263.2535,-6.57707,172.07996,18.3696712,0.0728983,-0.0728983,-14.9316,0.0797434,-0.0797434,-10.7001,0.0572672,-0.0572672,290.883,4.203,-4.086,3.40971,0.0486082,-0.0486082,13.318,0.036,-0.036,12.605,0.126,-0.126,10.898,0.022,-0.022,10.482,0.022,-0.022,10.401,0.023,-0.023,10.311,0.024,-0.024,10.336,0.021,-0.021,10.275,0.074,-0.074,8.867,12.2983,0.003337,-0.003337,11.7488,0.0071,-0.0071,12.452,1.0,0;;;;
40,EPIC 201270464.01,CANDIDATE,1.0,0.0,0.0,1.0,1.57771549,,,0.0,,,,,,,,,2456818.327691,,,0.0,2.993,,,,7333.0,2.57,0.11,-0.09,170.133417,-2.8982132,52.8243,263.25055,-6.57266,172.07903,16.9452891,0.0856409,-0.0856409,-12.1525,0.0966423,-0.0966423,-11.8093,0.0721855,-0.0721855,307.784,6.025,-5.801,3.22155,0.061927,-0.061927,9.82,0.566,-0.566,9.12,0.03,-0.03,8.526,0.034,-0.034,8.487001,0.042,-0.042,8.438,0.023,-0.023,8.394,0.023,-0.023,8.423,0.02,-0.02,8.424,0.024,-0.024,8.298,9.0828,0.000267,-0.000267,8.8701,0.0065,-0.0065,9.392,1.0,0;;;;
41,EPIC 201274010.01,CANDIDATE,1.0,0.0,0.0,1.0,13.0113,0.0052,-0.00422,0.0,2.43,0.25,-0.24,0.0,0.217,0.022,-0.021,0.0,2457589.515,0.0086,-0.0123,0.0,2.2008,0.0255,0.0025,-0.0024,5347.0,0.88,,,183.3092954,-2.844186,58.64353,284.36294,-1.29451,184.16642,10.1328663,0.0468616,-0.0468616,4.72775,0.0640688,-0.0640688,-8.96233,0.0408026,-0.0408026,501.257,8.49,-8.216,1.9665,0.032988,-0.032988,14.808,0.033,-0.033,14.003,0.149,-0.149,12.57,0.024,-0.024,12.217,0.023,-0.023,12.194,0.027,-0.027,12.096,0.022,-0.022,12.133,0.024,-0.024,11.779,,,8.539,13.8764,0.000192,-0.000192,13.364,0.0062,-0.0062,13.902,10.0,0;;;;
42,EPIC 201291843.01,CANDIDATE,1.0,0.0,0.0,1.0,40.70206194,,,0.0,,,,,,,,,2456823.294921,,,0.0,1.621,,,,3759.0,0.57,0.02,-0.02,178.420349,-2.5717754,57.19799,275.55663,-2.98775,179.57441,118.0502057,0.0648308,-0.0648308,-118.042,0.0648342,-0.0648342,1.39187,0.0321362,-0.0321362,118.959,0.517,-0.512,8.3775,0.0360562,-0.0360562,15.892,0.041,-0.041,14.418,0.05,-0.05,11.394,0.03,-0.03,10.662,0.022,-0.022,10.591,0.025,-0.025,10.404,0.022,-0.022,10.423,0.021,-0.021,10.156,0.087,-0.087,8.838,13.6506,0.000321,-0.000321,12.6371,0.0073179,-0.0073179,13.679,1.0,0;;;;
43,EPIC 201299088.01,CANDIDATE,1.0,0.0,0.0,1.0,21.204739,0.005348,-0.005523,0.0,9.11,1.164,-0.951,0.0,0.81,0.1,-0.08,0.0,2457600.34291,0.008145,-0.007958,0.0,,0.04741,0.00197,-0.00184,5154.0,1.76,0.21,-0.17,182.2046312,-2.4646145,58.67435,282.12008,-1.38475,183.00266,27.2430251,0.0824993,-0.0824993,-17.2604,0.0968947,-0.0968947,-21.0775,0.0712345,-0.0712345,573.991,20.314,-20.314,1.71487,0.0611407,-0.0611407,12.866,0.013,-0.013,11.965,0.103,-0.103,10.366,0.022,-0.022,9.862001,0.022,-0.022,9.8,0.021,-0.021,9.749,0.023,-0.023,9.81,0.021,-0.021,9.789,0.084,-0.084,8.261,11.7673,0.000431,-0.000431,11.2017,0.0066,-0.0066,11.751,10.0,0;;;;
44,EPIC 201324549.01,FALSE POSITIVE,1.0,0.0,0.0,1.0,2.51881781,,,0.0,,,,,,,,,2456820.075966,,,0.0,1.58,,,,6380.0,1.76,,,171.2359519,-2.0851597,54.1171,264.00756,-5.39088,172.774,7.6157731,1.7568094,-1.7568094,7.0,1.8,-1.8,3.0,1.5,-1.5,476.884,,,,,,12.624,0.458,-0.458,12.293,0.08,-0.08,11.236,0.029,-0.029,10.99,0.024,-0.024,10.89,0.026,-0.026,10.88,0.023,-0.023,10.906,0.02,-0.02,11.015,0.155,-0.155,9.024,12.1049,0.000424,-0.000424,11.7475,0.006,-0.006,12.146,1.0,0;;;;
48,EPIC 201352100.01,CANDIDATE,1.0,0.0,0.0,1.0,13.383629,0.00076,-0.000727,0.0,2.873,0.191,-0.143,0.0,0.26,0.02,-0.01,0.0,2457594.79204,0.001985,-0.002149,0.0,,0.03231,0.00186,-0.00145,5216.0,0.82,0.03,-0.02,184.0351247,-1.6737612,59.96957,285.08958,0.06765,184.36744,40.7382162,0.1790085,-0.1790085,-36.3597,0.188525,-0.188525,-18.3732,0.135449,-0.135449,194.195,3.666,-3.535,5.12323,0.094723,-0.094723,13.824,0.019,-0.019,13.002,0.08,-0.08,11.278,0.026,-0.026,10.789,0.024,-0.024,10.708,0.021,-0.021,10.653,0.022,-0.022,10.697,0.02,-0.02,10.607,0.138,-0.138,8.075,12.6813,0.000146,-0.000146,12.1031,0.006,-0.006,12.798,10.0,0;;;;
50,EPIC 201357835.01,CANDIDATE,1.0,0.0,0.0,1.0,11.8951,0.0014,-0.0017,0.0,,,,,,,,,2457611.3371,0.002,-0.0021,0.0,,0.03044,0.001,-0.00079,5040.0,0.68,0.07,-0.06,185.1812113,-1.5883337,60.34617,287.27077,0.6003,185.38531,25.702953,0.0904836,-0.0904836,-25.4865,0.0909908,-0.0909908,-3.32868,0.0528331,-0.0528331,449.79,8.343,-8.05,2.19503,0.040199,-0.040199,13.13,0.007,-0.007,12.788,0.057,-0.057,11.574,0.029,-0.029,11.266,0.027,-0.027,11.271,0.03,-0.03,10.91,0.022,-0.022,10.969,0.02,-0.02,11.132,0.157,-0.157,8.512,12.627,0.000203,-0.000203,12.2163,0.0069,-0.0069,12.281,10.0,0;;;;
51,EPIC 201359834.01,CANDIDATE,1.0,0.0,0.0,1.0,40.1401,0.0012,-0.0012,0.0,20.8,7.4,-10.0,0.0,1.86,0.66,-0.9,0.0,2456838.65281,0.00082,-0.00082,0.0,3.024,0.266,0.081,-0.128,,0.72,0.13,-0.03,173.1750869,-1.5587834,55.61539,266.33207,-4.14095,174.35148,50.9529666,0.1014448,-0.1014448,-48.1369,0.105602,-0.105602,-16.7046,0.056068,-0.056068,342.596,5.901,-5.901,2.89092,0.0498855,-0.0498855,17.703,0.146,-0.146,16.153,0.297,-0.297,13.372,0.032,-0.032,12.687,0.022,-0.022,12.567,0.03,-0.03,12.41,0.023,-0.023,12.426,0.024,-0.024,11.806,,,8.274,15.5853,0.000949,-0.000949,14.6032,0.0076306,-0.0076306,15.655,1.0,0;;;;
52,EPIC 201366540.01,CANDIDATE,1.0,0.0,0.0,1.0,7.4433,0.0011,-0.0012,0.0,2.73,0.47,-2.33,0.0,0.244,0.042,-0.208,0.0,2456810.6468,0.0057,-0.0056,0.0,1.632,0.0346,0.0054,-0.0295,,0.72,0.05,-0.04,168.7367646,-1.4622181,53.16518,259.97186,-5.80132,170.22027,20.6608797,0.0727596,-0.0727596,-20.6579,0.0727654,-0.0727654,-0.350883,0.0484838,-0.0484838,328.871,4.635,-4.511,3.01242,0.0419572,-0.0419572,16.909,0.099,-0.099,15.374,0.229,-0.229,12.966,0.024,-0.024,12.299,0.023,-0.023,12.165,0.024,-0.024,12.044,0.022,-0.022,12.106,0.023,-0.023,11.605,0.231,-0.231,8.258,14.943,0.000548,-0.000548,14.1286,0.0064,-0.0064,14.97,1.0,0;;;;
53,EPIC 201390927.01,CANDIDATE,1.0,0.0,0.0,1.0,2.638,0.0003,-0.00029,0.0,2.91,0.4,-0.33,0.0,0.26,0.04,-0.029,0.0,2457583.3409,0.0042,-0.0046,0.0,1.6992,0.0265,0.0025,-0.0019,4264.47,,,,184.5853275,-1.0989451,60.67044,285.84993,0.81349,184.64436,69.6222393,2.0,-2.0,-61.31,2.0,-2.0,-32.99,2.0,-2.0,,,,,,,15.987,0.023,-0.023,14.872,0.195,-0.195,12.233,0.029,-0.029,11.533,0.027,-0.027,11.39,0.029,-0.029,11.271,0.022,-0.022,11.332,0.021,-0.021,11.048,0.18,-0.18,8.003,14.4164,0.005014,-0.005014,13.6207,0.0078,-0.0078,14.21,10.0,0;;;;
54,EPIC 201392505.01,CANDIDATE,1.0,0.0,0.0,1.0,27.47083,0.01089,-0.01286,0.0,3.36,0.26,-0.18,0.0,0.3,0.023,-0.016,0.0,2457592.0795,0.0186,-0.0163,0.0,5.5008,0.0412,0.0032,-0.0021,4947.03,0.75,0.04,-0.07,183.188479,-1.0748315,60.30009,283.11586,0.28135,183.35282,16.3558277,0.1309701,-0.1309701,-15.588,0.134144,-0.134144,-4.95251,0.0939,-0.0939,273.773,6.33,-6.056,3.62627,0.0819519,-0.0819519,14.58,0.036,-0.036,13.687,0.103,-0.103,11.844,0.026,-0.026,11.39,0.023,-0.023,11.282,0.026,-0.026,11.192,0.023,-0.023,11.239,0.021,-0.021,11.211,0.248,-0.248,8.528,13.3313,0.00051,-0.00051,12.7295,0.0065,-0.0065,13.384,10.0,0;;;;
55,EPIC 201407812.01,CANDIDATE,1.0,0.0,0.0,1.0,2.8268121,,,0.0,40.1,,,0.0,3.577,,,0.0,2456812.488,,,0.0,6.8,0.456,,,5736.0,0.98,,,174.0440867,-0.8407078,56.68341,266.97891,-3.13748,174.86583,11.3810582,0.0842064,-0.0842064,-10.9682,0.0861705,-0.0861705,-3.03761,0.052229,-0.052229,649.666,21.421,-20.119,1.511,0.0488215,-0.0488215,12.578,0.006,-0.006,12.137,0.057,-0.057,10.796,0.027,-0.027,10.457,0.022,-0.022,10.399,0.024,-0.024,10.341,0.023,-0.023,10.381,0.02,-0.02,10.347,0.102,-0.102,8.065,11.8038,0.000992,-0.000992,11.3692,0.0075,-0.0075,11.858,1.0,0;;;;
56,EPIC 201427007 b,CONFIRMED,1.0,1.0,0.0,1.0,0.72091,0.00014,-0.00014,0.0,1.5,0.2,-0.2,0.0,0.134,0.018,-0.018,0.0,2457625.7943,0.0027,-0.0023,0.0,,0.0142,0.0013,-0.00067,5633.0,0.94,0.09,-0.09,184.6021322,-0.5512886,61.20318,285.58634,1.3229,184.44256,17.7833657,0.0695749,-0.0695749,-17.3534,0.0707847,-0.0707847,3.88685,0.038156,-0.038156,706.391,16.79,-16.79,1.38704,0.0333892,-0.0333892,15.081,0.059,-0.059,14.321,0.172,-0.172,12.975,0.023,-0.023,12.63,0.022,-0.022,12.581,0.029,-0.029,12.534,0.024,-0.024,12.57,0.027,-0.027,11.181,,,8.468,14.147,0.000208,-0.000208,13.6514,0.0067,-0.0067,14.219,10.0,0;;;;
57,EPIC 201441872.01,CANDIDATE,1.0,0.0,0.0,1.0,4.4416421,,,0.0,1.17,,,0.0,0.104,,,0.0,2456812.872,,,0.0,2.74,0.01089,,,5547.0,0.9,,,173.6002346,-0.3345702,56.87744,265.80229,-2.84847,174.25702,39.4770015,0.0826233,-0.0826233,-39.409,0.0827012,-0.0827012,2.31611,0.0556739,-0.0556739,243.084,3.037,-2.965,4.08569,0.0504015,-0.0504015,12.294,0.036,-0.036,11.838,0.103,-0.103,10.89,0.053,-0.053,10.595,0.056,-0.056,10.484,0.053,-0.053,9.796,0.022,-0.022,9.841,0.02,-0.02,9.82,0.054,-0.054,8.68,11.9904,0.000864,-0.000864,11.535,0.0065,-0.0065,12.088,1.0,0;;;;
60,EPIC 201445732.01,CANDIDATE,1.0,0.0,0.0,1.0,11.20381,0.00055,-0.00055,0.0,2.18,0.33,-0.6,0.0,0.194,0.029,-0.05,0.0,2456817.4926,0.0021,-0.0023,0.0,1.1328,0.0182,0.0015,-0.0027,,1.1,0.14,-0.25,170.6512345,-0.2798534,55.25819,261.38412,-3.96211,171.521,21.0850119,0.0590264,-0.0590264,2.85301,0.069722,-0.069722,-20.8911,0.0588084,-0.0588084,325.849,5.542,-5.362,3.04095,0.0509483,-0.0509483,12.682,0.031,-0.031,12.238,0.046,-0.046,10.894,0.027,-0.027,10.561,0.022,-0.022,10.496,0.023,-0.023,10.44,0.023,-0.023,10.488,0.019,-0.019,10.539,0.093,-0.093,8.389,11.8803,0.000404,-0.000404,11.4512,0.0078,-0.0078,11.947,1.0,0;;;;
61,EPIC 201456770.01,CANDIDATE,1.0,0.0,0.0,1.0,8.006875,0.001371,-0.001314,0.0,2.384,0.21,-0.189,0.0,0.213,0.019,-0.017,0.0,2457586.039304,0.007062,-0.006925,0.0,2.5,0.0258,0.001,-0.001,5403.0,0.85,0.06,-0.05,185.6973984,-0.1218824,61.89331,287.5863,2.15124,185.2783,10.1694869,0.0642849,-0.0642849,-9.3668,0.0680306,-0.0680306,3.95999,0.0368729,-0.0368729,511.581,7.718,-7.718,1.92613,0.0292649,-0.0292649,14.941,0.095,-0.095,14.285,0.172,-0.172,12.769,0.024,-0.024,12.393,0.027,-0.027,12.283,0.023,-0.023,12.265,0.024,-0.024,12.28,0.025,-0.025,11.619,0.235,-0.235,9.003,13.9771,0.000269,-0.000269,13.4765,0.0066,-0.0066,13.973,,0;;;;
62,EPIC 201488365.01,CANDIDATE,1.0,0.0,0.0,1.0,3.3643115,,,0.0,85.6,,,0.0,7.637,,,0.0,2456812.224,,,0.0,7.4,0.6248,,,6240.0,1.32,,,168.187478,0.3478732,54.24242,257.34479,-4.35046,169.00175,101.999203,0.0914741,-0.0914741,-96.7394,0.0933019,-0.0933019,-32.3315,0.0731014,-0.0731014,147.352,1.189,-1.17,6.75818,0.0539106,-0.0539106,8.893,0.0,0.0,8.45,0.03,-0.03,7.519,0.021,-0.021,7.325,0.051,-0.051,7.211,0.023,-0.023,7.108,0.037,-0.037,7.247,0.02,-0.02,7.272,0.018,-0.018,7.189,8.32033,0.000866,-0.000866,7.97478,0.0062,-0.0062,8.814,1.0,0;;;;
63,EPIC 201497682 b,CONFIRMED,1.0,1.0,0.0,1.0,2.13174,0.00022,-0.00022,0.0,0.692,0.059,-0.048,0.0,0.062,0.005,-0.004,0.0,2456850.0263,0.0028,-0.0026,0.0,,0.0115,0.0008,-0.0008,,,,,168.9366786,0.4880606,54.82399,258.19387,-3.92857,169.63818,16.4083645,0.04027,-0.04027,11.1495,0.0481949,-0.0481949,-12.0384,0.0319422,-0.0319422,253.026,1.664,-1.664,3.92339,0.0257985,-0.0257985,15.148,0.024,-0.024,13.948,0.183,-0.183,12.086,0.023,-0.023,11.54,0.022,-0.022,11.438,0.026,-0.026,11.376,0.022,-0.022,11.449,0.021,-0.021,11.354,0.193,-0.193,8.878,13.7368,0.000323,-0.000323,13.0708,0.0073,-0.0073,13.74,1.0,0;;;;
64,EPIC 201497682.01,CANDIDATE,1.0,1.0,0.0,1.0,13.837814,,,0.0,1.96,,,0.0,0.175,,,0.0,2456820.957,,,0.0,2.84,0.02306,,,4535.0,0.7,,,168.9366786,0.4880606,54.82399,258.19387,-3.92857,169.63818,16.4083645,0.04027,-0.04027,11.1495,0.0481949,-0.0481949,-12.0384,0.0319422,-0.0319422,253.026,1.664,-1.664,3.92339,0.0257985,-0.0257985,15.148,0.024,-0.024,13.948,0.183,-0.183,12.086,0.023,-0.023,11.54,0.022,-0.022,11.438,0.026,-0.026,11.376,0.022,-0.022,11.449,0.021,-0.021,11.354,0.193,-0.193,8.878,13.7368,0.000323,-0.000323,13.0708,0.0073,-0.0073,13.74,1.0,0;;;;
66,EPIC 201497682.02,CANDIDATE,1.0,1.0,0.0,1.0,7.7991586,,,0.0,1.57,,,0.0,0.14,,,0.0,2456814.271,,,0.0,2.94,0.01829,,,4535.0,0.7,,,168.9366786,0.4880606,54.82399,258.19387,-3.92857,169.63818,16.4083645,0.04027,-0.04027,11.1495,0.0481949,-0.0481949,-12.0384,0.0319422,-0.0319422,253.026,1.664,-1.664,3.92339,0.0257985,-0.0257985,15.148,0.024,-0.024,13.948,0.183,-0.183,12.086,0.023,-0.023,11.54,0.022,-0.022,11.438,0.026,-0.026,11.376,0.022,-0.022,11.449,0.021,-0.021,11.354,0.193,-0.193,8.878,13.7368,0.000323,-0.000323,13.0708,0.0073,-0.0073,13.74,1.0,0;;;;
68,EPIC 201497682.04,CANDIDATE,1.0,1.0,0.0,1.0,3.883,0.00032,-0.00032,0.0,1.06,0.095,-0.153,0.0,0.095,0.008,-0.014,0.0,2456810.85,0.0047,-0.0047,0.0,2.03,0.0176,0.0015,-0.0024,,0.55,0.02,-0.02,168.9366786,0.4880606,54.82399,258.19387,-3.92857,169.63818,16.4083645,0.04027,-0.04027,11.1495,0.0481949,-0.0481949,-12.0384,0.0319422,-0.0319422,253.026,1.664,-1.664,3.92339,0.0257985,-0.0257985,15.148,0.024,-0.024,13.948,0.183,-0.183,12.086,0.023,-0.023,11.54,0.022,-0.022,11.438,0.026,-0.026,11.376,0.022,-0.022,11.449,0.021,-0.021,11.354,0.193,-0.193,8.878,13.7368,0.000323,-0.000323,13.0708,0.0073,-0.0073,13.74,1.0,0;;;;
69,EPIC 201512465.01,CANDIDATE,1.0,0.0,0.0,1.0,2.333123,0.000106,-9.6e-05,0.0,2.95,0.65,-3.02,0.0,0.263,0.058,-0.269,0.0,2456812.4806,0.0019,-0.0021,0.0,1.128,0.121,0.022,-0.123,,0.22,0.03,-0.03,173.5625041,0.7138555,57.73659,264.68755,-1.90052,173.80719,109.3829673,0.4338094,-0.4338094,-106.822,0.441492,-0.441492,-23.5307,0.222722,-0.222722,166.356,6.263,-5.831,5.99467,0.216439,-0.216439,20.25,0.165,-0.165,18.96,0.2,-0.2,14.354,0.037,-0.037,13.755,0.032,-0.032,13.362,0.045,-0.045,13.298,0.024,-0.024,13.127,0.028,-0.028,12.337,,,8.527,17.4548,0.001813,-0.001813,16.0817,0.0099834,-0.0099834,17.614,1.0,0;;;;
72,EPIC 201515470.01,CANDIDATE,1.0,0.0,0.0,1.0,20.2073,0.0029,-0.0027,0.0,2.12,0.29,-0.37,0.0,0.189,0.026,-0.033,0.0,2456822.8668,0.0058,-0.0063,0.0,3.72,0.0255,0.0021,-0.0044,,0.76,0.08,-0.01,171.2596557,0.7613692,56.45759,261.16058,-2.76548,171.67085,37.6381503,0.0513681,-0.0513681,-37.2375,0.051663,-0.051663,5.47713,0.0351294,-0.0351294,345.0,3.854,-3.854,2.86997,0.0321342,-0.0321342,15.109,0.011,-0.011,14.148,0.126,-0.126,12.328,0.024,-0.024,11.845,0.022,-0.022,11.718,0.026,-0.026,11.687,0.022,-0.022,11.725,0.022,-0.022,11.679,0.247,-0.247,8.384,13.8304,0.00041,-0.00041,13.2191,0.0069,-0.0069,13.839,1.0,0;;;;
73,EPIC 201516974.01,CANDIDATE,1.0,0.0,0.0,1.0,36.7099,0.0124,-0.0126,0.0,,,,,,,,,2456819.8056,0.0098,-0.0095,0.0,17.664,0.0489,0.0028,-0.0033,5069.12,5.34,,,174.3144865,0.782986,58.20374,265.80615,-1.53947,174.47067,37.9235886,0.0553662,-0.0553662,-5.19921,0.0907727,-0.0907727,-37.5655,0.0544637,-0.0544637,792.41,33.1685,-33.1685,1.23319,0.0524242,-0.0524242,12.496,0.432,-0.432,11.496,0.037,-0.037,9.817,0.024,-0.024,9.346,0.027,-0.027,9.270001,0.021,-0.021,9.162,0.023,-0.023,9.233,0.021,-0.021,9.181,0.036,-0.036,8.526,11.2468,0.0011,-0.0011,10.6755,0.0072,-0.0072,11.238,1.0,0;;;;
75,EPIC 201521212.01,CANDIDATE,1.0,0.0,0.0,1.0,19.565799,0.003584,-0.003788,0.0,6.412,1.267,-0.96,0.0,0.572,0.113,-0.086,0.0,2457905.977854,0.009696,-0.010565,0.0,5.3,0.0688,0.008,-0.004,4486.0,0.85,0.14,-0.12,163.715838,0.848677,51.62695,251.26548,-5.6203,164.66883,,,,,,,,,,,,,,,,19.571,0.199,-0.199,,,,16.543,0.185,-0.185,15.823,0.155,-0.155,15.223,0.184,-0.184,14.68,0.032,-0.032,14.285,0.048,-0.048,11.648,0.245,-0.245,8.459,,,,17.655,0.203,-0.203,18.086,,0;;;;
76,EPIC 201528215.01,CANDIDATE,1.0,0.0,0.0,1.0,6.39916,0.00074,-0.00073,0.0,1.48,0.12,-0.24,0.0,0.132,0.011,-0.021,0.0,2456816.1536,0.0053,-0.0056,0.0,2.472,0.0194,0.0016,-0.003,,0.7,0.0,-0.03,172.804304,0.9586366,57.51516,263.2583,-1.97526,173.0136,27.5490792,0.0450367,-0.0450367,23.1432,0.0500675,-0.0500675,14.9447,0.0296804,-0.0296804,333.838,2.85,-2.803,2.96672,0.025172,-0.025172,14.529,0.1,-0.1,13.978,0.16,-0.16,12.174,0.023,-0.023,11.858,0.024,-0.024,11.711,0.025,-0.025,11.665,0.023,-0.023,11.712,0.022,-0.022,11.32,0.179,-0.179,8.232,13.4754,0.000331,-0.000331,12.9592,0.007,-0.007,13.463,1.0,0;;;;
78,EPIC 201534540.01,CANDIDATE,1.0,0.0,0.0,1.0,2.72273204,,,0.0,,,,,,,,,2456814.491832,,,0.0,3.596,,,,8002.0,2.86,0.11,-0.09,171.6509741,1.055162,56.9259,261.41868,-2.34136,171.91507,47.2165761,0.1128832,-0.1128832,-44.1111,0.117009,-0.117009,-16.8409,0.0789639,-0.0789639,262.833,4.954,-4.777,3.77745,0.069871,-0.069871,8.384,0.033,-0.033,8.162,0.003,-0.003,7.691,0.021,-0.021,7.522,0.044,-0.044,7.488,0.023,-0.023,7.338,0.036,-0.036,7.411,0.02,-0.02,7.409,0.019,-0.019,7.349,8.18417,0.001588,-0.001588,8.0543,0.0072,-0.0072,8.197,1.0,0;;;;
79,EPIC 201541160.01,CANDIDATE,1.0,0.0,0.0,1.0,15.695142,0.001569,-0.001715,0.0,2.028,0.195,-0.168,0.0,0.181,0.017,-0.015,0.0,2457921.463551,0.003449,-0.002914,0.0,2.9,0.0297,0.002,-0.001,4270.0,0.62,0.05,-0.04,163.0590829,1.1547858,51.38257,250.16973,-5.58903,163.94153,157.3556078,0.0370759,-0.0370759,14.8112,0.0408536,-0.0408536,-156.657,0.0370404,-0.0370404,197.438,1.014,-1.005,5.03609,0.0257007,-0.0257007,15.382,0.009,-0.009,14.263,0.08,-0.08,11.964,0.026,-0.026,11.348,0.023,-0.023,11.226,0.025,-0.025,11.158,0.023,-0.023,11.199,0.022,-0.022,11.025,0.139,-0.139,8.755,13.7783,0.000292,-0.000292,13.0461,0.0061,-0.0061,13.794,,0;;;;
80,EPIC 201543531.01,CANDIDATE,1.0,0.0,0.0,1.0,2.48038,0.00028,-0.00031,0.0,1.44,0.3,-1.27,0.0,0.128,0.03,-0.113,0.0,2456812.5024,0.0052,-0.0048,0.0,1.848,0.0104,0.0015,-0.0091,,1.27,0.2,-0.12,172.8169888,1.1908377,57.71323,263.03081,-1.75692,172.93352,29.0556455,0.068645,-0.068645,19.8947,0.0812752,-0.0812752,-21.1762,0.055144,-0.055144,415.742,8.12,-7.82,2.3772,0.0457532,-0.0457532,12.659,0.07,-0.07,12.158,0.08,-0.08,10.99,0.023,-0.023,10.758,0.026,-0.026,10.708,0.023,-0.023,10.655,0.022,-0.022,10.697,0.021,-0.021,10.537,0.097,-0.097,8.734,11.9456,0.000356,-0.000356,11.5557,0.0068,-0.0068,11.972,1.0,0;;;;
