tid
2041563029
2016376984
2010186093
1990842033
1989628303
1980725947
1979500576
1976308113
1965256662
1884091865
1870990135
1813844121
1718201850
1717732429
1716467085
1715469662
1712954983
1551345500
1405997635
1400770435
1400212743
1271152446
1234810324
1101909431
1101855081
1100766816
1001477809
952046774
950525831
941340744
900715901
900240532
841226527
841226526
802227190
801354155
742648307
704012376
701926762
686072378
684936227
666567477
648958344
647636934
628103717
627323667
620780629
610976842
604863428
470987100
470974162
470911286
470852531
470822809
470783598
470709084
470678283
470381900
470315428
470171739
470169396
470159478
470156846
470127886
469821652
469811655
469791892
469782185
469333534
469212332
469184909
468997317
468987719
468983280
468981993
468979441
468979441
468977648
468911753
468889418
468880077
468845640
468832904
468828873
468777766
468574941
468472950
468433454
468396217
468329664
468148930
468055102
467971286
467955232
467783290
467684543
467666275
467651916
467615239
467580267
467484304
467331291
467281353
467265105
467179528
467179528
467153319
466840711
466682238
466318137
466222485
466206508
466167563
466113537
465540915
465275307
465176038
464711858
464646604
464593883
464481762
464445045
464388115
464328419
464326872
464300749
464296022
464280516
464067218
463781038
463754499
463681005
463590116
463508231
463469906
463402815
463365347
463343283
463203560
463103749
463070290
463011281
462808933
462615350
462553953
462162963
462162948
462135459
462072242
461968320
461867584
461662295
461635621
461591646
461538935
461491274
461387302
461271719
461136782
461080504
460984940
460686828
460205581
460140752
459997997
459978312
459970307
459969957
459952217
459947163
459942762
459913687
459903429
459850897
459837008
459837008
459762279
459755750
459215281
459157691
458995583
458914949
458876004
458857720
458856474
458686969
458686847
458686504
458647887
458641144
458589703
458478250
458458156
458424950
458419328
458342769
458331312
458300989
458199018
458027465
457939414
457789844
457743020
457649900
457272901
457268255
457202957
457138169
457110913
457104362
457018819
456971986
456962262
456945304
456862677
456844391
456574511
456560485
456335739
456306892
456305193
456042145
455962313
455791689
455784423
455272393
455153906
455135327
455096220
455036659
455033897
455030519
454918388
454876465
454828937
454361389
454248975
454224694
454069765
454038613
453942180
453789494
453677947
453464017
453452264
453410966
453396346
453387619
453348525
453289469
453260209
453230066
453211454
453211454
453209605
453105377
453100296
453060368
452972453
452964680
452938965
452903647
452866790
452810327
452810326
452808876
452803785
452658846
452576848
452464529
452375478
452281203
452049244
452006073
451645081
451606970
451599528
451566438
451538240
451254008
451084885
450649506
450337675
450327768
449549170
449491381
449257028
449197831
449197624
449107129
449050248
449050247
448923766
448820344
448775221
448744179
448688668
448589187
448536355
448435566
448358913
448098793
447976172
447891218
447593267
447585233
447283466
447206604
447192619
447088034
447061717
447054140
446684383
446549906
446549905
446463666
446370039
446158352
446135868
445990611
445946478
445903569
445859771
445837596
445822015
445807396
445805961
445751830
445586472
445582110
445496795
445456888
445407434
445392860
445254275
445145355
445144327
445137888
444842193
444724127
444558604
444523623
444415148
444413256
444394183
444290896
444013020
443961200
443666343
443658196
443616612
443616612
443582629
443556801
443534757
443341002
443213925
443127052
443115574
443042089
442050698
441936163
441798995
441798995
441798995
441797803
441797394
441765914
441763252
441739871
441739020
441739020
441739020
441738827
441738827
441736986
441732151
441730540
441697509
441658213
441642457
441600335
441590110
441589581
441587756
441580526
441572821
441462736
441453629
441444262
441420236
441334829
441234277
441159680
441155146
441135051
441075486
440937096
440887364
440887364
440872576
440849210
440801822
440777904
440775339
440324561
440186528
440113053
440100539
439926641
439873430
439867639
439842788
439610306
439512298
439456714
439444938
439366538
438777551
438519486
438490744
438412198
438368981
438295981
438278301
438260486
438170612
438149332
438073782
438057373
437984134
437893926
437856897
437786834
437704321
437560683
437333618
437329044
437261733
437259571
437253811
437248515
437242640
437215469
437156845
437144507
437054764
437011608
436875934
436873727
436843539
436652523
436637677
436314778
436166416
436102447
436099179
436007113
435934762
435871546
435861696
435740442
435719275
435680451
435339847
435336785
435259601
435167167
434718964
434496663
434486077
434428836
434260570
434234955
434226736
434171145
434171113
434110695
434105231
434105094
433546897
433144048
432761635
432549364
432467894
432132155
432114158
432078760
432008938
431999925
431981595
431971818
431899140
431693152
431585347
431514478
431156009
431148743
430677414
430528566
430099722
430093142
429791387
429501231
429414530
429358906
429304876
429302040
429295277
429218084
429036977
428988981
428963229
428892437
428787891
428699140
428685938
428679607
428251130
428065977
428003305
427866520
427761355
427740976
427730490
427654774
427578289
427508467
427352241
427348923
427332229
427320001
427279997
427153307
426448042
426319499
426122503
426077080
426017070
425997655
425997655
425997655
425997655
425997655
425934411
425721385
425561347
425508314
425316308
425220920
425206121
425163745
424865156
424747720
424733642
424699834
424435940
424391516
424196109
424112727
423672208
423670610
423666115
423393242
423275733
423128096
422923265
422914082
422884521
422881018
422838133
422756130
422656370
422655579
422653398
422554579
422514153
422486295
422423972
422385684
422217860
421973253
421951960
421894914
421455387
421336001
421308357
420962989
420829332
420803693
420779000
420680343
420645189
420645189
420446142
420288086
420268415
420202798
420177051
420174131
420114036
420112589
420112587
420112217
420108587
420051632
420049884
420016507
419957393
419946164
419858461
419419534
419411415
419148828
419092044
419029830
418987806
418971787
418959198
418761354
418567812
418471796
418471116
418298773
418255064
418133917
418012030
417948359
417942201
417931607
417931300
417844678
417705690
417676622
417676091
417646390
417129824
417047499
416987878
416624606
416542079
416539317
416534875
416368336
416195870
415976665
415969908
415969908
415969574
415741431
415443327
415399713
415276070
415143674
414922696
414870287
413376180
413372087
413343957
413248763
412961700
412828754
412635642
412521892
412485680
412371819
412259468
412257781
412054152
412014494
411943564
411930845
411839167
411796826
411781649
411697517
411608801
410554986
410552165
410528770
410450228
410372968
410358456
410314178
410245915
410214986
410159011
410153553
410094645
409934330
409896170
409794137
409594381
409520860
409459226
409315469
409264172
409207712
409183335
409009431
408824640
408809625
408743161
408729765
408643099
408636441
408618999
408549705
408416746
408310006
408261725
408231638
408203470
408159788
408137826
408114363
408094424
407997410
407966340
407966340
407922734
407905370
407827885
407772585
407694390
407658979
407591297
407394748
407313319
407243316
407166076
407146538
407146536
407127579
407126408
407059875
406976746
406941612
406926040
406861922
406855039
406726743
406684949
406672232
406634633
406495245
406443564
406361982
406318573
406236094
406190563
406140233
406106335
405932063
405904232
405897415
405862830
405794804
405763009
405717754
405700729
405620289
405571798
405559035
405485201
405484221
405454160
405452527
405425498
404713783
404518509
404518509
404506270
404505029
404467699
404421005
404340025
404243877
404227343
403911354
403693875
403507814
403405969
403347341
403340402
403308915
403288821
403287048
403256331
403224672
403136415
403136413
403135192
402898317
402828941
402391147
402319411
402219289
402053027
402026209
401980624
401952328
401704685
401604346
401509690
401283491
401125028
401028336
400972123
400899926
400786146
400762242
400712525
400683848
400595342
400515645
400476523
400432230
400430915
400395395
400381085
400323948
400103802
400093775
400073524
399967279
399956873
399954349
399871011
399870368
399868187
399860444
399847887
399794420
399757537
399724238
399642071
399444057
399346877
399144800
399058051
398943781
398912927
398736713
398733009
398725538
398572544
398502253
398466662
398371628
397924314
397522142
397423462
397058826
396950329
396935099
396932137
396896334
396813816
396794358
396740648
396720998
396720998
396649769
396562848
396556650
396368313
396356111
396316939
396133015
395926728
395773226
395514100
395393265
395385033
395171208
395142888
394918211
394900138
394722182
394721720
394698182
394691478
394672497
394657039
394570569
394561119
394509844
394492339
394443982
394357918
394346745
394346647
394338713
394287035
394223845
394137592
394050135
394029948
393965778
393940766
393911494
393853275
393831507
393633044
393495970
393414358
393340920
393298446
393251073
393196631
392995938
392476080
392319808
392112968
392064198
391949880
391904697
391903064
391903064
391900348
391821647
391645374
391510223
390988385
390723664
390651552
390444761
390157607
390048041
390021939
389999924
389968080
389924075
389910188
389900760
389777651
389753172
389525208
389421473
389371332
389352124
389238529
389182138
389070884
389040826
388934707
388816604
388811663
388804061
388624270
388393034
388280249
388202128
388198242
388130237
388130235
388106759
388106759
388104525
388089437
388076005
387974148
387834907
387791274
387690507
387664868
387664866
387603144
387544178
387527558
387515920
387423096
387413037
387409975
387401076
387342052
387330895
387275908
387260717
387259626
387193925
387079085
386772576
386620582
386456916
386435344
386297468
386259537
386197662
386161311
386131764
385858569
385658469
385654601
385624852
385459345
385400633
385332171
385312460
385105624
384888319
384744828
384709136
384549882
384513078
384386062
384386061
384299730
384244834
384159646
384045439
384034837
384016413
383949205
383828887
383806208
383721338
383666033
383645563
383531859
383531543
383410746
383390264
383299778
382980571
382975217
382626661
382625239
382602147
382474101
382463648
382437043
382419744
382391899
382331352
382302241
382259755
382200986
382188882
382068562
382045742
381996371
381982417
381979901
381976956
381897917
381856447
381789320
381714186
381544766
381360757
381360750
380907135
380887434
380886535
380836882
380783252
380775661
380671216
380619414
380589029
379931600
379929661
379723086
379629854
379286801
379240073
378976682
378708888
378613125
378355116
378291076
378227267
378159598
377873569
377739433
377420580
377304435
377297285
377293776
377290815
377191482
377165123
377144784
377097547
377064495
377064495
377064495
376981340
376939759
376838000
376740324
376688393
376682699
376645976
376637093
376632626
376610581
376524552
376421071
376353509
376209245
376168473
376036292
375981105
375850439
375654303
375542276
375506058
375419034
375225453
375223080
375059587
375059587
374997123
374908020
374847873
374829238
374778982
374400599
374350678
374348168
374200604
374180079
374180079
374158843
374095457
373844472
373785851
373729723
373693175
373614579
373612558
373576942
373453507
373424049
373033374
373017346
372960748
372913430
372852036
372818426
372817671
372759746
372758077
372757221
372747949
372730331
372596796
372596795
372505528
372448111
372443687
372424377
372392226
372264750
