kepid
4049124.0
4049108.0
4048898.0
4047631.0
4044005.0
4043443.0
4043190.0
4042026.0
4037428.0
4037164.0
4037163.0
4035675.0
4035667.0
4035640.0
3974928.0
3973549.0
3973504.0
3973002.0
3972432.0
3972391.0
3971315.0
3970233.0
3970117.0
3969687.0
3968809.0
3967760.0
3967760.0
3967501.0
3967326.0
3966912.0
3966801.0
3966262.0
3965326.0
3965201.0
3964562.0
3964545.0
3964109.0
3962872.0
3962728.0
3962684.0
3962357.0
3962243.0
3962243.0
3962243.0
3958301.0
3957082.0
3955867.0
3955817.0
3955444.0
3954227.0
3954211.0
3953212.0
3953173.0
3953106.0
3952651.0
3946023.0
3945802.0
3942670.0
3942670.0
3942446.0
3941219.0
3940418.0
3939150.0
3939150.0
3938073.0
3937814.0
3937814.0
3937814.0
3937519.0
3937519.0
3936061.0
3935914.0
3934657.0
3869825.0
3869326.0
3869014.0
3867794.0
3867615.0
3867615.0
3867593.0
3866536.0
3865595.0
3865567.0
3865298.0
3863877.0
3862246.0
3861611.0
3861595.0
3860441.0
3859890.0
3859628.0
3859363.0
3859151.0
3859079.0
3859042.0
3858988.0
3858949.0
3858943.0
3858926.0
3858919.0
3858917.0
3858884.0
3858879.0
3858851.0
3858824.0
3858804.0
3858767.0
3858757.0
3858704.0
3857860.0
3854496.0
3854101.0
3853673.0
3852872.0
3852865.0
3852655.0
3852476.0
3852258.0
3851949.0
3851194.0
3851193.0
3851134.0
3851130.0
3849187.0
3849155.0
3848972.0
3848966.0
3848948.0
3848919.0
3848665.0
3848275.0
3848083.0
3847907.0
3847708.0
3847138.0
3846515.0
3839488.0
3839294.0
3838496.0
3838486.0
3838004.0
3836558.0
3836522.0
3836509.0
3836453.0
3836450.0
3836439.0
3836413.0
3836399.0
3836375.0
3835670.0
3834728.0
3834364.0
3834360.0
3834322.0
3834317.0
3833007.0
3832716.0
3832474.0
3832474.0
3831911.0
3831523.0
3831053.0
3830820.0
3766353.0
3765917.0
3765917.0
3765771.0
3765692.0
3764879.0
3764714.0
3764411.0
3762750.0
3762553.0
3762468.0
3761319.0
3761319.0
3758922.0
3758499.0
3758499.0
3757778.0
3757590.0
3757588.0
3757407.0
3756264.0
3755522.0
3752110.0
3751231.0
3751118.0
3750350.0
3749978.0
3749508.0
3749508.0
3749365.0
3749134.0
3748855.0
3748855.0
3748239.0
3747817.0
3747817.0
3747262.0
3746248.0
3745690.0
3745690.0
3745690.0
3745559.0
3742855.0
3735634.0
3735629.0
3734868.0
3734501.0
3734418.0
3733638.0
3733628.0
3732972.0
3732894.0
3732821.0
