,kepoi_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
0,K00752.01,1,0,0,0,0,9.48803557,2455003.539,0.146,2.9575,615.8,0.022344,3.20796,2.26,0.0853,89.66,793.0,93.59,24.81,0.4603,5.135849,28.47082,35.8,142.0,11111111111111111000000000000000,0.6864,5455.0,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347,0.002,0.43,0.94,-0.0002,-0.00055,-0.01,0.2,0.2,0.08,0.31,0.32
1,K00752.02,1,0,0,0,0,54.4183827,2454995.514,0.586,4.507,874.8,0.027954,3.02368,2.83,0.2734,89.57,443.0,9.11,77.9,0.4603,7.027669,20.109507,25.8,25.0,11111111111111111000000000000000,0.0023,5455.0,4.467,0.14,0.927,0.919,291.93423,48.141651,15.347,0.003,-0.63,1.23,0.00066,-0.00105,0.39,0.0,0.39,0.49,0.12,0.5
2,K00753.01,0,0,0,0,0,19.89913995,2455008.85,0.969,1.7822,10829.0,0.154046,7.29555,14.6,0.1419,88.96,638.0,39.3,53.5,0.3858,37.159767,187.4491,76.3,56.0,11111101110111011000000000000000,0.6624,5853.0,4.544,-0.18,0.868,0.961,297.00482,48.134129,15.436,0.278,-0.021,-0.038,0.0007,0.0006,-0.025,-0.034,0.042,0.002,-0.027,0.027
3,K00754.01,-1,0,1,0,0,1.736952453,2455003.308,1.276,2.40641,8079.2,0.387394,0.2208,33.46,0.0267,67.09,1395.0,891.96,3.278,0.3556,39.06655,541.8951,505.6,621.0,11111110111011101000000000000000,0.0,5805.0,4.564,-0.52,0.791,0.836,285.53461,48.28521,15.597,0.0,-0.111,0.002,0.00302,-0.00142,-0.249,0.147,0.289,-0.257,0.099,0.276
4,K00755.01,1,0,0,0,0,2.525591777,2455004.596,0.701,1.6545,603.3,0.024064,1.98635,2.75,0.0374,85.41,1406.0,926.16,8.75,0.3661,4.749945,33.1919,40.9,515.0,01111111111111111000000000000000,0.309,6031.0,4.438,0.07,1.046,1.095,288.75488,48.2262,15.509,0.733,-0.01,0.23,8e-05,-7e-05,0.03,-0.09,0.1,0.07,0.02,0.07
5,K00756.01,1,0,0,0,0,11.09432054,2455004.201,0.538,4.5945,1517.5,0.036779,0.67324,3.9,0.0992,88.11,835.0,114.81,16.36,0.3511,9.046456,55.204865,66.5,95.0,01111101110111011000000000000000,0.0975,6046.0,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714,,-0.12,0.14,4e-05,,0.04,-0.07,0.08,-0.02,-0.08,0.08
6,K00756.02,1,0,0,0,0,4.13443512,2455005.979,0.762,3.1402,686.0,0.026133,0.37377,2.77,0.0514,83.72,1160.0,427.65,6.96,0.3511,5.500643,33.546658,40.2,240.0,01111101110111011000000000000000,0.546,6046.0,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714,,0.14,-0.32,-0.00016,,0.25,0.09,0.26,0.18,0.06,0.19
7,K00756.03,1,0,0,0,0,2.56658897,2455012.554,0.755,2.429,226.5,0.014983,0.48909,1.59,0.0374,82.17,1360.0,807.74,5.54,0.3511,4.3886313,12.325094,15.0,355.0,01111101110111011000000000000000,0.4352,6046.0,4.486,-0.08,0.972,1.053,296.28613,48.22467,15.714,,0.1,0.3,-4e-05,,-0.33,-0.3,0.45,-0.41,-0.29,0.5
8,K00114.01,-1,0,1,1,0,7.36178958,2454965.251,1.169,5.022,233.7,0.183387,0.00485,39.21,0.082,60.92,1342.0,767.22,2.4,0.3201,10.964684,46.15308,47.7,185.0,11111111111111111000000000000000,0.7213,6227.0,3.986,0.0,1.958,1.358,298.86435,42.151569,12.66,0.0,-13.45,24.09,0.003032,-0.005549,-4.506,7.71,8.93,-4.537,7.713,8.948
9,K00757.01,1,0,0,0,0,16.06864674,2455006.622,0.052,3.5347,4914.3,0.062161,3.6659,5.76,0.1158,89.92,600.0,30.75,36.85,0.582,20.457163,137.44981,161.9,69.0,11111110111011101000000000000000,0.1819,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,0.063,0.033,-0.044,0.00026,0.00049,0.041,-0.015,0.044,0.005,0.03,0.031
10,K00001.01,1,0,0,0,0,2.470613377,2454955.763,0.818,1.74319,14231.0,0.123871,1.83538,13.04,0.0354,84.41,1339.0,761.46,8.3977,0.3928,544.1701,6468.04,4304.3,432.0,11111110111011101000000000000000,0.1522,5820.0,4.457,-0.06,0.964,0.971,286.80847,49.316399,11.338,0.0,-0.0232,0.1066,-0.00012,0.00078,-0.009,-0.3,0.3,0.015,-0.27,0.27
11,K00002.01,1,0,1,0,0,2.204735417,2454954.359,0.224,3.88864,6674.7,0.075522,0.37936,16.1,0.0376,87.21,2048.0,4148.92,4.602,0.2958,232.27,3862.1846,5945.9,611.0,11111111111111111000000000000000,0.0,6440.0,4.019,0.14,1.952,1.449,292.24728,47.969521,10.463,,0.3986,-0.7585,-0.001754,,2.22,-3.29,3.97,2.02,-3.67,4.19
12,K00010.01,1,0,0,0,0,3.522498429,2454954.119,0.631,3.19843,9145.7,0.092086,0.65374,14.59,0.0473,85.2,1521.0,1264.67,7.541,0.3201,130.83832,1725.5824,1741.5,384.0,11111111111111111000000000000000,0.6662,6225.0,4.169,-0.04,1.451,1.132,281.28812,42.45108,13.563,0.0,-0.5515,-0.0597,1e-05,0.00036,0.014,-0.013,0.02,-0.028,0.176,0.178
13,K00112.02,1,0,0,0,0,3.709214104,2454966.983,0.051,2.6302,131.1,0.010424,1.77451,1.16,0.0465,89.73,1206.0,500.46,10.888,0.4035,4.8657312,41.28873,50.6,352.0,11111111111111111000000000000000,0.605,5833.0,4.407,-0.04,1.022,0.974,295.64871,48.49556,12.772,0.009,0.36,0.45,-4.6e-05,-5e-05,0.24,-0.15,0.29,0.16,-0.13,0.21
14,K00742.01,-1,0,1,0,0,11.521446064,2455003.84,2.483,3.6399,17984.0,1.625358,1.27376,150.51,0.0978,83.13,753.0,75.88,20.75,0.3858,92.901566,628.3708,622.1,96.0,11111101110111011000000000000000,0.154,5795.0,4.554,-0.2,0.848,0.938,297.07993,47.597401,15.472,0.895,0.068,-0.038,0.0,0.0001,0.009,-0.009,0.013,0.147,0.037,0.151
15,K00743.01,-1,0,1,0,0,19.40393776,2455005.484,0.804,12.2155,8918.7,0.096729,0.03785,7.18,0.123,84.93,523.0,17.69,9.099,0.5172,49.468765,320.90817,214.7,71.0,11111111111111111000000000000000,0.806,5043.0,4.591,-0.54,0.68,0.657,289.25821,47.635319,15.487,0.048,0.038,-0.005,-0.00038,-0.0002,-0.001,0.009,0.009,-0.147,-0.038,0.152
16,K00744.01,-1,0,1,0,0,19.221388942,2455017.552,1.065,4.79843,74284.0,0.476633,1.57359,49.29,0.1417,88.05,698.0,55.97,31.323,0.3447,387.658,2174.4263,2317.0,55.0,11111101110111011000000000000000,0.0003,6117.0,4.496,-0.22,0.947,1.025,295.81454,47.69035,15.341,0.0,-0.1235,-0.2667,-0.0005,-0.002,0.003,0.005,0.006,-0.018,-0.203,0.203
17,K00745.01,-1,0,1,0,0,16.46983774,2455013.882,0.292,9.4378,10479.0,0.092509,0.19353,7.94,0.1147,88.81,595.0,29.61,14.05,0.49,43.1625,258.8247,303.4,66.0,01111101110111011000000000000000,0.0112,5152.0,4.517,-0.2,0.786,0.741,297.15442,47.668701,15.788,0.0,-0.092,-0.25,0.0007,0.0008,-0.04,-0.004,0.04,0.017,0.001,0.017
18,K00746.01,1,0,0,0,0,9.27358173,2455006.258,0.387,3.2875,1288.3,0.032563,1.93557,2.47,0.0759,88.93,649.0,41.85,20.65,0.6019,9.616924,71.48005,87.2,144.0,11111111111111111000000000000000,0.0504,4856.0,4.583,-0.3,0.696,0.676,288.13824,47.724449,15.302,0.037,-0.05,0.2,0.00034,0.00019,-0.059,-0.008,0.059,0.042,0.344,0.346
19,K00747.01,1,0,0,0,0,6.02930329,2455004.603,0.258,1.5821,1912.7,0.038838,13.09803,2.85,0.0585,89.5,678.0,50.04,29.31,0.6908,6.876831,52.36939,65.4,215.0,11111111111111111000000000000000,1.0,4537.0,4.648,0.21,0.672,0.761,283.71088,47.86327,15.784,0.77,-0.32,-0.24,-0.00017,-0.0001,0.11,0.01,0.11,-0.19,-0.24,0.3
20,K00748.01,-1,0,1,1,1,2.696370652,2455003.738,0.044,3.6129,397.9,0.017673,0.51471,1.58,0.0349,89.56,1066.0,305.34,5.827,0.5746,5.508401,34.570904,48.2,501.0,11111111111111111000000000000000,0.0505,4989.0,4.504,0.1,0.819,0.781,283.76547,47.804298,15.269,0.0,-1.47,-0.53,0.00047,0.00019,1.08,2.19,2.44,0.89,2.32,2.49
21,K00749.01,1,0,0,0,0,5.349553819,2455004.807,0.092,3.0278,831.0,0.025706,1.73782,2.55,0.0563,89.62,919.0,168.99,13.8015,0.5256,6.0370364,48.504196,60.6,247.0,11111111111111111000000000000000,0.7722,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,0.002,-0.71,-0.38,0.00055,0.0003,0.04,-0.02,0.04,-0.02,-0.03,0.04
22,K00749.02,1,0,0,0,0,3.94105221,2454969.087,0.226,2.5984,363.3,0.017105,1.85636,1.7,0.046,88.88,1018.0,253.15,11.51,0.5256,4.5118856,22.749151,28.9,322.0,11111111111111111000000000000000,0.923,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,0.464,0.2,0.38,-8e-05,-0.00013,-0.23,0.35,0.42,-0.24,0.34,0.42
23,K00749.03,1,0,0,0,0,8.10904807,2454965.803,0.025,3.596,217.4,0.013127,1.5302,1.3,0.0743,89.92,800.0,97.03,17.46,0.5256,4.434382,9.776852,14.1,141.0,11111111111111111000000000000000,0.7742,5185.0,4.44,0.16,0.91,0.831,292.37613,47.880989,15.416,0.013,3.8,-0.1,-0.00072,2e-05,-0.11,-0.14,0.18,-0.15,-0.15,0.22
24,K00113.01,-1,0,1,0,0,386.6030528,2454999.342,0.9765,6.8057,24927.0,0.240528,4.63335,41.5,1.0719,89.95,297.0,1.84,332.0,0.4707,,,994.0,,,,5543.0,4.081,0.44,1.58,1.103,292.27374,37.671558,12.394,0.002,-0.008,0.067,-0.0007,0.0006,0.001,0.037,0.037,0.001,0.163,0.163
25,K00750.01,1,0,0,0,0,21.67699193,2455004.536,0.896,3.4555,857.2,0.032666,0.60007,2.95,0.1408,87.91,530.0,18.64,24.6,0.582,5.911944,24.54073,34.3,62.0,11111111111111111000000000000000,0.6183,4954.0,4.5,0.18,0.828,0.791,290.46512,47.92918,15.377,0.103,0.54,-0.26,-0.00064,0.0,-0.1,-0.04,0.11,-0.28,-0.23,0.36
26,K00751.01,1,0,0,0,0,4.99677968,2455004.742,0.71,2.1717,934.7,0.030014,1.71827,2.78,0.0559,86.9,917.0,166.95,13.14,0.5256,4.132564,24.283327,28.2,208.0,01111101110111011000000000000000,0.036,5339.0,4.552,0.18,0.847,0.931,297.80826,47.946671,15.861,0.998,0.26,-0.17,2e-05,1e-05,-0.14,0.17,0.22,-0.06,0.1,0.11
27,K00769.01,1,0,0,0,0,4.280963604,2455004.897,0.424,2.875,750.8,0.025377,1.24482,2.3,0.0503,87.72,1012.0,247.87,10.64,0.3928,6.7006826,52.913242,61.8,311.0,11111111111111111000000000000000,0.4302,5644.0,4.564,-0.14,0.831,0.928,294.26581,49.314091,15.356,0.0,-0.33,0.04,0.00073,6e-05,0.003,-0.065,0.066,-0.015,0.158,0.158
28,K00770.01,-1,0,0,1,0,1.50635409,2455003.998,0.86,1.5155,2211.7,0.049899,0.84722,4.53,0.025,79.38,1452.0,1054.12,4.67,0.3858,9.787732,130.6654,181.1,882.0,11111111111111111000000000000000,1.0,5714.0,4.563,-0.2,0.831,0.926,295.66522,49.351009,15.525,0.0,0.769,0.643,-0.00174,-0.0015,0.998,0.821,1.292,0.877,0.734,1.144
29,K00771.01,-1,0,1,1,0,670.645531,2455042.044,0.701,53.412,18091.0,0.131705,0.02605,14.14,1.5155,89.53,196.0,0.35,85.24,0.4955,70.64302,96.96236,642.7,3.0,11100011111111111000000000000000,0.0001,5520.0,4.466,0.48,0.983,1.03,296.69861,49.316479,15.207,0.0,-0.551,0.435,0.0175,-0.0049,-1.286,0.227,1.306,-1.047,0.31,1.092
30,K00772.01,-1,0,1,0,0,61.2563628,2455006.838,1.248,7.633,5123.3,0.334628,0.12411,39.87,0.3137,87.54,505.0,15.43,29.1,0.3239,31.079844,73.10389,85.3,13.0,11100010111011101000000000000000,0.8513,6144.0,4.402,0.0,1.091,1.093,283.72592,49.479519,15.25,0.156,-0.43,0.28,0.001,-0.0009,0.063,-0.055,0.083,-0.069,-0.028,0.074
31,K00773.01,1,0,0,0,0,38.3775486,2455005.82,0.468,5.588,724.2,0.024901,1.40588,2.82,0.2163,89.44,529.0,18.53,47.8,0.4695,10.352898,31.946487,34.7,37.0,11111111111111111000000000000000,0.3889,5481.0,4.369,0.16,1.036,0.915,291.72202,49.480869,15.172,0.0,0.36,-0.91,0.00067,-0.00104,-0.85,1.54,1.76,-0.01,0.04,0.04
32,K00757.02,1,0,0,0,0,41.19725502,2454998.004,0.045,4.6297,2213.9,0.041693,3.9471,3.86,0.217,89.96,439.0,8.76,70.75,0.582,11.918161,37.877567,51.2,26.0,11111110111011101000000000000000,0.1551,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,0.123,-0.43,0.0,0.00111,0.00012,0.12,0.0,0.12,0.07,0.03,0.08
33,K00757.03,1,0,0,0,0,6.252962249,2455004.301,0.105,2.5819,1036.9,0.028604,3.28707,2.65,0.0617,89.68,823.0,108.3,18.94,0.582,5.834264,35.96252,47.1,167.0,11111110111011101000000000000000,0.7587,5031.0,4.485,0.16,0.848,0.801,286.99948,48.37579,15.841,0.236,-0.36,0.15,0.00042,-9e-05,0.03,0.05,0.06,-0.02,0.05,0.05
34,K00758.01,1,0,0,0,0,16.01308419,2455009.361,0.799,3.2554,1121.9,0.034369,1.10942,3.1,0.1148,88.14,593.0,29.31,24.7,0.5746,8.468995,31.066507,33.2,65.0,11101101110111011000000000000000,0.8555,5015.0,4.499,0.1,0.826,0.785,297.02563,48.478588,15.39,0.167,-0.03,-0.36,-2e-05,0.00054,-0.06,-0.21,0.22,-0.18,-0.08,0.19
35,K00759.01,1,0,0,0,0,32.62876672,2455027.102,0.021,4.7971,1804.8,0.03852,2.79093,3.36,0.1889,89.98,506.0,15.55,53.95,0.421,14.0889,61.372303,80.0,34.0,11111110111011101000000000000000,0.6386,5586.0,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082,0.047,-0.25,-0.17,0.00079,-0.00016,0.037,0.07,0.08,0.121,-0.09,0.15
36,K00759.02,1,0,0,0,0,91.7732862,2455026.838,0.606,6.473,652.0,0.02432,1.60558,2.12,0.3764,89.61,359.0,3.92,89.4,0.421,6.9461374,14.678595,19.1,11.0,11111110111011101000000000000000,0.7668,5586.0,4.56,-0.3,0.798,0.844,285.71854,48.505859,15.082,0.599,-0.5,-0.52,0.00041,0.00016,-0.36,-0.41,0.55,-0.35,-0.55,0.65
37,K00760.01,0,0,0,0,0,4.959319244,2455005.259,0.831,2.22739,9802.0,0.103379,1.46169,12.21,0.0565,86.15,1103.0,349.4,12.386,0.4096,58.764744,670.4895,696.5,269.0,11111111111111111000000000000000,0.0517,5712.0,4.359,0.1,1.082,0.976,292.16705,48.727589,15.263,0.705,0.0,-0.086,0.00011,-7e-05,-0.018,0.012,0.022,-0.021,-0.077,0.08
38,K00761.01,-1,0,1,1,0,2.701287801,2455003.696,1.016,3.3827,860.4,0.06584,0.02818,6.54,0.0365,62.69,1222.0,527.81,2.22,0.4526,5.044661,39.745068,48.3,387.0,01111101110111011000000000000000,0.3375,5550.0,4.468,-0.04,0.91,0.889,297.92365,48.777321,15.54,0.0,7.84,15.08,-0.00608,-0.01249,3.39,5.48,6.45,3.46,5.52,6.51
39,K00762.01,1,0,0,0,0,4.49876511,2455004.349,0.312,3.7362,460.0,0.019817,0.67106,2.1,0.0542,88.0,1133.0,389.62,8.95,0.3511,4.435833,26.501581,29.5,238.0,11111101110111011000000000000000,0.1694,6075.0,4.486,-0.12,0.969,1.048,298.45685,48.791592,15.395,0.281,0.83,0.54,-0.00024,-0.0001,0.09,-0.12,0.15,0.18,0.04,0.19
40,K00763.01,-1,0,1,0,0,19.651209505,2455012.402,0.723,5.2514,11766.0,0.106953,0.67559,12.42,0.1433,88.27,730.0,67.03,23.98,0.3511,85.46643,509.4985,513.4,59.0,01101111111111111000000000000000,0.5224,6074.0,4.391,-0.12,1.063,1.014,291.0939,48.933842,15.536,0.518,-0.059,-0.022,0.00021,-0.0002,0.006,0.0,0.006,-0.028,0.033,0.043
41,K00115.01,1,0,0,0,0,5.412203927,2454966.143,0.787,2.9472,601.6,0.024775,0.51087,2.94,0.0591,85.12,1093.0,337.68,9.25,0.3928,46.475086,163.47614,166.7,244.0,11111111111111111000000000000000,0.2265,5779.0,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791,0.0,0.007,-0.175,-5.2e-05,-0.000137,-0.03,0.08,0.08,-0.16,-0.18,0.24
42,K00764.01,1,0,0,0,0,41.43958662,2455041.932,0.355,10.5989,2793.1,0.048175,0.28189,5.5,0.2288,89.31,516.0,16.72,29.47,0.4695,27.788597,124.52492,141.1,33.0,11111111111111111000000000000000,0.4776,5468.0,4.367,0.22,1.046,0.93,295.55505,49.017342,15.4,0.043,0.0,-0.15,-0.00022,-0.0004,-0.029,-0.072,0.078,-0.049,-0.069,0.085
43,K00765.01,1,0,0,0,0,8.35389523,2455004.633,0.023,2.2514,1041.6,0.029305,6.73215,2.52,0.0768,89.95,790.0,91.9,29.18,0.421,5.6967807,36.34974,43.4,127.0,11111110111011101000000000000000,0.5047,5592.0,4.582,-0.28,0.787,0.862,285.49924,49.277351,15.317,0.645,0.32,0.09,-0.00025,-9e-05,0.0,0.09,0.09,0.04,-0.17,0.17
44,K00766.01,1,0,0,0,0,4.125543472,2455002.753,0.597,3.1744,1487.3,0.036796,0.67162,4.43,0.0529,85.95,1243.0,565.35,8.45,0.3288,9.387555,94.70979,128.6,323.0,01111111111111111000000000000000,0.6043,6174.0,4.417,0.1,1.103,1.162,291.93616,49.253979,15.506,0.431,0.07,0.07,-0.00012,-9e-05,-0.034,0.009,0.035,-0.066,0.036,0.075
45,K00767.01,1,0,0,0,0,2.816504904,2455003.968,0.105,2.50587,16814.0,0.117059,2.09079,12.21,0.0383,89.37,1219.0,521.13,9.571,0.4603,104.64681,1328.3038,1406.8,474.0,11111111111111111000000000000000,0.7998,5532.0,4.452,0.14,0.955,0.941,297.01547,49.225288,15.052,0.0,0.3386,0.317,-0.00034,0.00069,-0.024,-0.007,0.025,0.032,0.159,0.162
46,K00768.01,-1,0,1,1,0,33.93373447,2455019.676,0.812,14.561,8503.7,0.095386,0.0371,7.34,0.1881,86.45,430.0,8.11,13.12,0.5508,52.86124,193.4089,236.1,31.0,11111110111011101000000000000000,0.0299,5040.0,4.628,-0.24,0.705,0.782,284.17233,49.360722,15.716,0.0,3.101,0.336,-0.0247,-0.0016,3.254,0.163,3.258,3.353,0.066,3.353
47,K00786.01,1,0,0,0,0,3.689920099,2455003.366,0.151,2.6557,426.7,0.018878,1.70798,1.89,0.0469,89.19,1147.0,408.99,10.71,0.3511,4.8750124,31.786789,35.6,360.0,11111111111111111000000000000000,0.4053,5880.0,4.518,-0.06,0.917,1.01,291.62241,50.61824,15.242,0.255,-0.27,0.07,0.00017,0.00012,-0.27,0.05,0.27,-0.3,-0.02,0.3
48,K00787.01,1,0,0,0,0,4.431238488,2455004.015,0.405,3.15,1010.9,0.02933,1.01996,3.25,0.0529,87.72,1104.0,351.23,10.19,0.4191,6.815371,58.259056,71.1,302.0,11111111111111111000000000000000,0.52,5714.0,4.428,0.16,1.015,1.007,295.81616,51.121738,15.367,0.016,0.03,0.82,0.0005,-0.0001,-0.097,0.03,0.1,-0.045,0.06,0.07
49,K00787.02,1,0,0,0,0,11.37936986,2454966.85,0.911,2.6255,1023.5,0.035628,0.63438,3.95,0.0993,86.8,806.0,99.68,16.31,0.4191,5.2506146,29.930164,37.9,109.0,11111111111111111000000000000000,0.2364,5714.0,4.428,0.16,1.015,1.007,295.81616,51.121738,15.367,0.372,0.93,0.88,-0.00041,-0.00017,0.09,-0.06,0.11,0.14,-0.05,0.15
50,K00788.01,1,0,0,0,0,26.39432897,2455009.055,0.602,3.573,1510.9,0.03681,2.93923,3.07,0.1635,89.28,489.0,13.49,47.7,0.5086,8.917681,41.269753,48.2,51.0,11111111111111111000000000000000,0.2735,5129.0,4.595,0.02,0.763,0.846,289.39972,51.25032,15.234,0.592,0.09,0.77,0.00037,3e-05,-0.18,0.2,0.27,-0.18,0.05,0.18
51,K00116.01,1,0,0,0,0,13.57078281,2454969.279,0.866,3.3539,511.7,0.023908,0.49865,2.64,0.1096,87.07,785.0,89.61,16.93,0.3928,18.771214,76.76887,88.4,101.0,11111111111111111000000000000000,0.6645,5854.0,4.406,-0.12,1.012,0.951,300.86398,44.337551,12.882,0.044,0.61,0.0,-4.4e-05,0.000108,0.26,0.02,0.26,0.37,0.19,0.41
52,K00115.02,1,0,0,0,0,7.12594387,2454972.005,0.898,3.0014,192.4,0.01512,0.23879,1.79,0.0711,84.02,997.0,233.31,8.62,0.3928,6.1814723,39.793564,47.1,181.0,11111111111111111000000000000000,0.7788,5779.0,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791,0.009,0.29,-0.73,-6.9e-05,6.1e-05,0.03,0.04,0.06,-0.09,-0.21,0.23
53,K00774.01,-1,0,1,0,0,7.442652004,2455002.972,0.137,2.3078,24446.0,0.143936,7.48712,15.03,0.0742,89.72,967.0,206.78,27.99,0.3342,115.64278,1044.7283,835.6,180.0,11111111111111111000000000000000,0.0786,6108.0,4.469,-0.3,0.956,0.981,288.98682,49.733742,15.27,0.0,-0.054,-0.201,0.0128,0.0041,-0.068,-0.035,0.076,-0.105,-0.061,0.122
54,K00775.01,1,0,0,0,0,16.38489988,2455005.728,0.001,3.0249,1127.1,0.029758,5.4538,2.0,0.1084,90.0,433.0,8.35,42.62,0.6834,6.419572,28.122635,28.9,65.0,11111110111011101000000000000000,0.7202,4126.0,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095,0.204,-0.67,0.28,0.0006,-3e-05,0.02,-0.02,0.03,-0.07,0.15,0.17
55,K00775.02,1,0,0,0,0,7.8774163,2455009.376,0.041,2.0805,1306.1,0.03209,8.09685,2.16,0.0665,89.92,553.0,22.18,29.84,0.6834,10.036489,41.450657,38.7,135.0,11111110111011101000000000000000,0.5008,4126.0,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095,0.588,-0.34,0.27,0.00032,-2e-05,0.06,-0.03,0.07,-0.02,0.16,0.16
56,K00775.03,1,0,0,0,0,36.4454001,2454984.601,0.028,4.007,1122.3,0.029681,5.21237,1.99,0.1847,89.98,332.0,2.88,71.53,0.6834,5.9903665,19.803268,21.7,27.0,11111110111011101000000000000000,0.6219,4126.0,4.661,0.04,0.615,0.633,286.73804,49.97575,15.095,0.01,0.04,-0.58,-0.00014,0.00084,-0.01,0.17,0.17,-0.07,0.36,0.36
57,K00776.01,1,0,0,0,0,3.728732147,2455004.793,0.558,2.683,5226.5,0.068178,1.24118,6.02,0.0455,86.7,1023.0,258.34,9.7,0.4415,28.264866,360.1958,345.2,357.0,11111111111111111000000000000000,0.6769,5497.0,4.577,-0.1,0.809,0.907,290.78574,50.054119,15.523,0.0,0.083,-0.217,0.00057,-0.00136,-0.072,0.041,0.083,0.033,-0.117,0.122
58,K00777.01,0,0,0,0,0,40.4195037,2455006.565,0.911,3.362,6256.0,0.088069,1.89549,7.51,0.2062,89.05,467.0,11.29,54.7,0.398,22.598503,94.071846,36.9,36.0,11111111111111111000000000000000,0.8482,5446.0,4.507,-0.54,0.781,0.714,294.31686,50.080231,15.487,0.027,0.09,0.31,0.0006,-0.0011,-0.025,0.051,0.057,-0.049,-0.021,0.053
59,K00778.01,1,0,0,0,0,2.243380573,2455003.679,0.915,1.1196,821.7,0.032248,1.50915,1.99,0.028,82.88,822.0,107.6,7.38,0.6215,4.251499,30.578562,38.9,472.0,11111110111011101000000000000000,0.5576,4149.0,4.698,-0.32,0.564,0.578,285.17621,50.149818,15.135,0.0,-0.06,0.46,-0.00024,-0.00057,0.19,0.27,0.33,0.05,-0.06,0.08
60,K00779.01,-1,0,1,0,0,10.405998015,2455010.197,0.324,6.5036,14489.0,0.111248,0.38489,11.23,0.0855,88.57,833.0,113.94,13.012,0.3556,97.352005,691.1691,745.2,117.0,01101111111111111000000000000000,0.8796,5746.0,4.393,-0.54,0.924,0.77,289.23553,50.241001,15.562,0.553,0.091,-0.188,-0.00025,0.0,-0.011,0.004,0.012,-0.026,-0.098,0.101
61,K00780.01,1,0,0,0,0,2.337437946,2455004.762,0.28,1.9982,971.2,0.027998,2.41093,2.34,0.0325,88.19,1070.0,311.16,8.86,0.5746,6.0310416,63.58795,82.4,578.0,11111111111111111000000000000000,0.6818,5005.0,4.595,0.14,0.765,0.85,293.83331,50.23035,15.334,0.0,0.16,-0.45,6e-05,0.00045,0.027,0.05,0.061,0.357,0.2,0.41
62,K00780.02,0,0,0,0,0,7.2406612,2454970.755,1.198,0.558,556.4,0.232818,8.66412,19.45,0.0692,87.62,734.0,68.63,28.8,0.5746,3.2751372,9.1666,13.7,168.0,11111111111111111000000000000000,0.4049,5005.0,4.595,0.14,0.765,0.85,293.83331,50.23035,15.334,0.058,-0.1,-1.4,0.00016,0.00075,-0.51,-0.49,0.71,0.08,-0.38,0.39
63,K00115.03,0,0,0,0,0,3.43591631,2454965.662,0.624,3.133,23.2,0.004612,0.47024,0.55,0.0437,84.62,1272.0,617.61,6.65,0.3928,3.8943021,7.4337807,8.7,357.0,11111111111111111000000000000000,0.0228,5779.0,4.339,-0.06,1.087,0.941,287.88733,46.276241,12.791,0.858,-0.6,-0.3,1.2e-05,-3e-06,0.01,-0.05,0.05,-0.11,-0.3,0.3
64,K00781.01,1,0,0,0,0,11.59822233,2455013.395,0.679,2.5237,2804.5,0.051287,3.14915,2.65,0.0798,88.62,396.0,5.82,28.2,0.3156,11.461336,62.376225,71.0,115.0,11111111111111111000000000000000,0.6552,3688.0,4.79,0.0,0.473,0.503,296.22195,50.28722,15.937,0.178,0.63,0.92,-0.00029,0.0006,0.059,-0.03,0.066,0.29,0.628,0.69
65,K00782.01,1,0,0,0,0,6.575315881,2455006.634,0.39,4.3084,2793.3,0.049152,0.64392,5.31,0.067,88.03,1015.0,251.38,11.37,0.3342,20.537346,210.22159,221.1,205.0,11111111111111111000000000000000,0.5611,5992.0,4.415,-0.32,0.989,0.927,290.09805,50.321609,15.312,0.013,0.016,-0.099,0.00044,-7e-05,-0.033,-0.04,0.052,-0.009,-0.181,0.181
