,kepoi_name,koi_disposition,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_time0,koi_impact,koi_duration,koi_depth,koi_ror,koi_srho,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_ldm_coeff1,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_num_transits,koi_quarters,koi_bin_oedp_sig,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,ra,dec,koi_kepmag,koi_fwm_stat_sig,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
4212,K04484.01,1,0,0,0,0,2.29794819,2454964.498,0.108,2.84,83.2,0.008411,0.86477,0.98,0.0354,89.01,1547.0,1352.14,6.226,0.3147,3.3181992,11.046987,12.2,583.0,11111111111111111000000000000000,0.6694,6371.0,4.426,-0.18,1.072,1.117,294.69696,46.720188,15.079,0.036,-0.3,2.1,1e-05,-0.00016,-1.0,0.29,1.04,-1.01,0.38,1.08
4215,K03158.02,1,0,0,0,0,4.54586982,2454964.524,0.563,1.756,76.5,0.008238,4.15244,0.65,0.0475,88.05,868.0,134.21,16.55,0.5396,9.528808,27.623426,24.4,252.0,11111111111111111000000000000000,0.41,5051.0,4.562,-0.36,0.721,0.692,289.75229,41.634605,8.717,0.053,-0.1,-6.02,3.6e-05,-2.4e-05,-3.3,2.6,4.2,-2.3,-3.3,4.0
4216,K04487.01,0,0,0,0,0,3.48754109,2454967.16,0.32,1.811,85.1,0.008377,4.34417,0.72,0.0431,88.7,988.0,224.74,14.08,0.5167,4.093366,9.3143,7.3,377.0,11111111111111111000000000000000,0.7346,5252.0,4.593,0.07,0.783,0.896,292.02829,43.946362,14.371,,1.2,0.3,-9.3e-05,,-0.14,0.04,0.15,-0.15,0.23,0.27
4218,K04554.01,0,0,0,0,0,8.0772455,2454965.649,0.984,7.272,79.2,0.011741,0.00322,2.61,0.0847,63.83,1228.0,537.66,2.23,0.4213,3.7977989,10.1308,12.5,167.0,11111111111111111000000000000000,0.7401,5684.0,3.915,0.3,2.032,1.239,293.43478,41.716881,14.579,0.012,2.3,0.5,-0.000151,-6.6e-05,0.76,0.38,0.85,0.75,0.23,0.79
4219,K04555.01,0,0,0,0,0,364.08733,2455120.606,0.1702,14.09,372.0,0.017474,1.10844,1.39,0.9149,89.95,211.0,0.47,198.0,0.4295,,,8.8,,,,5376.0,4.601,-0.42,0.727,0.769,291.22043,43.574268,14.816,0.0,-1.4,-5.7,0.00069,0.00292,-0.21,-1.2,1.2,-0.24,-1.3,1.3
4220,K04556.01,-1,0,0,1,0,21.5819776,2454979.069,0.036,13.734,47.6,0.006239,0.07171,0.91,0.1474,89.83,746.0,73.01,12.09,0.4484,3.3533945,8.667734,17.3,62.0,11111111111111111000000000000000,0.4696,5601.0,4.144,-0.04,1.342,0.915,289.61856,47.557968,11.981,0.004,-0.57,9.2,4.2e-05,-0.00025,1.67,-1.9,2.5,2.42,8.6,9.0
4221,K04557.01,0,0,0,0,0,5.75651958,2454969.977,0.247,2.309,65.3,0.007466,3.68193,0.83,0.0647,89.24,1089.0,332.97,18.61,0.319,4.698596,9.905729,11.2,230.0,11111111111111111000000000000000,0.8246,6208.0,4.454,-0.12,1.024,1.086,283.70471,47.385288,13.666,0.839,0.6,0.2,-3.4e-05,3e-06,-0.79,0.29,0.85,-0.81,0.46,0.93
4222,K04626.01,0,0,0,0,0,91.95723,2455016.025,0.015,10.471,308.4,0.015948,0.70813,2.66,0.4127,89.99,497.0,14.41,68.15,0.4133,5.120729,10.858511,12.3,14.0,11111111111111111000000000000000,0.9933,5854.0,4.114,0.16,1.528,1.107,289.90417,38.651371,14.876,0.207,1.3,0.1,-0.0004,-9e-05,-0.54,-1.59,1.67,-0.46,-1.58,1.64
4223,K04627.01,0,0,0,0,0,7.51731745,2454970.597,0.256,2.484,170.7,0.011854,3.88822,1.19,0.074,89.35,861.0,129.74,22.65,0.4695,4.0939584,9.023955,10.7,179.0,11111111111111111000000000000000,0.8284,5525.0,4.488,0.16,0.923,0.957,298.75836,41.631031,15.029,0.423,0.9,0.6,-0.00013,-0.00014,0.88,1.0,1.33,0.75,0.69,1.02
4224,K04628.01,-1,0,0,1,0,3.08723626,2454965.905,0.2516,2.615,101.9,0.00935,1.37015,1.2,0.0446,88.24,1451.0,1046.77,8.84,0.3074,10.105768,10.7324505,12.1,429.0,11111111111111111000000000000000,,6418.0,4.395,0.07,1.171,1.241,296.66855,43.540569,14.966,0.0,18.2,-157.1,-0.00159,0.01359,1.172,-8.12,8.2,1.006,-8.17,8.23
4225,K04629.01,-1,0,1,1,0,0.592562969,2454964.902,1.252,3.0869,1546.4,0.295765,0.13537,25.97,0.0133,22.94,1967.0,3520.7,1.359,0.3728,5.8482914,13.5561075,100.4,1911.0,00011111111111111000000000000000,0.9965,5728.0,4.575,-0.32,0.804,0.896,291.91415,37.807819,15.784,0.0,-180.8,4.57,0.04104,-0.00092,-7.553,1.709,7.744,-7.542,2.006,7.804
4226,K04630.01,0,0,0,0,0,44.6966177,2454988.661,0.373,10.532,257.3,0.014812,0.2716,2.46,0.2558,89.3,637.0,38.95,30.6,0.3589,4.231552,11.072874,15.3,32.0,11111111111111111000000000000000,0.574,5929.0,4.123,0.12,1.518,1.116,295.59735,43.596401,14.875,0.053,-0.29,-0.65,-0.00031,1e-05,1.62,1.17,1.99,0.27,0.68,0.73
4227,K04698.01,0,0,0,0,0,8.5275894,2454970.275,0.311,2.959,112.5,0.00985,2.46569,1.28,0.0883,89.16,1049.0,286.1,21.16,0.2998,3.3963172,9.347392,10.4,157.0,11111111111111111000000000000000,0.9385,6469.0,4.385,0.07,1.193,1.26,291.12744,47.938801,14.765,0.016,-0.6,-2.8,6e-05,0.00023,0.1,0.31,0.34,0.2,0.21,0.32
4228,K04699.01,0,0,0,0,0,3.07714195,2454966.485,0.983,3.571,34.2,0.007413,0.01102,1.08,0.0435,56.21,1493.0,1175.0,1.767,0.3661,3.5472298,8.634525,9.9,211.0,01010101010101010000000000000000,0.1613,6108.0,4.251,0.1,1.336,1.162,291.88797,43.649811,12.889,0.517,1.2,0.2,-4e-05,1e-06,-0.53,-0.07,0.54,-0.5,0.11,0.51
4229,K04700.01,0,0,0,0,0,3.83488354,2454968.087,0.242,2.026,243.0,0.014219,3.72674,1.2,0.0456,89.03,1003.0,239.15,14.26,0.421,3.48671,9.321168,10.9,300.0,00011111111111111000000000000000,0.7903,5515.0,4.592,-0.26,0.775,0.868,295.36145,45.914841,15.972,0.587,0.9,-0.2,-0.0002,7e-05,-0.97,-0.07,0.97,-0.62,0.06,0.62
4230,K04701.01,-1,0,0,1,1,31.97181,2454966.873,0.532,12.277,117.4,0.010165,0.09257,0.95,0.1939,88.22,521.0,17.43,17.1,0.4035,3.4203415,8.885191,11.1,43.0,11111111111111111000000000000000,0.2182,5632.0,4.554,-0.04,0.853,0.952,292.14804,44.70414,14.817,0.0,3.5,-2.9,-0.00042,0.00034,1.62,-3.3,3.66,1.59,-3.4,3.71
4231,K04702.01,-1,0,0,1,0,5.81289843,2454964.561,0.499,3.979,76.3,0.008221,0.5273,0.93,0.0636,87.08,1102.0,348.61,9.8,0.3147,3.3659368,8.515034,9.5,232.0,11111111111111111000000000000000,0.0246,6175.0,4.41,-0.2,1.041,1.013,285.56747,38.040691,14.51,0.0,36.4,-36.4,-0.00365,0.00351,2.423,-12.08,12.32,2.566,-12.31,12.57
4232,K04488.01,-1,0,0,1,0,6.44173995,2454969.778,0.3252,1.635,107.7,0.009609,10.85846,1.41,0.0699,89.38,1175.0,451.14,28.8,0.345,11.181624,9.719282,10.5,206.0,11111111111111111000000000000000,,6088.0,4.225,0.02,1.339,1.097,298.91083,42.18504,13.861,0.0,-14.4,4.8,0.00133,-0.00043,-7.5,3.0,8.08,-7.5,3.04,8.1
4233,K04489.01,-1,0,0,1,0,0.631106722,2454964.898,0.194,0.9942,49.2,0.006393,5.34015,0.63,0.0135,87.69,1945.0,3367.19,4.83,0.4415,4.292,10.790549,17.6,2114.0,11111111111111111000000000000000,0.9943,5400.0,4.443,-0.1,0.898,0.816,295.66672,43.37035,13.572,0.0,6.1,-16.1,-0.000212,0.000557,1.19,-6.8,6.91,1.278,-6.82,6.94
4235,K04491.01,1,0,0,0,0,114.336052,2455049.797,0.529,14.077,239.8,0.014536,0.22412,2.09,0.4679,89.44,429.0,8.02,53.7,0.4046,3.9302053,10.437255,13.0,12.0,11111111111111111000000000000000,0.0246,5802.0,4.218,0.14,1.316,1.044,290.14655,39.665821,15.015,0.766,-0.7,-0.1,0.00016,1e-05,-0.89,-0.85,1.23,-0.99,-0.91,1.34
4236,K04492.01,-1,1,0,1,0,0.63938062,2454964.895,1.377,1.2067,308.0,0.391944,0.19338,51.53,0.0155,31.26,2566.0,10289.98,1.611,0.2947,4.1519322,9.187865,97.5,2091.0,11111111111111111000000000000000,0.9973,6607.0,4.363,-0.1,1.204,1.224,293.52997,45.66433,13.725,0.0,-4.76,1.61,0.00033,-0.000128,-3.54,0.48,3.57,-3.56,0.37,3.58
4237,K04558.01,0,0,0,0,0,8.8233996,2454969.892,0.022,6.735,104.6,0.009255,0.2515,1.13,0.0793,89.88,929.0,176.13,10.12,0.4415,4.041067,9.938959,13.3,117.0,11110111011101110000000000000000,0.8354,5602.0,4.269,-0.14,1.121,0.852,285.59543,40.679722,14.598,0.0,1.5,3.5,-0.00017,-0.00036,-0.94,-0.79,1.23,-1.16,-0.96,1.51
4238,K04559.01,-1,1,0,1,1,0.566801045,2454964.798,0.628,1.7499,188.3,0.013226,0.55854,1.42,0.0129,72.73,2348.0,7209.06,2.117,0.3238,11.941601,18.141047,34.9,2364.0,11111111111111111000000000000000,0.2254,6106.0,4.405,-0.52,0.982,0.893,292.93552,42.824871,14.498,0.0,1.36,-1.36,-9.5e-05,0.000115,1.81,2.9,3.42,1.95,2.93,3.52
4240,K04561.01,1,0,0,0,0,1.5184181,2454965.138,0.561,2.842,196.8,0.013338,0.35882,1.85,0.0264,80.83,1926.0,3261.65,3.52,0.3147,3.5778859,11.434397,15.9,61.0,00000000010000000000000000000000,0.878,6302.0,4.259,-0.18,1.269,1.063,289.87506,43.420959,14.118,0.133,0.05,-1.1,2e-05,0.00022,0.32,-0.5,0.59,0.3,-0.54,0.62
4241,K04562.01,-1,1,0,1,0,0.96807117,2454965.447,0.53,1.677,104.8,0.009652,1.15905,0.72,0.0174,82.1,1487.0,1157.58,3.86,0.4535,3.7695007,9.332697,15.4,1385.0,11111111111111111000000000000000,0.0565,5367.0,4.639,-0.54,0.687,0.757,300.23587,44.76952,15.247,0.0,5.04,-3.33,-0.000359,0.000164,9.08,-4.62,10.19,8.11,-6.35,10.29
4242,K04631.01,-1,0,0,1,1,3.55661906,2454966.498,0.384,5.396,23.3,0.004492,0.15725,0.72,0.0446,85.33,1518.0,1254.47,4.72,0.3268,4.0916243,9.8879,11.4,305.0,11111101110111011000000000000000,0.2636,6018.0,4.081,-0.42,1.458,0.934,297.09583,46.211021,12.84,0.0,-1.1,6.6,1.8e-05,-0.000113,-0.05,-0.62,0.63,-0.11,-0.42,0.44
4243,K04632.01,0,0,0,0,0,40.0691482,2454976.737,1.125,2.928,784.1,0.159185,0.29941,13.25,0.2125,87.81,458.0,10.42,29.4,0.421,3.7871153,9.378828,10.5,27.0,00011111111111111000000000000000,0.1816,5485.0,4.575,-0.38,0.762,0.796,299.01312,41.329311,15.618,0.516,1.2,0.2,-0.0007,-0.0004,0.09,0.32,0.33,0.11,0.32,0.33
4244,K04633.01,0,0,0,0,0,11.6933447,2454975.657,0.353,6.551,66.9,0.007556,0.29596,1.12,0.1067,88.43,950.0,192.95,12.88,0.3671,3.1516411,9.376589,12.7,115.0,11111111111111111000000000000000,0.3395,6049.0,4.248,0.18,1.354,1.189,289.77954,41.214409,13.848,,-0.49,0.3,3.2e-05,,0.41,0.39,0.56,0.49,0.28,0.57
4245,K07692.01,-1,1,0,0,1,0.56256804,2454964.725,0.692,1.686,4.5,0.002073,0.49122,0.63,0.0166,69.95,5127.0,164220.08,2.018,0.2323,3.9181807,11.084182,11.8,1906.0,11111011101110111000000000000000,0.9986,9005.0,3.84,-0.38,2.773,1.941,293.72,39.446449,9.121,,,,,,-7.0,14.8,16.4,-7.2,14.7,16.4
4247,K04634.01,0,0,0,0,0,4.02745396,2454966.122,0.304,1.33,85.2,0.008577,12.86387,0.98,0.0494,89.22,1250.0,577.46,22.3,0.3071,3.2048519,9.801798,10.8,332.0,11111111111111111000000000000000,0.8527,6174.0,4.398,-0.28,1.041,0.987,300.6496,44.05574,13.685,0.138,-0.8,0.8,0.00013,-7e-05,-1.04,-0.15,1.05,-1.08,-0.18,1.1
4248,K03196.01,0,0,0,0,0,4.96061094,2454968.321,0.058,2.864,20.4,0.004139,1.79961,0.59,0.0584,89.75,1272.0,618.99,13.278,0.3534,8.368256,11.007343,12.5,272.0,11111111111111111000000000000000,0.8756,6117.0,4.244,-0.04,1.298,1.079,283.35046,45.339111,11.525,0.039,-1.16,0.81,2.6e-05,-1.9e-05,-0.2,0.38,0.4,-0.2,0.23,0.3
4251,K04705.01,0,0,0,0,0,1.4733245,2454965.856,0.197,1.406,124.0,0.010226,4.38825,1.03,0.0239,88.58,1576.0,1453.8,7.956,0.3728,3.3823733,9.979716,11.9,769.0,00011111111111111000000000000000,0.6849,5751.0,4.431,-0.36,0.921,0.834,297.60236,40.803219,15.078,0.0,4.1,0.3,-0.00044,-4e-05,2.09,0.24,2.1,2.11,0.21,2.12
4252,K04706.01,1,0,0,0,0,101.952048,2455039.35,0.084,5.991,152.5,0.011344,4.09448,1.31,0.4322,89.96,428.0,7.92,131.03,0.3147,4.6524043,10.029045,10.3,11.0,11111101110111011000000000000000,0.786,6210.0,4.407,-0.18,1.054,1.028,297.27087,46.928421,13.658,0.587,0.9,0.1,-0.00016,-1e-05,1.87,1.42,2.34,1.83,1.65,2.46
4253,K04493.01,-1,0,0,1,0,2.41795911,2454965.506,0.145,2.727,100.5,0.009077,1.01353,0.53,0.0288,88.78,878.0,140.54,6.791,0.5738,3.559299,8.917967,10.1,550.0,11111111111111111000000000000000,0.8219,4623.0,4.719,-1.12,0.534,0.545,291.20007,39.053982,15.121,0.0,9.4,19.7,-0.00095,-0.00199,4.09,10.11,10.91,3.72,9.5,10.2
4255,K04495.01,0,0,0,0,0,5.93218209,2454968.634,0.097,4.507,205.3,0.013028,0.56321,1.39,0.065,89.46,1000.0,235.68,10.16,0.4096,3.6082761,11.289228,14.9,192.0,00011111111111111000000000000000,0.7563,5843.0,4.474,0.08,0.977,1.036,296.77414,40.793282,15.466,0.001,-0.52,1.3,0.00017,0.00031,-0.68,-3.5,3.5,-0.27,-1.4,1.43
4256,K04496.01,0,0,0,0,0,96.384483,2454977.868,0.095,5.253,591.0,0.022095,5.91183,2.41,0.4268,89.96,400.0,6.03,142.7,0.3729,4.5556273,9.164617,10.4,11.0,11110111011101110000000000000000,0.5289,5919.0,4.485,0.21,1.0,1.114,284.68292,41.592411,15.602,0.023,-1.3,-1.9,0.00076,0.00106,0.19,-1.3,1.3,0.29,-1.4,1.4
4257,K07681.01,0,0,0,0,0,6.05552018,2454964.599,0.19,2.818,134.6,0.010451,2.23603,0.92,0.063,89.33,844.0,119.89,16.3,0.5167,2.9427624,7.941939,9.8,177.0,11111011101110111000000000000000,0.158,5352.0,4.585,0.07,0.805,0.919,295.47382,39.124561,14.772,0.005,0.8,1.9,-6e-05,-0.00035,-0.04,0.4,0.4,0.21,0.4,0.5
4258,K00701.05,1,0,0,0,0,12.4418003,2454967.651,0.043,3.572,78.4,0.007881,2.35251,0.57,0.0942,89.91,576.0,26.03,26.8,0.5396,3.657071,8.523661,11.4,103.0,11111111111111111000000000000000,0.7061,4926.0,4.653,-0.36,0.662,0.727,283.21274,45.349861,13.725,0.239,-1.4,-1.1,8.1e-05,5.4e-05,1.09,0.49,1.19,0.74,0.09,0.74
4259,K04563.01,0,0,0,0,0,54.333582,2454977.754,0.823,10.545,152.0,0.012734,0.08028,1.7,0.2731,87.97,513.0,16.37,23.2,0.4554,4.063198,9.464146,10.5,20.0,11111110111011101000000000000000,0.5969,5500.0,4.228,0.14,1.221,0.92,285.15942,47.88274,14.487,0.092,0.3,1.4,-7e-05,-0.00023,-0.34,0.95,1.01,-0.41,0.91,1.0
4260,K03165.01,0,0,0,0,0,4.11754421,2454965.792,0.312,4.362,34.3,0.005429,0.37015,1.02,0.0527,87.42,1581.0,1477.06,6.92,0.3153,3.84024,13.636274,22.1,323.0,11111111111111111000000000000000,0.887,6263.0,4.024,-0.18,1.726,1.147,287.6376,46.204411,10.335,0.004,0.21,-1.68,0.0,3.7e-05,1.96,-0.71,2.08,1.18,0.19,1.2
4262,K04565.01,-1,1,0,0,0,2.78801663,2454965.561,0.796,17.354,14.0,0.003766,0.00377,0.91,0.0465,46.53,2287.0,6451.74,1.157,0.2246,3.8999119,9.249161,21.8,490.0,11111111111111111000000000000000,0.2272,7523.0,3.986,-0.06,2.206,1.719,298.96481,44.45277,12.133,0.005,3.4,-2.3,-2.4e-05,1.6e-05,-1.8,0.37,1.8,-1.8,0.22,1.8
4263,K04566.01,1,0,0,0,0,3.94660745,2454965.249,0.278,2.705,309.4,0.015963,1.57773,1.4,0.0471,88.54,981.0,218.91,10.91,0.4526,3.0182116,10.508349,12.7,268.0,11111110111011101000000000000000,0.609,5376.0,4.576,-0.02,0.806,0.897,284.87134,49.775909,15.923,0.012,-0.9,2.5,0.00026,-0.00071,0.17,-0.41,0.44,0.3,-0.46,0.55
4264,K04635.01,-1,0,0,1,1,4.99473798,2454969.178,0.46,3.05,99.5,0.009222,1.08293,0.82,0.0554,87.66,917.0,167.06,11.26,0.4526,5.6547465,15.130614,17.5,268.0,11111111111111111000000000000000,0.1919,5406.0,4.569,0.02,0.819,0.907,282.61804,46.787521,13.819,0.0,-0.33,-0.3,-0.000198,-0.000132,0.3,0.4,0.4,-8.8,-6.4,10.9
4265,K04636.01,0,0,0,0,0,122.749053,2455003.995,0.997,8.342,1041.2,0.057538,0.07764,6.13,0.4945,88.55,348.0,3.48,39.5,0.4955,7.736311,14.3759165,15.0,9.0,00011111111111111000000000000000,0.247,5619.0,4.488,0.44,0.976,1.069,292.98517,46.506569,15.511,0.002,-0.71,0.98,0.00059,-0.0013,0.38,0.63,0.74,-0.56,-0.5,0.75
4266,K04637.01,0,0,0,0,0,4.37992345,2454966.991,0.728,4.949,15.5,0.003875,0.10565,0.81,0.0575,81.19,1608.0,1579.65,4.75,0.3166,4.123963,9.194077,13.9,310.0,11111111111111111000000000000000,0.6732,6311.0,3.993,-0.12,1.918,1.324,288.59967,46.031712,10.438,0.598,0.92,-0.16,-9e-06,-1e-06,0.6,0.5,0.8,1.0,0.5,1.1
4269,K04707.01,-1,0,0,1,0,26.190289,2454976.221,0.109,2.148,51.8,0.006643,22.32738,1.05,0.1847,89.93,793.0,93.35,93.2,0.2938,3.7439609,8.471894,9.3,51.0,11111111111111111000000000000000,0.8479,6434.0,4.208,-0.08,1.441,1.224,297.77899,39.776001,11.66,0.0,-4.8,0.0,0.000249,3e-06,-3.6,0.12,3.6,-3.5,0.04,3.5
4271,K04709.01,0,0,0,0,0,3.70858595,2454967.473,0.115,1.94,305.4,0.015797,4.41258,1.33,0.0445,89.55,995.0,231.84,14.75,0.4341,3.0054,9.874765,11.3,358.0,11111111111111111000000000000000,0.0144,5420.0,4.596,-0.2,0.771,0.864,291.64294,37.632408,15.947,0.472,-0.6,-0.1,0.00021,-0.0002,0.0,-1.3,1.3,-0.1,-1.3,1.3
4272,K04710.01,0,0,0,0,0,9.4527721,2454968.78,0.746,3.817,197.3,0.013921,0.46734,1.3,0.0859,86.72,832.0,113.38,13.02,0.3342,4.04155,9.767796,11.3,140.0,11111111111111111000000000000000,0.16,5973.0,4.547,-0.34,0.857,0.945,290.7377,45.725368,15.58,0.482,1.1,-0.7,-0.00018,0.00011,-0.11,-0.52,0.53,-0.11,-0.67,0.68
4273,K04711.01,0,0,0,0,0,4.3638313,2454968.338,0.39,1.457,194.1,0.012932,9.73279,1.08,0.0493,88.96,976.0,214.31,21.4,0.398,3.177434,9.151483,10.3,152.0,11111111111111111000000000000000,0.9181,5623.0,4.596,-0.4,0.763,0.853,287.50766,44.31424,15.642,0.001,-3.8,-1.0,0.00103,0.00028,-0.15,0.78,0.8,-0.23,0.6,0.7
4274,K03158.03,1,0,0,0,0,6.18943952,2454967.78,0.334,2.3316,83.2,0.00829,3.55108,0.65,0.0584,89.01,783.0,88.79,19.3,0.5396,9.085545,29.604118,26.8,207.0,11111111111111111000000000000000,0.8166,5051.0,4.562,-0.36,0.721,0.692,289.75229,41.634605,8.717,0.303,0.57,-6.73,-1.1e-05,2.8e-05,7.0,-2.9,7.6,7.4,-10.6,13.0
4275,K04497.01,0,0,0,0,0,6.83006228,2454968.761,0.006,3.315,187.4,0.01252,1.64396,1.09,0.0675,89.98,882.0,142.95,15.95,0.3556,3.155659,11.177868,12.1,196.0,11111111111111111000000000000000,0.6099,5807.0,4.576,-0.4,0.8,0.886,289.26697,51.751221,15.17,0.406,-1.7,0.5,0.0002,0.00011,0.16,0.08,0.18,0.16,0.17,0.23
4276,K04498.01,0,0,0,0,0,17.1622587,2454981.644,1.201,4.668,312.2,0.218648,0.01361,22.42,0.1319,78.38,674.0,48.86,5.96,0.4191,3.9159184,10.310347,11.7,63.0,11111011101110111000000000000000,0.7935,5729.0,4.509,0.16,0.939,1.037,294.22134,39.989521,14.841,0.1,1.13,-0.29,-0.0004,9e-05,-0.2,0.62,0.65,-0.26,0.52,0.58
4277,K04499.01,0,0,0,0,0,5.19898615,2454966.053,0.428,2.359,136.8,0.010944,2.57461,1.04,0.0578,88.41,1035.0,271.21,15.44,0.3238,4.3740973,9.88589,11.5,206.0,11111101110111011000000000000000,0.698,6058.0,4.54,-0.4,0.867,0.95,298.78278,48.312809,14.652,0.542,-0.6,0.3,0.00013,-5e-05,-0.95,-0.71,1.19,-0.7,-0.88,1.12
4278,K04500.01,1,0,0,0,0,8.70179611,2454971.246,0.045,3.048,304.1,0.015641,2.711,1.37,0.0777,89.88,750.0,74.58,22.14,0.4966,3.7869122,10.92455,11.8,128.0,00011111111111111000000000000000,0.3205,5295.0,4.548,-0.1,0.8,0.825,295.90503,45.40543,15.85,0.082,-1.3,1.8,0.00036,-0.00049,-0.13,-0.69,0.7,-0.15,-0.58,0.6
4279,K04567.01,0,0,0,0,0,14.74426,2454968.04,1.063,8.168,113.6,0.07515,0.00131,8.1,0.1182,64.5,784.0,89.04,2.47,0.3147,3.6856647,7.1960864,11.9,86.0,11111111111111111000000000000000,0.6171,6146.0,4.454,-0.22,0.987,1.006,301.56284,44.240391,13.775,0.216,0.0,-0.4,0.00013,5e-05,0.3,0.17,0.33,0.23,0.32,0.39
4280,K04568.01,-1,0,0,1,1,0.933747395,2454964.517,0.541,4.798,30.9,0.005223,0.068,1.24,0.0195,68.3,2596.0,10738.05,1.463,0.4288,4.544038,14.474333,26.7,1444.0,11111111111111111000000000000000,0.4539,5574.0,3.818,-0.16,2.174,1.134,292.79254,47.576721,12.877,0.0,-2.02,0.44,3.8e-05,-9e-06,0.76,2.6,2.71,0.8,2.57,2.69
4281,K07682.01,-1,1,0,0,0,58.873429,2454986.908,0.0,17.487,226470.0,0.444913,0.28032,76.18,0.3312,90.0,679.0,50.35,37.172,0.2559,1981.3434,1594.3699,106.8,3.0,00000000000000110000000000000000,-1.0,7078.0,4.192,-0.16,1.568,1.401,295.49011,39.105862,14.048,,0.02,0.1538,,0.0,0.021,-0.048,0.053,0.048,0.064,0.08
4283,K04570.01,0,0,0,0,0,35.0175053,2454972.85,0.809,3.608,292.0,0.017393,1.47347,2.13,0.2026,88.99,617.0,34.32,45.7,0.3342,3.8430924,11.686475,12.8,36.0,11111111111111111000000000000000,0.0054,5944.0,4.293,-0.32,1.123,0.905,292.35605,39.11945,14.638,0.921,0.0,-0.2,-3e-05,7e-05,0.25,-0.36,0.44,0.22,-0.29,0.36
4284,K04571.01,1,0,0,0,0,47.3128645,2454979.307,0.967,11.444,217.4,0.01813,0.00872,3.71,0.2788,84.51,658.0,44.26,10.11,0.4213,5.0840974,11.626737,17.6,30.0,11111111111111111000000000000000,0.3317,5749.0,4.002,0.34,1.876,1.288,286.35922,42.227482,14.553,0.136,1.33,0.16,-0.00025,-8e-05,0.01,-0.34,0.34,-0.01,-0.56,0.56
4286,K04640.01,1,0,0,0,0,6.1082945,2454964.876,0.63,3.493,61.1,0.007529,0.59239,1.06,0.0706,86.57,1267.0,608.39,10.53,0.2751,4.0586643,9.715869,10.8,219.0,11111111111111111000000000000000,0.5383,6720.0,4.316,-0.14,1.289,1.261,295.17538,45.930908,13.606,0.009,-0.01,-1.74,-1e-05,9.2e-05,0.22,-0.12,0.25,0.15,-0.2,0.25
4287,K04641.01,-1,1,0,1,1,119.72007,2455008.876,0.025,9.48,115.6,0.009797,1.22118,1.26,0.4844,89.99,410.0,6.67,97.4,0.3661,6.5418696,9.492277,9.0,11.0,11111111111111111000000000000000,0.0052,5963.0,4.321,0.06,1.176,1.056,291.16129,38.710602,13.59,0.0,3.3,-3.6,-0.00035,0.0004,0.9,-3.58,3.69,1.0,-3.57,3.72
4288,K04642.01,-1,1,0,0,0,1.27839331,2454965.09,0.201,6.343,19.5,0.004117,0.05098,0.86,0.0276,82.96,2853.0,15656.19,1.639,0.2369,3.261805,10.100188,15.2,425.0,11111011101110111000000000000000,0.0442,7758.0,4.106,0.0,1.918,1.713,294.46487,39.725391,13.107,0.144,-1.4,-0.7,2.7e-05,3e-06,0.59,-0.46,0.74,0.61,-0.59,0.85
4289,K03184.01,1,0,0,0,0,7.545922037,2454967.49,0.625,4.0329,22.2,0.004505,0.47536,0.68,0.0763,86.82,1084.0,326.67,11.268426,0.4046,5.1161475,9.776427,13.4,180.0,11111111111111111000000000000000,0.369,5788.0,4.178,0.12,1.376,1.039,288.39529,39.872627,11.158,0.331,0.22,0.5,-1e-05,-1.6e-05,-0.89,-0.6,1.07,-0.83,-1.0,1.33
4290,K04722.01,-1,1,0,1,0,0.58675746,2454964.754,1.183,1.508,143.8,0.194394,0.11621,19.91,0.0139,22.84,2157.0,5080.59,1.284,0.3511,3.9401097,10.337506,18.4,2281.0,11111111111111111000000000000000,0.9523,5942.0,4.506,-0.06,0.938,1.028,287.82877,42.061642,15.509,0.0,7.0,4.1,-0.00068,-0.00039,1.053,7.487,7.56,1.018,7.404,7.474
4291,K03197.01,0,0,0,0,0,22.599501,2454985.911,0.12,4.38,76.9,0.008084,2.2735,0.96,0.1577,89.83,734.0,68.48,39.4,0.3071,4.2251244,12.450065,2.9,59.0,11111111111111111000000000000000,0.7411,6335.0,4.375,-0.3,1.087,1.017,296.29056,44.42326,11.531,0.597,0.62,-0.04,-2.6e-05,3e-06,-0.27,0.76,0.81,-0.03,0.79,0.79
4293,K04724.01,-1,0,0,1,0,20.8822079,2454984.695,0.1364,4.556,1107.0,0.033276,2.00169,3.63,0.1487,89.95,661.0,45.17,35.9,0.3981,4.9689302,11.230095,11.0,13.0,100010001000000000000000000,,5780.0,4.438,,1.0,1.0,300.9288,44.356293,14.945,0.053,1.72,-0.7,0.0015,0.0004,-3.42,2.14,4.03,-3.03,1.56,3.41
