,pl_name,disposition,pl_orbper,pl_rade,pl_trandep,st_teff,st_rad,st_logg,ra,dec
3808,K02682.01,FALSE POSITIVE,8.53161917,54.6,65744.0,5780.0,1.0,4.438,290.14175,37.741367
3809,K02737.01,FALSE POSITIVE,0.526615152,1.46,64.0,5718.0,1.832,3.966,294.25339,42.062382
3810,K02738.01,FALSE POSITIVE,0.690405794,1.04,178.4,5204.0,0.786,4.515,298.03104,42.052479
3811,K02739.01,CONFIRMED,10.10773789,1.98,294.9,5480.0,1.174,4.26,290.57672,39.95689
3812,K02739.02,CANDIDATE,7.0956395,1.2,108.1,5480.0,1.174,4.26,290.57672,39.95689
3813,K02740.01,FALSE POSITIVE,1.844857057,0.97,85.6,6143.0,1.004,4.403,289.95581,38.463631
3814,K02819.01,FALSE POSITIVE,18.0116764,2.02,417.2,6003.0,0.932,4.507,293.60394,39.388599
3815,K00270.02,CONFIRMED,33.67280658,1.86,170.9,5587.0,1.423,4.091,293.73282,41.900829
3816,K02820.01,CONFIRMED,3.00912491,1.22,191.4,5713.0,0.893,4.541,291.5481,50.35331
3817,K02821.01,CANDIDATE,79.2450351,3.33,1347.3,5648.0,0.917,4.464,287.84833,39.358429
3818,K02822.01,CONFIRMED,4.44589508,1.94,441.4,5918.0,0.865,4.544,300.73239,44.107059
3819,K02891.01,FALSE POSITIVE,2.023126394,0.92,72.2,6349.0,1.059,4.422,288.84711,47.022911
3820,K02892.01,FALSE POSITIVE,10.63609504,1.36,290.6,5546.0,0.81,4.575,285.33636,46.31237
3821,K02894.01,CONFIRMED,10.3108232,1.27,204.0,5708.0,0.893,4.521,288.11606,42.440418
3822,K02895.01,FALSE POSITIVE,1.069842837,1.77,540.3,4999.0,0.786,4.523,298.55927,40.604858
3823,K02896.01,FALSE POSITIVE,1.077467951,31.06,75.7,6329.0,1.508,4.137,291.74017,38.014912
3824,K02683.01,CANDIDATE,126.4451275,4.49,3252.5,5613.0,0.795,4.581,294.53934,43.60778
3825,K02684.01,FALSE POSITIVE,2.8736467,6.47,215.7,8173.0,3.169,3.744,284.6232,39.182411
3826,K02685.01,FALSE POSITIVE,2.846517614,1.88,2154.4,3468.0,0.32,4.931,300.08737,46.200695
3827,K02686.01,CONFIRMED,211.032819,3.43,1953.4,4658.0,0.686,4.632,293.29837,43.55587
3828,K02687.01,CANDIDATE,1.716828304,0.74,59.5,5808.0,0.902,4.522,292.61511,42.764252
3829,K02741.01,FALSE POSITIVE,0.755103143,1.49,43.8,5996.0,2.128,3.87,284.36902,40.718491
3830,K00263.01,FALSE POSITIVE,20.71927223,2.51,224.6,5729.0,1.545,4.058,281.2738,47.774399
3831,K02743.01,CONFIRMED,11.87457664,1.32,220.7,5523.0,0.88,4.506,291.02859,43.91367
3832,K02744.01,CONFIRMED,109.6469948,4.85,899.7,5332.0,1.453,4.083,293.52756,41.111439
3833,K02745.01,CONFIRMED,15.64588656,2.18,572.1,5896.0,0.916,4.518,289.31149,51.320862
3834,K02823.01,FALSE POSITIVE,0.93375241,3.18,518.0,5402.0,0.815,4.581,292.77954,47.452099
3835,K02824.01,FALSE POSITIVE,1.70336496,1.67,316.7,5881.0,0.915,4.516,293.09113,38.3521
3836,K02825.01,FALSE POSITIVE,0.764174368,1.18,100.2,6321.0,1.125,4.417,293.07663,46.21801
3837,K02826.01,FALSE POSITIVE,1.85373924,0.23,348.6,2661.0,0.116,5.283,289.84772,44.185783
3838,K02827.01,CONFIRMED,7.06321927,1.21,207.2,5305.0,0.818,4.489,286.17053,43.008911
3839,K02897.01,FALSE POSITIVE,0.584310213,23.09,809.4,5783.0,0.88,4.539,298.55576,41.034061
3840,K02898.01,CONFIRMED,25.384175,2.44,594.0,6137.0,0.994,4.471,287.53577,48.727791
3841,K00275.01,CONFIRMED,15.79196594,2.4,203.1,5758.0,1.704,4.072,285.31125,47.848564
3842,K02899.01,CANDIDATE,5.77207177,1.54,328.5,5591.0,0.86,4.559,295.84747,40.006721
3843,K02900.01,CANDIDATE,46.151253,2.08,649.0,5204.0,0.769,4.525,294.8418,39.91888
3844,K02687.02,CONFIRMED,8.16733851,1.03,104.9,5808.0,0.902,4.522,292.61511,42.764252
3845,K00041.01,CONFIRMED,12.81590421,2.26,220.5,5788.0,1.474,4.122,291.38599,41.990269
3846,K00259.01,FALSE POSITIVE,79.99623328,40.73,24384.0,6796.0,2.49,3.88,291.77182,41.098068
3847,K02688.01,CONFIRMED,5.424749327,5.15,7680.0,4137.0,0.591,4.658,294.23764,45.197105
3848,K02689.01,CANDIDATE,165.3447044,6.98,4899.0,5594.0,0.812,4.52,288.17789,47.36668
3849,K02690.01,CONFIRMED,3.606940379,2.04,432.3,5508.0,0.84,4.569,293.93347,40.59074
3850,K02746.01,FALSE POSITIVE,69.2002312,45.24,2271.5,7044.0,1.267,4.337,298.41934,40.440819
3851,K02747.01,CONFIRMED,6.26404774,1.55,378.7,5032.0,0.817,4.511,284.83841,42.070431
3852,K02748.01,CONFIRMED,23.1985852,2.61,224.7,5416.0,1.756,3.951,296.27771,46.89986
3853,K02748.02,CONFIRMED,5.77721259,2.17,134.3,5416.0,1.756,3.951,296.27771,46.89986
3854,K02749.01,FALSE POSITIVE,0.905037231,1.1,37.5,6223.0,1.763,4.01,291.00287,44.899452
3855,K02828.01,CONFIRMED,59.4969009,2.92,1262.1,4817.0,0.833,4.499,289.53882,41.892818
3856,K02829.01,CONFIRMED,10.61345333,1.77,150.2,5865.0,1.388,4.163,289.36441,41.53323
3857,K00271.01,CONFIRMED,48.6303805,2.48,339.8,6075.0,1.352,4.264,285.19,46.027962
3858,K02830.01,CONFIRMED,40.5289885,5.92,360.7,6443.0,3.086,3.74,300.34406,45.623219
3859,K02831.01,FALSE POSITIVE,0.571940563,1.88,54.3,5827.0,2.286,3.74,282.31351,46.419399
3860,K02901.01,FALSE POSITIVE,0.633514386,0.81,179.1,4330.0,0.618,4.64,299.93927,45.83321
3861,K02903.01,FALSE POSITIVE,17.4166143,1.84,314.2,5946.0,1.017,4.444,294.37619,38.75787
3862,K02904.01,CONFIRMED,16.3583482,2.23,116.4,6133.0,1.765,4.084,295.37738,39.048031
3863,K02905.01,FALSE POSITIVE,36.0054414,3.33,117.5,7048.0,2.838,3.797,300.66025,45.853519
3864,K02906.01,CONFIRMED,13.9093544,1.33,86.8,6052.0,1.424,4.183,297.94476,42.191879
3865,K02691.01,CANDIDATE,97.4463194,3.05,2141.1,4735.0,0.686,4.627,289.10992,39.68539
3866,K02692.01,FALSE POSITIVE,1.257689465,2.45,945.6,5676.0,0.787,4.571,291.44766,38.149281
3867,K02693.01,CONFIRMED,4.081411554,1.0,171.9,4498.0,0.635,4.661,291.46866,40.343849
3868,K02693.02,CONFIRMED,11.41941928,0.99,150.5,4498.0,0.635,4.661,291.46866,40.343849
3869,K02693.03,CONFIRMED,6.83440674,1.01,177.1,4498.0,0.635,4.661,291.46866,40.343849
3870,K02750.01,CANDIDATE,174.636181,11.12,2500.9,5974.0,2.232,3.859,295.66913,38.795841
3871,K02751.01,CONFIRMED,24.4004378,2.47,860.5,4583.0,0.674,4.606,287.00909,46.796101
3872,K00264.01,FALSE POSITIVE,4.029810359,1.77,111.1,5929.0,1.651,4.055,285.68408,38.262817
3873,K02752.01,FALSE POSITIVE,1.287622419,0.87,36.5,6170.0,1.274,4.308,295.32401,40.902191
3874,K02753.01,CONFIRMED,0.935115863,1.05,64.8,5874.0,1.297,4.252,284.04233,41.699139
3875,K02832.01,CONFIRMED,3.57551429,0.89,92.8,5213.0,0.917,4.434,283.56531,46.904251
3876,K02833.01,CANDIDATE,1.791877025,1.48,46.1,6002.0,2.139,3.841,298.21527,45.406891
3877,K02834.01,CONFIRMED,136.205112,2.35,1209.3,4648.0,0.675,4.631,288.53854,40.87711
3878,K02835.01,CONFIRMED,6.30922043,1.37,691.2,4380.0,0.53,4.71,287.82639,40.696602
3879,K02836.01,CONFIRMED,2.94194296,1.22,278.0,4901.0,0.758,4.544,296.99655,49.25642
3880,K02906.02,CANDIDATE,145.881936,1.8,156.9,6052.0,1.424,4.183,297.94476,42.191879
3881,K02907.01,FALSE POSITIVE,1.146934644,1.39,256.2,5423.0,0.862,4.502,290.47311,37.9062
3882,K02908.01,FALSE POSITIVE,1.245353252,1.48,224.2,5982.0,0.96,4.493,293.6076,42.058998
3883,K00275.02,CONFIRMED,82.2001239,2.57,233.9,5758.0,1.704,4.072,285.31125,47.848564
3884,K02910.01,CONFIRMED,15.3626052,1.8,468.3,5011.0,0.851,4.484,296.21518,39.52705
3885,K02694.01,CONFIRMED,0.843379985,1.7,343.3,4818.0,0.856,4.481,295.82144,46.053028
3886,K02694.02,CONFIRMED,6.56606941,1.83,402.4,4818.0,0.856,4.481,295.82144,46.053028
3887,K00260.01,CONFIRMED,10.49566303,1.34,106.1,6214.0,1.297,4.238,289.34732,44.208511
3888,K02695.01,CANDIDATE,2.50343279,20.23,1156.0,5174.0,0.84,4.483,294.54373,40.313862
3889,K02696.01,CANDIDATE,96.4562198,9.1,950.5,7029.0,2.704,3.806,284.41592,48.65802
3890,K02696.02,CANDIDATE,44.5643831,5.8,360.5,7029.0,2.704,3.806,284.41592,48.65802
3891,K02754.01,CONFIRMED,1.34155642,0.74,58.2,5779.0,0.97,4.44,283.74582,48.373432
3892,K02755.01,CONFIRMED,8.48299282,0.8,69.1,5827.0,0.933,4.471,291.57422,38.655949
3893,K02756.01,CONFIRMED,0.665025941,1.11,104.7,5884.0,1.07,4.408,296.23282,42.47279
3894,K02757.01,CONFIRMED,234.635652,2.56,868.5,5422.0,0.885,4.481,288.15671,41.877972
3895,K02758.01,CANDIDATE,253.374581,19.25,1104.0,5177.0,5.949,3.216,296.7236,44.853142
3896,K02837.01,CONFIRMED,13.32191461,2.88,133.5,6995.0,2.274,3.925,295.15219,49.587601
3897,K02838.01,CONFIRMED,7.69994466,0.92,70.9,5727.0,1.104,4.328,292.19971,42.046089
3898,K02838.02,CONFIRMED,4.77466043,0.81,54.3,5727.0,1.104,4.328,292.19971,42.046089
3899,K00271.02,CONFIRMED,29.39337161,2.5,327.0,6075.0,1.352,4.264,285.19,46.027962
3900,K02839.01,CONFIRMED,2.164570593,1.27,525.1,3941.0,0.554,4.713,285.06491,41.554871
3901,K02911.01,FALSE POSITIVE,12.4258343,2.75,449.4,6185.0,0.991,4.472,297.58987,40.60194
3902,K02912.01,FALSE POSITIVE,0.873227249,1.68,221.8,6341.0,1.111,4.409,287.69272,46.366928
3903,K02913.01,CONFIRMED,2.88878583,0.84,40.9,5696.0,1.331,4.247,282.63138,46.48111
3904,K02914.01,CANDIDATE,21.1181653,2.89,112.7,6461.0,2.566,3.779,281.69159,42.397549
3905,K02915.01,CANDIDATE,5.06092282,0.98,71.6,5637.0,0.911,4.492,289.91742,40.828606
3906,K02697.01,FALSE POSITIVE,7.37453336,87.08,304.4,5028.0,4.991,3.289,297.2952,42.011681
3907,K02698.01,CONFIRMED,87.9724227,3.39,866.7,5837.0,1.159,4.305,298.83588,40.29314
3908,K02699.01,CONFIRMED,0.568874717,1.49,378.4,5223.0,0.78,4.593,291.61188,42.115971
3909,K02700.01,CANDIDATE,0.910020582,1.12,358.1,4297.0,0.533,4.725,297.00354,44.775089
3910,K02701.01,FALSE POSITIVE,22.023514,4.79,1670.0,5860.0,0.936,4.489,299.59561,40.622822
3911,K02759.01,CANDIDATE,1.07808492,1.01,155.6,4906.0,0.814,4.511,287.72565,48.651379
3912,K02760.01,CONFIRMED,56.5732318,2.69,688.5,4701.0,0.775,4.54,286.3718,43.691921
3913,K02761.01,FALSE POSITIVE,1.846861455,2.23,648.6,5591.0,0.86,4.559,295.77368,43.671951
3914,K00265.01,CONFIRMED,3.568099612,1.36,98.4,6007.0,1.334,4.232,297.01883,50.408981
3915,K02762.01,CONFIRMED,132.9955503,2.51,1275.4,4523.0,0.659,4.636,280.51175,44.159351
3916,K00301.01,CONFIRMED,6.002548291,2.33,202.0,6204.0,1.36,4.269,290.49512,38.795479
3917,K00301.02,CONFIRMED,11.44865823,1.32,75.2,6204.0,1.36,4.269,290.49512,38.795479
3918,K00302.01,CONFIRMED,24.85466504,7.61,776.2,6967.0,2.527,3.864,295.6088,38.735741
3919,K00303.01,CONFIRMED,60.92818866,2.78,755.6,5638.0,1.023,4.359,293.67532,41.295361
3920,K00304.01,CONFIRMED,8.512037736,2.14,597.8,5767.0,0.881,4.538,287.08997,41.373878
3921,K00359.01,FALSE POSITIVE,5.93720557,1.84,371.4,5857.0,0.712,4.633,289.1702,50.627621
3922,K00360.01,FALSE POSITIVE,5.93719982,1.47,175.6,6102.0,1.026,4.457,289.21481,50.650921
3923,K00061.01,FALSE POSITIVE,1.63345402,24.87,359.0,6283.0,1.091,4.372,296.93594,44.161045
3924,K00361.01,CONFIRMED,3.247548814,1.41,209.7,5703.0,0.975,4.498,289.88065,51.277081
3925,K00362.01,FALSE POSITIVE,14.022451457,14.93,20083.0,6061.0,1.05,4.401,290.99692,37.199219
3926,K00363.01,FALSE POSITIVE,2.442945167,38.29,677.9,5657.0,1.428,4.121,290.27777,37.78933
3927,K03005.01,FALSE POSITIVE,1.312459403,1.65,36.9,6543.0,2.507,3.782,291.534,38.816261
3928,K03007.01,CANDIDATE,11.1916199,1.47,166.4,5646.0,0.956,4.464,283.33533,47.208832
3929,K03008.01,CONFIRMED,2.99792926,1.12,45.4,5888.0,1.645,4.061,282.69995,45.42577
3930,K03010.01,CONFIRMED,60.8660974,1.39,714.3,3808.0,0.522,4.734,290.51019,38.743542
3931,K03011.01,FALSE POSITIVE,2.11547854,1.66,222.9,6208.0,1.024,4.454,287.19815,38.42897
3932,K03086.01,CANDIDATE,174.731515,3.0,1179.9,5201.0,0.897,4.447,297.88464,48.00145
3933,K03087.01,FALSE POSITIVE,5.54867998,0.68,68.9,5258.0,0.835,4.514,300.93738,45.49007
3934,K03087.02,FALSE POSITIVE,1.22174063,0.46,32.2,5258.0,0.835,4.514,300.93738,45.49007
3935,K03088.01,CONFIRMED,3.48412874,1.16,161.6,5696.0,0.921,4.519,291.16437,45.318291
3936,K00285.01,CONFIRMED,13.74883059,3.63,425.9,5862.0,1.67,4.05,289.08606,41.562958
3937,K03089.01,CANDIDATE,0.858546796,0.88,106.1,5269.0,0.864,4.491,286.14804,43.369202
3938,K00304.02,CANDIDATE,5.518195,0.46,27.1,5767.0,0.881,4.538,287.08997,41.373878
3939,K00305.01,CONFIRMED,4.603575293,1.51,440.4,4783.0,0.741,4.602,297.354,41.300049
3940,K00306.01,CONFIRMED,24.30784323,2.14,677.1,5313.0,0.82,4.571,299.31955,41.38464
3941,K00307.01,CONFIRMED,19.67409703,1.78,204.9,6023.0,1.031,4.423,293.18033,41.61776
3942,K00046.01,CONFIRMED,3.487688776,5.64,1298.8,5576.0,1.593,4.065,283.25549,48.355232
3943,K00365.01,CONFIRMED,81.737872,2.16,628.8,5559.0,0.873,4.502,297.48691,49.623451
3944,K00366.01,CANDIDATE,75.1122132,23.23,3751.5,6201.0,3.354,3.616,291.66418,38.619255
3945,K00367.01,CONFIRMED,31.578651216,4.52,2125.4,5733.0,0.99,4.442,284.47217,39.911812
3946,K00368.01,FALSE POSITIVE,110.32167272,18.6,7296.6,9244.0,2.025,4.159,290.85458,42.086922
3947,K00369.01,CONFIRMED,5.88527364,1.59,112.7,6070.0,1.431,4.157,281.91568,42.775509
3948,K03012.01,FALSE POSITIVE,1.086486129,1.69,66.0,5911.0,2.0,3.861,289.32925,42.655811
3949,K03013.01,CANDIDATE,3.76562031,19.39,232.6,5743.0,0.853,4.553,294.96811,49.556511
3950,K03014.01,CONFIRMED,86.1160885,3.11,875.2,6161.0,1.053,4.454,286.36157,42.963921
3951,K03015.01,CONFIRMED,3.61460332,0.9,43.9,5799.0,1.375,4.161,292.18011,49.20248
3952,K00282.02,CONFIRMED,8.45744892,1.02,77.4,5903.0,1.137,4.304,288.45065,40.245327
3953,K03017.01,CANDIDATE,2.46288834,0.67,47.4,5893.0,0.967,4.395,296.85925,50.560162
3954,K03090.01,CONFIRMED,3.82223397,1.05,362.7,3729.0,0.514,4.733,292.73764,42.014832
3955,K03091.01,CONFIRMED,17.067644,1.62,262.4,6347.0,0.996,4.464,290.88831,51.248169
3956,K03092.01,FALSE POSITIVE,5.78542702,1.91,256.2,6555.0,1.178,4.374,297.42636,43.816502
3957,K03093.01,CONFIRMED,29.6099055,1.74,120.1,5812.0,1.122,4.329,290.99167,40.229321
3958,K03095.01,CONFIRMED,3.42390809,1.25,153.1,5788.0,1.015,4.442,292.57336,46.36684
3959,K00307.02,CONFIRMED,5.21104597,1.18,102.7,6023.0,1.031,4.423,293.18033,41.61776
3960,K00308.01,CONFIRMED,35.5969684,3.72,684.5,6212.0,1.209,4.309,293.92972,41.602871
3961,K00309.01,FALSE POSITIVE,1.633107509,0.53,60.8,4579.0,0.684,4.596,288.82303,42.542728
3962,K00312.01,CONFIRMED,11.57890926,2.06,243.4,6156.0,1.303,4.284,296.46732,42.598785
3963,K00369.02,CONFIRMED,10.10463142,1.59,114.6,6070.0,1.431,4.157,281.91568,42.775509
3964,K00370.01,CONFIRMED,42.88247951,3.61,408.9,6143.0,1.763,4.039,291.38776,44.52911
3965,K00063.01,CONFIRMED,9.43414171,5.73,3977.0,5578.0,0.886,4.518,289.22617,49.548199
3966,K00370.02,CONFIRMED,22.95062278,2.17,129.8,6143.0,1.763,4.039,291.38776,44.52911
3967,K00371.01,FALSE POSITIVE,498.391282,17.14,1590.0,5134.0,3.107,3.611,299.67615,40.856491
3968,K00372.01,CONFIRMED,125.6291479,10.02,7841.6,5819.0,1.111,4.334,299.12244,41.86676
3969,K03018.01,FALSE POSITIVE,45.1178526,2.78,389.2,5585.0,1.038,4.339,296.78445,43.619011
3970,K03019.01,CONFIRMED,4.17939037,1.52,172.8,5633.0,1.162,4.296,298.40137,44.838181
3971,K03020.01,CANDIDATE,10.9192653,1.9,91.1,5745.0,1.972,3.939,294.54041,44.190979
3972,K03021.01,FALSE POSITIVE,0.803835923,0.78,52.6,6242.0,1.047,4.442,292.97775,38.42078
3973,K03022.01,CONFIRMED,2.76263737,1.25,185.0,5772.0,0.901,4.528,295.58649,49.666851
3974,K03097.01,CONFIRMED,11.9216035,0.87,43.2,6006.0,1.082,4.403,281.11234,43.227791
3975,K03097.02,CONFIRMED,6.80257947,0.73,32.7,6006.0,1.082,4.403,281.11234,43.227791
3976,K03097.03,CONFIRMED,8.70312154,0.72,32.0,6006.0,1.082,4.403,281.11234,43.227791
3977,K03098.01,FALSE POSITIVE,1.332557603,19.88,225.3,6091.0,0.967,4.487,295.2374,46.81963
3978,K00043.01,FALSE POSITIVE,11.32029599,8.02,4303.5,5780.0,1.0,4.438,293.26605,45.350697
3979,K00285.02,CONFIRMED,26.723169,2.31,195.0,5862.0,1.67,4.05,289.08606,41.562958
3980,K00312.02,CONFIRMED,16.39926461,1.94,220.8,6156.0,1.303,4.284,296.46732,42.598785
3981,K00313.01,CONFIRMED,18.73577127,2.1,567.2,5188.0,0.795,4.547,282.13553,43.039101
3982,K00313.02,CONFIRMED,8.43639829,1.5,345.5,5188.0,0.795,4.547,282.13553,43.039101
3983,K00314.01,CONFIRMED,13.78109471,1.42,756.0,3846.0,0.503,4.738,290.3815,43.292988
3984,K00314.02,CONFIRMED,23.08902241,1.24,598.3,3846.0,0.503,4.738,290.3815,43.292988
3985,K00046.02,CONFIRMED,6.02977241,1.18,54.6,5576.0,1.593,4.065,283.25549,48.355232
3986,K00373.01,CONFIRMED,135.1879934,2.32,663.4,5731.0,0.906,4.451,292.23492,42.909458
3987,K00374.01,CONFIRMED,172.7046083,2.85,659.1,5851.0,1.116,4.302,290.62524,44.873959
3988,K00376.01,FALSE POSITIVE,44.14599042,121.48,4467.8,6692.0,1.152,4.383,288.32147,51.726601
3989,K00376.02,FALSE POSITIVE,1.411627439,2.99,515.2,6692.0,1.152,4.383,288.32147,51.726601
3990,K00377.01,CONFIRMED,19.270825843,7.74,6660.5,5779.0,0.956,4.491,285.57397,38.400902
3991,K03022.02,CANDIDATE,5.05368985,1.21,171.5,5772.0,0.901,4.528,295.58649,49.666851
3992,K03023.01,FALSE POSITIVE,4.39049637,2.07,113.5,6429.0,1.908,3.989,282.25177,43.493759
3993,K03025.01,CONFIRMED,13.1829329,1.84,518.0,5382.0,0.827,4.571,294.34164,46.49876
3994,K03026.01,CONFIRMED,3.51575492,1.35,237.4,5094.0,0.901,4.45,284.92859,42.42231
3995,K00282.03,CONFIRMED,87.5177787,1.85,136.5,5903.0,1.137,4.304,288.45065,40.245327
3996,K03099.01,FALSE POSITIVE,14.0498182,1.45,472.0,4228.0,0.652,4.618,297.85632,40.218102
3997,K03101.01,CONFIRMED,14.2563272,1.73,206.1,6140.0,1.027,4.455,292.54575,49.416969
3998,K03105.01,CANDIDATE,4.21223579,1.04,116.4,5116.0,0.7,4.591,296.28064,50.755669
3999,K03106.01,CONFIRMED,0.968980781,1.08,118.5,5866.0,1.0,4.473,295.34967,45.114552
4000,K03107.01,FALSE POSITIVE,8.589562,15.95,245.4,5766.0,0.945,4.404,298.71362,46.903118
4001,K00314.03,CONFIRMED,10.31282204,0.59,137.6,3846.0,0.503,4.738,290.3815,43.292988
4002,K00315.01,CONFIRMED,35.58349688,2.03,937.6,4894.0,0.684,4.637,297.27188,43.333309
4003,K00316.01,CONFIRMED,15.77111067,2.62,547.1,5620.0,1.143,4.333,282.39194,43.889351
4004,K00316.02,CONFIRMED,157.0659976,2.63,551.4,5620.0,1.143,4.333,282.39194,43.889351
4005,K00316.03,CANDIDATE,7.305706326,2.11,264.9,5620.0,1.143,4.333,282.39194,43.889351
4006,K00064.01,CANDIDATE,1.951082219,10.35,1151.8,5302.0,2.426,3.768,296.51059,42.54744
4007,K00378.01,FALSE POSITIVE,4.94402197,32.92,363.3,6013.0,1.7,4.035,292.6933,37.705513
4008,K00379.01,FALSE POSITIVE,6.71725648,2.78,272.7,6078.0,1.683,4.094,292.05676,37.776192
4009,K00379.02,CANDIDATE,23.1375919,1.83,114.0,6078.0,1.683,4.094,292.05676,37.776192
4010,K03027.01,CONFIRMED,6.07032548,1.36,311.6,5076.0,0.763,4.598,291.6756,48.762562
4011,K03028.01,FALSE POSITIVE,1.33256952,1.06,163.5,5547.0,0.82,4.571,294.96246,46.676289
4012,K03029.01,CANDIDATE,18.9763286,2.24,329.8,5300.0,0.986,4.385,298.75836,41.159882
4013,K03029.02,CANDIDATE,6.34724702,1.35,159.8,5300.0,0.986,4.385,298.75836,41.159882
4014,K03030.01,FALSE POSITIVE,7.19552624,1.67,214.6,6242.0,1.093,4.432,289.09106,40.751122
4015,K03108.01,CONFIRMED,7.36272124,1.86,429.3,5868.0,0.894,4.53,293.82663,38.856621
4016,K03109.01,CONFIRMED,10.6761592,1.79,151.0,6460.0,1.434,4.267,297.64227,49.594978
4017,K03110.01,CONFIRMED,4.48494315,1.23,134.9,6217.0,1.051,4.437,285.36624,49.044868
4018,K03111.01,CANDIDATE,10.76800074,0.92,65.1,5874.0,1.096,4.338,298.57687,44.621609
4019,K03111.02,CANDIDATE,4.32848303,0.66,35.5,5874.0,1.096,4.338,298.57687,44.621609
4020,K00285.03,CONFIRMED,49.3567907,1.91,130.2,5862.0,1.67,4.05,289.08606,41.562958
4021,K00317.01,CONFIRMED,22.20809549,3.02,463.2,6336.0,1.403,4.266,298.81638,43.998039
4022,K00318.01,CONFIRMED,38.5833679,8.56,1388.2,6273.0,1.927,4.04,288.15399,44.068821
4023,K00319.01,CANDIDATE,46.15119482,10.02,1817.3,5877.0,1.963,3.927,290.11752,44.87294
4024,K00320.01,FALSE POSITIVE,4.79179893,26.26,123.9,6499.0,1.103,4.408,295.94781,44.827831
4025,K00321.01,CONFIRMED,2.426304127,1.41,185.4,5678.0,0.97,4.484,291.84805,44.96822
4026,K00005.01,CANDIDATE,4.780327581,7.14,960.8,5937.0,1.787,4.012,289.73972,44.647419
4027,K00389.01,FALSE POSITIVE,3.741231778,1.55,419.0,5206.0,0.767,4.598,290.70102,38.954681
4028,K00390.01,FALSE POSITIVE,1.168310132,1.43,283.3,5509.0,0.857,4.487,291.12799,38.914688
4029,K00391.01,FALSE POSITIVE,25.9525478,74.69,478.4,5211.0,2.721,3.715,293.67245,38.985699
4030,K00392.01,CONFIRMED,33.4160553,2.98,275.8,6007.0,1.42,4.178,287.97577,39.087181
4031,K00392.02,CONFIRMED,12.6119685,1.33,76.5,6007.0,1.42,4.178,287.97577,39.087181
4032,K03031.01,CANDIDATE,7.64809462,1.19,195.9,5641.0,0.85,4.554,292.22739,42.451969
4033,K03032.01,CONFIRMED,0.636424848,1.31,217.9,5343.0,0.885,4.538,285.15692,47.873329
4034,K03033.01,FALSE POSITIVE,8.55935323,1.21,148.8,6115.0,0.919,4.462,287.12234,42.70694
4035,K03034.01,CANDIDATE,31.0209175,1.66,859.5,3720.0,0.48,4.764,286.98013,38.165218
4036,K03112.01,CANDIDATE,2.118893997,1.41,311.4,5504.0,0.796,4.583,288.21072,42.556808
4037,K03113.01,CONFIRMED,2.46050095,1.03,276.8,4811.0,0.634,4.626,289.69748,43.372089
4038,K03114.01,CANDIDATE,7.49133777,1.01,34.5,6177.0,1.71,3.993,294.71677,45.781269
4039,K03115.01,CONFIRMED,5.8660127,1.45,183.0,6020.0,1.04,4.427,292.65839,49.865189
4040,K03116.01,CONFIRMED,23.9107056,1.91,294.0,6338.0,1.091,4.418,295.52417,49.829552
4041,K00048.01,FALSE POSITIVE,23.836808884,59.31,29685.0,6095.0,1.94,3.894,296.55386,43.543179
4042,K00321.02,CONFIRMED,4.62334491,0.77,62.0,5678.0,0.97,4.484,291.84805,44.96822
4043,K00322.01,FALSE POSITIVE,5.888835386,584.67,19466.0,5780.0,1.0,4.438,290.20993,45.251904
4044,K00323.01,CONFIRMED,5.83599485,1.92,553.3,5423.0,0.828,4.542,284.06113,45.506851
4045,K00324.01,FALSE POSITIVE,1.089077863,1.96,133.6,6280.0,1.551,4.098,288.02454,46.30587
4046,K00325.01,FALSE POSITIVE,7.86335883,7.84,467.3,5731.0,1.913,4.005,297.30969,46.449471
4047,K00380.01,FALSE POSITIVE,8.0970583,4.83,680.7,6573.0,1.455,4.2,293.44879,37.722641
4048,K00381.01,FALSE POSITIVE,6.337614357,9.57,1807.4,6581.0,1.536,4.138,290.20364,38.374931
4049,K00382.01,FALSE POSITIVE,3.900140077,23.78,543.1,6407.0,0.955,4.48,290.34735,38.377899
4050,K00384.01,CONFIRMED,5.0800579,3.95,222.8,6049.0,2.52,3.769,294.14966,38.458271
4051,K00385.01,CONFIRMED,13.14496741,1.59,300.8,5411.0,0.888,4.477,292.21509,38.548592
4052,K00283.01,CONFIRMED,16.09196369,2.13,415.8,5680.0,1.016,4.414,288.53082,40.942299
4053,K03036.01,FALSE POSITIVE,161.239891,3.48,1075.4,5514.0,0.826,4.569,298.97055,40.382729
4054,K03037.01,CANDIDATE,5.4654174,1.23,219.5,5612.0,0.829,4.566,287.60223,42.075741
