,pl_name,tic_id,Unnamed: 0,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_rade,pl_radj,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_logg,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_slope,lc_max,lc_mean,lc_median,lc_meanAbsDev,lc_min,lc_q1,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
422,EPIC 211333233.01,TIC 366484561,662.0,2.0,1.0,0.0,0.0,1.0,5.409,47.655702702702705,4.254756756756756,2457142.885,0.0,0.0172,2.34408,10.878639513513512,0.0131,3949.0,45.48,1.038918918918919,4.226756756756758,126.8981448,10.5065621,26.07893,214.22982,-8.36446,126.63214,4.1788474,-1.80232,3.7702,1239.5,0.774226,11.432,9.953,6.928,6.144,5.883,5.843,5.903,5.832,5.736,9.25338,8.3387,9.653,5.0,30186.75,8521.321910577955,2571099.0,2540588.5,51998.19541807433,206643.41203101905,2510725.5,51612.38144003379,490031.08113386825,438418.69969383447,1.126596980255517,-0.5285155818992717,6.548641020824342e+23,11019.7666015625
423,EPIC 211336616.01,TIC 437031055,665.0,2.0,1.0,0.0,0.0,1.0,44.13,42.14743243243243,3.762621621621622,2457149.28,0.0,0.0427,4.63488,12.732288162162162,0.02065,4865.94,10.7,0.9094594594594596,4.37918918918919,132.4267042,10.570534,31.02121,216.80728,-6.91083,131.91684,2.9752005,-1.62547,-2.49192,2843.74,0.302525,14.068,13.062,11.342,10.822,10.721,10.669,10.745,10.781,8.615,12.8338,12.2348,12.83,5.0,622.44140625,5856.2701264551615,90373.3984375,89495.1640625,107861.35418866132,141892.12777895542,89128.515625,107301.42838101773,409264.3554819468,301962.9271009291,1.0367074527252502,-0.5846150556975143,5.712885320945059e+22,101.37474822998047
424,EPIC 211372788.01,TIC 443996667,674.0,2.0,1.0,0.0,0.0,1.0,1.529084,48.0,4.3,2457140.33284,0.0,1.0527,2.1936,3.964,0.267,5601.362972972973,1.65,0.7172972972972972,4.397297297297298,131.2614332,11.2032455,30.25523,215.5756,-6.6069,130.63619,8.2929635,3.71646,-7.41358,1158.05,0.833348,15.426,14.788,13.254,12.817,12.698,12.596,12.586,12.384,8.877,14.3588,13.8511,14.404,5.0,1032.1357421875,5588.887711654905,23069.447265625,22004.05078125,108489.18996779983,135374.39460238896,21005.17578125,107917.01932010135,395975.9181535051,288058.8988334037,1.3810143042912875,-0.649999563738892,5.7092211355953624e+22,450.7687072753906
425,EPIC 211393988.01,TIC 458686504,681.0,2.0,1.0,0.0,0.0,1.0,4.8718955,14.64,1.306,2458254.734716,0.0,3.8026540540540537,3.6492432432432436,8.94,0.0735,6972.0,1.82,1.53,4.1,133.8179435,11.5488678,32.67311,216.44893,-5.59634,132.96884,3.1125139,0.158806,-3.10846,1425.02,0.670911,14.318,13.941,12.897,12.69,12.639,12.632,12.631,12.083,8.71,13.7229,13.3935,13.862,2.1621621621621623,219.138671875,5093.71071604859,36168.07421875,35973.6953125,108489.18996779983,123555.51791319976,35729.796875,107917.01932010135,370125.3940825591,262208.3747624578,0.6364234056541749,-0.6504634019193436,4.861688251795182e+22,39.957725524902344
426,EPIC 211396431.01,TIC 323658556,683.0,2.0,1.0,0.0,0.0,1.0,8.514184,38.298,3.417,2458099.732356,0.0,3.824762162162162,11.0,2.71,0.0418,4885.0,8.38,1.25,2.69,137.1159603,11.5866277,35.61587,218.06186,-4.64042,136.06783,6.0960348,-6.01382,-0.997802,1396.27,0.682876,13.139,11.593,10.258,9.765,9.635,9.534,9.578,9.506,8.868,11.7285,11.1181,11.767,1.3513513513513513,8879.9609375,5265.060785234312,266786.375,257155.4375,107423.78346706081,127739.64211231953,249026.453125,106893.18359375,378015.56954708614,271122.38595333614,1.433125,-0.539111882471935,4.863351654081659e+22,4134.85498046875
427,EPIC 211397774.01,TIC 323495801,684.0,0.0,1.0,0.0,0.0,1.0,0.967865,43.865729729729736,3.9166756756756755,2458095.83095,0.0,14.9235,2.5128,14.786612486486485,0.19777540540540542,5255.0,0.97,0.9,4.42,135.5453448,11.6065889,34.23127,217.24328,-5.06557,134.58373,2.0223215,-0.346305,-1.99245,1263.42,0.755872,16.763,15.787,14.363,13.962,13.93,13.87,13.895,12.491,8.839,15.7949,15.2568,15.649,16.0,3996.4462890625,5681.850251941928,11358.8486328125,5672.93212890625,108489.18996779983,137640.54578482138,3365.9560546875,107917.01932010135,400946.97854201857,293029.9592219172,0.18256379100850548,-0.6493178015241541,5.710829962904264e+22,466.93792724609375
428,EPIC 211397844.01,TIC 323492710,685.0,2.0,1.0,0.0,0.0,1.0,16.168833,44.08327027027027,3.936648648648649,2458107.81174,0.0,0.4046,3.1944,13.87796383783784,0.18137378378378383,5186.0,5.65,0.7513513513513514,3.37,135.3639735,11.6076104,34.07073,217.15131,-5.11516,134.41244,5.3628269,-1.98632,-4.98141,2010.24,0.465333,14.461,13.525,11.944,11.417,11.34,11.211,11.299,11.238,8.952,13.3696,12.7847,13.292,16.0,1137.466796875,5588.169821175388,57891.1171875,56892.5390625,109464.8840661951,135379.76906400113,55616.18359375,108899.39011032517,396950.4392287796,288051.0491184544,0.7441756272401434,-0.4547926310202087,5.709221135601951e+22,115.63064575195312
429,EPIC 211402878.01,TIC 323687228,686.0,0.0,1.0,0.0,0.0,1.0,25.23658,46.655702702702705,4.164972972972973,2458110.84155,0.0,13.1088,3.4248,12.801315189189191,0.17856432432432434,3777.0,0.7,0.66,4.57,137.3453763,11.685335,35.86122,218.06956,-4.48022,136.25435,28.9230815,-28.7698,-2.97376,223.67,4.44242,16.664,15.082,12.18,11.493,11.277,11.212,11.202,11.091,9.04,14.4291,13.4226,14.498,16.0,2109.6455078125,5588.887711654905,21844.763671875,21261.4140625,108489.18996779983,135374.39460238896,17625.47265625,107917.01932010135,395975.9181535051,288058.8988334037,0.710456942003515,-0.649999563738892,5.7092211355953624e+22,200.44093322753906
430,EPIC 211408558.01,TIC 458655713,689.0,2.0,1.0,0.0,0.0,1.0,9.967689,2.005,0.179,2458260.652617,0.0,3.8247621621621612,4.3,17.94,0.0178,5882.0,1.03,1.1,4.46,129.3084996,11.7716683,28.75669,214.05979,-6.55333,128.62724,17.1334941,-17.0525,-1.66399,233.606,4.25234,12.0,11.802,10.436,10.107,10.039,10.021,10.046,10.052,8.093,11.4706,11.0424,11.511,0.5405405405405406,4869.421875,5587.403313729379,326567.46875,322327.5625,133550.03747888515,135389.5757516397,316828.625,133007.2300464527,421031.10763302364,288023.8775865709,0.80039331366765,-0.772365936037356,5.709221135448953e+22,2316.04638671875
431,EPIC 211411891.01,TIC 323599971,691.0,0.0,1.0,0.0,0.0,1.0,0.954863,38.20278378378377,3.410783783783783,2458095.53608,0.0,12.2533,2.2272,12.395261135135135,0.18711513513513517,5544.91,0.93,0.98,4.5,136.4957157,11.8196859,35.16466,217.48702,-4.59414,135.41683,10.5186065,-0.812231,-10.4872,344.667,2.87301,13.751,12.987,11.587,11.184,11.073,11.027,11.033,10.959,8.975,12.785,12.2864,12.776,16.0,10551.9375,5856.2701264551615,99111.1875,91779.640625,107861.35418866132,141892.12777895542,78007.3125,107301.42838101773,409264.3554819468,301962.9271009291,0.5863895680521597,-0.5846150556975143,5.712885320945059e+22,3018.869384765625
432,EPIC 211422822.01,TIC 337645868,696.0,0.0,1.0,0.0,0.0,1.0,0.554633,43.976081081081084,3.927540540540541,2458095.6787,0.0,2.677,1.3128,12.989315189189188,0.19053783783783784,4729.0,0.95,0.76,4.36,130.6353009,11.98279,30.0251,214.45991,-6.01552,129.83498,3.5837566,2.08316,2.91612,880.732,1.1061,17.021,15.938,14.006,13.455,13.375,13.265,13.291,12.201,8.997,15.6851,15.0291,15.664,16.0,1047.62744140625,5681.850251941928,7961.26171875,6306.111328125,108489.18996779983,137640.54578482138,5866.0068359375,107917.01932010135,400946.97854201857,293029.9592219172,0.7841429880843263,-0.6493178015241541,5.710829962904264e+22,187.4600830078125
433,EPIC 211425822.01,TIC 323710512,699.0,0.0,1.0,0.0,0.0,1.0,2.153178,46.684081081081075,4.167513513513515,2458096.18086,0.0,16.1675,2.6736,13.13877464864865,0.2044194594594595,5523.0,1.0,0.97,4.43,137.5252038,12.0281523,36.1658,217.77772,-4.10083,136.32205,3.0600912,2.98251,-0.684684,1039.39,0.931823,15.845,15.226,14.057,13.635,13.5,13.03,13.051,11.98,8.459,15.0642,14.573,14.888,16.0,3613.2919921875,5681.850251941928,16117.3994140625,11868.15625,108489.18996779983,137640.54578482138,8890.8154296875,107917.01932010135,400946.97854201857,293029.9592219172,0.3187669376693767,-0.6493178015241541,5.710829962904264e+22,472.706298828125
434,EPIC 211429934.01,TIC 323600013,711.0,0.0,1.0,0.0,0.0,1.0,0.565934,45.696351351351346,4.079378378378379,2458095.47647,0.0,7.6907,1.9608,12.732828702702705,0.17780621621621623,5309.0,1.55,0.91,4.01,136.5334223,12.0918411,35.31272,217.20381,-4.32296,135.37323,8.960703,-8.70651,2.11917,1311.54,0.727433,15.06,14.638,13.349,12.944,12.819,12.41,12.438,12.313,9.112001,14.7956,14.2696,14.147,16.0,3887.8369140625,4989.338545864276,30250.25390625,27677.953125,108489.18996779983,121022.98412941597,22474.580078125,107917.01932010135,364790.2771062078,256873.2577861064,0.7089552238805971,-0.6504704923814324,4.859687461642479e+22,1349.6053466796875
435,EPIC 211436313.01,TIC 321287850,719.0,2.0,1.0,0.0,0.0,1.0,4.332837,2.263,0.202,2458097.8556,0.0,3.761629729729729,2.4,13.62,0.0286,4768.0,0.72,0.94,4.69,137.4987069,12.1906885,36.21071,217.58153,-3.95309,136.24931,17.5575802,-5.33912,-16.7261,331.583,2.98725,15.338,14.124,12.424,11.905,11.841,11.77,11.848,11.838,8.993,13.9586,13.3248,13.97,2.1621621621621623,1495.16796875,4902.761768777496,36194.6328125,33360.1875,109339.98264622044,118905.74299332903,33204.296875,108750.48011243665,361177.47814611485,252426.99803367822,1.0958535271943997,-0.656290556996522,4.858742027731393e+22,57.61024475097656
436,EPIC 211438731.01,TIC 437045133,720.0,2.0,1.0,0.0,0.0,1.0,20.486455,2.762,0.246,2458098.194132,0.0,3.808897297297297,2.0,60.56,0.0682,3664.0,0.37,0.36,4.85,134.3936549,12.2270375,33.46877,215.99576,-4.78829,133.32292,50.2569809,-2.81824,-50.1779,100.735,9.899,18.249,16.36,12.364,11.797,11.547,11.432,11.287,11.188,8.688,15.2077,13.9446,14.479,0.8108108108108109,392.44970703125,5681.850251941928,9665.79296875,9143.4599609375,108489.18996779983,137640.54578482138,8880.8935546875,107917.01932010135,400946.97854201857,293029.9592219172,1.0652519893899204,-0.6493178015241541,5.710829962904264e+22,20.413705825805664
437,EPIC 211449931.01,TIC 333799831,727.0,0.0,1.0,0.0,0.0,1.0,6.663685,39.67472972972973,3.5427837837837837,2458095.53719,0.0,7.7241,2.6208,12.66631518918919,0.19022351351351352,5691.67,1.06,1.01,4.39,130.4887643,12.3994357,30.06719,213.95326,-5.65044,129.58706,7.9422951,-6.59781,4.42142,965.222,1.00631,15.753,15.064,13.456,13.031,12.915,12.912,12.927,11.939,8.837,14.7191,14.2048,14.659,16.0,1022.4267578125,5681.850251941928,16536.904296875,16139.6572265625,108489.18996779983,137640.54578482138,14492.05078125,107917.01932010135,400946.97854201857,293029.9592219172,0.5748381877022654,-0.6493178015241541,5.710829962904264e+22,156.50962829589844
438,EPIC 211451776.01,TIC 46384144,728.0,2.0,1.0,0.0,0.0,1.0,12.17682,2.244,0.2,2458104.404755,0.0,3.788664864864864,2.9,32.13,0.0323,4477.0,0.64,0.81,4.74,133.8727161,12.4269526,33.08864,215.52562,-4.7377,132.7766,56.70293,-26.006,-50.3876,235.135,4.22445,15.299,14.248,12.174,11.589,11.478,11.454,11.505,11.498,8.536,13.8524,13.1769,13.87,2.7027027027027026,288.197265625,4902.761768777496,34898.3359375,34559.640625,109339.98264622044,118905.74299332903,34321.94140625,108750.48011243665,361177.47814611485,252426.99803367822,0.9711392405063292,-0.656290556996522,4.858742027731393e+22,32.85601806640625
439,EPIC 211452175.01,TIC 437064784,729.0,0.0,1.0,0.0,0.0,1.0,11.114394,46.665702702702696,4.165891891891892,2458101.75989,0.0,14.0535,6.2304,12.677017891891891,0.17508945945945945,5904.69,2.45,1.07,3.69,135.6982706,12.4332847,34.7137,216.40897,-4.23056,134.49096,5.9498021,-4.41154,3.9923,870.321,1.11979,13.114,12.595,11.405,11.101,11.025,10.991,11.005,11.164,8.467,12.4028,11.9979,12.406,16.0,11101.41015625,5856.2701264551615,138807.984375,135978.53125,107861.35418866132,141892.12777895542,116605.1640625,107301.42838101773,409264.3554819468,301962.9271009291,0.913022113022113,-0.5846150556975143,5.712885320945059e+22,2168.923583984375
440,EPIC 211453076.01,TIC 337608311,730.0,0.0,1.0,0.0,0.0,1.0,0.524461,43.9804054054054,3.9262432432432437,2458095.66075,0.0,0.88,1.7136,13.011207081081082,0.17948810810810809,3112.0,0.2,0.17,5.06,130.3694131,12.4465352,29.98039,213.84823,-5.63517,129.46167,114.7265823,-105.94,-44.033,52.773,18.9212,13.308891891891893,18.14,12.553,12.05,11.742,11.529,11.308,11.05,8.441,16.1204,14.6752,16.341,16.0,378.8160400390625,5136.07851261189,4755.625,4136.8466796875,107861.35418866132,124611.80725530676,3997.992919921875,107301.42838101773,371903.21401235217,264601.78563133447,0.891156462585034,-0.5850955199682308,4.8604668105026515e+22,28.699148178100586
441,EPIC 211453223.01,TIC 21339453,731.0,0.0,1.0,0.0,0.0,1.0,9.056947,44.62343243243243,3.983135135135136,2458097.66347,0.0,22.8283,3.3336,12.71885572972973,0.17999189189189188,4942.0,1.06,0.81,4.3,130.2153862,12.4486135,29.84418,213.7746,-5.67204,129.31513,23.1254942,-22.9847,-2.54795,656.243,1.49514,15.783,14.771,13.14,12.598,12.499,12.448,12.503,12.089,8.855,14.5702,13.9588,14.59,16.0,2998.73583984375,4989.338545864276,19739.19921875,18906.693359375,108489.18996779983,121022.98412941597,13741.7275390625,107917.01932010135,364790.2771062078,256873.2577861064,0.8006475485661425,-0.6504704923814324,4.859687461642479e+22,460.9773254394531
442,EPIC 211468153.01,TIC 293379583,732.0,0.0,1.0,0.0,0.0,1.0,0.737735,46.706675675675676,4.169513513513514,2458095.69611,0.0,29.3171,1.9608,12.568774648648649,0.17873108108108107,4908.37,1.53,0.8,3.97,131.5157358,12.6767362,31.09503,214.13843,-5.12006,130.48577,6.7747696,-2.39354,6.33786,892.766,1.09057,15.573,14.662,12.9,12.388,12.27,12.221,12.239,12.428,8.998,14.4766,13.846,14.381,16.0,2577.87646484375,5588.887711654905,21118.501953125,19406.2265625,108489.18996779983,135374.39460238896,15962.7490234375,107917.01932010135,395975.9181535051,288058.8988334037,0.5147859922178988,-0.649999563738892,5.7092211355953624e+22,1028.6700439453125
443,EPIC 211471048.01,TIC 46364794,734.0,0.0,1.0,0.0,0.0,1.0,0.799768,42.51978378378378,3.797081081081081,2458095.64738,0.0,36.8062,3.5976,12.23039627027027,0.19569,8175.71,1.67,2.0,4.29,133.3980686,12.7191133,32.78698,214.98093,-4.58443,132.24904,9.7138089,-9.47663,-2.13344,1242.66,0.772536,13.052,12.853,12.472,12.35,12.253,12.067,12.065,11.928,8.671,12.6984,12.5533,12.867,16.0,21549.6953125,5872.639850373554,100104.6875,92140.515625,107861.35418866132,142292.65269449595,57005.296875,107301.42838101773,410120.7963603252,302819.3679793074,0.3626181309065453,-0.5846199869497225,5.713776186964118e+22,10245.8408203125
444,EPIC 211480861.01,TIC 186817940,736.0,2.0,1.0,0.0,0.0,1.0,6.3508198,46.611216216216214,4.161,2458254.557402,0.0,3.817978378378378,3.809178378378378,10.089525405405405,0.1896937837837838,7461.0,2.11,1.74,4.03,124.5437596,12.8626535,24.96725,210.79078,-6.61397,123.81481,5.748157,-1.06609,-5.64843,313.867,3.16443,10.349,9.899,9.103,8.947,8.916,8.863,8.879,8.85,8.592,9.77086,9.48936,9.961,0.2702702702702703,4908.625,6288.900829758823,1560364.0,1557685.875,105366.29508023648,152413.66561642208,1550546.75,104864.28177787163,428900.5192673142,324036.2374894426,1.007258064516129,-0.526737438819073,5.717948289675666e+22,1203.7603759765625
445,EPIC 211490299.01,TIC 293413388,737.0,0.0,1.0,0.0,0.0,1.0,0.555516,36.493,3.2582432432432427,2458095.88867,0.0,12.5677,1.4784,13.106342216216216,0.19591945945945943,5641.795405405405,2.1351351351351355,0.6759459459459459,4.45108108108108,131.7414253,12.9991012,31.42762,213.89948,-4.75088,130.61291,9.5725388,-6.06434,-7.40657,1130.5206054054054,3.5801090459459464,17.329,16.571,14.276,13.648,13.498,13.416,13.423,11.954,8.871,16.136,15.4277,15.991,16.0,993.23876953125,5136.07851261189,5944.41015625,4735.3212890625,107861.35418866132,124611.80725530676,3957.9326171875,107301.42838101773,371903.21401235217,264601.78563133447,0.6275083612040134,-0.5850955199682308,4.8604668105026515e+22,228.1168212890625
446,EPIC 211492384.01,TIC 293376547,738.0,2.0,1.0,0.0,0.0,1.0,0.635328,46.659486486486486,4.165324324324325,2458095.97422,0.0,0.1315,1.3032,14.43574956756757,0.1705156756756757,6420.0,1.53,0.9264864864864866,4.18,131.4568921,13.0294918,31.1868,213.73487,-4.79504,130.33658,17.2113579,2.56735,-17.0188,543.662,1.81117,13.154,12.572,11.333,11.048,10.981,10.869,10.901,10.812,9.07,12.4693,12.0284,12.375,16.0,538.1015625,5872.639850373554,134843.15625,134422.375,107861.35418866132,142292.65269449595,133766.953125,107301.42838101773,410120.7963603252,302819.3679793074,0.9741379310344828,-0.5846199869497225,5.713776186964118e+22,105.09133911132812
447,EPIC 211492541.01,TIC 46296525,740.0,0.0,1.0,0.0,0.0,1.0,1.031746,38.15883783783784,3.4068648648648647,2458095.804,0.0,1.3062,5.5512,13.730695513513512,0.1663364864864865,7598.94,1.85,1.77,4.15,132.8012702,13.0319453,32.38404,214.3597,-4.44206,131.60199,6.274344,-0.382075,-6.2627,1050.38,0.921381,13.495,12.494,11.741,11.606,11.517,11.358,11.369,11.534,8.109,12.3374,12.102,12.789,16.0,2348.015625,5152.34879048022,138007.46875,135696.046875,107861.35418866132,125008.18352219865,133311.4375,107301.42838101773,372743.59745829814,265442.1690772804,0.9234189723320159,-0.5850930748021436,4.861350856839472e+22,948.5352783203125
448,EPIC 211493669.01,TIC 293410491,741.0,0.0,1.0,0.0,0.0,1.0,0.58337,36.41345945945946,3.252,2458095.7235,0.0,1.6936,1.164,12.614990864864865,0.18651216216216218,5802.79,0.74,1.04,4.71,131.6413223,13.0490997,31.3589,213.79946,-4.72856,130.50524,23.8416711,-23.1678,-5.62835,336.045,2.94725,14.119,13.443,11.574,11.093,10.989,10.863,10.897,10.8,8.535,12.9972,12.4118,12.976,16.0,5290.8828125,5092.992825569073,87531.1171875,80561.3359375,109464.8840661951,123560.89237481194,76949.3515625,108899.39011032517,371099.9151578336,262200.5250475084,0.714977973568282,-0.45525646920066026,4.861688251801771e+22,759.3675537109375
449,EPIC 211503824.01,TIC 437041827,742.0,2.0,1.0,0.0,0.0,1.0,2.047195,45.55764864864865,4.0612162162162155,2458096.1791,0.0,0.0255,1.8936,11.739923027027027,0.17343108108108107,6150.0,0.96,0.9264864864864863,4.48,134.0820135,13.1927828,33.58888,214.78977,-3.94531,132.76051,61.2510873,-59.2272,15.6152,209.24,4.75078,11.84,11.233,10.275,9.985,9.945,9.895001,9.935,9.979,8.802,11.217,10.8187,11.246,16.0,1454.078125,5879.428714835503,406668.28125,405579.40625,115283.89432010135,142490.21788220791,403760.125,114752.3542018581,417922.1762299409,303169.8220280828,0.9751269035532995,-0.5386959553618501,5.7137761939964545e+22,122.36506652832031
450,EPIC 211506851.01,TIC 21245633,744.0,2.0,1.0,0.0,0.0,1.0,10.542179,3.123,0.279,2458260.378669,0.0,3.7804081081081073,3.3,21.49,0.0312,5441.0,0.92,0.81,4.42,129.2557752,13.2359338,29.3117,212.50889,-5.1498,128.20452,15.4549393,-0.452965,-15.4483,394.341,2.50716,14.023,13.307,11.979,11.592,11.541,11.515,11.567,11.734,7.912,13.1276,12.6438,13.453,1.6216216216216217,465.7265625,5588.169821175388,78291.0234375,77532.296875,109464.8840661951,135379.76906400113,77359.5703125,108899.39011032517,396950.4392287796,288051.0491184544,0.7791279485346676,-0.4547926310202087,5.709221135601951e+22,47.2244987487793
451,EPIC 211524114.01,TIC 293410627,752.0,0.0,1.0,0.0,0.0,1.0,0.715676,46.84932432432432,4.182108108108108,2458095.65638,0.0,0.1668,1.248,10.948405216216216,0.18255810810810813,4476.31,7.82,0.9437837837837835,4.330810810810811,131.6917066,13.4793426,31.57798,213.36153,-4.30073,130.43818,22.1586894,12.3831,-18.3757,911.716,1.06745,12.97,11.805,9.765,9.197,9.056,8.975,9.093,9.004,8.34,11.4692,10.7842,11.473,16.0,3660.296875,5587.403313729379,331376.96875,329515.96875,133550.03747888515,135389.5757516397,324056.375,133007.2300464527,421031.10763302364,288023.8775865709,0.9631870902672718,-0.772365936037356,5.709221135448953e+22,412.94512939453125
452,EPIC 211533633.01,TIC 321287452,755.0,2.0,1.0,0.0,0.0,1.0,2.126953,1.7,0.15,2458095.66212,0.0,0.0707,1.416,15.66039627027027,0.18026810810810814,4020.0,0.57,0.8583783783783783,4.7,137.4716756,13.6128935,36.77324,215.95638,-2.60134,135.8057,26.5001558,-25.71,-6.42294,108.027,9.22814,15.208,13.567,11.086,10.422,10.29,10.167,10.179,10.04,8.709,13.1491,12.3009,13.258,16.0,342.7734375,5588.169821175388,73861.578125,73498.0,109464.8840661951,135379.76906400113,73176.03125,108899.39011032517,396950.4392287796,288051.0491184544,0.9055310817425355,-0.4547926310202087,5.709221135601951e+22,86.59606170654297
453,EPIC 211537087.02,TIC 20536788,759.0,2.0,1.0,1.0,0.0,1.0,42.3822512,2.58,0.23,2458253.01924,0.0,3.77987027027027,3.6637405405405405,67.6,0.0274,5568.0,0.86,0.9,4.52,128.3219134,13.6613758,28.65234,211.64492,-4.96509,127.21486,24.819961,11.5279,-21.9804,355.54,2.78398,14.052,13.268,11.957,11.588,11.508,11.497,11.538,11.158,8.623,13.148,12.6649,13.438,18.0,161.03515625,5588.169821175388,74362.9453125,74180.078125,109464.8840661951,135379.76906400113,74040.875,108899.39011032517,396950.4392287796,288051.0491184544,0.9738302934179223,-0.4547926310202087,5.709221135601951e+22,23.217008590698242
454,EPIC 211537087.03,TIC 20536788,760.0,2.0,1.0,1.0,0.0,1.0,41.9,2.28,0.203,2458259.997444,0.0,3.77987027027027,3.6637405405405405,57.0,0.0243,5568.0,0.86,0.9,4.52,128.3219134,13.6613758,28.65234,211.64492,-4.96509,127.21486,24.819961,11.5279,-21.9804,355.54,2.78398,14.052,13.268,11.957,11.588,11.508,11.497,11.538,11.158,8.623,13.148,12.6649,13.438,18.0,161.03515625,5588.169821175388,74362.9453125,74180.078125,109464.8840661951,135379.76906400113,74040.875,108899.39011032517,396950.4392287796,288051.0491184544,0.9738302934179223,-0.4547926310202087,5.709221135601951e+22,23.217008590698242
455,EPIC 211543616.01,TIC 293379254,764.0,2.0,1.0,0.0,0.0,1.0,1.518232,43.73797297297296,3.899513513513513,2458096.37623,0.0,35.6389,3.0816,13.289855729729728,0.17487675675675676,5510.0,1.21,0.6713513513513514,4.24,131.473165,13.752736,31.49334,212.96767,-4.09331,130.16025,4.4757434,-3.14175,3.18774,1256.05,0.763846,16.94,15.906,14.125,13.612,13.563,13.529,13.587,12.401,9.094,15.6416,15.0344,15.6,16.0,1642.4312744140625,5082.3010861513,7008.1240234375,6609.845703125,108489.18996779983,123289.13531184841,3723.261474609375,107917.01932010135,369761.3374947213,261844.31817461993,0.13997071742313325,-0.6497887301666945,4.861296288951381e+22,488.4557189941406
456,EPIC 211544257.01,TIC 46299496,765.0,2.0,1.0,0.0,0.0,1.0,1.63013,26.02589189189189,2.3250270270270272,2458096.45081,0.0,4.6964,2.2848,12.700936810810811,0.18056027027027027,6190.0,1.6,0.8570270270270269,4.14,132.8253523,13.761389,32.70021,213.57941,-3.73357,131.4264,4.3939596,2.0958,-3.86193,545.351,1.8055,13.0,12.413,11.244,10.951,10.919,10.822,10.869,10.744,8.778,12.2699,11.8694,12.242,16.0,6229.203125,5872.639850373554,165802.328125,163930.1875,107861.35418866132,142292.65269449595,153343.921875,107301.42838101773,410120.7963603252,302819.3679793074,0.43547197640117996,-0.5846199869497225,5.713776186964118e+22,1782.701171875
457,EPIC 211552050.01,TIC 46364379,768.0,2.0,1.0,0.0,0.0,1.0,3.544965,1.9,0.17,2458097.95164,0.0,0.0621,1.464,11.372017891891891,0.17373027027027027,4860.0,0.7,0.8467567567567567,4.6,133.4101774,13.8693418,33.26386,213.73241,-3.47499,131.94444,8.068542,-3.66603,-7.1876,215.371,4.61438,14.593,13.432,11.63,11.093,10.979,10.925,11.008,10.917,8.234,13.2075,12.5532,13.194,16.0,1299.12890625,4988.62065538476,70875.8359375,69344.421875,109464.8840661951,121028.35859102817,68277.578125,108899.39011032517,365764.79818148224,256865.4080711571,1.1003777657852132,-0.4552635596627491,4.859687461649067e+22,483.26251220703125
458,EPIC 211569704.01,TIC 408826742,770.0,2.0,1.0,0.0,0.0,1.0,34.023,44.54191891891892,3.9771081081081077,2457156.994,0.0,0.0308,3.0,11.389664864864864,0.01756,4534.56,11.25,0.8805405405405405,4.346486486486486,127.0046688,14.1195964,27.6641,210.58788,-4.83265,125.85804,5.1833477,-0.144969,-5.18132,1700.47,0.548726,13.579,12.285,10.262,9.643,9.54,9.458,9.601,9.399,8.557,11.9953,11.3032,11.997,5.0,749.8125,5265.060785234312,227831.015625,226911.84375,107423.78346706081,127739.64211231953,226331.390625,106893.18359375,378015.56954708614,271122.38595333614,1.0032822757111597,-0.539111882471935,4.863351654081659e+22,203.6335906982422
459,EPIC 211590050.01,TIC 437055868,779.0,2.0,1.0,0.0,0.0,1.0,26.0,10.48,0.935,2458275.400941,0.0,3.7416810810810808,3.7781729729729734,25.6,0.0611,6414.0,1.57,1.29,4.16,135.0803585,14.4042594,34.96266,213.91676,-2.51104,133.35351,6.4282145,3.83611,-5.15812,866.259,1.12528,14.029,13.565,12.301,11.997,11.958,11.918,11.956,12.264,8.832,13.3081,12.8955,13.317,1.6216216216216217,448.716796875,5588.169821175388,59512.69921875,58887.75390625,109464.8840661951,135379.76906400113,58615.265625,108899.39011032517,396950.4392287796,288051.0491184544,0.8942161339421614,-0.4547926310202087,5.709221135601951e+22,36.92462158203125
460,EPIC 211600389.01,TIC 46383447,780.0,0.0,1.0,0.0,0.0,1.0,0.630717,43.73472972972973,3.9056216216216213,2458096.02647,0.0,16.3414,1.9608,12.52066654054054,0.16817621621621626,6591.15,1.58,1.37,4.18,133.8859513,14.5447545,33.95508,213.20747,-2.6988,132.20255,7.1991261,-7.06001,-1.40843,1495.88,0.635652,14.674,14.135,13.16,12.925,12.885,12.906,12.9,11.918,8.828,14.0604,13.7185,14.157,16.0,5129.6357421875,5588.169821175388,34236.5078125,29830.904296875,109464.8840661951,135379.76906400113,23977.236328125,108899.39011032517,396950.4392287796,288051.0491184544,0.8476506881822496,-0.4547926310202087,5.709221135601951e+22,3099.17138671875
