,pl_name,tic_id,Unnamed: 0,disposition,sy_snum,sy_pnum,rv_flag,tran_flag,pl_orbper,pl_rade,pl_radj,pl_tranmid,ttv_flag,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,st_teff,st_rad,st_mass,st_logg,ra,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_jmag,sy_hmag,sy_kmag,sy_w1mag,sy_w2mag,sy_w3mag,sy_w4mag,sy_gaiamag,sy_tmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_slope,lc_max,lc_mean,lc_median,lc_meanAbsDev,lc_min,lc_q1,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
830,EPIC 228729473.01,TIC 98677050,1548.0,0.0,1.0,0.0,0.0,1.0,16.77217,19.29,1.721,2457585.7609,0.0,0.199,12.4008,6.8,0.0448,4898.0,3.88,0.9983783783783782,4.261081081081081,186.5344168,-9.8902432,52.47656,292.66769,-6.48791,189.92064,21.4235776,-20.6959,-5.53619,570.606,1.72504,12.806,11.878,10.048,9.512,9.384,9.288,9.363,9.259,8.092,11.4963,10.8755,11.524,10.0,2120.65625,2.8096960573488317,308249.40625,305130.84375,305165.375,-34.527767181396484,304008.09375,304974.171875,305305.3359375,331.1640625,0.7857519788918206,0.5419017575887565,93768646656.0,320.660888671875
831,EPIC 228734889.01,TIC 429302130,1550.0,2.0,1.0,0.0,0.0,1.0,48.249552,17.999,1.61,2457633.07702,0.0,0.6599583783783783,3.192598918918919,67.9612,0.17257,5792.0,0.96,0.9713513513513513,4.52,188.3127412,-9.6251994,52.98295,295.47294,-5.54949,191.43272,27.5220677,-27.4424,2.09258,376.481,2.62853,13.346,12.762,11.474,11.182,11.075,11.08,11.117,11.03,8.962,12.5577,12.1195,12.59,10.0,3521.40625,-6.479008871426124,118693.546875,115024.5390625,114978.13671875,46.39437484741211,111650.734375,114876.583984375,115170.94140625,294.357421875,1.422333571939871,-0.005729857494215228,640934412288.0,369.2684020996094
832,EPIC 228737155.01,TIC 176943961,1551.0,2.0,1.0,0.0,0.0,1.0,25.988289,316.734,28.26,2457591.1566,0.0,0.711442972972973,3.7776864864864867,2.981088,0.18202,4382.0,15.95,0.8127027027027028,2.07,184.1040264,-9.5159249,52.38494,288.69332,-7.10011,187.55791,7.4149419,-7.05362,-2.28644,3177.47,0.229718,13.014,11.461,9.139,8.421,8.239,8.179,8.281,8.149,7.737,11.0772,10.3122,11.081,10.0,32408.84375,-158.56566173721268,531001.875,482633.90625,484323.28125,-1689.3870849609375,466184.1875,476809.3671875,486719.6953125,9910.328125,0.7506466632177962,0.7963790177858101,2.346573635780608e+16,7596.03271484375
833,EPIC 228753871.01,TIC 98675725,1552.0,2.0,1.0,0.0,0.0,1.0,18.69646,2.35,0.21,2457590.729,0.0,0.082,2.2008,65.6,0.0278,5212.0,0.76,0.89,4.62,186.3564273,-8.7528167,53.5693,292.06702,-5.51398,189.30402,21.424486,-5.21299,-20.7806,293.107,3.38296,14.199,13.471,11.832,11.427,11.347,11.319,11.358,11.474,8.634,13.1528,12.6153,13.19,10.0,1388.23828125,2.3604333878375745,73050.8125,71649.6328125,71599.08203125,50.561805725097656,70274.3359375,71350.482421875,71885.427734375,534.9453125,1.2307185234014502,0.6192208793776383,156781477888.0,456.988037109375
834,EPIC 228758948.01,TIC 288605104,1553.0,2.0,1.0,0.0,0.0,1.0,12.20239,4.15,0.37,2457586.8291,0.0,0.128,4.0008,22.2,0.037,5869.0,1.01,1.06,4.45,192.0993966,-8.5275804,54.33656,301.64258,-3.07216,194.44964,19.6230995,-14.8272,12.8538,439.498,2.2472,13.67,13.177,11.836,11.549,11.47,11.408,11.447,11.181,8.665,12.8742,12.438,12.866,10.0,1528.25390625,-1.635142021614294,90433.9453125,89308.765625,89311.421875,-2.6633076667785645,87377.4375,89250.984375,89363.826171875,112.841796875,0.9448275862068966,-3.713037216892437,17343148032.0,142.96578979492188
835,EPIC 228784812.01,TIC 98627779,1554.0,2.0,1.0,0.0,0.0,1.0,4.18787,1.36,0.121,2457584.0327,0.0,0.014,2.2008,12.5,0.0124,5589.98,0.97,0.99,4.46,185.4282484,-7.4110169,54.71859,290.10234,-4.64763,187.92224,45.5643566,-45.4408,3.35325,342.142,2.89463,13.528,12.894,11.55,11.126,11.056,11.04,11.101,11.189,8.988,12.6168,12.1394,12.613,10.0,1062.7265625,-0.5065420315602975,125125.0,123614.734375,123622.4296875,-7.696570873260498,122999.546875,123597.392578125,123635.369140625,37.9765625,0.6844201095072175,7.458342808255043,1656378496.0,46.737701416015625
836,EPIC 228809391.01,TIC 176944608,1555.0,2.0,1.0,0.0,0.0,1.0,19.57833,2.77,0.247,2457596.804,0.0,0.1,2.5992,52.5,0.0272,5613.0,0.94,0.99,4.49,184.071828,-6.3856514,55.42352,287.41457,-4.24219,186.27402,14.0281413,-7.90687,-11.5875,331.083,2.99223,13.483,12.845,11.472,11.131,11.106,11.045,11.09,11.256,8.472,12.6125,12.1401,12.595,10.0,1562.26953125,-0.6113027169942132,126157.890625,125691.5,125710.5078125,-19.009523391723633,123033.3515625,125688.140625,125736.130859375,47.990234375,0.3944765045342127,-8.61378062677073,64391843840.0,158.3800048828125
837,EPIC 228814754.01,TIC 98674982,1557.0,2.0,1.0,0.0,0.0,1.0,0.844548,1.005,0.09,2457583.055799,0.0,5.796013513513513,0.58,11.47,0.0558,3109.0,0.17,0.13,5.13,186.2676323,-6.1638387,56.10218,291.12333,-3.17216,188.19332,242.788782,14.1687,-242.375,44.1769,22.608,18.224729729729727,17.81,12.631,12.19,11.865,11.687,11.446,11.454,8.396,15.8793,14.4351,14.574,6.45945945945946,190.314453125,-0.004768533171697,5017.73828125,4663.40234375,4662.852783203125,0.5495811700820923,4637.109375,4659.5904541015625,4665.8043212890625,6.2138671875,1.2263157894736842,13.691396159733443,5531999.5,11.263175964355469
838,EPIC 228834632.01,TIC 175371660,1558.0,2.0,1.0,0.0,0.0,1.0,11.73677,1.82,0.162,2457591.6048,0.0,0.111,2.1,35.6,0.027,3984.72,0.76,0.62,4.47,189.0515603,-5.3353818,57.32814,295.89603,-1.31815,190.41352,27.3076877,10.5668,-25.1804,282.554,3.51073,16.654,15.219,12.783,12.133,12.043,11.919,11.971,11.524,8.492,14.7667,13.9588,14.887,10.0,454.7705078125,1.6384092227747107,18279.4375,17957.857421875,17980.2021484375,-22.34457015991211,17369.896484375,17876.10595703125,18060.802734375,184.69677734375,0.7203863751906456,-0.6466517477326563,1565076224.0,148.2451171875
839,EPIC 228836835 b,TIC 51641442,1559.0,1.0,1.0,1.0,0.0,1.0,0.728113,1.1,0.098,2457585.45061,0.0,0.8726540540540542,2.7357783783783782,6.4,0.0299,3782.0,0.32,0.6627027027027027,5.0,189.5748998,-5.2446247,57.47166,296.84098,-1.03008,190.85725,108.7583778,-108.235,10.6569,150.124,6.63375,17.671918918918916,16.77,12.831,12.225,12.02,11.877,11.746,11.412,8.871,15.4185,14.2591,14.925,10.0,69.40869140625,-0.01637622837423218,8656.0673828125,8567.9248046875,8569.7265625,-1.8016048669815063,8517.25,8558.9140625,8576.755126953125,17.841064453125,0.7904761904761904,-0.03290164583685353,123874.140625,13.032434463500977
840,EPIC 228846243.01,TIC 130643080,1561.0,2.0,1.0,0.0,0.0,1.0,25.58142,8.35,0.745,2457589.8674,0.0,0.22,5.4,22.2,0.0406,5409.94,1.91,0.94,3.85,188.5274815,-4.8499667,57.74873,294.82373,-1.07708,189.74255,11.1664285,-9.13974,-6.41516,1347.93,0.711573,15.32,14.538,13.182,12.792,12.679,12.686,12.777,11.91,8.933,14.357,13.8617,14.505,10.0,251.7451171875,0.0053640945058379295,26829.544921875,26418.951171875,26418.80078125,0.15188144147396088,26326.0546875,26410.02734375,26427.80712890625,17.77978515625,1.015485407980941,4.385080237090275,8954653.0,16.504840850830078
841,EPIC 228872473.01,TIC 51640851,1562.0,2.0,1.0,0.0,0.0,1.0,10.583942,2.72,0.243,2457586.577735,0.0,0.7625000000000001,3.8,21.39,0.0285,5280.0,0.87,0.95,4.53,189.5154836,-3.7426434,58.96067,296.45031,0.32827,190.21353,14.6857519,-14.5434,-2.03981,952.829,1.0208,16.454,15.736,14.092,13.702,13.591,13.6,13.651,12.175,8.755,15.4142,14.8748,15.475,6.162162162162162,95.439453125,0.04720004524652547,9709.017578125,9617.041015625,9615.62744140625,1.414600133895874,9518.138671875,9612.930419921875,9622.23193359375,9.301513671875,1.3881439661256174,0.3611715892630045,148327.171875,10.647102355957031
842,EPIC 228888935.01,TIC 94925023,1563.0,2.0,1.0,0.0,0.0,1.0,5.69046,18.81,1.678,2457584.6711,0.0,0.533,3.3,8.1,0.0881,5549.0,1.81,0.98,3.91,186.4481721,-3.4693668,58.78264,290.51313,-0.62631,187.29208,26.3834193,-23.3158,-12.3474,1233.28,0.781185,15.03,14.403,12.901,12.497,12.402,12.388,12.407,12.3,8.862001,14.1048,13.6216,14.103,10.0,1846.1181640625,14.708554077918361,33263.73046875,31402.841796875,31479.3291015625,-76.48453521728516,29571.494140625,30838.04931640625,31901.6416015625,1063.59228515625,0.8361367335865437,-0.11037261173557589,864793985024.0,773.9768676757812
843,EPIC 228952747.01,TIC 130589987,1564.0,2.0,1.0,0.0,0.0,1.0,1.055785,1.52,0.14,2457583.09609,0.0,0.6844810810810812,4.636808648648648,35.802301,0.0235,4315.0,0.59,0.9018918918918918,4.73,187.197804,-2.3425792,60.02785,291.55226,0.70456,187.53483,85.5785506,-14.8907,-84.2731,90.5352,11.0168,14.063,12.675,10.271,9.657,9.49,9.427,9.467,9.405,8.448,12.2174,11.4239,12.224,10.0,788.046875,-2.40584772197378,181254.125,180060.75,180032.6875,28.0579891204834,179678.03125,179955.2890625,180122.6015625,167.3125,1.4206008583690988,2.4238475104050545,21683585024.0,206.02377319335938
844,EPIC 228964773.01,TIC 94923808,1565.0,2.0,1.0,0.0,0.0,1.0,37.20364,5.1,0.45,2457609.7633,0.0,0.28,3.1008,55.7,0.0543,5476.0,0.83,0.96,4.58,186.320783,-2.1286035,60.07192,289.74744,0.55494,186.64517,11.7415776,9.38962,-7.0498,788.147,1.24024,15.818,15.142,13.68,13.285,13.217,13.208,13.237,12.152,8.951,14.8649,14.3758,14.948,10.0,124.46728515625,0.0014849844400236113,15762.2265625,15661.6201171875,15663.89208984375,-2.27114200592041,15513.2919921875,15655.96826171875,15665.5185546875,9.55029296875,0.749741468459152,-1.35762658627483,815034.5,13.455559730529785
845,EPIC 228974907.01,TIC 130610137,1566.0,2.0,1.0,0.0,0.0,1.0,20.84919,3.01,0.269,2457592.6108,0.0,0.01,4.9992,33.9,0.0103,9767.0,2.37,2.49,4.08,187.5813965,-1.9426386,60.48745,292.17572,1.22329,187.7293,28.5489577,10.8335,-26.4136,375.672,2.63541,8.846,8.8,8.698,8.735,8.697,8.708,8.726,8.731,8.055,8.7831,8.7961,9.344,10.0,5080.75,32.28286792944562,3866884.75,3859695.75,3859161.375,534.059326171875,3856723.25,3858176.0,3860896.6875,2720.6875,1.4754937820043892,0.7892559606337766,18354389647360.0,1630.2783203125
846,EPIC 229004835.01,TIC 94924543,1567.0,2.0,1.0,0.0,0.0,1.0,16.13655,2.02,0.18,2457597.6294,0.0,0.036,2.1,54.6,0.0184,5886.0,1.0,1.07,4.47,186.4860415,-1.4047214,60.81426,289.77763,1.28515,186.51069,133.5434698,-129.128,-34.0561,121.971,8.17036,10.755,10.23,9.061,8.805,8.725,8.653,8.704001,8.664,8.231,10.0494,9.63123,10.151,10.0,1002.5,1.1151277783823008,1276521.875,1275383.625,1275357.5,26.101839065551758,1274516.875,1275288.375,1275482.03125,193.65625,1.2380952380952381,0.24317541253185015,3928463360.0,158.7256622314453
847,EPIC 229039390.01,TIC 130639648,1569.0,2.0,1.0,0.0,0.0,1.0,0.251647,27.977,2.5,2457582.62123,0.0,0.5006645945945944,3.2237027027027025,1.4649,0.25988,5833.0,0.99,0.9205405405405406,4.41,188.1403092,-0.6729323,61.83044,292.89618,2.61044,187.7422,18.4729191,17.487,5.95429,437.59,2.25719,13.414,12.903,11.672,11.415,11.336,11.307,11.291,11.603,8.739,12.7273,12.3233,12.735,10.0,681.859375,-1.7290243456094367,105236.484375,104490.875,104496.41796875,-5.550323963165283,103872.765625,104461.37890625,104540.39453125,79.015625,0.6599607458292444,-0.18803573622486566,2448375296.0,134.11973571777344
848,EPIC 229103251.01,TIC 291157563,1570.0,2.0,1.0,0.0,0.0,1.0,11.67254,3.87,0.345,2457589.7039,0.0,0.114,3.1008,28.3,0.0283,5725.0,1.23,1.02,4.27,190.7982936,0.8635072,63.6608,298.28274,5.06828,189.58607,25.0289679,-22.3684,-11.2296,740.114,1.32242,14.467,13.767,12.581,12.241,12.182,12.172,12.212,12.202,8.637,13.6597,13.2118,13.68,10.0,977.107421875,-0.28613606395219665,44564.359375,44128.37890625,44131.86328125,-3.4834861755371094,42610.14453125,44115.6953125,44146.3076171875,30.6123046875,0.7698744769874477,-8.561024808710311,5893990400.0,81.93608093261719
849,EPIC 229133720.01,TIC 377263357,1571.0,2.0,1.0,0.0,0.0,1.0,4.036791,2.338,0.21,2457583.96448,0.0,1.9775935135135134,3.566588108108108,11.17749,0.02943,4933.0,0.73,1.0456756756756755,4.65,187.1349231,1.6134271,63.90125,289.83215,4.31383,185.91218,51.3718916,13.1335,-49.6647,104.856,9.50822,12.626,11.544,9.93,9.42,9.362001,9.302,9.352,9.314,8.36,11.3606,10.7601,11.477,10.0,3799.921875,-26.201160943656614,370093.15625,367003.8125,366951.171875,52.627437591552734,362493.3125,365858.6796875,368372.171875,2513.4921875,1.0583941605839415,-0.33789124825006955,15053070794752.0,1570.2159423828125
850,EPIC 229228348.01,TIC 130700441,1573.0,2.0,1.0,0.0,0.0,1.0,3.137611,46.615540540540536,4.1614054054054055,2457301.9211,0.0,3.671,1.7208,15.6,0.1713,3579.0,0.45,0.5,4.83,289.5273235,-16.3430978,-13.14832,21.10241,5.83019,288.80923,2.3905673,-1.39204,1.94346,382.887,2.59383,19.666,18.6445,14.674,14.043,13.706,13.193,13.115,12.418,9.084,17.5029,16.3936,12.390837837837838,2.1621621621621623,122.25396728515625,5136.07851261189,1448.1116943359375,1292.9091796875,107861.35418866132,124611.80725530676,1203.603759765625,107301.42838101773,371903.21401235217,264601.78563133447,0.967391304347826,-0.5850955199682308,4.8604668105026515e+22,14.044894218444824
851,EPIC 230517965.01,TIC 198667693,1574.0,2.0,1.0,0.0,0.0,1.0,9.632039,2.279,0.203,2457662.623793,0.0,3.7899405405405404,0.98,29.38,0.0299,4646.0,0.7,0.72,4.61,255.5980784,-21.7131268,12.12468,0.57148,1.06056,256.6373,147.7228154,-106.257,-102.623,98.6156,10.1127,12.976567567567567,16.36,12.962,12.363,12.184,11.859,11.717,10.229324324324324,7.847,15.8658,14.5823,14.945,0.0,844.50439453125,5082.3010861513,17891.005859375,16635.6796875,108489.18996779983,123289.13531184841,16201.9970703125,107917.01932010135,369761.3374947213,261844.31817461993,1.4622030237580994,-0.6497887301666945,4.861296288951381e+22,184.13848876953125
852,EPIC 236744423.01,TIC 77900781,1575.0,2.0,1.0,0.0,0.0,1.0,18.239311,3.792,0.338,2457664.991511,0.0,3.8059243243243244,4.3,33.92,0.0728,4015.0,0.48,1.62,4.81,258.2351419,-26.0969068,7.61062,358.3825,-3.08813,259.43359,77.8802276,-18.876,-75.5581,615.579,1.62248,20.693,18.5921,15.458,14.802,14.746,10.476945972972972,10.496324324324323,10.132756756756757,8.575540594594594,17.8617,16.8148,17.23,2.1621621621621623,60.37127685546875,5136.07851261189,858.8152465820312,775.6694946289062,107861.35418866132,124611.80725530676,738.0726928710938,107301.42838101773,371903.21401235217,264601.78563133447,0.9289340101522843,-0.5850955199682308,4.8604668105026515e+22,7.938249588012695
853,EPIC 245928102.01,TIC 49687294,1576.0,2.0,1.0,0.0,0.0,1.0,11.109675,2.462,0.22,2457749.378528,0.0,3.7815999999999987,2.6,30.18,0.0343,4813.0,0.66,0.72,4.66,351.7535428,-11.8109993,-64.96348,66.53664,-7.58219,347.75558,25.1539356,-8.32489,-23.7364,325.593,3.04273,15.226,14.293,12.576,12.079,12.007,11.954,12.006,11.782,8.757,14.037,13.4486,14.078,1.0810810810810811,578.9482421875,5518.680658486517,30110.5,29197.908203125,109339.98264622044,133657.67838184253,28952.603515625,108750.48011243665,393219.56007179053,284469.0799593539,1.1788939051918736,-0.6558245596061898,5.709166567703336e+22,58.911590576171875
854,EPIC 245944983.01,TIC 8995204,1577.0,2.0,1.0,0.0,0.0,1.0,5.138,32.989243243243244,2.946324324324325,2452910.267,0.0,0.073,3.8004540540540535,12.23931518918919,0.16988324324324325,5686.065675675675,2.6259459459459458,0.7505405405405405,4.3537837837837845,355.128863,-11.0214947,-66.81679,73.52729,-8.17792,351.13634,112.4046786,109.474,25.5001,139.371,7.14628,14.718,13.65,11.277,10.618,10.478,9.695,9.736,9.728,8.468,13.2847,12.449,12.738,2.1621621621621623,4435.7236328125,4989.338545864276,30795.74609375,26819.8828125,108489.18996779983,121022.98412941597,21924.298828125,107917.01932010135,364790.2771062078,256873.2577861064,0.9779713114754098,-0.6504704923814324,4.859687461642479e+22,459.67578125
855,EPIC 246030759.01,TIC 9099036,1578.0,2.0,1.0,0.0,0.0,1.0,29.957262,8.456,0.754,2457751.00074,0.0,3.7815999999999996,2.9,52.05,0.1089,4897.0,0.71,0.91,4.7,357.0730126,-8.7006553,-66.28279,80.97357,-6.81774,353.84368,1.9201034,1.70319,0.886533,469.827,2.09988,16.036,14.978,13.2,12.738,12.606,12.569,12.623,11.917,8.907,14.7348,14.1074,14.676,0.2702702702702703,401.2080078125,5681.850251941928,15380.7119140625,15058.66796875,108489.18996779983,137640.54578482138,14578.2958984375,107917.01932010135,400946.97854201857,293029.9592219172,0.8342042755344418,-0.6493178015241541,5.710829962904264e+22,32.60355758666992
856,EPIC 246042088.01,TIC 49591302,1579.0,2.0,1.0,0.0,0.0,1.0,8.04473,46.614999999999995,4.161351351351351,2457740.2722,0.0,3.8001405405405406,3.725740540540541,20.0,0.0362,4975.0,0.79,0.705945945945946,4.449189189189189,350.0195346,-8.4343947,-61.42813,69.53114,-3.80606,347.51919,12.5915728,-6.84519,-10.5684,712.62,1.37516,16.477,15.528,13.831,13.388,13.244,13.262,13.306,11.766,8.842,15.2452,14.668,15.18,12.0,106.77880859375,5681.850251941928,11102.10546875,10963.50390625,108489.18996779983,137640.54578482138,10888.5478515625,107917.01932010135,400946.97854201857,293029.9592219172,1.0482758620689656,-0.6493178015241541,5.710829962904264e+22,13.688343048095703
857,EPIC 246042088.02,TIC 49591302,1580.0,2.0,1.0,0.0,0.0,1.0,11.82469,46.614999999999995,4.161351351351351,2457750.0262,0.0,3.8001405405405406,3.725740540540541,24.43,0.0399,4975.0,0.79,0.705945945945946,4.449189189189189,350.0195346,-8.4343947,-61.42813,69.53114,-3.80606,347.51919,12.5915728,-6.84519,-10.5684,712.62,1.37516,16.477,15.528,13.831,13.388,13.244,13.262,13.306,11.766,8.842,15.2452,14.668,15.18,12.0,106.77880859375,5681.850251941928,11102.10546875,10963.50390625,108489.18996779983,137640.54578482138,10888.5478515625,107917.01932010135,400946.97854201857,293029.9592219172,1.0482758620689656,-0.6493178015241541,5.710829962904264e+22,13.688343048095703
858,EPIC 246061904.01,TIC 404225518,1581.0,2.0,1.0,0.0,0.0,1.0,7.084267,3.848,0.343,2457740.018391,0.0,3.8178702702702703,3.0,17.8,0.0461,4572.0,0.77,0.88,4.62,346.0424212,-7.9825154,-58.20058,64.9534,-1.85649,344.06544,35.3631472,28.8686,-20.4244,309.923,3.19791,15.748,14.185,12.259,11.729,11.635,11.566,11.676,11.184,8.048,13.9147,13.2404,13.799,2.972972972972973,923.7568359375,4902.761768777496,33990.98046875,32975.85546875,109339.98264622044,118905.74299332903,32143.466796875,108750.48011243665,361177.47814611485,252426.99803367822,1.2954815695600475,-0.656290556996522,4.858742027731393e+22,71.57085418701172
859,EPIC 246061904.02,TIC 404225518,1582.0,2.0,1.0,0.0,0.0,1.0,20.676056,3.302,0.295,2457755.973355,0.0,3.8178702702702703,3.9,39.92,0.0395,4572.0,0.77,0.88,4.62,346.0424212,-7.9825154,-58.20058,64.9534,-1.85649,344.06544,35.3631472,28.8686,-20.4244,309.923,3.19791,15.748,14.185,12.259,11.729,11.635,11.566,11.676,11.184,8.048,13.9147,13.2404,13.799,2.1621621621621623,923.7568359375,4902.761768777496,33990.98046875,32975.85546875,109339.98264622044,118905.74299332903,32143.466796875,108750.48011243665,361177.47814611485,252426.99803367822,1.2954815695600475,-0.656290556996522,4.858742027731393e+22,71.57085418701172
860,EPIC 246067130.01,TIC 8939120,1583.0,2.0,1.0,0.0,0.0,1.0,6.786539,1.2,0.107,2457739.075561,0.0,3.8103972972972975,2.9,15.08,0.0113,5866.0,0.97,0.8,4.36,354.2581572,-7.8639765,-63.89016,77.04338,-4.93984,351.61095,44.096375,43.9328,3.79465,252.314,3.93485,12.473,11.999,10.712,10.429,10.356,10.292,10.33,10.304,8.636,11.7262,11.3057,11.742,2.7027027027027026,555.28125,4902.969667029061,277666.28125,276662.375,132521.25939611485,118943.56887827693,276555.71875,131941.1103251689,384394.5222761824,252453.41195101352,1.1790960451977401,-0.459484890745718,4.858742027691281e+22,35.25022888183594
861,EPIC 246088339.01,TIC 423612780,1584.0,2.0,1.0,0.0,0.0,1.0,2.988541,3.504,0.313,2457740.602566,0.0,3.811116216216216,2.4,8.28,0.0314,5761.0,1.02,0.88,4.36,353.7202859,-7.3941695,-63.18716,76.81117,-4.29704,351.30709,11.8536504,-4.70382,-10.8804,551.496,1.78461,14.257,13.62,12.37,12.049,11.957,11.925,11.979,11.97,8.968,13.4229,12.9738,13.465,0.2702702702702703,457.138671875,5588.169821175388,59650.1328125,59031.6640625,109464.8840661951,135379.76906400113,58735.85546875,108899.39011032517,396950.4392287796,288051.0491184544,0.8526871401151631,-0.4547926310202087,5.709221135601951e+22,39.77162551879883
862,EPIC 246120353.01,TIC 49784497,1585.0,2.0,1.0,0.0,0.0,1.0,21.436032,2.486,0.222,2457758.905605,0.0,3.788664864864864,3.0,54.15,0.0487,3627.0,0.47,0.47,4.77,352.9768715,-6.6955881,-62.17704,76.57218,-3.3634,350.90533,34.2061929,21.3007,26.7646,143.481,6.94118,17.462,15.872,12.496,11.865,11.643,11.511,11.433,11.743,8.745,15.0095,13.8813,14.731,0.2702702702702703,159.2451171875,5681.850251941928,13538.421875,13337.8876953125,108489.18996779983,137640.54578482138,13219.931640625,107917.01932010135,400946.97854201857,293029.9592219172,0.9638860630722279,-0.6493178015241541,5.710829962904264e+22,43.71585464477539
863,EPIC 246163416.01,TIC 301328381,1586.0,2.0,1.0,0.0,0.0,1.0,0.877,42.42797297297297,3.783972972972973,2457738.852,0.0,0.05,3.6676432432432433,13.713098972972972,0.17233108108108108,5599.795405405405,2.097837837837838,0.7478378378378379,4.368378378378378,352.0865075,-5.7778541,-60.90444,76.4083,-2.17076,350.45402,178.0688013,166.68,62.66,118.9255,4.293889099999999,15.868,14.285,10.995,10.415,10.162,10.009,9.919,9.758,8.342,13.524,12.3477,13.482,2.4324324324324325,1654.138671875,5588.169821175388,58415.5,55471.2578125,109464.8840661951,135379.76906400113,55107.22265625,108899.39011032517,396950.4392287796,288051.0491184544,1.8018867924528301,-0.4547926310202087,5.709221135601951e+22,138.21559143066406
864,EPIC 246178445.01,TIC 278965554,1587.0,2.0,1.0,0.0,0.0,1.0,6.39595,33.727162162162166,3.0122432432432436,2457743.804,0.0,3.7491945945945946,3.8224864864864863,17.8,0.01991,3972.0,0.68,0.9218918918918919,4.386216216216216,347.4535633,-5.4664297,-57.53295,70.22214,-0.07937,346.33218,38.9076464,-38.415,6.17193,106.26,9.38216,14.844,13.434,10.867,10.136,10.013,9.927,9.963,9.908,8.342,12.8684,12.0372,12.886,12.0,1217.6484375,5856.2701264551615,93226.75,92320.1015625,107861.35418866132,141892.12777895542,90791.453125,107301.42838101773,409264.3554819468,301962.9271009291,0.9835560123329907,-0.5846150556975143,5.712885320945059e+22,248.9405975341797
865,EPIC 246260670.01,TIC 301328844,1588.0,2.0,1.0,0.0,0.0,1.0,3.853494,6.957,0.621,2457740.804256,0.0,3.824762162162162,2.4,8.09,0.0856,4459.0,0.74,0.84,4.62,352.1761121,-3.8464108,-59.46716,79.01043,-0.43086,351.2976,9.3709481,5.63646,-7.48632,509.382,1.93515,17.011,15.794,13.526,12.98,12.818,12.791,12.857,12.224,8.49,15.2504,14.5413,15.286,1.6216216216216217,357212.90625,6101.865998269654,725476.875,11759.8056640625,105366.29508023648,147870.54856748838,11051.056640625,104864.28177787163,419310.51662795607,314446.23485008447,16.875,-0.5267260013401762,5.715002066365833e+22,14915.1884765625
866,EPIC 246261316.01,TIC 398573061,1589.0,2.0,1.0,0.0,0.0,1.0,4.696045,2.57,0.229,2457741.724595,0.0,3.724948648648649,2.4,14.47,0.0301,5003.0,0.78,0.91,4.61,353.7077699,-3.8349446,-60.3826,81.45278,-1.02364,352.70633,22.498097,20.9836,-8.11498,371.377,2.66401,14.863,14.055,12.39,11.919,11.858,11.82,11.883,11.938,8.357,13.7686,13.2111,13.594,2.4324324324324325,228.748046875,5081.583195671783,45431.859375,45123.0234375,109464.8840661951,123294.5097734606,44974.36328125,108899.39011032517,370735.8585699958,261836.4684596706,1.25,-0.45458179744801114,4.861296288957969e+22,23.86931037902832
867,EPIC 246265680.01,TIC 301176722,1590.0,2.0,1.0,0.0,0.0,1.0,8.6387,44.497972972972974,3.9723243243243243,2457739.1896,0.0,3.749194594594594,3.8774486486486484,12.04,0.0837,5120.0,0.65,0.8794594594594595,4.334324324324324,350.2702189,-3.7521409,-58.18868,76.28378,0.40339,349.58604,14.0874392,4.12852,-13.4689,2684.32,0.278628,12.834999999999999,16.7718,15.104,14.74,14.477,14.55,14.67,12.503,8.965,16.5484,15.9958,16.544,12.0,23842.154296875,5152.34879048022,50891.82421875,3354.7197265625,107861.35418866132,125008.18352219865,3207.51416015625,107301.42838101773,372743.59745829814,265442.1690772804,1.302325581395349,-0.5850930748021436,4.861350856839472e+22,767.0073852539062
868,EPIC 246270904.01,TIC 250107419,1591.0,2.0,1.0,0.0,0.0,1.0,3.98547,42.73202702702703,3.81027027027027,2457739.596,0.0,3.1110594594594594,3.6622594594594595,15.1,0.0562,4256.0,0.72,0.6629729729729729,4.363513513513514,355.5083421,-3.6505699,-61.25856,84.69321,-1.56604,354.42958,24.2035465,-13.8897,-19.8214,500.636,1.96967,17.288,16.081,13.708,13.107,12.936,12.853,12.935,12.007,8.147,15.6265,14.8337,15.671,12.0,284.90576171875,5681.850251941928,7164.71142578125,6774.76123046875,108489.18996779983,137640.54578482138,6594.89990234375,107917.01932010135,400946.97854201857,293029.9592219172,1.0719269994632314,-0.6493178015241541,5.710829962904264e+22,45.39863586425781
869,EPIC 246290342.01,TIC 136820022,1592.0,2.0,1.0,0.0,0.0,1.0,16.607299,2.532,0.226,2457746.427966,0.0,3.7705054054054057,3.7,34.3,0.0307,4878.0,0.76,1.01,4.68,354.1624687,-3.2611299,-60.18036,82.87106,-0.67617,353.35021,31.3077452,25.2003,-18.5774,534.301,1.8433,16.069,15.047,13.342,12.849,12.754,12.702,12.774,12.364,8.961,14.8121,14.1991,14.738,0.0,337.623046875,5082.3010861513,17450.298828125,16886.021484375,108489.18996779983,123289.13531184841,16775.052734375,107917.01932010135,369761.3374947213,261844.31817461993,0.9392265193370166,-0.6497887301666945,4.861296288951381e+22,24.162160873413086
