tic_id
TIC 98753307
TIC 98751904
TIC 98751904
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720809
TIC 98720702
TIC 98720702
TIC 98690271
TIC 98677125
TIC 98677125
TIC 98677050
TIC 98677050
TIC 98675725
TIC 98674982
TIC 98669309
TIC 98627779
TIC 98594138
TIC 98594138
TIC 98594138
TIC 98594138
TIC 98594138
TIC 98594138
TIC 98591691
TIC 98468044
TIC 98233820
TIC 98231712
TIC 98181869
TIC 98181869
TIC 98170399
TIC 98094704
TIC 98093602
TIC 98093602
TIC 98093602
TIC 98088236
TIC 98044395
TIC 98044395
TIC 98044395
TIC 9795183
TIC 9794694
TIC 97319562
TIC 96932854
TIC 96932854
TIC 96932854
TIC 96932854
TIC 9676822
TIC 9675067
TIC 96708837
TIC 9669622
TIC 96244568
TIC 96244568
TIC 96199085
TIC 96199085
TIC 96199085
TIC 94925023
TIC 94924543
TIC 94924543
TIC 94923808
TIC 94893626
TIC 94892940
TIC 94892940
TIC 9099036
TIC 90785991
TIC 90785991
TIC 90784652
TIC 90684200
TIC 90682548
TIC 90605642
TIC 90605642
TIC 9054633
TIC 9054633
TIC 903094635
TIC 9030119
TIC 9030119
TIC 9030096
TIC 9030096
TIC 9030096
TIC 9030096
TIC 902906874
TIC 90090343
TIC 90090343
TIC 90090343
TIC 8995204
TIC 8963531
TIC 8963531
TIC 8939120
TIC 8918021
TIC 87474573
TIC 87270008
TIC 87270008
TIC 87270008
TIC 86543926
TIC 86543926
TIC 86130229
TIC 86130229
TIC 86130229
TIC 86130229
TIC 86119727
TIC 86119726
TIC 86117499
TIC 86071285
TIC 86070316
TIC 86070236
TIC 86039410
TIC 86036265
TIC 85978461
TIC 85108908
TIC 84599716
TIC 84546771
TIC 84453551
TIC 84442448
TIC 84339983
TIC 84339983
TIC 84339983
TIC 84339983
TIC 84339983
TIC 84339983
TIC 84339983
TIC 84339983
TIC 84336349
TIC 83795004
TIC 83709114
TIC 83709114
TIC 83709114
TIC 83377800
TIC 83375909
TIC 83181153
TIC 83181153
TIC 83181153
TIC 83181153
TIC 83181153
TIC 83017021
TIC 82928381
TIC 82508808
TIC 82330323
TIC 82325163
TIC 82325163
TIC 82054726
TIC 82054726
TIC 82054726
TIC 82050863
TIC 82050863
TIC 82050863
TIC 82050863
TIC 82050863
TIC 81729236
TIC 801264959
TIC 800891488
TIC 800830102
TIC 79517411
TIC 78312435
TIC 78312435
TIC 78312435
TIC 77900781
TIC 77574118
TIC 774688
TIC 774688
TIC 771548
TIC 771548
TIC 771548
TIC 771548
TIC 771548
TIC 771548
TIC 771548
TIC 771548
TIC 771548
TIC 75266189
TIC 75266189
TIC 75266189
TIC 75266189
TIC 75266189
TIC 75266189
TIC 75266189
TIC 75266189
TIC 75266189
TIC 743941
TIC 743782
TIC 741596
TIC 741596
TIC 741596
TIC 741596
TIC 741596
TIC 741119
TIC 741119
TIC 741119
TIC 73975747
TIC 73975747
TIC 73975747
TIC 73975747
TIC 73943566
TIC 73943566
TIC 73848795
TIC 73848324
TIC 73827803
TIC 73803791
TIC 73510019
TIC 73510019
TIC 73355325
TIC 73355325
TIC 73355325
TIC 73355325
TIC 73355325
TIC 73125748
TIC 73060986
TIC 73060986
TIC 73060986
TIC 73060581
TIC 73060581
TIC 72999657
TIC 713672
TIC 709015
TIC 709015
TIC 709015
TIC 709015
TIC 70863764
TIC 70803960
TIC 70803960
TIC 707724
TIC 707724
TIC 707724
TIC 706595
TIC 706595
TIC 706595
TIC 7059194
TIC 7059061
TIC 7059061
TIC 7059054
TIC 7059054
TIC 7059054
TIC 7059054
TIC 7059054
TIC 7059054
TIC 7059054
TIC 7059054
TIC 70412892
TIC 70298662
TIC 7020982
TIC 7020254
TIC 7020254
TIC 7020254
TIC 7020254
TIC 7020254
TIC 7020254
TIC 7020254
TIC 70178670
TIC 70178670
TIC 6997053
TIC 6992808
TIC 6992156
TIC 6992156
TIC 6984477
TIC 6982778
TIC 6979435
TIC 69747919
TIC 69747919
TIC 69747919
TIC 6953740
TIC 6953394
TIC 69086979
TIC 68959822
TIC 6892385
TIC 6892385
TIC 6892385
TIC 6892385
TIC 6892385
TIC 6892385
TIC 6892385
TIC 6892385
TIC 68893269
TIC 68746914
TIC 68694240
TIC 68694240
TIC 68694240
TIC 68655248
TIC 68646526
TIC 68645284
TIC 68645284
TIC 68640538
TIC 68577662
TIC 68577662
TIC 68576786
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68504570
TIC 68406313
TIC 68161800
TIC 68131578
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68048686
TIC 68045555
TIC 678806
TIC 678699
TIC 678621
TIC 678621
TIC 678621
TIC 678620
TIC 678620
TIC 677945
TIC 677945
TIC 677945
TIC 673674372
TIC 673674372
TIC 67235717
TIC 67235717
TIC 67086160
TIC 670036
TIC 670036
TIC 670036
TIC 670036
TIC 668643
TIC 66751054
TIC 66751054
TIC 66751054
TIC 66714484
TIC 66664366
TIC 66664249
TIC 6591443
TIC 640381384
TIC 640381384
TIC 63838888
TIC 62965118
TIC 62965118
TIC 619430
TIC 619430
TIC 617029
TIC 617029
TIC 616321
TIC 6139066
TIC 6139066
TIC 61312205
TIC 61312205
TIC 61145203
TIC 61141802
TIC 61116662
TIC 61113635
TIC 610976842
TIC 610976842
TIC 610976842
TIC 61097426
TIC 610791326
TIC 61072862
TIC 60286662
TIC 60286662
TIC 60286662
TIC 60286662
TIC 60286662
TIC 60285925
TIC 60285925
TIC 60256710
TIC 60256710
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60256211
TIC 60010019
TIC 59088823
TIC 59088823
TIC 59088823
TIC 59040029
TIC 59040029
TIC 59040029
TIC 59040029
TIC 59004498
