toi
1000.01
1001.01
1002.01
1003.01
1004.01
1005.01
1006.01
1007.01
1008.01
1009.01
101.01
1010.01
1011.01
1012.01
1013.01
1014.01
1015.01
1016.01
1017.01
1018.01
1019.01
102.01
1020.01
1021.01
1022.01
1023.01
1024.01
1025.01
1026.01
1027.01
1027.02
1028.01
1029.01
103.01
1030.01
1031.01
1032.01
1033.01
1034.01
1035.01
1036.01
1037.01
1038.01
1039.01
104.01
1040.01
1041.01
1042.01
1043.01
1044.01
1045.01
1046.01
1047.01
1048.01
1049.01
105.01
1050.01
1051.01
1052.01
1053.01
1054.01
1055.01
1056.01
1057.01
1058.01
1059.01
106.01
1060.01
1061.01
1062.01
1063.01
1064.01
1064.02
1065.01
1066.01
1067.01
1068.01
1069.01
107.01
1070.01
1071.01
1072.01
1073.01
1074.01
1075.01
1076.01
1077.01
1078.01
1079.01
108.01
1080.01
1081.01
1082.01
1083.01
1084.01
1085.01
1086.01
1087.01
1088.01
1089.01
109.01
1090.01
1091.01
1092.01
1093.01
1094.01
1095.01
1096.01
1097.01
1097.02
1098.01
1099.01
110.01
1100.01
1101.01
1102.01
1103.01
1104.01
1105.01
1106.01
1107.01
1108.01
1109.01
111.01
1110.01
1111.01
1112.01
1113.01
1114.01
1115.01
1116.01
1117.01
1118.01
1119.01
112.01
1120.01
1121.01
1122.01
1123.01
1124.01
1125.01
1126.01
1127.01
1128.01
1129.01
113.01
1130.01
1130.02
1131.01
1132.01
1133.01
1134.01
1135.01
1136.01
1136.02
1136.03
1136.04
1137.01
1138.01
1139.01
114.01
1140.01
1141.01
1142.01
1143.01
1144.01
1145.01
1146.01
1147.01
1148.01
1149.01
115.01
1150.01
1151.01
1152.01
1153.01
1154.01
1155.01
1156.01
1157.01
1158.01
1159.01
116.01
1160.01
1161.01
1162.01
1163.01
1164.01
1165.01
1166.01
1167.01
1168.01
1169.01
117.01
1170.01
1171.01
1172.01
1173.01
1174.01
1175.01
1176.01
1177.01
1178.01
1179.01
118.01
1180.01
1181.01
1182.01
1183.01
1184.01
1185.01
1186.01
1187.01
1188.01
1189.01
119.01
119.02
1190.01
1191.01
1192.01
1193.01
1194.01
1195.01
1196.01
1197.01
1198.01
1199.01
120.01
1200.01
1201.01
1202.01
1203.01
1204.01
1205.01
1206.01
1207.01
1208.01
1208.02
1208.03
1209.01
121.01
1210.01
1211.01
1212.01
1213.01
1214.01
1215.01
1216.01
1217.01
1218.01
1219.01
122.01
1220.01
1221.01
1222.01
1223.01
1224.01
1225.01
1225.02
1226.01
1227.01
1228.01
1229.01
123.01
1230.01
1231.01
1232.01
1233.01
1233.02
1233.03
1233.04
1234.01
1235.01
1236.01
1237.01
1237.02
1238.01
1238.02
1239.01
124.01
1240.01
1241.01
1242.01
1243.01
1244.01
1245.01
1246.01
1246.02
1246.03
1246.04
1247.01
1248.01
1249.01
125.01
125.02
125.03
1250.01
1251.01
1252.01
1253.01
1254.01
1255.01
1256.01
1257.01
1258.01
1259.01
126.01
1260.01
1260.02
1260.03
1261.01
1262.01
1263.01
1264.01
1265.01
1266.01
1266.02
1267.01
1268.01
1269.01
1269.02
127.01
1270.01
1271.01
1272.01
1273.01
1274.01
1275.01
1276.01
1277.01
1277.02
1278.01
1279.01
128.01
1280.01
1281.01
1282.01
1283.01
1284.01
1285.01
1286.01
1287.01
1288.01
1289.01
129.01
1290.01
1291.01
1292.01
1293.01
1294.01
1295.01
1296.01
1297.01
1298.01
1299.01
130.01
1300.01
1301.01
1302.01
1303.01
1304.01
1305.01
1306.01
1307.01
1308.01
1309.01
131.01
1310.01
1311.01
1312.01
1313.01
1314.01
1315.01
1316.01
1317.01
1318.01
1319.01
132.01
1320.01
1321.01
1322.01
1323.01
1324.01
1325.01
1326.01
1327.01
1328.01
1329.01
133.01
1330.01
1331.01
1332.01
1333.01
1334.01
1335.01
1336.01
1337.01
1338.01
1339.01
1339.02
1339.03
134.01
1340.01
1341.01
1342.01
1343.01
1344.01
1345.01
1346.01
1346.02
1347.01
1347.02
1348.01
1349.01
135.01
1350.01
1351.01
1352.01
1353.01
1354.01
1355.01
1356.01
1357.01
1358.01
1359.01
136.01
1360.01
1361.01
1362.01
1363.01
1364.01
1365.01
1366.01
1367.01
1368.01
1369.01
137.01
1370.01
1371.01
1372.01
1373.01
1374.01
1375.01
1376.01
1377.01
1378.01
1379.01
138.01
1380.01
1381.01
1382.01
1383.01
1384.01
1385.01
1386.01
1387.01
1388.01
1389.01
139.01
1390.01
1391.01
1392.01
1393.01
1394.01
1395.01
1396.01
1397.01
1398.01
1399.01
140.01
1400.01
1401.01
1402.01
1403.01
