,Unnamed: 0,pl_name,hd_name,hip_name,tic_id,disposition,sy_snum,sy_pnum,rv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_massj,pl_msinie,pl_msinij,pl_cmasse,pl_cmassj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_orbeccen,pl_insol,pl_eqt,pl_orbincl,pl_tranmid,ttv_flag,pl_imppar,pl_trandep,pl_trandur,pl_ratdor,pl_ratror,pl_orbtper,pl_orblper,pl_rvamp,pl_projobliq,pl_trueobliq,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,st_vsin,st_rotp,st_radv,dec,glat,glon,elat,elon,sy_pm,sy_pmra,sy_pmdec,sy_dist,sy_plx,sy_bmag,sy_vmag,sy_umag,sy_gmag,sy_rmag,sy_imag,sy_zmag,sy_w1mag,sy_w3mag,sy_w4mag,sy_icmag,sy_kepmag,k2_campaigns,lc_amplitude,lc_mean,lc_median,lc_q3,lc_q31,lc_resBFR,lc_skew,lc_kurtosis,lc_std
631,631,EPIC 210965800.04,,,TIC 26078330,2,1.0,1.0,0.0,21.0858,,2.95,,,,,,,,,,,,,,,2457064.5448,0.0,,0.0872,4.728,29.7,0.0289,,,,,,,,0.94,,,,,,,,,,,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,-7.58972,-10.7712,214.753,4.62801,13.276,12.382,,,,,,10.262,10.233,8.793,,12.134,4.0,3952.390625,179229.875,,,,1.019208381839348,,,1967.173583984375
632,632,EPIC 210965800.05,,,TIC 26078330,2,1.0,1.0,0.0,30.2894,,2.33,,,,,,,,,,,,,,,2457066.1436,0.0,,0.0549,5.256,38.0,0.0228,,,,,,,,0.94,,,,,,,,,,,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,-7.58972,-10.7712,214.753,4.62801,13.276,12.382,,,,,,10.262,10.233,8.793,,12.134,4.0,3952.390625,179229.875,,,,1.019208381839348,,,1967.173583984375
633,633,EPIC 210965800.06,,,TIC 26078330,2,1.0,1.0,0.0,1.82876,,1.46,,,,,,,,,,,,,,,2457062.0985,0.0,,0.0235,2.352,5.24,0.0143,,,,,,,,0.94,,,,,,,,,,,22.4348186,-27.12163,164.84079,3.26392,56.04074,13.1765928,-7.58972,-10.7712,214.753,4.62801,13.276,12.382,,,,,,10.262,10.233,8.793,,12.134,4.0,3952.390625,179229.875,,,,1.019208381839348,,,1967.173583984375
634,634,EPIC 211002562.01,,,TIC 61113635,2,1.0,0.0,0.0,3.347872,,28.1,,,,,,,,,,,,,,,2457062.10541,0.0,,1.3334,3.7248,5.484,0.1169,,,,,,,,2.2,,,,,,,,,,,23.0155211,-27.07209,163.88623,3.97815,55.57671,14.5598773,14.2513,-2.98169,674.495,1.45432,13.516,12.785,,,,,,10.732,10.831,8.768,,12.485,4.0,2637.94921875,121092.7421875,,,,1.0028868360277137,,,413.52362060546875
635,635,EPIC 211009047.01,,,TIC 14334541,2,1.0,0.0,0.0,1.31982263,,,,,,,,,,,,,,,,,2457062.306729,0.0,,0.213,1.588,,,,,,,,,6196.8,2.91,1.19,0.14,[M/H],1.052,3.59,,0.0679,,,,23.1177955,-21.48283,170.42079,2.29136,63.57802,10.4096732,-4.88732,-9.19105,607.099,1.61974,12.224,11.47,,,,,,9.667,9.639,8.211,,12.54,4.0,4313.40625,405550.71875,,,,1.0215617715617715,,,1766.0279541015625
636,636,EPIC 211058748.01,,,TIC 14110700,2,1.0,0.0,0.0,3.32257,,2.53,,,,,,,,,,,,,,,2457061.9237,0.0,,0.0476,1.656,13.7,0.0209,,,,,,,,1.11,,,,,,,,,,,23.91146,-22.18236,168.44632,3.42527,61.97513,84.2290835,26.11,-80.08,271.74,,14.439,13.513,,,,,,10.937,11.183,9.086,,13.139,4.0,683.2890625,59228.65234375,,,,0.926152137701277,,,72.62078857421875
637,637,EPIC 211064647.01,,,TIC 56621708,2,1.0,0.0,0.0,,,44.0,,,,,,,,,,,,,,,2457106.9788,0.0,,1.265,7.176,,0.252,,,,,,,,1.6,,,,,,,,,,,24.0030491,-19.3647,171.28426,2.77396,65.79566,54.2734989,42.4715,-33.7903,1065.45,0.909395,16.033,15.066,,,,,,12.496,12.252,8.882,,14.919,4.0,392.521484375,15706.4521484375,,,,1.0369935408103348,,,25.73893928527832
638,638,EPIC 211082420.01,HD 23642,HIP 17704,TIC 125754991,0,1.0,0.0,0.0,2.4616,,,,,,,,,,,,,,,,,2457065.38,0.0,,7.53,,,,,,,,,,9962.0,2.32,2.55,,,1.68,4.11,,0.2865,,,,24.2881368,-23.31896,166.53515,4.22923,60.03387,50.3167983,18.6019,-46.752,139.024,7.16603,6.872,6.809,,,,,,6.644,6.646,6.352,,8.364,4.0,974186.5,14415233.0,,,,0.8580610605249063,,,162702.125
639,639,EPIC 211087003.01,,,TIC 149923858,2,1.0,0.0,0.0,,,8.7,,,,,,,,,,,,,,,2457084.10719,0.0,,0.796,6.792,,0.0824,,,,,,,,0.96,,,,,,,,,,,24.3590848,-21.73455,168.25155,3.82657,62.24423,29.427275,18.0282,-23.2583,251.117,3.95469,12.159,11.61,,,,,,10.174,10.204,8.975,,11.645,4.0,2195.015625,280462.46875,,,,0.8560727661851257,,,590.63818359375
640,640,EPIC 211087003.02,,,TIC 149923858,2,1.0,0.0,0.0,28.29213,,3.55,,,,,,,,,,,,,,,2457064.1582,0.0,,0.127,4.464,46.5,0.0338,,,,,,,,0.96,,,,,,,,,,,24.3590848,-21.73455,168.25155,3.82657,62.24423,29.427275,18.0282,-23.2583,251.117,3.95469,12.159,11.61,,,,,,10.174,10.204,8.975,,11.645,4.0,2195.015625,280462.46875,,,,0.8560727661851257,,,590.63818359375
641,641,EPIC 211093684.01,,,TIC 35159657,0,1.0,0.0,0.0,7.0502,,,,,,,,,,,,,,,,,2457057.67912,0.0,,3.67,,,,,,,,,,4947.69,0.71,0.81,0.051,[M/H],-0.57,4.65,,3.2692,,,,24.4628062,-22.84963,166.8109,4.29069,60.56529,50.3207688,18.8782,-46.6454,133.002,7.49002,13.165,12.172,,,,,,9.751,9.763,8.326,,11.884,4.0,10419.3515625,214816.1875,,,,1.350271002710027,,,3342.624755859375
642,642,EPIC 211106187.01,,,TIC 149907584,2,1.0,0.0,0.0,14.643071,,66.05,,,,,,,,,,,,,,89.369,2457072.27454,0.0,,,,54.9762,0.04593,,,,,,,4883.0,13.18,,-1.1,[Fe/H],,2.27,,,,,,24.6608202,-21.67601,167.8485,4.16878,62.08089,32.0131673,29.2755,-12.9533,2830.27,0.310012,14.251,13.378,,,,,,10.938,10.689,8.625,,13.124,4.0,1018.29296875,69618.2890625,,,,1.3019243530192435,,,123.45018768310547
643,643,EPIC 211107835.01,,,TIC 302545802,2,1.0,0.0,0.0,18.8652,,1.57,,,,,,,,,,,,,,,2457066.3613,0.0,,0.0561,3.936,32.5,0.0224,,,,,,,,0.64,,,,,,,,,,,24.6875409,-23.65025,165.48066,4.82678,59.20179,59.4507381,-37.3019,-46.2921,163.019,6.10551,14.687,13.425,,,,,,10.53,10.395,8.83,,13.091,4.0,924.078125,70577.1015625,,,,0.9800228310502284,,,261.1143493652344
644,644,EPIC 211133138.01,,,TIC 23076555,2,1.0,0.0,0.0,7.434876,,32.0,,,,,,,,,,,,,,,2457063.73651,0.0,,0.6143,1.4736,21.7,0.17,,,,,,,,1.74,,,,,,,,,,,25.123216,-20.48887,168.44802,4.37499,63.38052,17.5494022,7.34,-15.9407,,,14.187,13.081,,,,,,10.438,10.442,8.325,,13.418,4.0,1411.5703125,100958.1796875,,,,0.7918388429752066,,,482.9599609375
645,645,EPIC 211147528.01,,,TIC 427740976,2,1.0,0.0,0.0,2.349545,,15.3,,,,,,,,,,,,,,,2457063.0589,0.0,,0.757,2.712,6.2,0.0828,,,,,,,,1.7,,,,,,,,,,,25.3885872,-20.79462,167.70594,4.7767,62.73475,5.641085,-1.07019,-5.53864,550.363,1.78976,12.423,12.05,,,,,,10.595,10.639,8.157,,11.832,4.0,1967.046875,242801.875,,,,0.8521089161772557,,,481.3700256347656
649,649,EPIC 211158357.01,,,TIC 84336349,2,1.0,0.0,0.0,0.2990737,,7.6,,,,,,,,,,,,,,,2457061.96122,0.0,,2.051,0.5256,3.55,0.3,,,,,,,,0.23,,,,,,,,,,,25.5896967,-21.72419,166.33343,5.29807,61.23619,122.9225584,27.1842,-119.879,99.958,9.97753,,17.85,,,,,,11.767,11.454,8.367,,15.127,4.0,540.993408203125,4045.74658203125,,,,0.9982718894009217,,,42.093990325927734
650,650,EPIC 211169300.01,,,TIC 348723705,2,1.0,0.0,0.0,16.43831081,,,,,,,,,,,,,,,,,2457067.806935,0.0,,1.529,4.389,,,,,,,,,5997.0,1.92,1.11,,,0.633,3.92,,0.221,,,,25.7972412,-21.21576,166.59428,5.39069,61.79437,9.4321245,3.0607,-8.92172,664.058,1.48361,12.691,12.822,,,,,,10.876,11.03,8.499,,12.491,4.0,1318.96484375,123330.53125,,,,1.1049757281553398,,,173.03814697265625
651,651,EPIC 211201576.01,,,TIC 125757123,2,1.0,0.0,0.0,5.88165,,2.58,,,,,,,,,,,,,,,2457063.4053,0.0,,0.0323,3.528,11.3,0.0173,,,,,,,,1.37,,,,,,,,,,,26.4873478,-19.86101,167.05086,5.81192,63.15761,15.8144906,15.4128,-3.54171,460.386,,13.67,13.055,,,,,,11.155,11.11,8.729,,12.785,4.0,1443.3984375,98099.6328125,,,,0.9369067560022334,,,123.05330657958984
654,654,EPIC 211308899.01,,,TIC 444013500,2,1.0,0.0,0.0,6.423,,,,,,,,,,,,,,,,,2457143.316,0.0,0.151,0.0395,4.88496,,0.01987,,,,,,,5053.72,5.87,,-1.194,[M/H],,,,,,,,10.0296849,31.58475,217.82498,-7.19014,132.92227,9.3262822,-3.04444,-8.81538,3433.04,0.24283,15.391,14.628,16.3369,14.9075,14.2929,14.0357,13.895,12.331,11.892,8.827,,14.346,5.0,1234.8984375,22049.16796875,,,,0.9365415124272871,,,49.74359893798828
655,655,EPIC 211309648.01,,,TIC 458686969,2,1.0,0.0,0.0,3.1393226,0.0434,15.43,,,,,,,,,,,,,1780.0,,2458254.484164,0.0,0.31,,,6.25,0.0942,,,,,,,6283.0,1.5,1.24,0.05,[Fe/H],,4.18,,,,,,10.0453099,32.0717,218.08156,-7.02772,133.43441,7.4277208,-3.72312,6.42724,910.734,1.06875,14.711,13.941,15.8496,14.3586,13.8307,13.7615,13.53,12.172,12.246,8.785,,13.848,,1403.54296875,34475.4296875,,,,0.5887611749680716,,,94.77288055419922
658,658,EPIC 211319779.01,,,TIC 366499151,2,1.0,0.0,0.0,13.8253157,,,,,,,,,,,,,,,,,2458255.181402,0.0,,,,,,,,,,,,5163.0,0.75,0.78,-0.2,[Fe/H],,4.58,,,,,,10.2494875,26.19735,214.60862,-8.55282,126.94242,151.5028789,97.6445,-115.839,207.618,4.78825,13.712,12.876,15.7672,13.604,12.7034,12.5003,13.0824,10.657,10.538,8.567,,12.64,,2794.62890625,97865.71875,,,,1.3003696857670979,,,612.8714599609375
659,659,EPIC 211321953.01,,,TIC 468984101,2,1.0,0.0,0.0,22.194346,,3.174,,,,,,,,,,,,,,,2458252.392474,0.0,0.568,,4.8,30.46,0.0272,,,,,,G3,5660.0,1.07,0.81,-0.441,[Fe/H],,4.28,,,,,,10.2921986,27.70812,215.35771,-8.10283,128.54862,22.1985561,-15.3407,-16.0449,640.961,1.53144,14.616,13.841,16.0787,14.7254,15.4406,14.8435,13.9984,12.176,11.601,8.618,,13.598,,372.859375,35682.30078125,,,,0.9644830307813733,,,33.852203369140625
662,662,EPIC 211333233.01,,,TIC 366484561,2,1.0,0.0,0.0,5.409,,,,,,,,,,,,,,,,,2457142.885,0.0,0.028,0.0172,2.34408,,0.0131,,,,,,,3949.0,45.48,,,,,,,,,,,10.5065621,26.07893,214.22982,-8.36446,126.63214,4.1788474,-1.80232,3.7702,1239.5,0.774226,11.432,9.953,,,,,,5.843,5.832,5.736,,9.653,5.0,30186.75,2540588.5,,,,1.126596980255517,,,11019.7666015625
665,665,EPIC 211336616.01,,,TIC 437031055,2,1.0,0.0,0.0,44.13,,,,,,,,,,,,,,,,,2457149.28,0.0,0.037,0.0427,4.63488,,0.02065,,,,,,,4865.94,10.7,,-0.689,[M/H],,,,,,,,10.570534,31.02121,216.80728,-6.91083,131.91684,2.9752005,-1.62547,-2.49192,2843.74,0.302525,14.068,13.062,15.9199,15.6173,12.9562,12.6641,13.3904,10.669,10.781,8.615,,12.83,5.0,622.44140625,89495.1640625,,,,1.0367074527252502,,,101.37474822998047
674,674,EPIC 211372788.01,,,TIC 443996667,2,1.0,0.0,0.0,1.529084,,48.0,,,,,,,,,,,,,,,2457140.33284,0.0,,1.0527,2.1936,3.964,0.267,,,,,,,,1.65,,,,,,,,,,,11.2032455,30.25523,215.5756,-6.6069,130.63619,8.2929635,3.71646,-7.41358,1158.05,0.833348,15.426,14.788,16.5018,14.9943,14.4597,14.3012,14.2855,12.596,12.384,8.877,,14.404,5.0,1032.1357421875,22004.05078125,,,,1.3810143042912875,,,450.7687072753906
675,675,EPIC 211375488.01,,,TIC 396847085,2,1.0,0.0,0.0,2.084,,,,,,,,,,,,,,,,,2457141.721,0.0,0.109,0.2385,1.95504,,0.04884,,,,,,,,,,,,,,,,,,,11.24812,29.89661,215.32535,-6.67314,130.21973,,,,,,16.564,,,,,,,13.761,10.552,7.994,,17.492,5.0,196.5975341796875,2025.8953857421875,,,,1.1058079355951695,,,11.251940727233887
681,681,EPIC 211393988.01,,,TIC 458686504,2,1.0,0.0,0.0,4.8718955,0.074,14.64,,,,,,,,,,,,,1663.0,,2458254.734716,0.0,0.33,,,8.94,0.0735,,,,,,,6972.0,1.82,1.53,0.02,[Fe/H],,4.1,,,,,,11.5488678,32.67311,216.44893,-5.59634,132.96884,3.1125139,0.158806,-3.10846,1425.02,0.670911,14.318,13.941,15.3272,13.0037,12.8356,16.3032,13.8394,12.632,12.083,8.71,,13.862,,219.138671875,35973.6953125,,,,0.6364234056541749,,,39.957725524902344
683,683,EPIC 211396431.01,,,TIC 323658556,2,1.0,0.0,0.0,8.514184,,38.298,,,,,,,,,,,,,,,2458099.732356,0.0,0.93,,11.0,2.71,0.0418,,,,,,G5,4885.0,8.38,1.25,-0.425,[Fe/H],,2.69,,,,,,11.5866277,35.61587,218.06186,-4.64042,136.06783,6.0960348,-6.01382,-0.997802,1396.27,0.682876,13.139,11.593,15.4272,11.658,10.6217,14.4824,13.2198,9.534,9.506,8.868,,11.767,,8879.9609375,257155.4375,,,,1.433125,,,4134.85498046875
684,684,EPIC 211397774.01,,,TIC 323495801,0,1.0,0.0,0.0,0.967865,,,,,,,,,,,,,,,,,2458095.83095,0.0,,14.9235,2.5128,,,,,,,,,5255.0,0.97,0.9,,,-0.188,4.42,,1.3818,,,,11.6065889,34.23127,217.24328,-5.06557,134.58373,2.0223215,-0.346305,-1.99245,1263.42,0.755872,16.763,15.787,17.7518,16.2994,15.7022,15.4622,15.3743,13.87,12.491,8.839,,15.649,16.0,3996.4462890625,5672.93212890625,,,,0.18256379100850548,,,466.93792724609375
685,685,EPIC 211397844.01,,,TIC 323492710,2,1.0,0.0,0.0,16.168833,,,,,,,,,,,,,,,,,2458107.81174,0.0,,0.4046,3.1944,,,,,,,,,5186.0,5.65,,,,,3.37,,,,,,11.6076104,34.07073,217.15131,-5.11516,134.41244,5.3628269,-1.98632,-4.98141,2010.24,0.465333,14.461,13.525,16.3417,15.6782,15.0338,15.4358,13.3771,11.211,11.238,8.952,,13.292,16.0,1137.466796875,56892.5390625,,,,0.7441756272401434,,,115.63064575195312
686,686,EPIC 211402878.01,,,TIC 323687228,0,1.0,0.0,0.0,25.23658,,,,,,,,,,,,,,,,,2458110.84155,0.0,,13.1088,3.4248,,,,,,,,,3777.0,0.7,0.66,,,-1.044,4.57,,2.7106,,,,11.685335,35.86122,218.06956,-4.48022,136.25435,28.9230815,-28.7698,-2.97376,223.67,4.44242,16.664,15.082,18.6249,15.9856,14.5867,14.3138,13.398,11.212,11.091,9.04,,14.498,16.0,2109.6455078125,21261.4140625,,,,0.710456942003515,,,200.44093322753906
689,689,EPIC 211408558.01,,,TIC 458655713,2,1.0,0.0,0.0,9.967689,,2.005,,,,,,,,,,,,,,,2458260.652617,0.0,0.079,,4.3,17.94,0.0178,,,,,,G3,5882.0,1.03,1.1,0.113,[Fe/H],,4.46,,,,,,11.7716683,28.75669,214.05979,-6.55333,128.62724,17.1334941,-17.0525,-1.66399,233.606,4.25234,12.0,11.802,14.7654,11.9299,11.4992,11.376,13.5577,10.021,10.052,8.093,,11.511,,4869.421875,322327.5625,,,,0.80039331366765,,,2316.04638671875
691,691,EPIC 211411891.01,,,TIC 323599971,0,1.0,0.0,0.0,0.954863,,,,,,,,,,,,,,,,,2458095.53608,0.0,,12.2533,2.2272,,,,,,,,,5544.91,0.93,0.98,0.041,[M/H],-0.136,4.5,,1.7358,,,,11.8196859,35.16466,217.48702,-4.59414,135.41683,10.5186065,-0.812231,-10.4872,344.667,2.87301,13.751,12.987,15.6139,13.4825,12.8589,12.6539,13.5874,11.027,10.959,8.975,,12.776,16.0,10551.9375,91779.640625,,,,0.5863895680521597,,,3018.869384765625
696,696,EPIC 211422822.01,,,TIC 337645868,0,1.0,0.0,0.0,0.554633,,,,,,,,,,,,,,,,,2458095.6787,0.0,,2.677,1.3128,,,,,,,,,4729.0,0.95,0.76,,,-0.389,4.36,,1.2435,,,,11.98279,30.0251,214.45991,-6.01552,129.83498,3.5837566,2.08316,2.91612,880.732,1.1061,17.021,15.938,18.5087,16.4744,15.6264,15.292,15.0689,13.265,12.201,8.997,,15.664,16.0,1047.62744140625,6306.111328125,,,,0.7841429880843263,,,187.4600830078125
699,699,EPIC 211425822.01,,,TIC 323710512,0,1.0,0.0,0.0,2.153178,,,,,,,,,,,,,,,,,2458096.18086,0.0,,16.1675,2.6736,,,,,,,,,5523.0,1.0,0.97,,,-0.079,4.43,,1.3783,,,,12.0281523,36.1658,217.77772,-4.10083,136.32205,3.0600912,2.98251,-0.684684,1039.39,0.931823,15.845,15.226,,,,,,13.03,11.98,8.459,,14.888,16.0,3613.2919921875,11868.15625,,,,0.3187669376693767,,,472.706298828125
711,711,EPIC 211429934.01,,,TIC 323600013,0,1.0,0.0,0.0,0.565934,,,,,,,,,,,,,,,,,2458095.47647,0.0,,7.6907,1.9608,,,,,,,,,5309.0,1.55,0.91,,,0.237,4.01,,0.3422,,,,12.0918411,35.31272,217.20381,-4.32296,135.37323,8.960703,-8.70651,2.11917,1311.54,0.727433,15.06,14.638,16.6021,15.176,14.584,18.1133,14.2698,12.41,12.313,9.112001,,14.147,16.0,3887.8369140625,27677.953125,,,,0.7089552238805971,,,1349.6053466796875
719,719,EPIC 211436313.01,,,TIC 321287850,2,1.0,0.0,0.0,4.332837,,2.263,,,,,,,,,,,,,,,2458097.8556,0.0,0.312,,2.4,13.62,0.0286,,,,,,K3,4768.0,0.72,0.94,-0.136,[Fe/H],,4.69,,,,,,12.1906885,36.21071,217.58153,-3.95309,136.24931,17.5575802,-5.33912,-16.7261,331.583,2.98725,15.338,14.124,16.9591,14.7503,13.8713,16.2166,13.4569,11.77,11.838,8.993,,13.97,,1495.16796875,33360.1875,,,,1.0958535271943997,,,57.61024475097656
720,720,EPIC 211438731.01,,,TIC 437045133,2,1.0,0.0,0.0,20.486455,,2.762,,,,,,,,,,,,,,,2458098.194132,0.0,0.722,,2.0,60.56,0.0682,,,,,,M4,3664.0,0.37,0.36,0.069,[Fe/H],,4.85,,,,,,12.2270375,33.46877,215.99576,-4.78829,133.32292,50.2569809,-2.81824,-50.1779,100.735,9.899,18.249,16.36,19.5843,17.21,15.8418,14.4793,13.783,11.432,11.188,8.688,,14.479,,392.44970703125,9143.4599609375,,,,1.0652519893899204,,,20.413705825805664
727,727,EPIC 211449931.01,,,TIC 333799831,0,1.0,0.0,0.0,6.663685,,,,,,,,,,,,,,,,,2458095.53719,0.0,,7.7241,2.6208,,,,,,,,,5691.67,1.06,1.01,-0.438,[M/H],0.024,4.39,,1.2054,,,,12.3994357,30.06719,213.95326,-5.65044,129.58706,7.9422951,-6.59781,4.42142,965.222,1.00631,15.753,15.064,,,,,,12.912,11.939,8.837,,14.659,16.0,1022.4267578125,16139.6572265625,,,,0.5748381877022654,,,156.50962829589844
728,728,EPIC 211451776.01,,,TIC 46384144,2,1.0,0.0,0.0,12.17682,,2.244,,,,,,,,,,,,,,,2458104.404755,0.0,0.232,,2.9,32.13,0.0323,,,,,,K5,4477.0,0.64,0.81,-0.485,[Fe/H],,4.74,,,,,,12.4269526,33.08864,215.52562,-4.7377,132.7766,56.70293,-26.006,-50.3876,235.135,4.22445,15.299,14.248,17.0034,14.8438,13.7921,13.9156,13.266,11.454,11.498,8.536,,13.87,,288.197265625,34559.640625,,,,0.9711392405063292,,,32.85601806640625
729,729,EPIC 211452175.01,,,TIC 437064784,0,1.0,0.0,0.0,11.114394,,,,,,,,,,,,,,,,,2458101.75989,0.0,,14.0535,6.2304,,,,,,,,,5904.69,2.45,1.07,-0.657,[M/H],0.817,3.69,,0.103,,,,12.4332847,34.7137,216.40897,-4.23056,134.49096,5.9498021,-4.41154,3.9923,870.321,1.11979,13.114,12.595,15.6667,12.9831,12.4403,12.6337,13.9916,10.991,11.164,8.467,,12.406,16.0,11101.41015625,135978.53125,,,,0.913022113022113,,,2168.923583984375
730,730,EPIC 211453076.01,,,TIC 337608311,0,1.0,0.0,0.0,0.524461,,,,,,,,,,,,,,,,,2458095.66075,0.0,,0.88,1.7136,,,,,,,,,3112.0,0.2,0.17,,,-2.47,5.06,,29.7354,,,,12.4465352,29.98039,213.84823,-5.63517,129.46167,114.7265823,-105.94,-44.033,52.773,18.9212,,18.14,20.0709,18.3296,17.1946,15.4885,14.3458,11.529,11.05,8.441,,16.341,16.0,378.8160400390625,4136.8466796875,,,,0.891156462585034,,,28.699148178100586
731,731,EPIC 211453223.01,,,TIC 21339453,0,1.0,0.0,0.0,9.056947,,,,,,,,,,,,,,,,,2458097.66347,0.0,,22.8283,3.3336,,,,,,,,,4942.0,1.06,0.81,,,-0.221,4.3,,0.965,,,,12.4486135,29.84418,213.7746,-5.67204,129.31513,23.1254942,-22.9847,-2.54795,656.243,1.49514,15.783,14.771,17.1932,15.4369,14.7085,14.36,14.1853,12.448,12.089,8.855,,14.59,16.0,2998.73583984375,18906.693359375,,,,0.8006475485661425,,,460.9773254394531
732,732,EPIC 211468153.01,,,TIC 293379583,0,1.0,0.0,0.0,0.737735,,,,,,,,,,,,,,,,,2458095.69611,0.0,,29.3171,1.9608,,,,,,,,,4908.37,1.53,0.8,-0.004,[M/H],0.088,3.97,,0.3145,,,,12.6767362,31.09503,214.13843,-5.12006,130.48577,6.7747696,-2.39354,6.33786,892.766,1.09057,15.573,14.662,,,,,,12.221,12.428,8.998,,14.381,16.0,2577.87646484375,19406.2265625,,,,0.5147859922178988,,,1028.6700439453125
734,734,EPIC 211471048.01,,,TIC 46364794,0,1.0,0.0,0.0,0.799768,,,,,,,,,,,,,,,,,2458095.64738,0.0,,36.8062,3.5976,,,,,,,,,8175.71,1.67,2.0,-0.307,[M/H],1.051,4.29,,0.6044,,,,12.7191133,32.78698,214.98093,-4.58443,132.24904,9.7138089,-9.47663,-2.13344,1242.66,0.772536,13.052,12.853,14.5566,12.937,12.9376,12.9958,13.2714,12.067,11.928,8.671,,12.867,16.0,21549.6953125,92140.515625,,,,0.3626181309065453,,,10245.8408203125
736,736,EPIC 211480861.01,,,TIC 186817940,2,1.0,0.0,0.0,6.3508198,,,,,,,,,,,,,,,,,2458254.557402,0.0,,,,,,,,,,,,7461.0,2.11,1.74,0.03,[Fe/H],,4.03,,,,,,12.8626535,24.96725,210.79078,-6.61397,123.81481,5.748157,-1.06609,-5.64843,313.867,3.16443,10.349,9.899,,,,,,8.863,8.85,8.592,,9.961,,4908.625,1557685.875,,,,1.007258064516129,,,1203.7603759765625
737,737,EPIC 211490299.01,,,TIC 293413388,0,1.0,0.0,0.0,0.555516,,,,,,,,,,,,,,,,,2458095.88867,0.0,,12.5677,1.4784,,,,,,,,,,,,,,,,,,,,,12.9991012,31.42762,213.89948,-4.75088,130.61291,9.5725388,-6.06434,-7.40657,,,17.329,16.571,19.1531,17.0029,16.0482,15.6646,15.4404,13.416,11.954,8.871,,15.991,16.0,993.23876953125,4735.3212890625,,,,0.6275083612040134,,,228.1168212890625
738,738,EPIC 211492384.01,,,TIC 293376547,2,1.0,0.0,0.0,0.635328,,,,,,,,,,,,,,,,,2458095.97422,0.0,,0.1315,1.3032,,,,,,,,,6420.0,1.53,,,,,4.18,,,,,,13.0294918,31.1868,213.73487,-4.79504,130.33658,17.2113579,2.56735,-17.0188,543.662,1.81117,13.154,12.572,14.9724,13.1235,12.5491,12.4354,13.1688,10.869,10.812,9.07,,12.375,16.0,538.1015625,134422.375,,,,0.9741379310344828,,,105.09133911132812
740,740,EPIC 211492541.01,,,TIC 46296525,0,1.0,0.0,0.0,1.031746,,,,,,,,,,,,,,,,,2458095.804,0.0,,1.3062,5.5512,,,,,,,,,7598.94,1.85,1.77,-0.177,[M/H],1.012,4.15,,0.3936,,,,13.0319453,32.38404,214.3597,-4.44206,131.60199,6.274344,-0.382075,-6.2627,1050.38,0.921381,13.495,12.494,14.9735,15.0178,14.5947,12.4823,13.6298,11.358,11.534,8.109,,12.789,16.0,2348.015625,135696.046875,,,,0.9234189723320159,,,948.5352783203125
741,741,EPIC 211493669.01,,,TIC 293410491,0,1.0,0.0,0.0,0.58337,,,,,,,,,,,,,,,,,2458095.7235,0.0,,1.6936,1.164,,,,,,,,,5802.79,0.74,1.04,0.34,[M/H],-0.249,4.71,,3.5765,,,,13.0490997,31.3589,213.79946,-4.72856,130.50524,23.8416711,-23.1678,-5.62835,336.045,2.94725,14.119,13.443,15.9756,14.4485,13.1378,12.8436,13.577,10.863,10.8,8.535,,12.976,16.0,5290.8828125,80561.3359375,,,,0.714977973568282,,,759.3675537109375
742,742,EPIC 211503824.01,,,TIC 437041827,2,1.0,0.0,0.0,2.047195,,,,,,,,,,,,,,,,,2458096.1791,0.0,,0.0255,1.8936,,,,,,,,,6150.0,0.96,,,,,4.48,,,,,,13.1927828,33.58888,214.78977,-3.94531,132.76051,61.2510873,-59.2272,15.6152,209.24,4.75078,11.84,11.233,14.5663,11.7086,11.298,11.1969,11.7957,9.895001,9.979,8.802,,11.246,16.0,1454.078125,405579.40625,,,,0.9751269035532995,,,122.36506652832031
744,744,EPIC 211506851.01,,,TIC 21245633,2,1.0,0.0,0.0,10.542179,,3.123,,,,,,,,,,,,,,,2458260.378669,0.0,0.526,,3.3,21.49,0.0312,,,,,,G7,5441.0,0.92,0.81,0.021,[Fe/H],,4.42,,,,,,13.2359338,29.3117,212.50889,-5.1498,128.20452,15.4549393,-0.452965,-15.4483,394.341,2.50716,14.023,13.307,15.6871,13.7998,13.1941,13.0411,13.4474,11.515,11.734,7.912,,13.453,,465.7265625,77532.296875,,,,0.7791279485346676,,,47.2244987487793
752,752,EPIC 211524114.01,,,TIC 293410627,0,1.0,0.0,0.0,0.715676,,,,,,,,,,,,,,,,,2458095.65638,0.0,,0.1668,1.248,,,,,,,,,4476.31,7.82,,0.22,[M/H],,,,,,,,13.4793426,31.57798,213.36153,-4.30073,130.43818,22.1586894,12.3831,-18.3757,911.716,1.06745,12.97,11.805,15.8762,12.5588,11.5198,11.1825,13.3651,8.975,9.004,8.34,,11.473,16.0,3660.296875,329515.96875,,,,0.9631870902672718,,,412.94512939453125
